,0,1,2,3,4,5,6,7,8,9,10,11
57,AABBCDEFF,FECCEDBAA,FFECBBBCA,FFEDCBAAB,BBABBCEFF,AABCDEEFF,DEFFECBAA,FCBAACCEF,BBBBBDEFF,DEEDFECAA,FFEDCABAB,ABEEFDDDB
58,BBBBBDFFF,DCBAACEFF,FFEEECAAA,FFEDBAABD,DBAABCEFF,AABBDDEFF,ACDFFDCBA,FFEDCCBBA,FEEEDBAAD,AABCDEEFF,FFEDBAABC,BCDEFFDBA
59,EEFFECBAA,AABCDEEFF,EDEEFDCAA,FFEEDCBAA,FFDCBBBBB,AABCDEEFF,BCEFFDCAA,FFEDCBAAC,AABCDEEFF,FFFECBBAA,EFFEDBBBA,AABCDEEEF
60,BBDEEDBAF,AEFCABEEE,AAEEFEDDB,FFEDCCBAA,AABBCDEFF,AABCDEEFF,BCEFFDCBA,FEEEDCBAA,FFEDBBBBB,AABCCDEFF,EFFECAABB,FFFDBCCAA
61,CEFEDBAAF,FFFEDCBAA,AACEEFEDC,FFECBAABD,AABDFFEDC,FFDBBBBCC,AABBCDEFF,EFFEDCBAA,BAABCDEFF,FFEDCBAAA,AABCEEFED,BAABCEEFF
62,FFEECBBAA,ABCBBCEFF,AABCDEEFF,BAEFEEEBA,FFEEDBBAA,AABCDDEFF,AACEFFECB,FFEDDCBAA,BBBBBCEFF,AACDEEEEE,DEFFECAAA,FFEDDBAAA
63,ACEFEEBCA,FFCCDBBAB,DCAACFECD,FFEEDCAAA,CBABBCDFF,AABCDEEFF,CEFFECBAA,FFEDDCBAA,CCBBBBCFF,AABCCEEFF,FFFCBBCCA,BBFFBBECB
64,FFEECBAAA,FFEDBBBBB,BFEEBBACE,AABCCDEFF,AABDDEEFF,BCDEFFDCA,FCAABDEED,EADEFECBA,FFEEDBAAA,ADBCDFDDE,ABBDDFDEC,EEBDEFDAA
65,AACDDEFEE,FFECBBABB,ACBBCDEFF,EEFEDCBAA,FBBCEFABE,AABCDEEFF,AABCEFFEE,FFEEDCBAA,FFEEDBBAA,AABCDDEFF,BEFFFCAAB,BBBBEFFDB
66,AABCDEEFF,ABBDFEEDC,DCFFDDAAC,FFECCCBAA,FCBAACDEF,AABCDEEFF,CEFFECBAA,FFEDDCBAA,ECAABCDFF,AABCCDEFF,ACCBDDFFB,CDEEEDEBA
67,ABBBBDFFF,FFEEDCBAA,EFFDCCBAA,FEEDDDBAA,CAAEDCDFF,AFFDCDCBC,BBBBCDEFF,ACEFFDCBB,FFEEDCBAA,FFEDCCBAA,DBBACFEDF,AACDDEFEE
68,EFFEDCBAA,ECEEEDECA,ABDEDCCFF,AABCCDEFF,AABCDEEFF,CFFDAACDD,FECBABCDE,AABEEEDED,EFFDBCCBA,DDDDEFEAA,FFEBCCBAB,ACDEEEEBB
69,AABDEEEEE,FFEDCBBAB,FEDCEECAA,FFFDCBAAB,BAABCDEFF,AABCDEEFF,ABDFFECBB,FEEEECBAA,FFEDCBBAA,BBAADDFFF,AABCDDDFF,AABCDEEFF
70,FEDDCADCA,BAABCEEFF,FEDCBEEBA,AACEFFECB,FFDCBBCCA,FECAABCDE,AABCDEFFE,FFEDCBBAB,ABCBBCEFF,CEFFECAAB,ADCABCEFE,FFEDBAABB
71,DEFEECBAA,FFECCBABB,FFDCAABDD,AAACCEEFF,AACEEEEED,FEEEDCBAA,CBBBBCCFF,FEAACCDEE,EFFEDCBAA,FEDCBBBCA,AAAEEDEDF,AABCDEEEF
72,FFEEDBAAB,DFEDABADD,AFCBBDFDD,EDBBEBDBE,AABCDEEFF,ABCCCDFFE,FFDBABBBC,AADEEFDDC,FFEECBBAA,FFEDDBBBA,ABBDCEEBF,ABCEEEFDB
73,ACEFFEEBB,FFDBBDBAC,BEFEDCDCA,FFEECBAAA,AABCDEEFF,AABCDEEEF,FFFECBBAA,FFEEDCBAA,FFEBAABCE,ABCCDDEFF,DACFEBDEB,DCEFCBBFA
74,EFEEECAAB,BAABFEEED,AEEEDBDEC,DFEEDEBAA,FFEDCBBAA,BAABCDEFF,AABBDEFFE,FFEDDCBAA,BAABCDEFF,ABBBDDEFF,FFBBCBBCC,CCEBADCEF
75,AABDEEEEE,FFEDCBBAA,FFEDCBBBA,AABBCDEFF,AACDEEEEE,FFEEDCBAA,EDEFCAABD,AABCEEEEE,FFEEDCBAA,FFECBBBBB,AABCCDEFF,AABCDEEFF
76,AACEEEFEB,FFEDCAABD,EFFEDCBAA,ABDEEEDDE,ABDFFEDCB,FECAABCEF,FFFDCBBAA,AABCDEEFF,FFEDCBAAA,AACEFFDAD,EFEBAACEE,BBABEFEBE
77,AABCDDEFF,FFFECCBAA,FFEDCBBAA,FFEBABBCC,AAABCDEFF,AABCDEEEF,BCEFFDBAA,FFEEDCBAA,FFDBAABDC,EEFDAAACE,BDFDABBCF,AACEECDFE
78,FFECAACDE,FEFECABAB,FFEDCBCAA,BACBBDDFF,AABCDEEFF,ABBCEFFEA,FFEDBBBBB,ABBCDDEEF,DECCFFBAB,FEECEDAAC,BCDCCDFFA,EBEEEEBBA
79,FEFEDBBAA,FECDDCBBA,BABDDCCEF,BCBACFFEB,FBABDEEDA,FFECBBBAC,AABCDEFFE,FFEDDCBAA,FFEDBBABB,AAABCEEFF,FBCCDECAB,AAACCDEFF
80,AABBDFFED,CEFFEDBAA,AACDEEEEC,FEDBAABDF,FFEDBABBC,ABEDCBDEF,AABBDFFEE,FFEDCBBBA,FFDBAABCE,FFECAABCD,ABCEFFECA,ABCDFFEDA
81,BFEDEECAA,FEDEBAACD,AACEDCDEF,CDDBDFFDA,DABBCEFFD,FFEECBAAC,AABDFFEDC,FFDCCCBBA,FFEDBABBB,BBBABDEFF,CAADFFEBC,BDCABEECF
82,CDBCECFDA,FFECDDBAB,FFEDCBBBA,FEBCECBBA,AABCDEEFF,AABCDEEFF,FFFDCBBAA,AABCDEEFF,BBBBBBDFF,DEBAACFFD,EEFEDAAAB,AABDDDEFF
83,FFFEDCBAA,CBCBABEFF,AABCDDEEF,CBCCCEFFA,FEEEECBAA,AABCDDEFF,ABDFFECBA,FFEDDCBAA,AABBCDEFF,AABCDEFEF,FFECCBBAA,FFECCBAAB
84,CABCCFFDB,AACCDEFEE,EDEFECAAC,EFEEDCBAA,BDEFFDCAA,AABCCDEFF,AABBDEFFE,FFEDDCBAA,CBAABDFFF,BBEFDAADF,AACDFCBDE,FFEEDCBAA
85,FFEDCBAAB,ABBBDDDFF,ABCCDEEEF,AABBCDEFE,EEFEEDBAA,EDCCEFDBA,FFEDBBABC,AABCDEEFF,AABCEEFEE,FFEDCCBAA,FFFEDCAAA,FFEDBBBBA
86,DEDAADBCF,FEFEDBBAA,AABCDDEFF,ECBDFFDBA,FDAABDEED,FFEDBAABC,AABCDFFEE,FFEDCBBAA,FFEECBBAA,ABCDDDCEF,ACBACFFED,BEFCDEDAB
87,AABDEEEEE,FFEEDBBAA,FFEDCBBAA,AABBCDEFF,AABDEEEEE,FFEEDCBAA,EDEFDAABE,AABCDEEEF,FFEEDCBAA,FFEDCBBAA,AABCCDEFF,AABCDEEFF
88,FFEDBBBAB,EFFECABCA,BAACCDDFF,AACDEFEEB,BBBBBCEFF,ABBBCDFFF,FFDBABBBC,AAADEFEEC,EDEEFDCAA,FFEEDBABA,FEDCDCBDA,ABCCBEFDF
89,AEEFFDCAC,FFCBCCCAC,CBBBBBEFF,FEEDDECAA,AAABDEEFF,AABCDEEFF,EFFECBBAA,FFEDCCBAA,CBAACDEFF,AABCDEEFE,FFDCBBBBB,DEEFECBAA
90,AACCCDFFE,DAADFFECB,FEDBBABDF,EFFEECBAA,AABCDEFEE,AABCDEEEF,EFFFDBBAA,CCCBBACFF,FFDCAABCE,FFFEDBAAB,AABDEEEED,BAABCDEFF
91,AAABCEEFF,CCBBDFFCB,BFDCCBEEA,FEEFEBAAA,FFEDCBABB,AABCDDEFF,ABDFFECCB,FFEDDCBAA,DBABCDEFF,ABABDEEEF,BFFBBEEAB,BDEFDBDBA
92,AAACEEEEF,FDBEBDDDA,FDEDDDABA,FFEEDCBAA,FEBAABDDF,ABEFFDBBD,ABBBCDEFF,ACDEFEECA,FFEEDCBAA,FFECBBBBB,FDAABDEDE,ABDDDECDF
93,EDFFDBBBA,DFDCEDABB,DCCBAAEFF,FEDFEBBAA,FDCCBBABE,AABCDDEFF,EFFECBBAA,FEEDDCBAA,AABBCDEFF,FCBDDDDEA,CAADFDDCF,ABABCEDEF
94,AABDDEEFF,FFEDCBBAA,FFEDCBBBA,BCBBBCDEF,AABCDEEFF,EFFFDBAAA,CDEFFCBAA,AACEEEEED,FFEECBBAA,CBAABDFFF,ABEDCBBEF,AABCDEEFE
95,AABDEEEED,FFEDCBBAA,AABCDEFFF,FFEDDBAAA,AABCDEEFF,CEEEEECAA,AABCEFEEE,ABDEFEDCC,FFEEDCBAA,AABBCDEFF,FFEDDBAAA,AABCDEEFF
96,EFFEDBAAA,FFEDBBBBB,EFECABADE,ABCBCDEFF,AABCDEEFF,DDEEBABDF,FFFECBBAA,ABEEEDDDD,FEEEDDBAA,FEEDDDCBA,CABBCCDFF,ABBCCCDFF
97,ABDDCBBEF,FFEEDCBAA,ABDFFEDCA,ECBAACDFF,FFFEDCBAA,AABBDEEEF,AABBCDEFF,EEFEDCBAA,FFFDCAABC,EFFEDCBAA,AABDEFFED,BAACDEFFD
98,ECBBBADFF,AABDEFEED,CCEFECBAB,DFFEDBBBA,FEFEDBAAA,AABCDEEFF,ABCEFFDCB,FFEDDCBAA,AABCEEDEF,CBCEFFDBA,ABEECCCDF,FFEDCBAAB
99,AACEFFEDB,FFEDCBBAA,AAABCDEFF,FFEDCBAAB,AABCDEEFF,AABDEEEDE,FFEDBBBBA,DCEEEEDBA,DCBABBDFF,AACDEEEEE,FFEDCBAAB,ABBBCDEFF
100,EEEEEDCAA,FFEDBBBAB,BBBBBCEFF,AABCDEEFF,AABCCDEFF,FFFEBAABB,EFFFDCBAA,AABCDEEFF,DFEEEDDBA,AAABDEEFF,CACDBBCEF,AABCDEFFE
101,AABBCEEEF,DADECECAE,CADECBEFD,EFFEDCBAA,BAABCDEFF,AABCDEEFF,DEFFECBAA,FFEDDCBAA,FFEBABBCB,ABBCCCEFF,AADEDEDBE,BACEEFFCA
102,FFEECABAB,DEDEACEAC,EBBABEDFE,ABBCEEDCF,BAABDFDDF,BCEEDAAEF,EEBAACDEF,ACDEFEEBC,FFEEDCBAA,FFECCBBBA,FEDFBACBC,CDEEDCDDA
103,CCBAADFFD,CDFFBABDC,CAABEFFED,AABDDDEFF,CBAACEFFB,FDEEEDBAA,CABCFFECA,AAABCDEFF,FEDBAABDF,EFFEDCBAA,AABCDEFFD,ECAABCDFF
104,CBABCBEFF,AABCCDFFF,CBDEBABFF,FEEDAADEA,FFCAABCEF,AABCDEEFF,FFFECBBAA,FFEDDCBAA,AABBDEFEE,ACBCEFFDB,AADEDCDDF,FFEDCBAAB
105,EEFEDCAAC,ACBBBEEFE,FFEDBBBBA,AABBCDEFF,AABCDEEFF,AABCDEEFE,FFECBBBBB,AADDEDEEF,FFEEDCCAA,FEACDBBDB,DFDAABCDF,FEBBCBCCC
106,AABCEEEEE,FFECCCBAB,EEEEEDBAA,EDBAABCEF,AABCDEEFF,FFEEDCBAA,FFFECAAAB,AABDEEEEE,FFEEDCBAA,BAABCDEFF,ABCEEEEDD,ABBBCDEFF
107,ACCBBEFEB,EFEDBAABE,FFEEDBBAA,AABBCDEFF,EFECAAADE,EEDEEEBAA,FFEDCBBAA,AABBCDEFF,CDEFFDCAA,FECAABCEF,AABCDEFFE,FEBAABDEF
108,AACDEEEEE,FFEEDBBAA,FFEDCBBAA,BBABCDEFF,AABCDEEFE,FFEEDCBAA,AACFFCBCE,AABCDEEEF,EEEEEDBAA,FFEDCBBAA,AABBCDEEF,AABCDEEFF
109,AABCDDEFF,AAADEEFEE,DDEEEECAA,FFEEDCBAA,AABCDEEFF,AACDEFEDE,AABEFEDDD,CDEEEEDAA,FFEEDCBAA,AABCDDEFF,ABDFFEDCB,FFEDDCBAA
110,FFEDCBAAA,CBBCBADFF,BACBBDEEF,BBACCEEDF,AABDDEFEE,FEDEDDCAA,FFEDCAABB,ABEDDFEBC,FEEECAACD,DACEFFBBB,FEBDEEAAD,FEDEDBBBA
111,FFFEDBAAA,EDCBBACDF,AAEDBCCEF,ABADDEFFD,ABCDEDDFF,ACCBBBFFD,BEECAACDF,EFFEDBAAA,FEEEDBBAA,FFDDCBBBA,EEEFDCAAB,EFCCABDBD
112,BBBBBCFEF,DFEFECBAA,EDCBAAEFD,BABBCDEFF,AACCEEEEE,FFEECCBAA,ABBBCDDFF,FFECCCBAA,FFEEDCBAA,FDABDCDBF,ABBBCEFEF,FEECBCBBB
113,ABCCBDFFE,BDEFFDCBA,ABDEFEECB,CAABEFFED,AADEEDCDF,AABCDEEFF,FFFECBBAA,EDCBAADEF,FFECAABDE,EEDBAACEF,EFFEDBAAB,BCEFFECAA
114,ABBDDFEED,FFEDDBAAA,CBABBCEDF,AACDCCFFC,FEBBBCDDB,FFEDCAABD,AABCEFEED,FFECBBBBB,FFEDCBBAA,AADEFFECC,AABCCDDFF,AABDDEEEF
115,FFEEDBAAA,ACBBCCEEF,AADBDFEEC,BECBCBCCF,ABBBDEEFF,AABCDDDFF,FCFDAABCE,CEEEEDBAA,FFEDDBABA,FFDCCAACC,CFEDDEDBA,FCFEDBBAB
116,EFDCDAACE,BBDCFDECA,FDDBACBEE,FFFEDCBAA,AAABCDEFF,EFFEDCBAA,BAABCDEFF,AABCDEEFF,ABCEEFCCD,FEECDBADA,BABCCDEFF,DBBCEFFAB
117,ACFFFCACB,FFFECBBAA,FFEDBBBBB,AABCDDEFF,AABDEEEFE,EFEEEBAAC,DEFFDCBAA,ABDEEEEDD,FFEEDCBAA,FFEDDBBAA,ABDDECBFE,AABCDDEEF
118,BBBBBCFFF,DBAABDFFE,FEDBAABDF,DEFEEDBAA,CBAACEEEF,AABCCDEFF,DEFFDCBAA,FFDBAACDD,DCAABCDFF,BDEEFECAA,AABCDEFFE,AABCDEFFD
119,AABCDEDFF,BBFDBADED,DDAABEDFE,FFEDDCBAA,AABBCEEFF,ABCDEEEED,AABDFFEDE,DDFEEDBAA,FFEDDCBAA,AAABCDEFF,ABCDCBDEF,ABCBEEFFB
120,FFEDBABBA,EDFFDAABA,BAABCCEFF,ABBBCCDFF,CEFFDDDAA,FFEEDCBAA,AABBCDEFF,FFEEDCBAA,FEECAAACE,ABDEDEEDF,ABCEFFECB,FDCABBCFB
121,ECDCEFCAA,AABDEFEED,DEBAACFFE,FEFDAABDC,FEDBAACDE,AABCDEEFF,FFEDCBBAA,DCCBAACEF,BBAABEFFF,EEFECCBAA,ACDBBDEFE,FFEECAAAB
