,0,1,2,3,4,5,6,7
32,DDDCBAAABBB,CDDCBBDCBAA,DDDDCCBAAAA,AAAABCCDDDD,DDCBBAAABCD,AAABCCDDDDC,DDDDCCBAAAA,AABBBCDCDCA
33,CBBDCAAACDD,DBAABCDDCBA,ABCDDDCAABB,DDDCBAAABCC,BAAABCCCDDD,AACDCBBABCD,DDDBAAAACDC,BAAAACDCCDD
34,DDDBABAABBB,AABCCDCCCCD,DCCCDDCCAAA,DDCBAAABBCC,ABCDDDCCBAA,CBBAAABCDDD,AACCDDDCBBB,DDDDCCAAAAA
35,DDDCBAAABBB,AABCDCCCCCC,AAABCCCDDDD,AAABBBCCDDD,DDCAAABBCCC,DDDDCBBBAAA,DDCDCCCAAAB,CDDBABCCCBA
36,AAAABDCBBDD,ACDDCCCCAAB,DDDCCCBAAAA,AAABBCCDDDD,DDDCCBBAAAA,CCBBAAABDDD,AABCDBAACDD,DDDDDCBBAAA
37,DCBAAACDCCD,BAACBBCCCDD,CCDDDDBBBAA,DDCCBAAABBC,BBCDDDCBAAA,AAAABBCCDDD,DDDBCBBBCAA,AABDCBDDCBB
38,DDDDCBBAAAA,AACCBAACDDD,ACDDCBCDCAA,DDDCCCBBAAA,AABCDDDCCBA,DDDDCBAAAAC,ABBBBAACDDD,AAABABCCDDD
39,ABDDDDCABBA,CACDDDBAABB,AAAABCDDDDD,DDCBBCCDCAA,AAAABBCDDDD,DDCBABDCAAB,AAAACCDBCDD,ABCBAABCDDD
40,AABBCDDDCAB,DDDDCBBAAAB,CDDDDCBBAAA,AABCDCCBCDD,AAAACDDCCDD,DDDCCCCBBAA,BBCDDDDCBAA,AABBBAACDDD
41,DCBABAABDDD,BDDDCBBCAAA,AACDDDBABBA,CCDDDCBBBAA,CCCAAAABCDD,BCDDDDCBBAA,AAABBCDDDCC,BCBBCDDCAAA
42,AAABBCCCDDD,DDDDCCBBAAA,DDDBAAAABBC,AAABBCCDDDD,AAACDDDDCCB,DDDCCCBAAAA,AAAABCCCDDD,DCBBCCCBCBA
43,DDDDCCBBAAA,DDDDCBAAABC,AAABBBCDDDD,CCCCCDCCBAA,AACDDCBAACD,DDDCCAABBBB,DCAAABBCDDD,AAAABBCCDDD
44,CCDDCDCBAAA,ABBCDCBABDD,BAABDDDCBAA,DDCCDCBBAAA,AAAABBCDDDD,DCBAAABDCCD,BBCCDDCAAAA,DDDDCCAAAAB
45,AAACDDCBACD,DDDCBAAABCD,DDDCBAAABBC,AAABBBCDDDD,DDCCBBAABAA,BBCDDDCBAAA,BCDDDDCBAAB,CDDDDBAAABC
46,AAABCCBABDD,CDDCCBBCBAA,DDDDCBBCAAA,AAABBCCDDDD,CDDDDCBBAAA,DCBBAAACDDC,ABDCAABCCCD,DDDDCCAAAAB
47,BBBBAAABDDD,CDAAAACBCDD,DDDDCCBAAAA,AAABBCCDDDD,DDDCBBBAAAA,BAAAABCCDDD,DDDCCCCBAAA,BCCDDCCBBAA
48,DDDCCBCBAAA,CBAAABBBDDD,CCDDDDCAAAA,DDCBBBAAACD,BCDDDBBCBAA,DDDDCBBAAAA,AAABBCDDDDC,AAAABDDDDCC
49,DDDDCAAABAA,CAAAABDCDDD,CCBACDDDBAA,DDDDCBBAAAA,AAACDDDCCBB,DDDDCBBAAAA,AAABABCDDDD,BBBAAABBCDD
50,AAABCCCDDDD,CCBAADDDCBA,DDDCCBAAAAA,AAABBCCDDDD,BCDDDCBBAAA,DDDCCBBAAAA,AAABCCDDDDC,BBBCDBACDBA
51,AABCCCDDBAD,DDBAAACCDCC,CBAAABDDDDD,DDDDCCBBAAA,ABDDDCBAABC,CCCDDDCBAAA,CBBBAAABCDD,DBAAABDDDCC
52,BABDCBAACDD,CBAACDDDBAA,ABDDDCAABAB,DDDBAAAABCB,AAAABCCCDDD,AACCBAABDDD,DDCBCDDCAAA,CDDDBAAABCD
53,AABDDDDDCBB,AAABBCDDDDC,DDDCBAAAABC,AABCCCDDDCC,AACDCBBBCDD,DDDDCCBBAAA,AAABBCCDDDD,DCABABABCDC
54,DDCCAAAABBD,AABACDCCCDD,ABCDBCBBADD,AAAABCCDDDD,ADCCDBBCBBA,DDDCDCCBAAA,DDCCBBBBBAA,CDCCCDCCBAA
55,ABDDDDCAABB,DAACCCAABDD,CCBAAAABCDD,DDDCCBBBAAA,ABCDDCAAACD,ABCCDDDCBAA,CCCDDDCBAAA,AAABCCCBDDD
56,DDDCDCBAAAA,DBBCBAABDDC,CCDDDCBAAAA,BCCCBBAABDD,CCDDDCBBAAA,AABBBBBCDDD,CDDDCBBBBAA,CCAAABBCDDD
57,AAABCDDDDCC,DDCDCBAAAAA,DDCCBAABBBB,AAABBCCDDDD,DDDDCBBAAAA,AABBBBBCDDD,CDDDDCAAAAA,AAAAADDDCDC
58,BBBBCDDDCAA,AACDDDDCBBB,DDCBAABCBBB,AABBBCCCDDD,BCDDDCBBAAA,DDDCCBBBAAA,ABBCDDDDBAA,AAABCDDDDCA
59,BCCBBAAACDD,ABDDCCDDCBA,DDDDCCBBAAA,AAAAABCCDDD,CDDDDCBBAAA,AAAABBCDDDD,DDDCCBAAAAA,BAAAABCDDDD
60,AABBBABCDDD,ABBABCDDDCB,DDDCCBAAAAB,AAABBCCDDDD,BCDDCCBBAAA,DDDCCBBAAAA,AAABBCCDDDD,CCCDDDCABAA
61,BBBBAABDDDC,BAAABCDDDDC,DCBAAABBCDD,DDDCCBAAAAB,AAAABCDDDDD,DCBAAAABCDD,DDDBBAAABCC,CCCBAAABDDD
62,DDDCAAAABCB,AABBBBCDDDD,CCDDDDCBAAA,CAAAABCCDDD,ABCDDDCBAAA,DCCBAAAACDD,AABCCCCCCCC,DDCDCCBBAAA
63,BCDDDCCBBAA,CBACCAACDCC,DDDDCBBAAAA,AAABBCCDDDD,CDDDCBBAAAA,DDCBAAAABCD,AAABCCDDDDC,CCDAADDACCA
64,DDDCBAACBBA,CBBCCDCAAAC,AAAABBCCDDD,ABBBBCDDDCA,DCABDDDBAAB,DDDCCCCBAAA,AAABCBBBDDD,CCCCDBBCDAA
65,AABBCCCDDCB,BABABBBCCDD,DDDDCCBAAAA,AAAABCCDDDD,AAACDDDCCCC,DDDDCBBBAAA,AAABBBCDDDD,BAAABBBDDDB
66,AAABBCCDDDD,DCCBBCDBBAB,DDDCCCBBAAA,AAABBCCDDDD,CDDDCBBAAAA,DDDCBAAABCD,AAABBCDCDDD,BCCABDDCCCA
67,AAAABDDDDDC,DBABDDCCBAA,DDDCCBAAAAB,AACBCDCCCBB,AAAABBCDDDD,DDCCCCCBAAA,DDDCCBBBAAA,AAAAABCCDDD
68,DDDDCBAAAAA,DDCAABCBBCC,AAABBBCCDDD,ABCCCDCAACC,DCAAAACCCDD,CCCCDDCABAA,DDCDDCBBAAA,DCBBABDDCBA
69,AABCDDDDCBA,DCBCDCBDCAA,DDDCBBBBAAA,AAABBCCDDDD,ABDDDCBBAAA,DDDDCCBAAAA,AAABBCCCDDD,AAABBBCDDDD
70,DDCCBDBAAAB,AABDDCCCDCA,ABCDDDCCBAA,DDDCBAAAABB,AAACDDDCCBA,AAAABCCCDDD,BDDDBAABCCB,DDDDCCBAAAA
71,DDDDCCBBAAA,DBDDDCAAABB,AAABBCCDDDD,DDDCCCBBAAA,BAAAABDDDDD,CCDDDDCBBAA,DDCBBBBAABB,AAAABCCCDDD
72,DDDCAAABCBB,AABCCCBBDDC,BBABABACDDD,AAABBCCCDDD,DDBAAABBCDD,DDDDDCCBAAA,DDDCBBAAAAB,AAAABCDDDDC
73,ACDDDDBBBAA,DCACBDCCBBA,DDDCBAAABCD,AAABCCCDDDD,DDDCBBBAAAA,DDDDCBAAAAB,AAABBCCDDDD,BCCBBCDBADA
74,DDDDCBAAAAB,BAAABDDCBDC,DDDDDCBBAAA,DDCBAAABCDD,AAABDDDDCBB,DDCBAAAABCD,ABACCDDDDAB,DDDCABAABBC
75,AABCDDDDCBA,DDDCCBBAAAA,AAAABBCDDDD,DDDDCCCBAAA,BBBBAAABDDD,CCDDDCCBAAA,DDCBAAAABCD,AAAABCCDDDD
76,ABCDDDCBCBA,AABDDDDCBAA,AABBBBBBDDD,DDDCCBAAABB,DDDBAAAABCD,BCCDDDCBAAA,BBCCDCBCDBA,AABBCBCDDCD
77,AAABBCDDDDC,DDDCCCBBAAA,DDBAAABBBBD,AAABBCCDDDD,CCDDCBBAAAA,DDDCCBAAABB,DDDAAACCCCB,AAABBCDDCDD
78,BBBAABBDDDD,DDDDCCBAAAA,AAAABBCCDDD,AAABBCCDDDB,DDCBBAAABBB,BBBCCBBDCAA,DDBCCAABCDB,DDDBABBBBAA
79,DDDDBBBBAAA,CCBAAACCBCD,CCCCDDCBAAA,DDDCCBBAAAA,AAACDDDDCCB,DDDCCBBAAAA,AAABCDDDCCC,BAAABBCCDDD
80,AAAABCBCDDD,CBAAABDDDDC,DCBAAACDDDC,AAABBDDCCDD,AAABDDDDCCB,DDDDCBAAAAB,CCBAAABBCDD,CCBAABCDDCA
81,CDDDDCCBAAA,AABBABDCCDD,CDCDDDCAAAA,DDDCCCBAAAA,AACDDDCCBAA,DDDDCCBAAAA,AAAABCDDDDD,BBAACCACDCD
82,CCCDCDCCBAA,DCBCDDBBAAA,DBBCBAAABCD,AAAABBCCDDD,DDDCBBAAAAB,AABBCCCCCDD,DDBBCDDAAAA,CBBBAACBDDD
83,DDDDCBBAAAA,AAABCCCDDDD,CCCCDDCBAAA,CBAAABCCDDD,BCDDDCBBAAA,BBAAAABCDDD,AABBCDDDDCB,DDDDCBABAAA
84,BABABBABDDD,CDDCBBDCAAB,DDDCCBAAABC,DCBAAABBCDD,AAABDDDDCCB,DDCBBAAACDD,ABDCAADCBCD,DCDDDCCBAAA
85,DDCCAAAABBB,AABABCCDDDD,AAABCDDCDDC,DDDCBBBBCAA,DCBAAAABCDD,AAABBCCDDDD,DDDCCCBAAAA,DDDCCCBAAAA
86,DDBADADCABA,BAAAABCCCDD,DCCDDCBAAAA,DDDDCCBAAAA,AABCDDDCCBA,DDDDCCBAAAA,AABBBBCDDDD,ABAACDCCDBB
87,AABCDDDDCBB,DDDCCCBAAAA,AAAABBCDDDD,CDDDCCCBAAA,BBBBAABCDDD,CCCDDCCCBAA,DDCBBAAABBC,AAAABCCDDDD
88,DDDBBBAABBA,AABABACCDDD,AACDDDCBBBB,AAABBBCCDDD,DDBAAABBBCD,DDDBBCCCAAA,DDDDBBBBAAA,DCDAAABBCCD
89,CDDDDCCCBAA,BBACBBBBCDD,DDDCDCAAAAA,AAAABCCDDDD,DDDCCBBBAAA,DCCBAAABCDD,AAACCDDDDCB,CCCBCDDDBAA
90,AABBCDDDBBD,DDDCCBAAAAC,DDDCBAAAACD,BCCAAABCDDD,DDDCBBAAAAA,CCDDDCAAAAC,DDDBAAAACDD,CCCBAAABCDD
91,AAAABCCDDDD,DDAACCBBBCA,DDDDCBCBAAA,AAABBCCCDDD,BCDDDCCBAAA,DDDCAAAABCD,AAABBBCDDDD,DDBCBCDBBBA
92,AAACCCCDDDD,DDDCBBBBAAA,DDDDCBBBAAA,AAABBDDDCCD,AAAABCCDDDD,DDDCCCCBAAA,DDDBBBBBAAA,ABAAACDCDCD
93,DDDCCBBABAA,CAAACCBBCDD,DDDDCCBBAAA,AAAABCCDDDD,DDDCCBBBAAA,CBAAABBCDDD,DBCCCCCAAAB,AAABBBCCDDD
94,AABCCDDDCBA,DDDCCBBAAAA,AAAAABBCDDD,ABCDDDDBAAA,BCDDCAAAACC,DDDDCCBBAAA,AAAABCCCDDD,AAAABCCDDDD
95,AACDDDDCBBA,CBAAAABCDDD,DDDCBAAABBC,AABCCDDDCCB,AAACCCCCDDD,DDDDDCCBAAA,AAABBCDDDDC,BAAAABCCDDD
96,DDDDCBBBAAA,DCBDDCBAABC,AAAABBCCDDD,AABCCDDBACD,DDDCBAAABCC,DDDDCCCBAAA,DDDCCCAAAAA,AAABBCCCCDD
97,AABBAACDDDD,CAAABCDDDCB,BAAAABCDDDD,DDCBAAABBBB,AAAABCDDDDD,DDDCCCBAAAA,DDDCBAAABBC,DDCBAAABDDC
98,BBAAABCBBDD,DDCBBCDCAAA,DDDDCBBAAAA,BAAABBCCDDD,BCDDDDCBAAA,CCBAAABDDCD,BBCDDCAAACC,CCCDDDCAAAA
99,BCDDDDCBBAA,BBAAAABBCDD,DDCBAAAACDD,AABBCCCDDDD,DDDBBBAAAAB,DDDCBAAABCD,ABBDDDDCCAA,BAAAABBCDDD
100,DDDDDCBAAAA,AAABBCBBCDD,AAABBCCCDDD,CDDDDDCAAAA,DDDDCBAAAAB,ABCCDDDCCBA,AAABCCDDCDD,AAAABBCDDDD
101,AAABBCCDDDD,CCACABDBADC,DDDDCBBAAAA,AAABBCCDDDD,DDDDCBBAAAA,DDDDCBAAAAA,AAABBCDDCDD,BBABABDDDCB
102,DDDBAAABCCB,BDBDBBABCCC,AAABBBBDDDD,AAABCDDCACD,BBAAABCCDDD,DDCCCCCBAAA,DDCCBBBAAAA,ABABCDDCCDA
103,BBAACDDBBCC,BBDCAAACDDC,AABCBCDDDCC,DDDCBBBBAAA,BBBDDDBAAAC,BDDDCBAAABC,DDDCBAAAABC,DDDCBAAABCD
104,BAABADDCACD,ACDCBBCBACD,DDDCCDCBBAA,AAABBCCDDDD,DDDCCBBAAAA,BBAAAABCDDD,AAACDDBABDD,CCDDDCBBAAA
105,DDDCBAABCBA,CDDDDBBAAAA,AAAABCCCDDD,AAABBCCDDDD,DDCBBBAABBB,DDDDDCCBAAA,DBBBBBBCDBA,BCDDDBABABB
106,AAACCCDDDCC,DDCCCCCCBAA,BAAAABCCDDD,ACDDDDCCBAA,DDDBAAAABCD,DDDDDCCBAAA,AAAABCCDDDD,AAAABBCCDDD
107,BCBBDDCBDBA,AAADDDDCBBB,AAABBCDDDDD,BBCDDCCDBAA,DDCBBAAAABC,AABCCDDDCBA,CBAAABBCDDD,DDDDCAAAABC
108,AABCDDDCCBB,DDDCCCBBAAA,AAAABBCDDDD,CCDDDCCBAAA,AABBAABCDDD,BBCCDDDCBAA,DDDCBBAAAAA,AAAABBCDDDD
109,AAABBBCDDDD,BCBCCDDDCAA,DDDCBAAAABC,AAABCCCDDDD,AABDDCBCCCC,DDDDCCCBAAA,AAABBCCDDDD,DDDCCCBBAAA
110,DDDCBAABBBB,AACCBCCCDCD,AAAABBBCDDD,CDDDDCCBBAA,DDCBAAAACDC,DDCCCCCAAAB,CADDDABCBAB,DDDDCBBBAAA
111,DDDCBAABAAA,AAACBDDCCDD,AAABBCCBCDD,AACBBCBBCDD,ACBAABCDDDD,DDDDCCCBAAA,DDCCCCBAAAA,DCCDDBBAABB
112,AAAAACCDDDD,DDBCBBAAACB,AAAABCCDCDD,CDDDDDCBBAA,AAAABCDDDCC,DDDDCCBBAAA,DBABBBBBCDD,ABBDDDBACAB
113,AABABCBBDDD,DCBAABDDDCA,BAACDDCBBDD,AAABBBCDDDD,DDDCBBBAAAA,BCCDDDBAABD,CBAAABCDDDD,BAAACDDDDBB
114,ABCCDDCDCAA,DBBBBABACCD,CCDCCDDBAAA,DDDDCCBAAAB,AABDDDDCBBA,DDDDCCBAAAA,AABCCBBCCDD,AAAABBDDDDD
115,DDDCBAAABAB,AAACBCCDDDC,ABAAAABCDDD,AAABBCCCDDD,CCCAAABCDDD,DDCDCCBBAAA,DDCCABCABAB,DDCCBDCBAAA
116,CCABAABCCDD,DDDCBBAAABB,DDDCCBAAAAC,BBCDDDDCAAA,AAAABCCCDDD,AAABCCDDDCD,DDCCBACAABB,BBCDBABDDBA
117,BCDDCBCBBAA,DDDCCBBAAAA,AAABBBCDDDD,BCDCDCCCAAB,CDDCBAAABCD,DDDDCCBBAAA,DDDCBAAAABB,AAAABBCDDDD
118,ABAABDDDCBB,CDDDCBAAABC,DDDDDCBBAAA,AAAABCCCDDD,DDDDCBBAAAA,BCCCBAAABDD,CDDDDCBAAAB,BCCBAABCDDC
119,AAABCBDDDDD,BCDCCAABCCC,DDDDCBAAAAB,AAABCCCDDDD,AAADDCCCCDC,DDDDCCBBAAA,AAAABCCDDDD,AAABBCCDDDC
120,DDDBABBBBBB,BBBAAABCCDD,AAAABBCDDDD,DDDDCCBBAAA,AAAABCCDDDD,DDDCBBAAAAB,AABBBBBCDDD,DDBBCBABBCB
121,BBBBCBAACDD,DDCBCBAABDC,DDDCBCCBAAA,AAABBCCDDDD,DDDCCBBBAAA,AAABCCBCDDD,DDDCBAAACCB,DDDDCCBAAAA
122,DDDCBBAABAA,AABBCCCCCDD,CDDDDCBBAAA,DDCBAAABBCC,BCDDDDCBAAA,AAABBCCDDDD,DDDDCBBBAAA,DDDDCBAAAAA
123,ACDDDCBABAA,AAABBCDDDDD,DDDCCBBAAAA,AAABBCCDDDD,CDDDCBBAAAA,DDDDCBAAAAB,AAABCCDDDDC,DDCCCCAABBA
124,DDDCBBAABBA,AAAABCCCDDD,AAAABCCCDDD,AACCCCDDDBA,DCCDDDCBAAA,DDDCCBAAABC,CCDDDCCAAAA,DCBCDBBBCBA
125,AAABCCCDDDD,DDBDCAACCAA,BBAAABCCDDD,BBCCCCDDDAA,DDDCBBBAAAA,AAABBBCCDDD,ABBABCDDCCD,ABAACCCCBCD
126,AAACDDCDDCC,DCDDCBBBBAA,DCBAAABCCDD,AAABBCCDDDD,DDDCBBBAAAA,ABBBBAACDDD,AABCBABDDDC,AAAABCCDDDD
127,AABCBCCCDDC,DCCBCDDCAAA,DCBAAAABCDD,AAABCCCDDDD,DDDCBBBAAAA,DDDCCBAAAAB,AAABBCCDDDD,DCCCDBBBCAA
128,DDDCBAAABBB,ABBBCCDCBBD,AAACBBCDDDD,BCAAABCDDDD,AAABBCDCDDD,DDCCCCBAAAA,AAACBBCDCDC,DDDCBCCBAAA
129,DDDDDCBBAAA,AAAABBCCDDD,DDDDCBAAAAA,AAABBCCDDDD,DDDCBBBAAAA,BBAAAABCDDD,BDDDDCCBAAA,DCBAAABBBCD
130,AAABBCCDDDD,AAABCDDDDBA,DDDCBAAAABC,AABBCCDDDDD,AABDDCCCCCC,DDDDCCBBAAA,AAABBCCDDDD,DDDCCBBAAAA
131,CDDDDCCBAAA,DDBBBAAAACD,AAAABCCDDDD,CCDDDDCBAAA,AABDDCBBBBD,DDDDCCBBAAA,DDDCCBBAAAA,AAAABBCCDDD
132,AABBCCDCCDB,CDDCBCCCAAA,DDCBAAAABCD,AAABBCCDDDD,DDDCBBBAAAA,DCBAAAABBDD,AAABBCDDDDC,AAACBBCDCBD
133,CBABDCBAADD,DBAAACDDBCD,CAAAACDDCCC,CBCDDCABAAB,BAACCBBDDCC,ABCDDCBAABD,DCBAABCDCBA,AACDDBAABDD
134,AABCDDDDCCB,DDDCCBBAAAA,AAAABBCDDDD,CDDDDCCBAAA,BBBBAABBDDD,CCCDDDCCBAA,DDCBAAAABBC,AAAABBCDDDD
135,CDDDDCBBAAA,DDDCCBAAABA,BAAAABCCDDD,BCCDDDCBAAA,CDDCBAAABCD,DDDDCCBAAAA,DDCBBBABABC,AAAABBCCDDD
136,AABBBBDCDDD,BABBBABDDDC,DDDCCBBAAAA,AAAABCCDDDD,BCDDDCBBAAA,DDDCCBBAAAA,AAACCCDDDDD,AAAABCDCDDB
137,AAABBCCDDDD,DDCCCCBBBAA,DDDDCBBBAAA,AAABBCCDDDD,CDDDCCBAAAA,DDCBAAAABCD,AAABCCCDDDD,DCCBDCDCBAA
138,AAABCCDDDDD,DDDCCBCBAAA,DDCBAAABBCD,AABBCCDDDDC,AACDCBBBBCC,DDDDCCBAAAA,AAAABBCDDDD,AAACDCDDCCA
139,AAABBDDBCDD,DBABCDDCBAA,BBAAABBCDDD,BBCBAABCDDD,DDCBAAABBCC,DDDCBAABBCA,BBCDDDCBAAB,BCCBAABDDDB
140,CCCBAABCDDD,BDCAABAACDD,DDDDDCCBAAA,CBAAABCCDDD,AABDDDCCBAA,DDCBAAAABDD,AABBCDDDDCC,DDDDCBBBAAA
141,CBBDDDDBAAA,BDDCBAAABDD,CBAAABDDCDD,DDBCBCCBAAC,DDAABCBBBBC,BCCBABAABDD,DBABAABDDDB,AAAABCDDDDD
142,DDDDCBBBAAA,DCDDCBBAAAB,AAAAAABCDDD,AAABBCCDDDD,DDBAAABBCDD,DDDDDCCBBAA,DDCCCCBAAAA,ABBCDDDCBBA
143,AAABBCCDDDD,DDDCDCCBCAA,DDDDCCBBAAA,AAABBCCDDDD,AACDDDCBBBA,DDDDCBAAAAB,AAAABCDDDDD,CBBDDDCCBAA
144,DDDCBBBABAA,AAABBDDDCCC,ACDDCBABBBC,AABCCBCCCDD,AAAAABCDDDD,DDDCCCCCAAA,DDDCCBBABAA,CCCBBCABDCA
145,DDDCAAABADC,ACBCCBDCCCC,DCDCCBAAABB,AAAABCCDDDD,AAABABCCDDD,DDDCCCCBAAA,DDDABBABBBC,CCCDDDCBBAA
146,CDDDDCBBAAA,DDDCCBAAABB,AAABBBCCDDD,BCDDDDDCAAA,CCDCAAAABDD,DDDDDCBBAAA,DDDDCBAAAAA,AAAABBCCDDD
147,ABBDCDCDDBA,ACDDCBAAACD,DDCBBAAABCD,DDDCCBAAABC,DDCBAAABBCC,DDDBBAAAABC,DDDCCCCBAAA,AABCCBABDDD
148,ACDDDCBCBAA,BBBAAABCDDD,CBAAAABCDDD,DDCCCCBAAAA,CDCBAAABCDD,DDDDCBBAAAA,AAABBCDDDDB,AAABCCDDDCC
149,DDDDBABAABB,AAAABCCDDDD,DDDCCBBAAAA,AAABBCCDDDD,DDDCCBBAAAA,DDDCBAAAABC,AAABCDDDDCC,DDDCBBAAABB
150,BABAABCBCDD,DDDCCBACBAA,ACBCDDCBCAA,DCBAAABBCDD,CCDDDCBBAAA,AAAABCDDCDD,DCCDDDCBAAB,DCBCCCDDBAA
