,0,1,2,3,4
91,AACCDCD,DDCCBAA,AABDDCB,CAABCDD,DCCCCBA
92,ABCDCCC,DDCBAAA,AAABCDD,DDDCBAA,BABCDDB
93,DDCBAAB,CDDCBAA,BCDDCAA,AAACDDD,AAABCDD
94,CDDDBAA,AAABCDD,DCBCCAB,DDCBAAB,AAACDDD
95,BDDCAAA,DDBAABD,BBAADDD,DDCAAAC,BAAACDD
96,DDCBAAA,AAABCDD,CCDDAAB,DDDCBAA,AAABCDD
97,AACDCAD,DBABDCB,AAABCDD,DDCBCBA,ADCADCB
98,AAABDDD,CDDCBAA,AABDDCB,BAABCDC,CCDDAAA
99,DDDCAAA,BCBABDD,DDDCAAA,BAAACDD,CAAACDD
100,DDCBAAA,AABCCDD,DCCDBAA,CDDCAAC,AAABDDD
101,AACDDCC,DDDBAAB,ACCDCBA,DCAABCD,BCBCDCA
102,DBBCBBA,AAAADDD,AABBBDD,DDDCBAA,BAACCBD
103,CCDCBBA,AABCDDD,DDBABAA,CCAADDA,ADDAADC
104,AABBDDD,DDCCBAA,BCDDCAA,AAACCDD,CDDDAAA
105,CBABCDB,AAABCDD,DDDBAAA,DDCBAAA,DBDBABC
106,ACDCCBC,CBAACDD,DDCCAAB,DDCBAAC,ABBCDDC
107,CCCCABC,AABCDDD,DDCBAAA,BDDDBAA,BDDAACB
108,BDDCBAA,BAABCDD,DCAAABD,DDDCBAA,AAACDDD
109,AABCDDD,DDBAABC,AAABDDD,DDCAABD,DDDCBAA
110,DBABACC,AAABCDD,DDCBAAB,DDCBACA,DDDBAAB
111,DCAAABC,AABCCDD,AABCBDD,DDDCBAA,DCBBAAD
112,BBDDCAA,AAABCDD,BBAABDD,DDCBAAA,ABDDCBA
113,AABDDAC,DBABBCC,BCDDBAA,CDBBDAC,DCACDBA
114,CDDCAAA,ACDDBAA,AAABDDC,DDBAABB,AAACDDD
115,DCAABCC,CAAACDD,ABDCACD,DDDCBAA,CCCBAAD
116,BABDDCA,CCBAABD,DDBAABC,ABDDDCB,BCDCDBA
117,DDDCBAA,AABBDDD,CCBDBAD,DDDCBAA,AAABCDD
118,AADBCDB,ADDCAAC,BBCDCBA,BBABDDC,ACCBDCA
119,ABCDCDC,DDCAAAC,AAABDDD,DDCBAAB,AABDDDB
120,DCBBBAB,AABCDDD,CCAABDD,DBAABCC,ADCBBBC
121,AAABDDD,DDCCBAA,CDDDBAA,ABBCDDC,DDDCAAA
122,DCAABCC,CCDCCBA,AABDDCB,AACDDCC,DDCAAAC
123,BCBAACD,DDCBAAB,ABCDDBA,CBAABDD,DDBBAAB
124,DCBBABC,AAACCDD,DDCBCBA,CBAACDD,CDCCCAA
125,ABCDCCB,BBAACDD,DDCBAAA,AAABDDD,BCCCCDA
126,ADDDBBA,CBAABCD,CDDDBAA,AAACCDD,BAACDDB
127,ABBCDCD,DCAABCD,BDDDBAA,CBAABDD,DDCCCAA
128,DBABBCC,AABCDDC,AAABCDD,DDCBAAB,DDCBBAB
129,DDCBAAB,CDDBAAC,CDDDBAA,AAABDDD,DBAAACD
130,AABCCDD,DDBAABC,AAABDDD,DDCAABD,DDCCBAA
131,DDDBAAA,AABCCDD,DBABDBC,DDDCBAA,AAABCDD
132,ACDDBBA,DCAAACD,CDDDAAA,BAABCDD,CBCCDCA
133,BCBCCAD,CCACDBC,CBBACCD,BDCCDAB,CACBBDD
134,BDDDBAA,AAABCDD,DDBAAAD,DDDCBAA,AABCDDD
135,DDDBAAA,BAAACDD,DCCDAAC,DDCCAAA,AAABCDD
136,ABCDCCC,DDCBAAB,ABBDDCB,DCAABCD,BBACDCB
137,AACDDCC,DDDBAAA,ABCDDBA,BAABCDD,CCCCCBA
138,ABDDDCC,DCAAABD,AAACDCD,DDCAAAC,ACCDDCA
139,ACDDBAC,AAABCDD,CDDBAAB,DCBCACC,ABCADCD
140,BAACDDD,DDDCCAA,AABCDDC,BAABCDD,DDCBBAA
141,CDDACCA,BCABDDC,DDDBAAB,CCBDDAA,DAABDDC
142,DDCBBBA,AAAACDD,CDDBAAC,DDDCBAA,AABCBBD
143,AACCDDC,DDCBAAA,AABCDDC,CBAABDD,CCCDCBA
144,DCBBAAC,ABDCCBD,AABBBDD,DDDCBAA,CBBBCAD
145,CAABCDD,DDCBAAC,ABBCCDD,DDDCBAA,DCCCBAB
146,DDCCAAA,AABBCDD,DCBCAAD,DDDCBAA,AAABCDD
147,BDDCACA,ADCBBDD,DCDDAAB,DBABDBA,AACBCDD
148,CDDCBAA,CBAACDC,DCBCAAD,DDBAABC,CAACDCD
149,CBAABCD,DDCBAAB,BCDDCAA,BBAACDD,DDBAABC
150,AAACDDC,CBDDCBA,ABCDDCB,AABBDDD,CDCDCAA
151,BDDDBAA,AAABCDD,DCBAABD,DDDCBAA,AABCDDD
152,AACCADD,BACDDBB,ABCDCBB,BDDBCAB,AADCBDB
153,BCCCDBA,BDBABDC,DDDBAAA,BBDDCAA,CDABDAC
154,DBAACDC,BBAABDD,BCDDAAB,CDDCBAA,DDDBAAB
155,BDDDBAA,AAABDDD,DDBAABD,DDDCBAA,AAACDDD
156,DCBBABB,AAABCDD,DDCAABA,DDCBAAA,ABBCDDB
157,AACCBDD,DDDCBAA,AABBDDD,DCBAABD,DCBAAAB
158,DCCBABA,AABBCDD,BBAABDD,DDCCAAA,AABCDCB
159,CDDDBAA,AAABCDD,BAACDCB,DDCBAAA,AAABDDD
160,AACCDDD,DDCCBAA,BCDDCAA,AAABCDD,DCCCCBA
161,DDBBBAA,AABBCDD,DDDAABC,DDDCBAA,BAABCCD
162,CDCDAAC,AAABCDD,DDDBAAA,ABCDBCD,ACABDCD
163,DDCCBAA,CCDDAAA,AABDDCB,AABCCDD,BAAABDD
164,BDCDAAC,DAABDDB,CBBADBC,BBDCACB,AACCCDC
165,DABCCCD,CDCAACC,AAABCDD,DDDCAAA,CABCCBD
166,DCCBAAB,ACCDCAA,AAACDDC,DCBAABD,BCAABDD
167,DCAABCD,CCDCCBA,AACDDCA,AABCDDD,DDCAAAC
168,CBBABDD,BCBCDBA,DCCBABD,ABDDBBC,DDCAABB
169,BDDCAAB,DDBAACD,DDBCBAC,DDCAABC,BAABCDD
170,DCAABBC,ABBCCDD,DDBAABD,DCAABCC,ABBCCBD
171,BDDDBAA,AAABDDD,DDBAAAC,DDDCBAA,AABCDDD
172,CDDCBCA,ACBBCDD,BACDDBA,CDDCBAA,ACBADCC
173,DDBBABB,AABCDDD,DCBAADD,DAABDDB,ABCCBBD
174,CBAABDD,CCBCDBA,DBAADDB,AABDDCC,DDBAABB
175,ACDDBBB,ACBABDD,BBAABDD,DDCBAAA,AAACDDC
176,DDCBABA,AABBCDD,BBBACDD,DDCBAAA,CCCDAAC
177,ABBBBDD,DDCBAAB,BCDDCAA,CBAABDD,DDCABBA
178,DCAABCC,CDDDCAA,BDDCAAB,ABDDCCC,DCCDBAA
179,ADDCBBA,AAABCDD,ABBCBDD,DDDCBAA,CBABBCD
180,DDCBAAB,DDDBAAC,BCDDCAA,CBAABDD,DCAAABC
181,DDAAABC,AAACDDD,BAABCDD,DDDCBAA,DCBBAAD
182,BCDCBAA,DDCAAAB,BCDDCAA,ABABCDD,CAABCDD
183,BDDDBAA,AAABCDD,DCBAABD,DDDCBAA,AABCDDD
184,BDDDBAA,AAABDDD,DDBAAAD,DDDCBAA,AAACDDD
185,CDDBCBA,AABDDCC,CCAACDD,BCDCBCA,AABDCDC
186,DAABCCD,AABDDDC,DDDBAAB,CDBBBBB,BCDDBAB
187,BCDDBAA,DDCAAAC,AABDDCB,AABDBDC,BBBABDD
188,CADCABB,BBBABDD,BBDBACD,DDDCBAA,AACDDCB
189,CAAABDD,DDDCBAA,AABCDDC,AACDDCC,DDDBAAC
190,CDCDABA,ABABDDD,CAADDBB,DDDBABA,CAACCDD
191,AABCDDD,DDDCBAA,AABCDDC,CBAACCD,CDCCCBA
192,CDDCBAA,ABBBCDD,DCACCAB,CDDCAAA,ABCADDC
193,DDCBAAC,DCBAACD,CDDDBAA,AAABCDD,DDBBBAA
194,ABBBDDC,CABAADD,CCCCAAD,DDCCCAA,ACACDBB
195,AABCCCD,DDCAABC,ABBCDCC,DCBAACD,DDCCCAA
196,ABCCCCD,DDCAAAB,AAAADDD,DDCBAAB,BDCAABD
197,BCCBDCA,AAABDDC,DDDCAAA,CDDDBAA,CDBABDB
198,BBDBDCA,DCADDAB,DCAAACD,CBDCBDA,BDBACDC
199,CDBAACD,DDBAABC,CDDDAAA,CBAACDD,DCAAACD
200,ABBDCBC,BBABDDC,BCDDCAA,BCDDAAD,DABDBBA
201,ABDBDDB,ACABCCD,DDDCAAA,BCAADDB,ABDDABC
202,DBAABDD,CDCCCBA,AABCDDC,AAACDDD,DDCBAAB
203,BDDDBAA,AAABCDD,DCBAABD,DDDCBAA,AABCDDD
204,DCBBBBA,AABCDDC,DBAACDD,CAABDDD,BBBBACD
205,DAACACC,AAABCDD,CCBABDC,DDCBAAA,BCDDCAA
206,CDDCBAA,DCCAABD,CDDDBAA,BAAACDD,DCAABBD
207,CDBADBA,DBACCBC,CACCDAC,BDCBDBA,DCADCBB
208,ACDDCAB,DDDBAAB,AABCDDC,DDCAAAB,AABCDDD
209,DDDCBAA,AAABCDD,DDDBAAA,BCDDBAA,AABBCDD
210,DBACBBB,AABCDDD,DCBABDA,DDCBAAA,CCCBAAC
211,DDCBBAA,DDBAABD,BCDDBAA,AABDCCD,BAABDDD
212,ABDCDCB,BCDDCBA,BAABCDD,DAAACDD,BBCDDCA
213,DDDCBAA,AABBCDD,DBACDBB,DDDBAAA,AAACDDD
214,DDCCAAA,AAABCDD,CCAADDC,DDDCBAA,AAABCDD
215,ABBBCDD,DDCAAAB,AAACDCC,DDBAABD,CBAABDD
216,ABDDCCC,DCAABCD,DDDDAAA,DCBAACD,BDCCCBA
217,DCBAABC,BBCDDCA,CDCAABD,BDDCCBA,DCCBAAD
218,AAADDDC,DDCCAAC,CDDDBAA,AABCDDC,DCDDAAA
219,DDCCAAA,AAACDDD,DDBCAAC,DDDCBAA,BAABCDD
220,BAABDDD,DDDCBAA,ACDDCBA,AABDDCD,ABBCCBD
221,AAACDDD,ACDDBBA,CCAAACD,DDCBAAB,BCDDABA
222,AACDDCC,DCBAACD,ABBDDBC,DDBAABD,BDDCCBA
223,DCAAACC,CDDCBAA,AACDDCB,AACDDCC,DDCAAAD
224,ABCDDCC,DCBAACD,DDDCAAA,BAABCDD,CCCCCBA
225,DCCCAAC,AABBCDD,BBAABDD,DDCBAAA,ABDDCAB
226,AABCDCC,CDDDCAA,BAABCDD,CAABBDD,CBAACDD
227,DDDCBAA,AABBDDD,CCAACDC,DDDCBAA,AAABCDD
228,ABDDDCA,CBAABDD,ABCBACD,DDDCBAA,AABCCCD
229,BCCDCAA,ABCDCDA,CBAABDD,DAAACDD,BBDDDBA
230,AACCDDC,DDBAABD,BCDDBAA,CCAABCD,BCCDDBA
231,CAAABDD,DDDCCAA,AACDDCB,AABCDDD,DDDCAAB
232,BADBBDB,ACDAACD,BACAADD,CCDDCAA,DBACDDA
233,CDDCABA,ABBBCDD,BBCABDD,AACDDBC,CAABCDD
234,DDDBAAA,AABCCDD,DDABDAB,CDDCBAA,BAAABDD
235,AABDDDC,DDCBAAB,BCDDCAA,CCAACCD,CCDDBAA
236,DDDCAAA,AABBCDD,DCCDBAB,DDDCBAA,AAABCDD
237,DBAACDD,DDDCBAA,ACDDCBA,AAACDDD,DDDCAAA
238,DCBCBAA,ABCCDDB,CAABCDD,DAAACCD,BBBCBBD
239,DDCBAAA,AABCCDD,DCAAACD,DDDCBAA,AABBCDD
240,DBAABDC,BCCCBAD,DCAABCD,ABCDCCB,CCDDCAA
241,DCAABCD,CCDDCAA,AABCDDB,AABCDDD,DDCBAAB
242,BDDDBAA,AAABDDD,DDBAAAC,DDDCBAA,AABCDDD
243,BDCCBAA,BCBAACD,CCDDBAA,BBAACDD,CCBDBBA
244,DDCAABD,CBAABDD,BAAADDD,BDCAACD,CABDDBC
245,CBDDCAA,BCAADCB,DCBCABB,CBBDDAA,CAACCDC
246,DDCBAAA,AABBCDD,CCAABDD,DDDBBAA,AAABCDD
247,CDDACCA,AABBCDD,DBDCAAC,DDDAABA,ABCACCD
248,DDDCBAA,AAACDDD,CAAADDD,DDCBAAB,AABCCDD
249,CDDCBBA,DCCBAAD,ABCDDBB,DDBAACC,AAABDDD
250,BCDCDBA,ADDCBBC,BBAADDD,CCDDBAA,AABCCDD
251,DDDCBAA,AABCDDD,DCBAACD,DDDCAAA,AAABDDD
252,BDDDBAA,AAABDDD,DDBAAAC,DDDCBAA,AABCDDD
253,AAACDDD,DDBACBA,ABCDDCB,AABCCDD,CDDDBAA
254,AACCDDD,DDCBAAA,ABCDDBA,CBAACDD,CCCCCBA
255,BDDDBAA,AAABDDD,DDBAABD,DDDCBAA,AABCDDD
256,CDDBACA,ABDBBDD,CBDDAAC,DDCBBAA,ABABCDD
257,AACCDDC,DDDBAAA,AABDDCB,DDBAACC,BCCDDBA
258,CBBAADD,CDCBDBA,CDDCAAA,AACDCCC,DDDBAAA
259,CDDCAAB,CCAABDD,CDDDAAA,CBAABDD,DDCBBAA
260,CDCDBAC,DBAACDD,CBAACDD,CDDCBAA,BCABCDD
261,CDCBAAA,DDDCBAA,ABCDDBA,BAABCDD,BBACDCB
262,AACADDC,CDBBABD,DDDCBAA,AABCDDC,DDDCAAA
263,CAABCDC,DDBBAAC,AAABCDD,DDDCBAA,CDCCCAB
264,DDCBABA,ACDDCBA,BCDDBAA,ACDDCAA,AABBCCD
265,DBABBCC,AABBCDD,CDDBAAB,DDCBAAA,CBAACCD
266,DDDCAAA,ABBABDD,DCADCAA,DDDBAAA,AAABDDD
267,BAABDDD,DDDCBAA,ABDDCBA,AABDDDC,BBDCBAC
268,AABBDDD,CDDCBAA,CAABDDC,AABCDDD,DDDCBAA
269,CDDCCAA,DAADCCB,BBBAADD,DCCCBBA,BBAACDD
270,DDCCBAA,AABCDDD,CCAAADD,DDCBAAA,AABBDDD
271,DDCBAAA,AAABCDD,DCADCAB,DDCBBAA,AAABCDD
272,DDCCAAA,AABCDDD,CBAABDD,DCAABCC,BCBDCBB
273,DDBBAAC,AABCCDD,DCBAACD,DDDCBAA,CCCAABD
274,AABDDDC,DDCCBAA,ACDDCBA,AABCDDD,CDDCAAA
275,ABDDCBA,DCCDCAA,AAAADDD,DDDCBAA,CBAACDD
276,CDDCBAA,BAAACDD,CDDDAAA,DDBAABC,AAACDDD
277,BCBBCAD,BADBBDC,BBABDCD,BCBDBAC,ADBCCCB
278,DAAACDD,CDDDCAA,BACDDBA,AABCDDD,DDDBAAB
279,CAABDDD,DDDCBAA,AABDDCB,AAACDDD,DDCBBAB
280,AABCCDD,DDCAABC,AAACDCD,DDCAABC,CDCBCBA
281,CCDDCAA,CDDCAAB,CDDBAAB,ABCDDCA,AABBCDD
282,ABBADDB,AACDDCB,AABCDCB,BBAACDC,AACDBDB
283,DAACCCB,AAABCDD,BCAACDB,DDCBAAA,DDCCBAB
284,DBABDCA,BAABDDD,BBAABDD,DDCCBAA,ABCDDBA
285,ABBACDD,DCDCBAA,AABBCDD,DDCAABB,BDDBACA
286,BDDDBAA,AAABDDD,DDBAAAC,DDDCBAA,AABCDDD
287,DDCCAAA,AABCCDD,CDDCAAB,DDDCBAA,BAABCDD
288,DCAACAB,CDDCCAA,ABCDDCA,BAACDDD,DDCCAAD
289,CCCCDAA,BDCAACD,AAACCDD,DDCAABD,BABDDBB
290,BBBCDBA,AACDCCD,DCBAADC,DDABBBB,ABABCDD
291,ABCDACC,CBDDCAA,AAABCDD,DDCBBAA,BCABDCB
292,DDDCAAA,AABBCDD,DDDBAAB,DDDCBAA,AAABCDD
293,CDDCBAA,BBAABDD,CBABDCC,DDDCBAA,AAABDDD
294,DDCCBAA,AAABCDD,DDCAABC,DDDCBAA,AAABCCD
295,DBAABDD,CCCDCBA,AABDDCB,AABCDDD,DDCBAAC
296,BCBCACD,BAACDDC,AAABCDD,DDCCAAC,DBABDCB
297,DDCBAAA,BDDCABD,CBACDBA,DCAABCD,AAABCDD
298,DDCBAAB,BDCDBAA,AAABDDD,DCAABBD,ABBBCDD
299,CCBBCAD,DDCBAAA,ABCDDCB,AAABDDD,DCABBBB
300,DCCCAAA,AAABCDD,DDCAAAC,DDCAABA,ABBBBCD
301,ABBBDDB,ADDBACC,BAABCDD,DDCCBAA,CDABDAA
302,DDBBAAB,AABDDDB,CAABDDB,ACDCCBA,CBAABCD
303,BDDDBAA,AAABDDD,DDBAAAC,DDDCBAA,AABCDDD
304,CBDAADC,AABDDCB,AABDDDB,CCDDCAA,ADDBCCA
305,CAAACDD,CCDCCBA,ABCDDCA,AAACDDD,DDDCBAA
306,BCDDBAC,BACCBCD,BDCBACB,CDBBDAA,DAADDAC
307,CDBBDAA,CCAACDC,DDDBABA,CDCBDBA,CCADBAC
308,CBABCDD,BAAACDD,ACDCABD,DDDCBAA,ABCDDAB
309,DDBBABB,AABCCDD,DDBABDB,DDCBAAB,DDCBAAC
310,BAAACDD,DCCDBBA,ABDDDBA,AABCDDC,DDDBAAA
311,CADCADC,ACDABCB,BCABBDD,CBCDAAC,BBDAADD
312,DDDBAAA,ABDDBAB,BAACDCB,DCAABBC,AAABDDD
313,ABCDCBC,DAACBCD,ABCDDCB,CCDBABD,DBADDAB
314,AABCCDD,DDCBAAB,ABCDDBA,AAABCDD,DDCAAAB
315,CDDCAAA,AADCBCD,DBAABDC,AAABCDD,AABCDCD
316,DDCCAAB,AAADDDC,CDDAAAC,DCBCDBA,ACBACDD
317,BDDACBB,AAACDDD,CDDBAAA,CBCDAAC,CCAACDC
318,DDCBAAA,AABBCDD,DCBCAAD,DDCCBAA,AAABCDD
319,AACCDDD,DDCBAAB,ABCDCCA,DCAAACD,BCCDDCA
320,DBAABDD,CBCBACD,CCBAACD,DCBBABC,DDCBAAB
321,CDDDAAB,ABABDDD,DCACCAB,CDDBAAB,BCBACCD
322,DDCBAAA,AAABCDD,DCBDBAC,DDDBAAA,AAABCDD
323,DDDCAAA,ACCDCBA,BAABDDD,DDCBAAA,AABBCDD
324,ABDDCBA,DDDCBAA,AABCDDC,BAABCDD,DCBBDBA
325,DDCCAAA,CCDCBAA,BBDBABD,DCBCDBA,AAACDDD
326,AACCDDD,DDCBAAA,BCDDBAA,AABCDDD,DDCCCAA
327,ABBDDBB,DCAACBB,BAABDDD,DDCAABC,AACDBBC
328,AABCCDD,DDCBAAB,ABCDDBA,CBAABDD,DDDCBAA
329,DDCBAAA,AABCCDD,DCBABCB,DCDCBAA,AAABCDD
330,BBDDDBA,AAABCDD,DDDAAAB,DDDCAAA,AABBDDD
331,BDDDBAA,AAACDDD,DDBAAAC,DDDCBAA,AABCDDD
332,DBAACDD,CCDDCBA,AABCDDC,AACDDCB,CBABCBD
333,DCAAABC,BCDDCCA,AABCDDB,AABCDDC,DCBAABD
334,AABCCDD,DDBAABC,ACCDCAB,DCBAACD,DDCBBAA
335,CDDBCAA,CACBABD,DCAABDB,BDDBBCA,AAABDDD
336,BABACDD,CBDDBAA,BABDDCA,AACBDDC,CDDCAAA
337,DBBBABC,CDDDCAA,ABDDCBA,AABDDDC,DCBAABC
338,DDCBAAA,AAABCDD,CCCDBAB,CDDCBAA,BBAACDD
339,AACCCCD,DDDCAAA,AABDDCB,DCAABCD,BCCCDBA
340,AAABDDD,CDDCBAA,AABDDCB,BAABCDD,CDDDBAA
341,DDCBAAB,AABCCDD,DDCBCBA,AACDDBA,BBAACCD
342,AAACDDD,CDDCCAA,AABCDDC,BAABDDD,DCDDCAA
343,AACDDCC,DDDCBAA,AABBDDD,DCAABCD,BCCCDCA
344,DDCBAAB,DDDCBAA,BCDDBAA,AABCDDD,BBACBCD
345,CDDCBAC,DCCBAAD,DBAABDD,BCDDBAA,ABCACDD
346,BDDDBAA,AAABDDD,DCAAABD,DDDCBAA,AABCDDD
347,DCCDCAA,BAABCDD,CCBAACD,DDDCBAA,AAABCDD
348,CCCBCAC,BAABDDC,CDDDAAA,CBBBCDA,ACABDDC
349,BDDCCAA,DAADCCC,BBBABCD,DCDCBAA,ABACCDD
350,AABCDDC,DDCBBAA,BCDDBAA,AAACDDD,CCBCDBA
351,DDBBBBB,AABCDDD,DCAACCA,AACDDCB,DCBAABD
352,DCBBABA,AAABDDD,DDCABBA,DDCBBBA,AABCDCD
353,CDDCCAA,AAABCDD,DDDAAAB,CCDCDBA,ACBADCD
354,DCACBBA,AAABCDD,CDDBAAC,DDDCBAA,BAABCCD
355,DBCCCBA,ABCDDCA,AAACDDC,CAABCDD,BAACDDD
