,0,1,2,3,4,5,6,7
27,FECBA,FDCAB,ABCEF,BDBEE,DABDF,CEFDA,FECBA,ABDEF
28,FDACC,FDCBB,FEDAB,ACEFB,CABEF,ABEFD,FDCDA,ABEED
29,ACCDF,ACEFD,FEDBA,BACEF,CFECA,CBADF,FECBA,ABDEF
30,DEECA,FECBA,ABDEF,EFDAB,FDBAE,DEECA,FDBBC,ABCEF
31,ADEEC,ACFEB,ACFDD,DBEEB,ACFED,DFEBA,FBBBE,CACEE
32,FEABC,EECDA,FEDBA,ABDEF,FDBAD,ABEFE,FFDBA,ACEEC
33,CEBBF,DAEFB,BFFBC,FEABD,AADDF,AECBF,FCABE,BADEF
34,FDBBC,ADEDE,EEECA,FCABD,BEFDA,CABDF,ADFDC,FEDBA
35,FDABC,ADEDD,ABDEF,ABCEF,FBACE,FFCBA,FEDAB,EDCDB
36,ABECF,CFDCB,FEDAA,ABDEF,FECBA,DCADF,ADDBF,EFDBA
37,EBAEE,BCCDF,EEECA,FDBAD,CFECA,ABCEF,FDCCA,AEDEC
38,FEDBA,ADAEF,CECFA,FEDBA,ADFDB,FECAB,BCAEF,ABCEF
39,BFEBB,BFEBB,AADFE,ECDEA,ABCEF,FCCDB,ABEDF,BCAEF
40,ACFEB,FECAB,EFDBA,AEEDE,ABEEE,FEDCA,CEFDA,ACBDF
41,EBADF,DFCCA,BEFBB,DFDCA,DBACF,CFECA,ABDFD,DCFDA
42,ABDEF,EFDBA,FDABD,ABDEF,ACEED,FEDBA,ABDEF,EBECA
43,FEDBA,FECAC,ABCEF,DEEDA,AFEBD,FEABC,EABDF,ABCEF
44,EFEBA,BDDBF,BCFDB,FEEBA,ABCFF,EBAEE,CEFBB,FEDAB
45,ACFBE,FDABE,FDABD,ABCEF,FDBBB,CEFBA,CFFBA,EFCAC
46,BBDBF,FECDA,FECCA,ABDEF,EFDBA,EBAEE,BEAEE,FFCAB
47,BCADF,EABDF,FEDBA,ABDEF,FECBA,BACEF,FDDBA,CFEDA
48,FEDBA,DACDF,DFEBA,FDBAE,DFCCA,FECAA,ABDFE,ABEFD
49,FEBBB,CACEF,DBFEA,FECBA,ACFEC,FECAB,ABBFF,CBBCF
50,ABDEE,DBDEA,FECAB,ABDEF,DFDBA,FECBA,ABDFE,BDCEC
51,ADEEC,FAAED,CACFE,FEDBA,CFDAC,DEFCA,CBACF,DACFD
52,BDBBF,CBFEA,BFDBB,FCBBC,ABDDF,BEBCF,FDECA,EFAAE
53,ADEEC,ABDFE,FDAAD,ACEEE,AFCCE,FEDBA,ABDEF,EBBCE
54,FDABE,ABEEE,BECBE,ABDEF,CEDDB,FEDCA,FDCCA,EDEDA
55,AFFBC,CCCAF,DBADF,FECBA,BFDAE,BDFDA,DEFBA,ABDDF
56,FEDBA,EDADE,EFDAA,CEBAF,EFDBA,ABBEF,EFCCA,EABEE
57,ABEFD,FECAB,FDBBB,ABDEF,EFCBA,ACCDF,EFDBA,AAEFE
58,BBFEA,AEEDB,FCADC,ACDEF,DFDBA,FEDBA,BDFEA,ACEFC
59,CDABF,AEEEB,FEDBA,BACEF,EFDBA,ABCEF,FECBA,BACEF
60,BCAEF,ABDFD,FDBAB,ABDEF,DFDBA,FECAA,ABDFF,DEFBA
61,CCAFE,BADFE,DBADF,FEBAB,ABEEE,EBACF,FDABD,DCADF
62,FDABC,ABCEF,EEECA,CACEF,BFECA,ECABF,ADEDE,FEDBA
63,DFECA,CCBED,FECBA,ABDEF,EFCBA,FCBBD,ABDFE,DCEBC
64,FDBCB,DCFBC,ABCEF,ACDFB,ECFBB,FEDBA,ABCDF,DDDEA
65,ACDFC,BBCDF,FEDBA,AADEF,ADEED,FECBA,ABDEF,BBCFE
66,ABDEF,ECDDA,FEDBA,ABDEF,EFCBA,FEAAD,ABDEF,DCEEA
67,AAEFE,DBFCB,FEBBB,ADFDC,ABCEF,FEDCA,FDBBB,BACEF
68,FEBBB,FACCD,ABCEF,BDFAD,EABEE,DEFBA,EEECA,EBDDB
69,AEEEB,EDDEA,FDBBB,ABDEF,CFDBB,FEDBA,ABDEF,ABCEF
70,FDDBB,AEEDC,BFECA,FEBAB,ACFEB,AADDF,DFACD,FFDAA
71,FFDBA,EFDAC,ABDEF,FEDCA,BACFE,EEECA,FCCAC,ABCEF
72,FDACC,ADEDE,BBBDF,ABDEF,FABCF,FEDBA,FEBAB,AADFE
73,CFECA,EBECB,FDABD,ABDEF,FEBBB,FECAB,ABDEF,DDEBC
74,FFBBB,BAFDE,EEDCA,FCACF,ACFEC,FCABE,ACEFB,EEBAC
75,ADFEB,FECBA,ABCEF,EEDBA,BCADF,EEECA,FBBBE,ABDEF
76,BEFDA,AEFDB,ACBDF,FEBAC,FDABE,DFFBA,CEDEA,ACDFE
77,ABEEE,FEDBA,FBBCD,ABDEF,DFCBA,FECAB,FBBDD,ABDEF
78,CABEF,FEDBA,ABCEF,ABDFE,FCBBC,CDCFA,FDACD,FDCCA
79,FECCA,DBBDF,EDFBA,FECAA,ACFEC,FECAA,ABEED,BACEF
80,ABCDF,CACFE,EABEE,ABEDF,ACFEC,FECAB,EBADF,DACFC
81,EEEBA,ACCDF,EEEBA,FEDBA,AFFCB,FEDAA,AADEF,CADEE
82,DEECA,EDEBA,EDBAF,ABCEF,FEBAB,ACDDF,EBFBB,CBADF
83,FECBA,ABDEF,EEFBA,DACEF,DFDBA,CABDF,ACEFD,FFCBA
84,BBCCF,EEDCA,FEBAC,FAADF,ACFEC,EDABF,BDBEE,EEDCA
85,FDABC,ABDEF,ABFEE,FDBDA,EBACF,ABDEF,FEDBA,FEDAA
86,FBDDB,BACEF,EEEBA,FFDAA,ADFEB,FEDBA,ACCFF,BBFEC
87,ADEEC,FEDBA,ABCEF,EFDBA,BBBDF,EEECA,FDBBC,ABCEF
88,FDBBB,BBBEF,AEFBC,ABCEF,FABCD,FDDCA,FECBA,EBBCE
89,EFDDA,BBCCF,FEDAB,ABDEF,FECBA,ECACF,ACEED,DDFDA
90,ACFED,FECAC,EEBAE,DBADF,FECBA,EFDAC,EDABF,DCACF
91,ABDFF,FADBC,FFDBA,ABDEF,CFECA,FDABD,ABDEF,FCDCB
92,ACDEE,FECBA,FECBA,ACEFD,AADEF,EEECA,FDCBA,BADFE
93,FFCBA,BBDCF,EFDBA,ABDEF,FECBA,CABDF,EEEAB,ABDEF
94,ADFEB,FDCBA,BBBEF,CEFCA,DFBAD,FEDBA,BADEF,ABDEF
95,AEFDB,CABEF,FDAAD,ADEEC,ACDEF,EEDBA,ABEFE,BACEF
96,FECCA,DEEAC,BBCEF,ADECE,FDABD,EEDCA,FEDAB,ABCDF
97,BBBFF,CAEFD,BACFF,FCBCC,ABEEE,FEDAA,FEBAD,ECADE
98,BBCCF,FCDCA,FECBA,BACEF,CFECA,DBAEE,CFDAD,DFEBA
99,DFECA,CBBDF,ECABF,ACDEE,FDBBB,FDAAE,AEFEB,BACEF
100,FEDBA,BBCCF,ABDEF,EFEAA,FEBAB,BDEEA,ABEEE,ABCEF
101,ABDFF,ECBBE,FECBA,ABDEF,FFCBA,FECAB,ABDEF,BBDFD
102,FCACC,EDBCD,ABBFF,ABECE,CACEF,EEECA,FDBBB,ABEED
103,CAFCD,CDAEE,ACDFE,FECCA,CEEAC,DFCAC,FEBAD,FEABE
104,BBECF,BEDBE,FDECA,ABDEF,FECBA,CABEF,BDEAE,EFEBA
105,FEACB,EFDAA,ABCEF,ABDEF,FCBBC,EEDBA,DCCEB,DFCBC
106,ACEEE,EEEDA,BABEF,CFEDA,FDABE,EEECA,ABDEF,BACEF
107,CCFDB,AEFDC,ABEEE,CEEEA,FCBBD,ACFFB,CABDF,FEBAC
108,AEEEC,FEDBA,ABCEF,DFECA,BCBDF,CEFDA,FDBBB,ABCEF
109,ABCEF,CCEFA,FEBAC,ACEEE,AEDDE,FEDBA,ABDEF,FEDBA
110,FDBBB,ADDDE,ABCEF,EEDCA,FCABE,FDDAB,CFCDA,FFCBA
111,FEBBB,ACEDE,ACECF,ACDBF,CABFF,EEEBA,FDCBB,EEDAC
112,ABDFF,FCBAD,ABCEF,EEEBA,ABDFE,FEDBA,DBBDE,CEECB
113,ABDDF,EACFC,ACECF,ABCEF,FECBA,CEEAD,CABEF,BBEFB
114,AEFEA,ECBBE,DEFBA,FEDAA,AEFDB,FEDBA,ADCDF,ABDEF
115,FEBBB,ABDEE,BBBEF,ABDEF,DBBEE,FEDBA,FDBBB,EEEBA
116,DBADF,FEBAB,FECAB,CEFCA,ABDEF,ACEFE,FDBBC,CEBEB
117,DFDCA,FECBA,ABCEF,DEECA,EEAAE,FEDBA,FEBBB,ABCEF
118,BAFEB,EFCAC,EFDBA,ABDEF,FFCBA,DDABF,EFDAB,DCAEF
119,ABDEF,DEBBD,FECAB,ACEEE,ADEDE,FEDBA,ABDEF,ABDEE
120,FDBBB,BBBDF,ABCEF,FEDBA,ABDFF,FDBBB,ACCDF,FCBBC
121,CCBBF,FCBAE,FDDCA,ABDEF,FECBA,ACDEF,FEABD,FFDBA
122,FEBBB,ACDDF,EFDBA,FCABD,DFEBA,ABDEF,FECCA,FEBBB
123,CFDBA,ABDFF,FECBA,ABDEF,EFCBA,FECAB,ABEEE,FDCBC
124,FDBBB,ABEEF,AADEF,ADEFB,EEECA,FEBAC,DFEBA,EDDCA
125,ACDFE,FDBDA,BABEF,CDEFA,FDCBB,ABCEF,ABDFE,BAEDF
126,ACEED,EEDCA,EBADF,ABDEF,FDBBB,BCBEF,ACBEF,AAEEE
127,ADDEE,ECECA,EBACF,ABDEE,FEBBB,FECAB,ABDEF,FECDA
128,FEABC,BCEDD,ACCEF,CACEE,ABEEF,FDDBA,ACBFE,FEDCA
129,EFDBA,ABDEF,FFCAA,ABDEF,FDCBA,BBBDF,DFECA,EBBCF
130,ACDEF,ACFFB,FEBAC,ACEEE,AEDDE,FEDBA,ABDEF,FECBA
131,EFEBA,FCBBE,ABDEF,DEECA,AEECD,FEDBA,FECBA,ABCEF
132,ACEDE,EEDCA,FCABE,ABDEF,FDBBB,EBABF,ABDFE,ACCFD
133,DBEBF,DADEE,BADFD,CFDBB,ACCFE,BFDBD,FBCFA,BECBF
134,ADEEC,FECBA,ABCEF,EEDCA,BCBDF,DEECA,FCBBD,ABDEF
135,EEEBA,FDCAB,BBBEF,DEFBA,EDAAE,FEDBA,FDBAC,ABCEF
136,ACDEF,BBBEE,FECBA,ABDEF,CFDBA,FECAB,ACDEE,BAEEE
137,ABDEF,FDDCA,FECBA,ABDEF,EFDBA,FDABE,ABDEE,EDEDA
138,ABEEE,FECBA,FCABE,ACEEE,AFCCD,FEDBA,ABCEF,ACEEC
139,ACEDF,DBFEA,BABDF,CCADF,FCACD,FEABC,CEFBB,CCAEE
140,DCADF,EBBBF,EEECA,CACEF,AEFDB,ECABF,ACEEE,FECBA
141,DEFCA,DEABF,CACFE,FCDBC,FADBC,DCBBF,EBAFE,AADEF
142,FECBA,EFDAB,BBBEF,ABDEF,FBACE,EEECA,FDDBA,BCFCC
143,ABDEF,EEDCA,FEDBA,ABDEF,AFECB,FECAB,ABDEF,DEEDA
144,FDBBB,ABEED,BFCBC,ADDDF,BACEF,FEDCA,FECBA,DCBEC
145,FDABE,BCDED,FECAB,ABDFF,BBBEF,FEDCA,FCBBC,EEECA
146,EFDBA,FECAC,ABCEF,CFECA,EDABF,EEDBA,FECAA,BACEF
147,BDEEA,CFCAE,FDBAE,FEBAD,FCABD,FDBAD,EEEBA,ADCDF
148,CFDDA,CBAEF,CBBDF,FEDBA,ECACF,FFCBA,ABDFE,ABEFD
149,FEBAB,ABDEF,FECBA,ABDEF,FECBA,FEBAD,ACEEE,FDBAB
150,BBCCF,FDCCA,CDFCA,EAADF,EFDBA,ABDEF,DEEBA,EDEEA
151,ADEEC,FECBA,ABCEF,EFECA,BCBDF,DEEDA,FDBBC,ABCEF
152,BCCFC,BFECA,ADFEC,ABCEF,FECAB,BCFCB,FBEDA,BFCAE
153,BBFBF,FCABE,FCABE,AADFF,FCBBC,AACFF,EBACF,EACFB
154,FEBBB,CFCBC,CBCBF,ABDEF,FDABC,BEFDA,FEBAD,EFDAB
155,ADFEC,FEDBA,ABCEF,EEDCA,BBBDF,DEEDA,FDBBC,ABCEF
156,FEBBB,DEEAB,ABBEF,BFEEA,DAEEC,FFDBA,DBCCF,BBCFD
157,ABDEF,ACDEF,FECBA,BBBDF,ACFEC,FEDAA,ABDFE,FEBCB
158,FEBCB,EFDCA,BBBEF,BDEFA,AACFF,FEDBA,EBADE,ABDFD
159,ACEFB,FDCBB,ABCEF,EEEBA,BFEBB,FEDBA,EBBBF,ABCEF
160,ABEEE,CBBFD,FEDBA,ABDEF,FECBA,CBBDF,ABDFF,EDECA
161,FEBBA,FDDAB,BBBEF,ADBDE,DABDF,CDFEA,FDCAB,AADEF
162,CDEDC,ACFCD,ACCEF,ACEFB,FABDD,ABDEF,CDFAD,DACFE
163,EFCBA,FECAB,EFEBA,EDCAF,DFDBA,ABCEF,DEDEA,BACDF
164,BBECE,BACFE,BADFE,EBEBC,ADFBE,BBEFB,DEFBA,AEBDF
165,FBADE,ACDDF,FEABD,CCBCF,ABDFF,EEDDA,FEDBA,ABEED
166,FDBCA,ACCFF,CCFEA,FECAB,AEFDB,FECBA,ABEEF,DBBCF
167,FEBBB,ACDEE,DEECA,FDABD,EFDBA,ABCEF,FEDBA,FECBA
168,FDDBA,ACFED,DACFD,FDDBA,EBAEE,ABCFE,ABDDF,FEBAC
169,AEFDB,ABCEF,FDABE,ADEEC,CFABE,EEDBA,ABEEE,BBCEF
170,FEBBB,ACCDF,BBCDF,FEDCA,BACEF,FEBAB,DFEAA,BBEFC
171,ADEEC,FEDBA,ABCEF,EEDCA,CCADF,EEECA,FCABE,ABDEF
172,BEDFA,EFCAC,DACEE,EFBAD,EFDBA,BEFCA,FBBCE,EABFD
173,FEBBA,BBBDF,ABCEF,FEDBA,AADFF,FBBBE,FECAB,BFEBA
174,FECBA,ADFED,DACFD,FDDBA,ADFDB,ABCEF,CABDF,FDABC
175,ACEED,ECCCC,DBBCF,BEEDA,ABCFF,FEDBA,FCCBD,AADEF
176,FEBCA,BEDBE,ABCEF,ADDEC,AAEFD,FEDBA,FDBBC,DDFAB
177,ADCEE,ABDFF,FECAB,ACDEF,FFCBA,FECAB,ACEEE,FDABC
178,FEBBB,BECDD,EEECA,BACEF,FDBAE,ACEEE,DFEBA,EEECA
179,ABFDC,FEBBC,BACEF,BDBEE,BBBEF,EEDDA,FEDAA,CBDDD
180,DFEBA,BBCEF,FECAA,ACDEE,FFCBA,FEBAC,ACEED,FCBCD
181,FECBA,ACDEE,ABDEE,CEEBB,ABDEF,EEECA,FECBA,FEDAB
182,ACEFC,FDBCA,FEBBB,ABDEF,FECBA,BDBBF,AEEEB,ABCEF
183,ADEEC,FECBA,ABCEF,EEDBA,BCBDF,DEEDA,FDBBC,ABDEF
184,ADEEC,FEDBA,ABCEF,EEDCA,CCADF,DEECA,FCBBC,ABCEF
185,BEEEA,FECBA,ACEED,BCFEB,ABFDE,ACFFB,EFDAA,ABEEE
186,FCABE,ABDEE,ABEEE,EEECA,FCABE,CFDAC,ABCEF,DFEBA
187,ACEED,FECBA,FEBBB,ABDEF,DFDBA,ABCFE,DFEBA,DBBBF
188,DAEEB,BCEDC,DCACF,ACDDF,DABEF,EEDCA,FECBA,ADDEC
189,FDBBD,ACEEE,EEDBA,FBACF,BEFCA,AADEF,FDBBB,FECBA
190,ADEDC,DFBAE,BACFF,DFEAB,CFDAB,DFEBA,BDAEE,AAEEE
191,ABDEF,BDCDD,FECBA,AACEF,AEFDA,FEBAD,ABCFF,EDDCA
192,AEECC,FDCAD,BBBDF,FEDBA,DFCAD,BDFEA,CBCCF,CDAEE
193,DFDCA,ABCEF,FDABE,ABDEF,FDCBB,CBACF,ADEED,FDBBB
194,ADDEE,FEDBA,DDABF,ABEEE,EEACE,FECBA,FDABE,CACFD
195,ABBEF,ABEFD,FEBAB,ACEEE,BFDBC,FEDBA,ABDEF,EDDDA
196,ADEEE,ABEFD,FECAB,ACEEE,ABEEE,EEDBA,ABCEF,FECAC
197,BCEBE,FCABE,BACFF,BADFC,FDBBB,ACEFC,DBADF,FCACF
198,CAFEB,FDACE,CAEFB,AEFDA,BADDF,CBEFB,DFDAB,FBADE
199,DFEBA,ABDEF,FDBAC,ACDEE,FEBBB,FEBAC,ACEED,EBCBF
200,ACBEF,CCFDA,CABEF,ABDEF,FECBA,BBEFB,ABEFE,ADFCB
201,ABFEC,FECAC,DADFD,ABDFE,FDBBB,DFDAC,EFDAB,DFEAB
202,FEBBB,ACDEF,EEDCA,FDABC,ADFEB,DBADF,ADFEC,FFCBA
203,ADEEC,FECBA,ABCEF,EEDBA,BCBDF,EEECA,FDBBC,ABDEF
204,FEBBB,CCABF,ABDEF,FEDBA,ABEFE,FBBCE,BDEDC,FBDAD
205,FCADD,AEFCB,ABCEF,BDEEB,BADFD,FEDBA,DBEDC,EEDDA
206,BFECB,EEADB,FEBAB,ACDEE,FEBBA,FDBBD,ABEFE,FACEC
207,DEEAC,FBACE,ABEFD,CFBBD,BFCBD,BEFCB,FDABE,BBFEB
208,ACEFD,EADDD,FECBA,ACBDF,BFECA,FEDBA,ABDEF,ABCEF
209,DEDDA,FEDBA,ABCEF,ACDFC,FCABD,AAEEE,FECAB,ABCEF
210,FCACC,ADCCF,ABDEF,BEFDA,BBFEB,FEDBA,CEEBB,EECBB
211,EFDBA,FECBB,FDBBC,ABCEF,FEBBB,ABCEF,CEFCA,AACEF
212,ACEEE,FCABE,BEFCA,FEDAA,ABEFE,FDBBC,ACCEF,ACEED
213,DFDDA,FDCBB,ACCDF,EEEBA,BFEBB,FEDBA,BCCBF,ABCEF
214,EFDBA,CBCBF,ABCEF,EEEDA,ADFDD,FEDBA,FDBBB,ABCEF
215,ADCEF,ABDEF,FECAB,ACDEE,AFDCB,FEDBA,ABDFE,BBBDF
216,ABEFD,DEEDA,EBACF,ACEEE,FEBBB,FEDBA,ABDEF,ECEBB
217,FEBBB,ACEEE,ABFED,BADFD,CABEF,ADFCC,FECBA,FEDBA
218,BBCDF,DCCAF,FDEBA,ABDEF,FECBA,AACEF,BFBCE,EFEBA
219,EFDBA,FEDAA,ABDEF,BDFEA,DEAAE,CDFDA,FEDBA,BBCEF
220,CDABF,DAAEF,FEDBA,ABDEF,FFCBA,BABEF,DBECD,BCEFB
221,DBAEF,EECBB,DFDCA,FECBA,ABCEF,FEDBA,ABEEE,CEFAB
222,ABCFF,FEDCA,FDABE,ACEEE,CFCBC,FEDBA,ABDEF,EFBCA
223,FEBAB,ABCEF,EFDBA,FBACF,DFEBA,ABDEF,FDBBB,FEBBB
224,ABDEE,FEDBA,FDAAE,ABDEF,FDCBB,DBACF,ACDFE,ECEDA
225,FDCCA,AAFED,ABCEF,CDDEA,AAEFE,FEDBA,DABDF,CEEDA
226,ABDEF,FBACE,EEECA,FECAB,ABEFE,FDABD,ABEFD,BBBFE
227,EFDCA,FDBAB,ABCEF,FEDCA,ABEEE,DDEEA,FECBA,ABCEF
228,ACDEE,FEDBA,CBADF,ACEEE,EABEF,EEEBA,FDBBB,BDDCE
229,ADCEF,FDBAC,ADFBE,FEDBA,ABDFE,FDABC,ADEEE,AEEEB
230,ABDEF,FECBA,FEBAD,ACDEE,FFBBB,FEDAA,ABDEF,BDFDA
231,FDBBC,ACEEE,FEDBA,DABDF,DFEBA,BACEF,FECBA,EEDBA
232,DAFEB,CFCAC,EFBAC,FEAAC,BACEF,BBECF,EABED,AADEF
233,BEEDA,BFEBC,BDBBF,ECACF,BADFE,BBBEF,FBCEA,ACDDF
234,EFEBA,BBDEF,ACDEF,CEEEA,AFDBC,CFEDA,FECBA,BBBDF
235,ABBEF,EEADB,FECAB,ABDEF,FECBA,FECAC,BADFE,EEFCA
236,EFEBA,FDBBB,ABCDF,BEFBC,EFBAC,FEDCA,FEDBA,BBCEF
237,FEABD,ACCEE,EEECA,ABDEF,FECBA,BABEF,AEDEB,FEDBA
238,FDACB,ECABF,ABCFF,FEDAA,ABEFD,FDBBC,ABCEF,BEFBB
239,FECBA,EDDAE,ABDEF,EEECA,ABCEF,EEEDA,FDBBB,ABCEF
240,FCCCB,AFECD,EEECA,CFECA,ABDEF,ACCFE,EDDDA,DEECA
241,FECBB,ABCEF,EFEBA,FDABC,BEFCA,ABDEF,CEEEA,FECAA
242,ADFEC,FECBA,ABDEF,EEDBA,BCBDF,EEECA,FBABE,ABDEF
243,BFCCD,FDDAC,FDBAD,ABDEF,FECBA,FEBAC,ABDEF,DCFCB
244,EEDCA,ACEEE,CABDF,FECBA,ABEED,CEFCA,ACEFB,ACFFB
245,CAEED,EBADF,DABFE,CDFCA,FBAEC,DBABF,EAAEE,AADEF
246,FFCBA,EEDAC,ABCEF,EFECA,AADFE,FEDBA,FCCBB,ABCEF
247,CFECA,FFCBA,BBBEF,FECAB,FCABE,DFECA,BEEAE,DEADE
248,CFECA,FECAB,ABDEF,FEDAA,ACEEE,FEDBA,AACEF,ABDEF
249,AFDDB,EECBA,FEDAA,ACDEE,DFCBB,FECBA,ADEEE,ABDEF
250,ACEFC,FDBAD,FEBBB,CFDDA,ABFED,ACEFD,FDCBA,ABDEE
251,FECCA,FBBBD,ABDEF,FEDCA,BACEF,EEDCA,FBBCE,ABCEF
252,ADEEC,FEDBA,ABDEF,EEDBA,CBADF,EEECA,FCABE,ABCEF
253,BBBCF,ECDAE,FCADE,BACEF,EFDBA,BACDF,ADFDB,EEEBA
254,ABDEF,ECEDA,FEDBA,ABDEF,EFDBA,FEBAC,ABDFE,CDCDC
255,ADEEC,FECBA,ABCEF,EEDBA,BCBDF,EEECA,FCBBD,ABDEF
256,BEEEA,DFDBB,EEAAE,FEBAC,FDABE,EFCAB,DABDF,DACDF
257,ABDEF,FDDAB,FEDBA,ABDEF,CFECA,FEDAA,ABCEF,ADFFA
258,FDDCA,ACFED,FBAFB,AACEF,FDBAB,ABCEF,ABDEF,FECAB
259,BEEDA,ABEEE,EBADF,ACEEE,FEBBB,FEDAA,ABEEE,FECBA
260,ADFBE,CADFD,DBAEF,CEEDA,ABEEE,CEEDA,FCBBD,DACEE
261,BFEBC,BBBEF,FEDBA,ABDEF,EFCBA,FBABE,ABDEF,BBEDE
262,BBEED,CDBBF,FDDAB,ABDEF,FDCBA,AADEF,CEADE,EFDBA
263,FBACE,BEEBD,FDDBB,ACEED,ABDEF,EEECA,FDCBB,ECDCA
264,FECBA,EFEAA,CFDCA,BACEF,FECBB,ACEEE,FCBCB,BBCFE
265,FDABC,ADFDD,BBBEF,ABCEF,FBBDD,FEDCA,DEEBA,CBBEF
266,DFDCA,FBBBE,BBBDF,BDFEA,EFCAB,EEECA,FEDAA,ABCEF
267,DCACF,EBECB,FEDBA,ABDEF,FFCBA,BABEF,FECBA,DFDCA
268,CACEF,FBADD,FEDBA,FECAB,ACFEC,BABEF,BADFE,EEEBA
269,CEFCB,EABED,BAFDD,CCAEE,BACEF,FBCCB,EEADC,DABFD
270,EFBCA,FEBAC,ABCEF,EEDBA,AACFE,FEDBA,EECBB,ABCEF
271,EEDBA,FDBAD,BBBEF,CDFEA,DFCAD,FEDBA,FECBA,ABCEF
272,FDCCA,DBDBF,ABDEF,FEDBA,ABDFE,FDCBB,ABBDF,BCECD
273,FECBA,ABDEF,ABCEF,EFCBA,ABCEF,EEDDA,FEDBA,FEBAC
274,ABCFF,CCAEF,FDECA,ABDEF,FECBA,BABEF,CEEAE,EFDBA
275,ABEFE,FECBA,CEFDA,FECCA,ABEEE,DEEDA,FEDBA,BBBEF
276,BEEDA,FEDBA,BBBEF,ADBEF,FEBBB,EFDBA,AADFE,ABCEF
277,DBEBE,DBEFA,BFBBE,FBDEA,BAFCE,BEBBF,DCFAC,EAEEB
278,FDABC,ABDEF,EEEBA,FEBAC,EFDBA,ABDEF,DEECA,FECBA
279,FDABE,BABEF,FEDCA,BACEF,CFEBA,CABEF,FFCAA,FEBCA
280,ABCEF,BDFEA,FEBAC,ACEEE,AFDCD,FEDBA,ABDEF,FCBDC
281,BBEED,FDCAD,EEDBA,ABDFF,FCABE,ABDEF,FECAA,ABCEF
282,CCFCA,FFDBA,ACFED,AADEF,BFECA,FEBAD,EFEBA,BEFAD
283,FCACE,FECCA,ABCEF,ACEFC,ABFEC,FEDBA,BCDEE,FCDDA
284,FDADB,FDDBA,AACEF,EEEBA,AACFF,FEDBA,FCBAE,ADFDC
285,ACFEC,ADEEC,DFEBA,EABDF,ABDFF,FEDBA,ADFBE,EFCAC
286,ADEEC,FECBA,ABCEF,FEDBA,BCADF,EEECA,FCABE,ABDEF
287,FEBBA,BBCDF,ABDEF,ABDEF,FBACE,EEEBA,FECBA,BACEF
288,FECAC,DABEF,EEDDA,ABDEF,EFDBA,DBADF,ABDEF,FEEBA
289,CBDAF,EBACF,FEBAD,EEABE,ADCFE,EFEBA,BDFEA,ABEFC
290,CCDAF,FEDBA,ADEED,EEDBA,AAEFE,FEBAB,BCEAF,BADEF
291,ABDFE,BEFDA,BEFDA,ABDEF,ABDFF,FEDBA,FADBE,DACFC
