,0,1,2,3,4,5,6,7,8,9
10,CCCCCCBAAA,AAABCCBBBB,BBBAABCCCC,AAAABCCCCC,CCCCBBAAAA,CCCAAABBAA,CBBBACCABA,AAABBCCCCC,BBBBBBCCAA,AAABBCCCCC
11,CCCCCCBBAA,BBBBBCBAAA,AAAABCCCCC,BBBBBBABCA,CAAAACBCCC,ABBBBBCBBB,AAAAACCCAB,AAAABBCCCC,AAAAABBCCC,AAAABCCCCC
12,CCCCCCBAAA,AAAAAAACCC,CCCCCCBAAA,CCBBBAAAAC,ABBBBBCCCC,AAAABBCCCC,AAAABBBBCC,AAAABBCCCB,BAAAABBCCC,CCCCCAAAAA
13,AAAAAAABCC,CCCBBAABCC,CCCCCAAAAA,AABCCCCBBB,AAABBBCCCB,BCBBCAAAAB,AAAAABBCCC,AAAABBCCCC,AAAAABBCCC,CCCAAAAAAA
14,BCCCCCBBAA,CBBAAAAACC,AAABBCCCCA,CCCCBBBBAA,AAAAABBCCC,ABBBBCCCBA,ABBBBBBBBC,AAAAACCCCC,AAAAABBCCC,AAABBBCCCC
15,CCCCCCBAAA,AAABCCBCCC,CBAABBBBBB,AAAAACCCCC,CCCBAAAAAA,CCBBBBAAAA,BAACCACAAC,AAAABBCCCC,CCCAAAAAAB,AAABBCCCCC
16,CCCCCCBAAA,AAAABCCCCC,CCCCAAAAAA,BBBAAAAACC,AAABBBCCCC,AAAABBCCCC,AAABCCCBCC,CCCCCCBAAA,AAAAABBCCC,CCAAABBBBB
17,CCCCCCBAAA,BBAAAACCCC,BABCCCAAAA,BBBBBAAABC,AABBCCCCCB,CCCBBBAAAA,CCCCBAAAAA,AAAAABBCCC,AAAAABBCCC,CCCCCAAAAA
18,CCCCCCBAAA,AAAAAACCCC,CCCCCAAAAA,BBBAAAAACC,AAABBBCCCC,AAABBCCCCC,AAABBBBCCC,BBBCCCCBAA,AAAAABBCCC,CCCCBAAAAA
19,CCCCCCBAAA,AAAABCCCCC,CCCBAAAAAA,AAAAAABCCC,CCBAAAAABB,CCCCCBBBAA,BBABABBBBC,AAAABBCCCC,AAAAABBCCC,CCAAABBBBB
20,AAAAAAABCC,CCCBBAABBB,CCCCAAAAAA,ABCCCBBAAB,BBBBAAACCC,BCCCAAABAB,CBCCCBBAAA,AAAABBCCCC,CCCCBAAAAA,AAABBCCCCC
21,CCCCCCBAAA,AAABCCBCCC,CCCAAABBBB,AAAABCCCCC,CCCBAAAABB,CCBCBAAAAB,CCBBBCAAAC,AAAABBCCCC,CCCCCCCBAA,AAABBCCCCC
22,CCCCCBBBAA,CCCCCBAAAA,AAAABBCCCC,CCCCCBBBAA,CAABBCCBBB,CCBBBBBBAA,CBBBBCCAAA,AAAABBBCCC,AAAABBBCCC,AAABBBBBCC
23,CCCCCBBBAA,CCCBAAAAAA,AAABBCCCCC,CCCCCBAAAA,CBACBBBAAA,BCBCAABBBB,BBBAABBABC,AAAAABCCCC,AAACCCCCCC,AACCCCBBAA
24,CCCCCBBBAA,CCCAAAAABB,AAABBCCCCC,CCCCBAAAAA,CABBBAABBB,CCCCCAAAAA,AAAAABBCCC,AAAABCCCCC,AAAAAABBCC,AAABBBCCCC
25,CCCCCCBAAA,AAACCBBCCC,CCAAABBBBB,AAAAABCCCC,CCCBBAAAAA,ABCBCCBBBB,CCBBBAAAAB,AAAABBCCCC,CCCCCCCAAA,AAABBCCCCC
26,BBBBBBBACC,CCCBBBBAAA,AAABBCCCCC,AACCCBBBBB,CCCBBAAAAA,CCCBBAAAAB,AABAABBBCC,ACCBAABBBC,CCCCCBAAAA,AAABBCCCCC
27,CCCCCBBBAA,CCCBAAAAAB,AAABBCCCCC,CCCCCAAAAA,AAAABCCCCC,CCBBBCAAAA,BCCCBBABAA,AAABCCCCCC,AAAAAACCCC,ABCCCCBBAA
28,CCCCCCBAAA,AAAAAAACCC,BCCCCCBAAA,BBBAAAAACC,AAABBBCCCC,AAABBBCCCC,AAABBBCCCC,BBBCCCCBAA,AAAAABBCCC,CCCAAAAAAA
29,CCCCCCBBAA,CCCBAAAABB,AAABBCCCCC,CCCCCBAAAA,CABCBCCAAA,CCCCCAAABB,AAAAABBCCC,AAAABCCCCC,AAAABBBBBC,AABBBBCCCC
30,CCCCCBBBAA,CCCBAAAAAB,AAABBCCCCC,CCCCBAAAAA,AAABCCBBCC,CCCCCBAAAA,AABBBBBBBC,AAAABBCCCC,AAAACCCCCC,AAABBBCCCC
31,AAAAAAABCC,CCCBBAABBB,CCCCBAAAAA,AACCCCBBBB,ABACBBBCBC,ABCBCAAABC,AAAAABCCCC,AAAABBCCCC,AAAAABBCCC,CAABBBBBBB
32,CCCCCCBBAA,BBBBBCCAAA,AAAABBCCCC,CCBBBAAACC,CAAABCBBBB,ABBBBBBBCC,CCCABBACBA,AAABCBCCCB,AAAAABBCCC,AAAAABBCCC
33,CCCCCCBAAA,AAACCBBCCC,CCAAABBBBB,AAAAACCCCC,AAAABBCCCC,AAAABCCCCC,AAABBBBBCC,CCCCBAAAAA,BBBBBCCCAA,AAABBCCCCC
34,CCCCCCBAAA,AAAAAACCCC,CCCCCAAAAA,BBAAAAACCC,CCBBABBAAB,CCCCCAAAAA,AACCBBBABC,AAAABBCCCC,AAAAABBCCC,CAABBBBBBB
35,AAAAAAABCC,CCCBBAABBB,CCCCAAAAAA,ABCCCBBAAA,AAABBABCCC,CCCBABBBAB,ACCCBAAABA,AAAABBCCCC,BBBBBBCCBA,AAABBCCCCC
36,CCCCCCBAAA,AAABCCBBBB,BBBAABCCCC,AAAABCCCCC,CCCCBAAAAA,CCCBBAAAAA,BBBBAABBCC,AAABCCCCCC,CCCCCCCAAA,AAABBCCCCC
37,CCCCCBBBAA,CCCCBBAAAA,AABBBCCCCC,BBBBBCAAAA,BCABBABABA,AACCCCCCCA,AAAAABBBCC,AABBBBCCBB,AAAAABBCCC,AAAAABBBCC
38,CCCCCCBAAA,AAABCCCCCC,CCCAAABBBB,AAAAABCCCC,CCCBAABAAA,CBCCBBAAAA,CCBBBAAACC,AAAABBCCCC,AAAAABBCCC,CCCAAAAAAA
39,CCCCCCBAAA,AAAABCCCCC,CCCBAAAAAA,BBAAAAACCC,BCCBAAAAAB,CBCCBCCAAA,CCBBCAAABB,AAAABBCCCC,AAAAABBCCC,CCAAABBBBB
40,CCCCCCBAAA,AAAAACCCCC,CCCCBAAAAA,BAAAAABCCC,AAABBBCCCC,AAABBBCCCC,AAAABBCCCC,BBBBCCCCAA,BAAAABBCCC,CCCCCAAAAA
41,CCCCCBBBAA,CCCCAAAAAA,AAAABCCCCC,CCCCCAAAAA,BAABCCBBCA,CCCCCAAAAA,AAAAAABCCC,BBBBBBBBBC,AAAAABBCCC,AAABBBCCCC
42,AAAAAABCCC,CCCBBAABBC,BAAAABCCCC,CCCCBBAAAA,BCBBBAABBB,CCCBAAAAAC,CCBAAAAAAC,CCCCCCAAAA,AAAAABBCCC,AAABBCCCCC
43,CCCCCCBAAA,AAAABCCCCC,CCCBAAAAAA,AAAAABCCCC,AAAABBBCCC,AAAABBCCCC,ABCCBBCBBA,CCCCBAAAAA,BBBBBCCCAA,AAABBCCCCC
44,CCCCCBBBAA,CCCBAAAAAA,AAABBCCCCC,CCCCCBAAAA,CBAABCCCBA,CCCBABBBAA,BBBBBAACCC,AABBBCCCCC,AAAAACCCCC,AAABBBCCCC
45,CCCCCBBBAA,CCCCCAAAAA,AAAABCCCCC,CCCCBBBBAA,CCBABAAABB,CCBBCCCAAA,CCCCCABAAA,AAAABBBCCC,AAAAABBCCC,AAAABCCCCC
46,AAAAAAABCC,CCCBBAABCC,CCCCCCAAAA,AAABCCCCCC,AAABABBCCC,BCCAACBABA,CCAABAABCC,AAAABBCCCC,AAAAABBCCC,BBBBCCCCAA
47,CCCCCCBAAA,AAACCCBAAA,BBBAABCCCC,AAAAAABCCC,ABBCCCCBAA,CCCCBAAAAA,BABABBABCC,AAAABCCCCC,AAAAABBCCC,AAABBCCCCC
48,CCCCCCBAAA,AAACCBBCCC,CCAAABBBBB,AAAAACCCCC,CCCBBAAAAA,BAABCCCBBB,CCBBBAAAAC,AAAABBCCCC,CCCCCCAAAA,AAABBCCCCC
49,AAAAAAABCC,CCCBBAABBC,CCCAAAAAAB,ACCCCBBAAA,AAABCBBBCC,BAABBCCCBA,CCCBBAAAAB,AAAABBCCCC,CCCCCCBAAA,AAABBCCCCC
50,CCCCCCBAAA,AAAAAACCCC,BBCCCCAAAA,BBBAAAAACC,BCCBBAAAAA,BCCBABABBA,CCCCBBBAAB,AAAABBCCCC,CCCCCCAAAA,AAABBCCCCC
51,CCCCCCBAAA,AAAAACCCCC,CCCCCAAAAA,BBBBAAAACC,ACCBBABBCC,CCAAAABCCB,CCBAABAABC,AAAABBCCCC,AAAAABBCCC,AAABBCCCCC
52,CCCCCCBAAA,AAACCBBCCC,CCAAABBBBB,AAABCCCBBC,CCCBAAAAAA,BBCCBBAAAA,CBBBBCAAAC,AAAABBCCCC,CCCCCAAAAA,AAABBCCCCC
53,CCCCCBBBAA,CCCCCBAAAA,AAAABCCCCC,BBBBBBCCAA,AAAABBBCCC,BABBBABCCC,ACACCAACBA,ABAABBBCCB,AAAAABBBCC,AAABBBCCCC
54,CCCCCCBAAA,BBAAAACCCC,BABCCCAAAA,BBBBBAAABC,AABBCCCCBB,CCCBBBAAAA,CCCCBAAAAB,AAAABBBCCC,AAAAABBCCC,CCCCCBAAAA
55,CCCCCBBAAA,AABCCBBBBB,AAABBBCCCC,CCCCBBAAAB,CCCBBAAAAA,AAAACCCCCB,AAAABBCCCC,CCCCCCAAAA,AAAAABBCCC,AAABBCCCCC
56,AAAAAAABCC,CCCBBAABBB,CCCCBAAAAA,AACCCCBBAB,ABAABCCCCC,CCAABBAACC,BCCBCCBAAA,AAABBBCCCC,BBBBCCCCAA,AAABBCCCCC
57,CCCCCCBAAA,AAABCCBBBB,BBBAABCCCC,AAAAAABCCC,CCCCCBAAAA,CCCCCBAAAA,AABABBCBBC,AACBBBBCCC,CCCCBAAAAA,AAABBCCCCC
58,CCCCCCBBAA,CCCBAAAAAA,AAAABCCCCC,CCCCCBAAAA,BAACCBBCCB,ABAAABCCCC,AAAAAABCCC,AAABBCCCCC,AAAAABBCCC,AAABBBCCCC
59,AAAAAAABCC,CCCBBAABCC,CCCCCCAAAA,AAABCCCCCC,AAAAABCCCC,CBBBCCCAAB,ACBABBABCC,AAAABBCCCC,AAAAABBCCC,CCCAAAAAAA
60,CCCCCCBAAA,AAAACBBCCC,CCCAAAAAAA,AAAAACCCCC,AAAABBCCCC,AAABBCCCCC,CBCCCAAABB,CCBAAAAABB,CCCCCCAAAA,AAABBCCCCC
61,CCCCCCBAAA,AAAACBBCCC,CCCAAAAAAA,AAAAACCCCC,AAAABBCCCC,AAABBBCCCC,BCCCCBBBBA,CCBAAABBBB,CCCCAAAAAA,AAABBCCCCC
62,CCCCCBBBAA,CCCCAAAAAA,AAAABCCCCC,CCCCBBBBAA,CCCCBBBAAA,CCCBBAAABA,AAAAABBCCC,AAAAABBCCC,AAAAABBCCC,AAABCCCCCC
63,CCCCCCBAAA,AAABCCBCCC,CCCAAABBBB,AAAAABCCCC,CCCBAAAAAA,BABBCCCAAA,BBBBBAAABC,AAAABBCCCC,BBBBBBCCAA,AAABBCCCCC
64,CCCCCCBAAA,AAABCCCCCC,CCCAAABBBB,AAAAAABCCC,CCCBAABAAA,BBCCCCBAAA,BBBAACBBAC,AAAABBCCCC,AAAAABBCCC,CCCCCBAAAA
65,CCCCCCBAAA,AACCCBBBCC,CCAAABBBBB,AAAACCCCCC,CCCBAAAAAA,CCBAABBAAA,CCCCBAAAAB,AAAABBCCCC,BBBBBBCCAA,AAABBCCCCC
66,CCCCCCBBAA,CCCBAAAAAB,AAABBCCCCC,CCCCCCAAAA,CCBCBBAABA,ABAAABCCCC,CCCCCAAAAA,AAAAABBCCC,AAAAABBCCC,AAAABCCCCC
67,CCCCCCBAAA,AAAAAACCCC,BCCCCCAAAA,BBBBAAAACC,ACCBBBCAAB,CCCCCBAABA,AABCBBBABC,AAAABBCCCC,AAAAABBCCC,CCCCCBAAAA
68,CCCCCBBBAA,CCCCCAAAAA,AAABCCCCCC,CCCBBBBCAA,ACCBBBBBAB,AABCCBBACC,CCCAAAAABB,BBABCBCBBB,AAAAABBCCC,AAABCCCCCC
69,CCCCCCBAAA,AAAABCCCCC,CCCCAAAAAA,AAAAAABCCC,CCBBBAABBA,CCCBBAAAAA,AAABCBBBBC,AAAABBCCCC,AAAAABBCCC,CCCCAAAAAA
70,CCCCBBBBAA,CCCCCAAAAA,AAAACCCCCC,BBBBBBBCAA,AAABBCACCC,AACACCBABC,ACBACCAAAB,ABBCCCBBBA,AAAAABBCCC,AAAAABBBCC
71,CCCCCBBBAA,CCCCBAAAAA,AAABBCCCCC,CCCCCBAAAA,CCBCBBBAAB,ABBBACCCBC,BBCBABBABB,AAAAABCCCC,AAAAABCCCC,AAABBBCCCC
72,CCCCCCBAAA,AACCCBBAAA,BAAABCCCCC,AAAABCCCCC,CCCCBBAAAA,CCCBBBAAAA,AAAAABBCCC,ABBBBBBCCC,CCCCCBAAAA,AAABBCCCCC
73,CCCCCCBAAA,AAAACCCCCC,CCCBAAAAAA,BAAAAABCCC,AAAABBCCCC,AAAABBCCCC,AAABBBBCCC,BBBCCCCBAA,BAAAABBCCC,CCCCCAAAAA
74,AAAAAABBCC,CCCBBAABBC,CCCCCAAAAA,AABCCCCBBB,AAABABCCCC,CCAABAAACC,CBBBBAAABC,AAAABBCCCC,AAAAABBCCC,CAAABBBBBB
75,CCCCCCBAAA,AAAABCCCCC,CCCCAAAAAA,BBAAAAABCC,CCBAAAAABB,CCBBBBBBBA,CCAABBBABC,AAAABBCCCC,AAAAABBCCC,CCCCBAAAAA
76,CCCCCCBAAA,AAABCCBCCC,CBAABBBBBB,AACCCCBBBB,CCCBAAABAA,ABCCCBBBAA,BBBAACCBAC,AAAABBCCCC,CCCCBAAAAA,AAABBCCCCC
77,CCCCCCBAAA,AAAACCBCCC,CCCBAAAAAA,AAAAACCCCC,AAAAABCCCC,AAAABBCCCC,AABCCABABC,CCCCBAAAAA,BBBBBCCCAA,AAABBCCCCC
78,CCCCCCBBAA,BBBBBCCAAA,AAAABBCCCC,BBBBBAAACC,AABABBCCCC,AAABCCCCCC,AAAAACCABB,AAAABBCCCC,AAAAABBCCC,AAABCCCCCC
79,CCCCCCBAAA,AAAACCCCBB,CCCCAABBBB,AAAAAACCCC,ACCCCBBAAA,CCCBBBAAAA,AAAAAACCCC,AAAABCCCCC,BBBBBBBBBA,AAABBCCCCC
80,AAAAAAABCC,CCCBBAABCC,CCCCCCBAAA,AAABCCCCCC,AAAABBBCCC,CCBBBAABBB,BABBABBBCC,AAAABBCCCC,AAAAABBCCC,CCCCAAAAAA
81,AAAAAABCCC,CCCBBBBBBA,AAAABCCCCC,CCCCBBAAAA,CCCAAABBBA,BCCCBCBAAB,BABAAAACCC,CCCCCAAAAA,AAAAABBCCC,AAABBCCCCC
82,AAAAAABCCC,CCCBBBBBBA,AAAABCCCCC,CCCCBBAAAA,ABAAAABCCC,BCBCCAAAAA,CBAABBBABC,CCCCCCAAAA,AAAAABBCCC,AAABBCCCCC
83,CCCCCBBAAA,AAACCBBCCC,BAABBCCCCC,BCCCBBAAAB,BCCBAAAAAA,CBABCAABBA,CCCCBCAAAB,CCCCCCCAAA,AAAAABBCCC,AAABBCCCCC
84,AAAAAAABCC,CCCBBAABCC,CCCCCCAAAA,AAABCCCCCC,ABCBBCBBAA,ABCCCBAABA,ACBAACCACA,AAAABBCCCC,AAAAABBCCC,CCCAAAAAAA
85,AAAAAAABCC,CCCBBAABCC,CCCCCCBAAA,AAABCCCCCC,AAAABBBCCC,ABBBABBBCC,CCCCAAAAAB,AAAABBCCCC,AAAAABBCCC,AAABBCCCCC
86,AAAAAAABCC,CCCBBAABCC,CCCCAAAAAA,AACCCCBAAB,ABBCCCBBAB,CBAAACBAAB,BBBBBBAABC,AAAABBCCCC,BBBBBBBCCA,AAABBCCCCC
87,CCCCCCBAAA,AAABCCBBBB,BBBAABCCCC,AAAAAACCCC,CCCCCBAAAA,CCCBBAAAAA,CCBBBAAABC,AAAABCCCCC,CCCCCCCBAA,AAABBCCCCC
88,CCCCCCBAAA,AAAAAACCCC,BABCCCAAAA,BBBBAAAABC,AABCCCBBBB,CCCCBAAAAA,BBBAAACBCC,AAAABBBCCC,AAAAABBCCC,CCCCAAAAAA
89,AAAAAAABCC,CCCBBAABBC,CCCCCAAAAA,AABCCCCBBB,AAABBCCCCC,AABCCCCBAC,CCBACBBBAB,AAAABBCCCC,BBBBBBBCCA,AAABBCCCCC
90,CCCCCBBAAA,CCCCBBBAAA,AAAABBBCCC,CCCCBBAAAB,BCCBBAAABB,AABCCAABCB,BCBBABBAAC,CCCAAAAAAA,AAAAABBCCC,AAABBCCCCC
91,CCCCCCBAAA,AAAAACCCBB,AABCAABBBB,BBAAAAABCC,AABCCCCCBA,CCCBAAAAAA,CCBBBBAAAB,AAAAABCCCC,AAAAABBCCC,CCAAABBBBB
92,AAAAAAABCC,CCCBBAABCC,CCCCCCAAAA,AAABCCCCBC,AAABABCCCC,CCABBBBBBB,BBBBCAABCC,AAAABBCCCC,AAAAABBCCC,CCCCAAAAAA
93,AAAAAABCCC,CCCBBAABBB,CAAAAACCCC,CCCCBBAAAA,ABAABBACCC,BCBBBBABBB,BAAABBBABC,CCCCCCCAAA,AAAAABBCCC,AAABBCCCCC
94,CCCCCCBAAA,AAACCBBCCC,CCAAABBBBB,AAAABCCCCC,CCCBABAAAA,BCCCCAAABB,CCCCCBAAAB,AAAABBCCCC,CCCCCCAAAA,AAABBCCCCC
95,CCCCCCBAAA,AAAAACCCCC,CCCCBAAAAA,BBBAAAAACC,AAABBBCCCC,AAAABBCCCC,AABBABCCCC,BBBCCCCBAA,AAAAABBCCC,CCBAAAABBB
96,AAAAAAABCC,CCCBBAABCC,CCCCAAAAAA,AACCCCBBAB,ABABBBACCC,AAACCBBCCC,ABCABAABCC,AAAABBCCCC,AAAAABBCCC,CCBAAAAAAB
97,CCCCCCBBAA,CCCAAAAAAB,AAABBCCCCC,CCCCBAAAAA,BAABCBBCBB,CCCABBBAAB,AAACCCAACC,AAABBCCCCC,AAAABCCCCC,AAABBBCCCC
98,CCCCCCBAAA,AAAABCCCCC,CCCBAAAAAA,AAAAAACCCC,AAAABBCCCC,AAAABBCCCC,AABBCCBBBC,CCCCBAAAAA,BBBBBCCCAA,AAABBCCCCC
99,CCCCCCBAAA,ABCCCBBBBB,CAAABBCCCC,AAAACCCCCC,CCBBAAAAAA,AACCCCBBCA,CCBBBAAAAC,AAAABBCCCC,BBBBBBCCAA,AAABBCCCCC
100,AAAAAAABCC,CCCBBAABCC,CCCCCCBAAA,AAABCCCCCC,AAAABBCCCC,CCABBCCAAB,CCCCCBAABC,AAAABBCCCC,AAAAABBCCC,CCCAAAAAAA
101,CCCCCCBBAA,CCBBAAAAAC,AABBBCCCAA,CCCCBBBBAA,AAACBBCCBC,BAAABBCCBB,BACAABACCB,AAAACCCCCC,AAAABBCCCC,AAABBBCCCC
102,CCCCCCBBAA,CCBBBAAAAB,AAABBCCCCA,CCCCBBBBAA,CAACCBCBBB,CCCCCAAAAA,BBCCBCBBBA,AAAAACCCCC,AAAABBCCCC,AAABBBCCCC
103,CCCCCBBAAA,CCCCCBBAAA,AAAABBBCCC,CCCCBBAAAB,CCCBBAAAAA,CCCCCBAAAA,CCCCCCCBAA,AAAABBCCCC,AAAAABBCCC,AAABBCCCCC
104,CCCCCBBBAA,CBBAAAACCC,AABBBBCCAA,CCCCBBBAAA,AAACCCBAAC,BBAACBCCBB,BBBCBABACB,AAAACCCCCC,AAAAABBCCC,AAABBBCCCC
105,CCCCCBBBAA,CCCCBAAAAA,AAAABCCCCC,CCCCCBBAAA,AAABBCCCCC,CCBCCCCAAA,CCCCCCAABA,AAAABBBCCC,AAAAABBCCC,AAAAAACCCC
106,CCCCCBBBAA,CCCAAAAAAB,AAABBCCCCC,CCCCBAAAAA,BBBBCCBBBA,CCCCCBAAAA,AAAAABBCCC,AAABBCCCCC,AAAAACCCCC,AAABBBCCCC
107,CCCCCCBAAA,AAAABCCCCC,CCCCAAAAAA,AAAAABCCCC,CCCBAAAAAA,BCCBBBAAAA,CCBABABAAC,AAAABBCCCC,AAAAABBCCC,AAABBCCCCC
108,CCCCCBBBAA,CCCCCAAAAA,AAABBCCCCC,BBBBBBCCAA,CBBACCABAB,AAABBCCCCC,AAABACCCCC,BBBBAABCCC,AAAAABBCCC,AABBCCCCCC
109,CCCCCBBBAA,CCCCBBAAAA,AAAABBCCCC,CCCCBBBAAA,CCCCBAAAAA,CCAAAABBBB,CCBCAAAABB,AAAAAABCCC,AAAAABBCCC,AAAAACCCCC
110,CCCCCCBAAA,AAAACBBCCC,CCCAAAAAAA,AAAABCCCCC,AAAABBBCCC,AAAABBBCCC,BBBCAAAACC,CCCAAAAAAB,CCCCCCCAAA,AAABBCCCCC
111,CCCCCCBAAA,AAAAAABCCC,CCCCCCAAAA,BBBBBAAABC,AAABBBCCCC,AAAABBCCCC,AAAABBBCCC,AAAABBCCCC,CCBAAAAABC,AAABBCCCCC
112,CCCCCBBBAA,CCCAAAAAAB,AAABBCCCCC,CCCCBAAAAA,BAABCCABCB,CCBBBBBAAA,CBACCBBAAC,AAABCCCCCB,AAAAAAACCC,AACCCCBBAA
113,CCCCCCBAAA,AAABCCBCCC,CCCAAABBBB,AAAACCCCCC,CCCBAAAABA,CCCBBBBAAA,CCCBBAAAAB,AAAABBCCCC,CCCCCBAAAA,AAABBCCCCC
114,CCCCCCBAAA,AAAAAABCCC,BBCCCCAAAA,BBBBAAAABC,ACCBBBBBBB,BCCCCBAAAA,ABCCBBBAAC,AAAABBCCCC,AAAAABBCCC,CCAAABBBBB
115,CCCCCCBBAA,CCBBAAAAAC,AAABBBBBCC,CCCCBBAAAA,AABACBBBCC,BABBBBCBAA,CBBBBCBBAA,AAAAABCCCC,CCCBBAAAAA,CCCCCBBAAA
116,CCCCCCBAAA,AAAAACCCCC,CCCCBAAAAA,BBBBAAAACC,ACCBBABBBB,CCBBBBAAAA,CCCCAAAAAB,AAAABBCCCC,AAAAABBCCC,CCCAAAAAAA
117,AAAABCCCCC,CCCBBAABBB,AAAABBBCCC,CCCCBBAAAA,AAABABBBCC,CCCCBBAABB,ABCBBAAABC,AAAABBCCCC,CCCBAAAAAB,AAABBCCCCC
118,AAAAAAABCC,CCCBBAABBB,CCCCAAAAAA,ABCCCBBAAB,AAABBBBCCB,AAAABBCCCB,ABBAABBCCB,AAAABBCCCC,BBBBCCCCAA,AAABBCCCCC
119,CCCCCCBAAA,AAAAACCCBB,AABCCABBBA,BBBAAAAACC,AABCCCCBBB,CCCBBBAAAA,CCBCCBBBAA,AAAAABCCCC,AAAAABBCCC,CCAAABBBBB
120,CCCCCCBAAA,AAAACCCBBB,BBCBAABCCB,BBAAAAACCC,ACCCCCBAAA,CCCBBAABAA,CCCBBBBABA,AAAAABCCCC,AAAAAABCCC,BAAABBCCCC
121,CCCCCCBAAA,AAAAACCCCC,CCCCBAAAAA,BBAAAAACCC,CCCBBAAAAA,ABCCCBCBAA,CCBBBAAAAC,AAAABBCCCC,AAAAABBCCC,CCBAAAAABB
122,BBBBBBBBCC,BCCBAAABCC,ABBBBCCBBB,CCCCBBBAAA,AAABBCCCCC,AACCBBBACB,AAABBBCCCC,AAABCCCCCC,AAAAABBCCC,AAABBCCCCC
123,CCCCCCBAAA,AAAAABCCCC,CCCCCAAAAA,BBBAAAAACC,AAAABBCCCC,AAAAABCCCC,AAABBBBCCC,BBBCCCCBAA,AAAAABBCCC,CCBAAAAABB
124,CCCCCBBBAA,CCAABAAABB,AAABBCCCCC,CCCBAAAAAA,CBBBBCBBAA,CBBBBBCAAA,AAAAABBBCC,AAABBCCCCC,AAAAAACCCC,AAABBBCCCC
125,CCCCCCBAAA,AAAAAACCCC,CCCCCCAAAA,BBAAAAABCC,AAABBBCCCC,AAABBBBCCC,AAABBBCCCC,ABBBCCCCAA,BAAAAABCCC,CCCCCBAAAA
126,CCCCCCBAAA,AAACCBBCCC,CCAAABBBBB,AAAABCCCCC,AAABBBCCCC,AAAAABBCCC,BCBBCCBBAA,CCAAAABBBB,CCCCCAAAAA,AAABBCCCCC
127,CCCCCCBAAA,AAAABCCCCC,CCCCAAAAAA,BBAAAAACCC,AAABBBBCCC,AAABBBCCCC,AAABBBBCCC,CCCCCCBAAA,AAAAABBCCC,CCCAAAAAAA
128,CCCCCCBAAA,AAAAACCCCC,CCCCBAAAAA,BBBAAAABCC,CCCBBAAAAA,CCCCBAAAAA,ACAABABBCC,AAAABBCCCC,AAAAABBCCC,CCAAABBBBB
129,CCCCCBBAAA,CCCCCBBBAA,AAAABBBCCC,CCCCBBAAAA,BCAAAABBCC,AAAAABCCCC,BBAAABABCC,CCCCAAAAAA,AAAAABBCCC,AAABBCCCCC
130,CCCCCCBBAA,CCCCAAAAAA,AAAABCCCCC,CCCCCBAAAA,CBACBCBABB,CCAAAABBBB,CCCBBCAABB,AAABCCCCCC,AAAAAACCCC,AAABBBCCCC
131,BCCCCBBBAA,CCBBBAAAAB,AAABBCCCCA,CCCBBBBBAA,AAACBBBCCC,CCBBBBBBAA,AAAABBBBBC,AAAAACCCCC,AAAAABBCCC,AAABBBCCCC
132,CCCCCBBBAA,CCCCCAAAAA,AAABCCCCCC,BBBBBBCBAA,ABCBCAABBB,AAAAACCCCC,AAAAABBBCC,CBAABAACCC,AAAAABBCCC,AABCCCCCCC
