,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
21,ABDCDB,DDDCBA,DDDBAA,BBBBAD,DDBAAC,AABBCD,DDDAAB,AACCDC,DDCCBA,AAAADD,DDCBAB,ABCDCC,DDDBAA,AAADCD,DDDBAA,DCBBBA,BBBADA,DDDBAA,CDDBCA,AAACDD,AAABCD,AABCDD,AABCDD,AAABBD,DDDDAA,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
22,CDCAAD,DDCBCA,DDDBBA,DDCCAA,DDDBBA,AABBCD,AAABCD,AACDCC,ACDCCB,DDCCBA,DDDDBA,DCBBAB,AABBCD,DCABBB,DDDBAA,AABBCD,CBADAD,ABCADC,CCCCDA,AAAADD,AAAACD,AAACDD,AABCDD,AABCBD,AABBCD,AAABCD,AABBCD,AAAADD,AAADDC,DDDBDA
23,DBAAAD,DDCCCA,DDDBBA,DCCCDA,ACDDBA,AABBCD,AAACDD,AABDCD,ACDCCB,DDCCDA,DDCCDA,DDBBBA,CDDAAC,DCBCDA,ACDDAC,AABBCD,AABCCD,CCCCDA,ACDADA,AAABDD,BBBDAD,AAACDD,DDBBBA,ABCCCC,AABADD,AAAABD,DDDABA,DDDCBA,DDCCBA,DDCCBA
24,CDDDAA,DDCCBA,DDDBBA,DDDDAA,DDCAAB,AABBCD,AAACCD,AABDCD,ACDCBB,DDDDCA,CDDCDA,DDBBAB,BCDDAB,AABDDC,CCCDAA,DDDAAA,AABCCD,ABCADC,AABDAD,ABBBAD,AAABDD,AAACDD,BBAADD,AAABBD,AAAADD,AAABCD,ABBACD,AACDCC,ABCDCA,DDDBCA
25,ABDCDB,DDDCBA,DDDBAA,AAAADD,DDBAAC,AABBCD,DCAABB,AACCDC,DDCCBA,DDCCBA,CDDBAC,ABCDDC,DDCBAA,DDCBAC,BAADDB,DDCCBA,DDCBBA,CDDBAA,DDCBDA,AAACDD,AAABCD,AABBDD,AABBCD,AAABBD,DDDAAA,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
26,ABCCDB,DDCCBA,AAADDC,DDCCBA,DDDDBA,DCABBB,AAABCD,AACCDC,BBBBAD,DDDCBA,DDCBAC,ABCDDC,DDCCCA,DDBAAC,DDDDBA,DDBACA,AAAADD,ABDDCC,ACDADA,AAABBD,DDCBBA,AAABDD,AABCCD,AAABBD,AAABCD,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
27,CBADAD,DDCBCA,DDDBBA,DCCCDA,ACDDAC,AABCCD,AAACDD,AABDCD,ACDCDB,DDCCDA,DDDCCA,DCBBAB,AABBCD,BCCDAD,DCBCAB,CCCCDA,CCCDDA,ABDDDA,CCCDAC,BBAAAD,AABBCD,AAACDD,DDBBBA,AAABCD,ABCCCC,AABBCD,DDDABA,DDDCBA,DDCCBA,DDCCBA
28,ABDCDB,DDDCBA,DDDBAA,CDDCDA,ABBBAD,AABBDD,AAABCD,DDDAAA,DDCCBA,DDCCBA,AAAABD,AABCCD,AABCCD,AABCCD,AABACD,AABACD,AABBDD,AABCDD,AAAADC,CAABDD,AAABCD,CCDDDA,DDCBBA,AAABAD,AABBCD,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
29,DCAADB,DDCCCA,DDDBBA,DCCCDA,ABDDBC,AAABDD,AAACDD,AABDCD,ACDDBA,DDCCDA,DDCCDA,DDBAAB,DBAABC,DCABBB,CCCDAA,DDDAAA,ABBDBB,ABCADC,AABDAD,AAAADD,AAABAD,AAACDD,DDBBBA,AAABBD,AABBCD,AABBBD,ABBACD,AACDCC,ABCDCA,DDDBCA
30,DBACBC,DDCCBA,DDDBBA,DCCCDA,ACDDAB,AABCCD,AAACDD,AABDCD,ACDCCB,DDDDBA,CDDCDA,DCBBBB,ABBDDA,AABDDC,CCCDAA,DDDDAA,CCCDDA,ABCCCC,AABDAD,AAACDD,BAABCD,AAACDD,DDCAAC,AAADDD,AABBCD,AABBCD,ABBACD,AACDCD,ABCDCA,DDDBCA
31,DDCBBA,DDCCBA,AAACCD,DDCDAA,DCBAAD,AABBDD,CCCCDA,ACDCDB,BAAACD,ACDDCA,DDCBAA,AACDCC,DDCAAB,BCBACD,AAAADD,BDDBBB,AABDDA,DDDCAA,AAADDC,BAAADD,AAABCD,AABCDD,AABCCD,AAABBD,AABBCD,DDDAAA,AABBCD,AABBCD,AABCDD,AABCAD
32,ACDDDA,DCCDCA,DDDBBA,DDCCBA,BBCDBA,AABBCD,AAABCD,AACCCC,CDDCBA,DDCBBA,BBBBAD,DCBBBB,AAACDD,AABDCC,AABDCD,AABBDD,AABDCD,DDDDAA,DDCAAD,CBAAAD,AAACDD,AAABDC,DBADAD,BAABAD,AAABCD,AABBCD,AABBCD,ABCCCC,AABDDC,DDDCCA
33,ABDCDB,DDDCBA,DDDBAA,AAAADD,DCBAAD,AABBDD,DCABBB,AACCDC,DDCCBA,BBBBAD,DDCBAB,AACCCD,AAAACD,AABBCD,AABCCD,AABCDD,ABCADD,AABADD,ACDACC,AAACDC,DDDCCA,DCAACB,AABBCD,AAABBD,CCCCDA,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
34,ABDCDB,DDDCBA,DDDBAA,CDDCDA,AAACDD,AABBDD,AAABCD,AACCDC,DDCCBA,DDCCBA,AAACDD,ABCDCC,DCBADA,DBAACD,AAAADD,DDCBAA,DDCBBA,AAADCD,DDCBDA,AAACDD,AAABCD,AABBDD,AABCBD,AAABBD,AABBCD,DDDAAA,AABBCD,AABBCD,AABCDD,AABCAD
35,CDDBDA,DDCCBA,AAACCD,DDCDAA,DCBAAD,AABBDD,DDDDAA,ABCCDC,AAACCD,DDDCCA,DDCBAA,ABCCCC,CBCDDA,CAADDA,DBACDA,CAACCC,BBBADC,ABCCAD,DDDBDA,CBBADA,AAACCD,AABCDD,BAACCD,AAABBD,CCCCDA,AAABBD,AABBCD,AABBCD,AABCDD,AABCAD
36,ABCCDB,DDCCBA,DDDBAA,BBBBAD,DDCBBA,DCAACB,DDCAAC,AACCDC,DDCCBA,AAAACD,DDCAAC,ABCDDC,DDCCBA,DDCCAA,BBCDCA,CDDBAA,DCBAAD,DBABDA,AAAADD,AABCBD,AAACDD,AABBDC,AABDAD,AAAABD,DDDAAA,AABBCD,AABBCD,AABBCD,BABDDA,DDCCAA
37,ABCCCC,DDCDAA,DDDBBA,BBBBDA,CDDDBA,AABCCD,AACCCD,AABDDC,ACDCCB,BBBBAD,DDCCDA,BBBDDA,CCCDAD,AABDDA,AAADDD,AABBCD,CCCDAC,ABCADC,ABCDAD,AAAADD,AAAACD,CCCCDA,DCBBAB,ACCAAD,AABBCD,AABBCD,AABCDB,AAADDD,ABCDCB,DDDBCA
38,ABCDDB,DDDCBA,DDDBAA,BBBBAD,DDBAAC,AABBCD,DDDAAB,AACCDC,DDCCBA,DDCCBA,DDCBAB,ABCDCC,DDCABB,DCBBAB,CCCACC,DDCCBA,DDCBBA,DCBBAB,DDCBDA,CAABBD,AAABCD,AABBDD,AABCCD,AAABBD,AABBCD,AABBBD,AABBCD,AABBCD,AABCDD,AABCAD
39,ABDCDC,DDDCBA,DDDBAA,CDDCDA,DDBAAC,AABBCD,DDDDAA,AACCDC,DDCCBA,DDCCBA,AAACDD,ABCDCC,DDBBAA,AABDAD,DAADCC,BBBADA,BABDAD,BDDBAB,DDBBCA,CAACDD,AAABCD,AABBDD,AAABCD,AAABBD,AABBCD,DDDDAA,AABBCD,AABBCD,AABCDD,AABCAD
40,ABDCDB,DDDCBA,DDDBAA,CDDCDA,ABCCCD,AABBDD,CCCCDA,AACCDC,DDCCBA,DDCCBA,ABCCCD,AACCCD,AABACD,AABCCD,AAABDD,AABBDD,AABCBD,BAAABD,ABCBDD,AAABDD,AAABCD,CCCDDA,DDCCBA,BAABAD,AABBCD,AABBCD,DDDDAA,AABBCD,AABCDD,AABCAD
41,DCCCAC,DDCCBA,DDDBBA,DDCCBA,AACDCC,AABCCD,AAAADD,AABDCD,ACDDDA,CCCCDA,BCDDDA,DDBBBA,ABCDDA,BCCDDA,CCCDAA,DDDAAA,ABBBAD,ABBADC,BBBAAD,AAAADD,CCBAAD,AAACDD,ABCCCC,CBAAAD,AAABCD,AABBCD,ABBACD,AACDCD,ABCDCB,DDDBCA
42,DCBBCA,AAABBD,CDDCBA,DDCDAA,DCBABD,DCCDCA,AAABDD,AABCDD,CDDCBA,DDCCBA,DDCBAB,ABCDCC,DCCDBA,ABCDAC,DDDBAA,DCABAB,AAACDD,DDDCAA,DDDBDA,AAACCD,BBBADB,DDDBAA,DCBBBB,AAABBD,AABBCD,AABBCD,AABBCD,AABCCD,AABCCD,BCCADA
43,ABDCDB,DDDCBA,DDDBAA,CDDCDA,DCBAAD,AABBDD,DDDDAA,AACCDC,DDCCBA,BBBBAD,CDDBAC,AACCCD,AABBCD,AABBCD,AAAACD,ABCBCD,ABBACD,AAADBC,BBBCDA,DBABDC,DDDCCA,DBABBC,AAABCD,AAABBD,CCCCDA,AABBCD,AABBCD,AABBCD,AABCCD,AABCBD
44,DCBBAB,DDCCBA,DDDBBA,DCCCDA,ACDDBA,AABBCD,AAACDD,AABDCD,ACDCCB,DDCCDA,CDDCDA,DCBBBB,AABBCD,DDDBAA,CCCDAA,AABBCD,DDDAAA,ABCADC,DBAADD,AAAAAD,AABBCD,AABDDB,ABDCCC,BBBBAD,AABBCD,AABBCD,ABBACD,AACDCD,ABCDCA,DDDBCA
45,DCCCDA,DDCCBA,DDDBBA,DDCCBA,DDCAAB,AABCDD,AAABCD,AABDDD,ABDDBC,DDCCBA,DDCDBA,DDBBBA,BCDDAA,AABDDC,CCCDAA,AABBCD,AABCCD,ABCADC,DBBDAA,AAAADD,AAAACD,AAABCD,AAACCD,AABACD,AABBCD,AABBCD,AAADDD,ABCDDB,AABCCD,AABBCD
46,CDDBDA,DDDCCA,AAACCD,DDCDAA,DCBABD,AABBDD,AAABCD,DDCAAA,DDCBBA,AABCCD,DDCBAA,AACDBD,CCBADB,AABDCD,ACDDDA,AABDDB,CCCDAD,DDDAAA,DCAAAD,AAABDD,AAABBD,AAACDD,AABDDB,AABBBD,AABBCD,AABBCD,AABBCD,DDDDAA,BAACDD,AABCAD
47,ABDCDB,DDDCBA,DDDBAA,AAAADD,DDCCBA,BAABCD,DDCAAC,AACCDC,DDCCBA,DDCCBA,ABCCCD,AACCCD,AABDDB,DDCBAA,DDCBBA,DDCBBA,BCDDBA,CAADBB,DDCAAB,CAABDD,AAABBD,DDDCBA,AABCCD,AAAABD,AABBCD,DCBBBB,AABBCD,AABBCD,AABCDD,AABCAD
48,ABDCDB,DDDCBA,DDDBAA,AAAADD,DDBAAC,AABBCD,DCAABB,AACCDC,DDCCBA,BBBBAD,DDCBAB,ABCDDC,CDDCAA,AAAADD,DDCACC,DDCCBA,DDCBBA,DDCCAA,DDCBDA,AAACDD,AAABCD,AABCDD,AABCCD,AAABBD,DCBBBB,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
49,DDDBDA,DDDCBA,AAACCD,DDDDAA,DCBAAD,AABBDD,DDDAAA,ABCCDC,AABBCD,DDCDDA,DDCBAA,ABCDBC,ABCDDA,BAABDC,DBACAD,ABBBDC,DCBCAC,DDDDAA,DDCADA,AAABDC,AAABCD,AABCDD,BBBBAD,AAABBD,DDBABB,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
50,ABDCDB,DDDCBA,DDDBAA,CDDCDA,AAACDD,AABBCD,AAABCD,DCBBBB,DDCCBA,DDCCBA,AAAADD,ABCDDC,DBADBB,DDCBAC,ABDDCC,BBBDAD,DDCBBA,DDCCAA,DDCCDA,BAACDD,AAABCD,AABBDD,AABCCD,AAABBD,DCBBBB,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
51,ABDCDB,DDDCBA,DDDBAA,CDDCDA,ABCCCC,AABBCD,AAABCD,AACCDC,DDCCBA,DDCCBA,BBBBAD,AACCDC,DDCBAA,CAACCD,DDDBAA,BBBBAD,DDCCAA,DDDDAA,ACDDAC,AAACDD,AAABCD,AABCDD,AABCCD,AAABBD,AAABCD,AABBCD,ABBACD,AACCCD,AAACDD,DDDCAA
52,ABDCDB,DDDCBA,DDDBAA,AAAADD,DDBAAC,AABBCD,DCAABB,AACCDC,DDCCBA,AAADDC,DDCBAB,ABCDDC,DDBBAA,DDCBAC,BAADDC,DCBBBA,DDCBBA,DDCCAA,CDDBCA,BAADAD,AAABCD,AABBDD,AABBCD,CCCCDA,AABBCD,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
53,DCBBAB,DDCCBA,DDDBBA,DDCCBA,DDDBBA,AAABCD,AABBAD,AABDCD,ACDCBA,DDCCBA,BDDCAA,DCBBCA,AAACDD,ABCCDC,CCCACC,DDCAAD,AABCCD,CCCACC,DBAAAD,CBAAAD,CBBBAD,BAAADC,AAACBD,AAABBD,BBBBAD,AABCBD,ABBACD,AACCCD,AABDCB,DDDCCA
54,ABDCDB,DDDCCA,DDDBAA,CDDCDA,AAAADD,DDCBBA,AAABCD,DCBBBB,DDCCBA,DDCCBA,ABBBAD,AACCCD,AABCDD,DDDBAA,DDCBBA,CDDBBA,CDDDBA,CBCDDA,DCBADA,AAABDD,AAABCD,AABBCD,AABCDD,AABBBD,AAABCD,AABBCD,CCCCDA,AABBCD,AABCDD,AABCAD
55,DCACAB,DDDCCA,DDDBBA,AAABDD,DDCAAB,DDDDAA,AABBCD,AACCDC,AABCDD,DDCCBA,DDCBAC,ABCDCC,DDCCAA,DDDCAB,CDCADB,ABDDDA,CCDDAA,ABCCAD,ABBCDB,CBBDAD,BCCADA,DDCABA,DCACAB,AAABBD,AABBCD,AABBCD,AABBCD,AABCCD,AABCCD,BCCADA
56,DDCBBA,DDDCBA,AAACCD,DDCDAA,DCBAAD,AABBCD,CCCDDA,ABDCDC,AAABCD,BDDDCA,DDCBAA,AACDDC,AAADDC,DCABAB,DDDDAA,ACDDAA,ABCCCC,DDDDAA,DDDBCA,AAABDD,AAABCD,AAABDD,AAABDD,AAABBD,DDDDCA,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
57,ABDCDB,DDDCBA,DDDBAA,BBBBAD,DDCBBA,DBAACC,DDDAAB,AACCDC,DDCCBA,DDCCBA,AACCCD,AACCDC,DDCCDA,DDCBBA,DDCCAA,CDDDAA,DDCACA,AABDAD,BBBCDA,AAABAD,ADDCBB,AABCCD,AABCBD,DDDDAA,AABBCD,AABBCD,AABBCD,AABCCD,BABDDA,DDCCAA
58,DCBDAA,DCCCCA,DDDBBA,DCCCDA,ACDDBA,AABBCD,AAAADD,AABDCD,ACDCCB,DDCCBA,DCBCCA,DDBAAB,BCDDAB,BCCDDA,CCCDAA,AABBCD,AABCCD,ABCADC,AAABCD,DBAADC,AAABDD,AABDDB,AAADDD,AAABBD,AAABCD,AABBCD,ABBACD,AACDCD,ABCDCB,DDDBCA
59,DDDCCA,DDDCCA,AAACCD,DDCCAA,DCBAAD,AAABDD,AAABCD,DCBBBB,DDCBBA,AABCDD,DDCBAA,ABCDCC,BAABBD,BAADCD,DDCABC,AABBDD,AAAADD,CCCCDA,DDDDAC,AAABDC,AAABCD,AABCDD,AAABCD,AAABBD,AABBCD,AABBCD,DCAABB,AABBCD,AABCDD,AABCAD
60,ABDCDB,DDDCBA,DDDBAA,BBBBAD,DCBAAD,AABBDD,DDDAAA,AACCDC,DDCCBA,BBBBAD,DDCBAB,AACDBD,AAABCD,AABBDD,AAACCD,AAACDD,AAAACD,DAACBC,DDCAAB,DCCCDA,DDCBAA,AAABDD,AAABCD,AAABBD,DCBBBB,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
61,ABDCDB,DDDCBA,DDDBAA,BBBBAD,DCBAAD,AABBDD,DDDAAA,AACCDC,DDCCBA,BBBBAD,DDCBAB,AACCCD,AABBCD,AABBBD,AABDAD,BAAADD,AAADDC,BCDDDA,DDCDAA,DDDCCA,DDBAAB,AAACDD,AABBCD,DDDBAA,AABBCD,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
62,CBADDA,DDCBDA,DDDBBA,DDCCAA,ABCDBC,AABCDD,AAAADD,AABDCD,ACDDBB,DDDCCA,CCCDBA,DDBAAB,DDDAAB,DDDCAA,CCCDDA,DCBBBB,DDDDAA,ABCADC,AABDAD,AAAADD,AAAACD,AAACCD,AABADD,BAAABD,AABBCD,AABBCD,ABCCCC,ABBAAD,AABBCD,AABBCD
63,ABDCDB,DDDCBA,DDDBAA,BBBBAD,DDBAAC,AABBCD,DDDAAB,AACCDC,DDCCBA,DDCCBA,DDCBAB,ABCDCC,DDBBAA,DDCBAC,DDCACC,CCCBDA,DDCBBA,DDCCAA,DDCBDA,AAADDC,AAABCD,AABBDD,AABCCD,AAABBD,CCCCDA,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
64,ABDCDB,DDDCBA,DDDBAA,BBBBAD,DDBAAC,AABBCD,DDDAAB,AACCDC,DDCCBA,DDCCBA,ABCCCC,ABCDDC,DDCBAA,DCAADA,AAAADD,DCCCDA,DDCCBA,DDCCAA,ACDADC,AAACDD,AAABBD,AAABDD,AABCCD,AAABBD,AABBCD,AABBCD,CCCCDA,AABBDD,ABDDDA,DDCCAA
65,ABDCDB,DDDCBA,DDDBAA,AAADDC,DDBAAC,AABBCD,DCAABB,AACCDC,DDCCBA,AAAADD,DDCBAB,ABCDCC,DDCAAB,CCCCAD,BCDDAA,ABDDCC,DDCBBA,BBBBAD,DDCBDA,AAACDD,AAABCD,AABBDD,AABCCD,AAABBD,CCCCDA,AABBCD,AABBCD,AABBCD,AABCDD,AABCAD
66,DCBDAB,DCCDCA,DDDBBA,DCCCDA,DDDBAB,AABCCD,AAACDD,AABDCD,ACDCCB,CCBBAD,DDBBCA,DCBBBA,DCBBDA,BCCDDA,CCCDAA,AABBCD,AABCCD,ABCADC,DCBBAB,AAAADD,AAAACD,AAABDD,AABBDD,AAABBD,AABBCD,AABBCD,AAADDD,AAAADD,BBCDCA,DDDBDA
67,ABCCDB,DDDCBA,DDDBAA,CDDCDA,AAACDD,AABBCD,AAABCD,DCBBBB,DDCCBA,DDCCBA,BBBBAD,AACCCC,CAADCC,DCAAAC,DDDDAA,DCCCDA,BCDDAA,AAADCD,DDCBDA,AAACDD,AAABCD,AABBDD,AAABCD,AAABBD,AABBCD,AABBCD,CCCCDA,AABBCD,BCCDDA,DDCCAA
68,DCBBAB,DDCDBA,DDDBBA,DDCDAA,DCBBBA,AAACDD,AAAADD,AABDCD,ACDCCB,DDDCBA,CCCDAA,BAAADD,ADDBBB,DDCAAD,BBBADD,DDDBCA,ABCCCC,CCCDAA,ABCDAD,ACCAAD,AABBAD,CCCDDA,DCACAC,BBBDAD,AABACD,AABACD,ABCCCC,AACDCD,ABCDCA,DDDBCA
69,ABDCDB,DDDCBA,DDDBAA,CDDCDA,DDBAAC,AABBCD,CDDDAA,AACCDC,DDCCBA,DDCCBA,ABCCCC,ABCDCC,BDDCAA,CCCBDA,CCCCDA,DDCCBA,DDCBBA,BBBBAD,DDCBDA,AAACDD,AAABCD,AABBDD,AABBCD,AAABBD,AABBCD,AABBCD,DCBBBB,AABCCD,AABCDD,AABCAD
