,0,1,2,3,4
211,FECBA,FDAAE,DEFBA,ABEDF,BABEF
212,AEEEC,CEEDA,CABEF,EABEF,CDEEA
213,FEEBA,BBCDF,EADEC,FECAA,ABDFF
214,FEDAA,ABCEF,DABFE,FEDBA,ABCEF
215,ABCEF,FEBAC,ABEFD,FDABE,DABDF
216,AEEDD,ECACF,EEEAA,ECABF,DEEDA
217,FCBBD,BCFEA,EEAAE,DEDDA,EDCAE
218,ABEEE,FEDAC,DFEBA,ABDFE,EEEBA
219,FEDBA,AADEF,FCDAC,EFEBA,BABEF
220,BACFE,FEDAA,BEFCA,AAEEE,BBDCF
221,BADFE,BFECB,DCACF,FECAC,DEFBA
222,ACFED,FCABE,ACFDC,FDABE,DFDDA
223,FBABE,EFECA,ACFEC,ACEEE,EEBAE
224,ADEED,ECABF,EFDBA,BACEF,EEEDA
225,EDDAC,ABCEF,BBBEF,FECAA,AEFCC
226,ABEFD,DEECA,BABFF,DABDF,DABEF
227,FEDBA,ABCEF,EBAEE,EEEBA,ABCEF
228,ADFEB,DBADF,BDCBF,FEDBA,ABDEE
229,CDFCA,ADEEB,DAAEF,DABEF,BDFEA
230,ACEEE,FDAAE,CEFBA,ECACF,CEEDA
231,DABDF,EEECA,ACEFC,ABEEE,FEDAB
232,BEBEC,BFBBE,BCBDF,DEEBA,EADFB
233,EFDAB,ACCEE,CDADF,ABFEC,CACEF
234,FFCAA,ABDEF,FCCDB,EEECA,BBBDF
235,ABEEE,FECAC,CEFCA,EBADF,DEFBA
236,FFDBA,ABCEF,EDFBB,FEDBA,BBBEF
237,EABEF,EEEBA,BEFCA,AADFF,FEDAA
238,FCDBA,ACEFB,CABFF,EABDE,BCDBF
239,FECBA,ABDEF,ECACF,EEDBA,ABCEF
240,EBADE,CEEAD,FBACE,ADFDC,EEEBA
241,FBADF,EEECA,ABEFD,ACEEE,FECAC
242,DFEBA,AACEF,FDBAD,FFDBA,ABDFF
243,EEDBB,DCBBF,DEFBA,CBAEF,EDECA
244,EDBAE,DAADF,CABFE,DEABF,DAFCD
245,CEECA,CCBFC,FCDAC,DBFDA,EACEE
246,FECBA,ABCEF,EBAEF,FEDBA,BBCEF
247,EFBEA,ABCFF,EDEAD,EFBBB,ADBEF
248,EFDBA,ABDFF,DABFE,FEBAB,ABDEF
249,EEDBA,EECAE,ACFDB,FCABD,BACFF
250,CEDEA,AFDCC,CBAFE,DEFBA,ABDEF
251,EEEBA,ABDEF,ECABF,FEDAA,ABCFF
252,DFEBA,AACEF,FDBAD,EFDBA,ABDFF
253,AADFE,FEBDA,ACFEB,ABDEF,EEEBA
254,ACEEE,FECAA,ADFDA,DABDF,DEEEA
255,CFEBA,AACEF,FCBAE,EEDBA,ABDFF
256,DECCB,AECDE,DDEAD,FECBA,BBCEE
257,ACEEE,FECAB,ABEFD,FDABE,CDEEA
258,DCACF,DECEA,EFDBA,ACFCE,FFBBB
259,EFDAB,EBADF,EEEAA,DBADF,FECBA
260,DEEAC,EBAEE,DBAFE,EFDBA,BBCEF
261,EFCBB,EEDBA,ADFDB,BABEF,DBDEC
262,ACBFE,EDBAE,EFDBA,ABDFE,EFEAA
263,DADEE,FDCAC,BACEF,FFDBA,DEDBB
264,FDBBB,AFFCB,DFFBA,BEFCA,BBBDF
265,FACCE,ABCEF,DFCAB,FECAA,DBBED
266,FEDAA,BBBEF,ECECA,FECBA,AACFF
267,BACFF,FEDBA,BDFDA,AAEFE,CEEBC
268,AADFE,EEDCA,CACFE,AAEEF,EEECA
269,EFDBA,DAEDB,BCACF,FDDCA,CCBEF
270,FEEBA,ABDEF,ECACF,FECBA,ABDEF
271,FECBA,ABBEF,EBEBB,FECBA,BBCEF
272,FECBA,ABDEF,EBADF,FBACD,CCEDB
273,FDBAC,ABDEF,EDACE,EEEBA,EDBAF
274,ABFED,FEDBA,BEFDA,AADEF,EFEAA
275,AEFDB,EDEBA,BBBFF,EFDBA,CABEF
276,EFDBA,BABEF,EEEAA,FEABD,AACFF
277,BECCD,BDCDD,CABFE,DCFAD,BDECD
278,DABEF,EEECA,BCFEA,ABDEE,FECAB
279,CABFF,EEDBA,ACEFC,AADFE,FDCBB
280,ABDEF,FEABD,ABDFE,FEAAD,EEDCA
281,DEECA,EFEAB,EFCAB,ADFEB,ABCEF
282,BDAFD,ABFEC,ABEFC,CABFE,ADEDD
283,EADEC,ABCEF,CBBFD,FEBBB,EEDBA
284,EBCEB,BACEF,CBADF,FEDBA,BDFEA
285,ACBEF,EEEBA,ABCEF,FEBBC,DFCBB
286,DFEBA,ABCEF,FDBAD,FFDBA,ABDFF
287,FDCAB,ABDEF,DFDAC,FEDBA,CBBDF
288,FCBCC,EEECA,ACFEB,BADEF,EECAD
289,DDEEA,CEBBF,ABDEF,EEBAE,BBFFB
290,CCDEB,ABEEE,FCADD,FCBBC,BACEF
291,ADEBE,CDFCA,BBBEF,FEDAA,CCCED
292,FECBA,ABCEF,EFBAC,FFDBA,BACEF
293,EFDBA,CBBDF,DACFD,FEDBA,ABCFF
294,FEDBA,AACEF,FEBAD,FEDBA,BBCEF
295,FBADE,DEEDA,ACFFC,ABDEE,FEBAC
296,BCDAF,BADFD,BBBEF,FEDAC,EACFB
297,FECAB,DEDAE,DBEEA,ECADE,BBBEF
298,FECAB,DEEBA,BACFE,FCABE,ACCEF
299,ECCBD,FECBA,ADEEC,AACFF,FBCCC
300,FDCAB,AACEF,FEBAD,FEBBB,BBCDF
301,BCCFC,BFBBE,BBBEF,FEDAB,ECCEB
302,FDBAB,ACEFD,DACFC,AFECB,DBACF
303,CFEBA,AACEF,FDBAD,FEDBA,ABDEF
304,CEBCE,ABFED,ABEFC,DEFCA,CFCEA
305,DABEF,EEEDA,ACFEB,AADEF,FEEAA
306,CEEAC,BBECF,CFCBC,DECEA,EAEDC
307,DECEA,DCAED,FECBB,EDCEA,EBEBD
308,DABEF,BBBDF,BECBE,FEDBA,BDFEA
309,FCBBC,ABDEF,ECAEC,FEBBB,FECAC
310,CBBEF,EDECA,ADFDA,ABDFD,EFCAB
311,CCDCE,BFBDC,DBBDF,DCFAD,BEADE
312,FFCAB,BEFBC,BAEFC,FCABD,AACFF
313,ACFCE,DAECE,ACFEC,DECAE,EAEDB
314,ABDEF,FEBAB,ADFDB,BBBEF,FEBBB
315,EFDAA,ADDCF,FBADD,BABEF,ABDEF
316,FEDAB,BAEFD,EFBAD,ECEEA,BDAEF
317,CFBDC,ABDFF,EFCAB,DCFAD,DABEE
318,FECBA,ABDEF,ECEAE,FEDBA,AACEF
319,ACEEE,FECAB,ADFDB,FCACF,DDEEA
320,EABDF,DCBBF,ECACF,FCBBC,FECAB
321,EFEAB,ABCFE,FBDCB,EFBBB,CDAEF
322,FECBA,BBBEF,FBEBC,FFDBA,BACEF
323,FEDBA,BDFDA,BACFE,FECAB,ABCEF
324,ADFDB,FEDBA,ABDFE,BACEF,EDCDA
325,FEDBA,CFEBB,BDCBF,EDDEA,AADEF
326,ACEEE,FECAA,CEFBA,ABDEF,EEDCA
327,BBFEB,FBBDC,BABFF,FEAAD,BCFBE
328,ABDEF,FEBAC,ADFEB,CBADF,FEDBA
329,FECAA,ABDEF,FCADC,EEEBA,ABCEF
330,CDEEA,ABCEF,EFBAC,EFDAA,ABCEF
331,DFEBA,AADEF,FDBAD,FFDBA,ABDFF
332,EABEF,DEEDA,ABDFD,ACFEC,DBBCF
333,FCBBD,CEEEA,ABEFC,ABEEE,EDAAF
334,ABDEF,FDABD,BDFCB,ECABF,FECBA
335,EFCCA,DCCBF,FCAED,DFCDA,BABEF
336,BBAFF,CEEBB,BBFFB,ACCFE,EEEAB
337,FBCBD,EEECA,BEFDA,ABEEE,FCABD
338,FECBB,BBBEF,EDFAB,EFEBA,BBBEF
339,ACEEE,FEDAA,ACEFC,FBACE,CDEEA
340,ABCFF,EFDBA,ACEFC,CACEF,DEEBA
341,FDCAB,ABDEF,FECCA,BCFFA,BBBDF
342,AADFE,EEDCA,ABEFD,CACEF,EEEBA
343,ACEEE,FEDBA,ABCFE,EBACF,CDDEA
344,FECAB,FEEBA,CEFCA,ABEEE,BACDF
345,DFDAC,FDBAE,EBAEF,DEFBA,ADBEF
346,DFEBA,AACEF,FCABE,FEDBA,ABDFF
347,FDECA,BABEF,CDABF,EEDBA,BBCEF
348,EEDBC,BBBFE,DFEAB,ECCFA,BCBEE
349,DFEBA,EAECD,BCBCF,EEEBA,BADEF
350,ABEEE,FECBA,DEFBA,ABCEF,ECEEA
351,FCBBB,ABDEF,FCAEB,ACFED,ECBBF
352,FCCBB,AACEF,FEBCA,FEBCA,ACDEE
353,EEDCA,BACEF,FFBAC,DEDEA,BDAEF
354,FBCCB,ABCEF,EFBAC,EEDBA,BACDF
355,FBDDA,ADFEB,ABDFE,DACEF,BADEF
356,FCBBC,EEEBA,EFCAC,BEFAD,BBCDF
357,BBBEF,EEDBA,DFEBA,ABEED,EFCBB
358,ACEEE,FECAB,ABEFD,ECACF,DEEDA
359,CEEAD,ABDFE,FECAC,BEBED,BEAEE
360,FEBAB,ABDEF,FECBA,FEBBB,AADFE
361,DACDF,CCBCF,CCAFD,FDDBA,EDCAE
362,EBFCB,EECCB,DBCBE,EEAAE,EEAEB
363,FECAB,AEFDB,ABDFE,EAADE,CBBDF
364,FDBBB,ABDEF,FEBBA,EEECA,FCBBE
365,EDFBA,BBCEF,FFCAB,FFDBA,ABDFE
366,ACDEE,BFEAC,ACEEC,DEBAE,AFCEB
367,EEDDA,ABDEF,FFCAB,FEBBB,CBDED
368,BBBFF,DEECA,BEFCA,ABDEF,EEEAA
369,EBCCD,FEDAA,ACEFC,CABEF,EBBCF
370,DFEBA,EBACF,BDFDA,BEFCA,BACEF
371,FABDE,DEDDA,ACFEB,ABEEE,EECAD
372,FCBBD,ABCEF,DBAFE,FEBBB,EEDAC
373,FCCBC,ABCEF,FEBDB,FEDBA,EDCAD
374,DFEBA,AACEF,FDBAD,FFDBA,ABDFF
375,CEDAE,ADDBF,BDADF,EEDDA,CDDEB
376,CABEF,FEDBA,CEFBA,ACDEE,FECAB
377,CEDBC,CABEF,FAEDA,ECACF,ADDEE
378,FEDAA,BABEF,EBFDA,FFBBB,BBCEF
379,BADEE,DBBDF,ADCCF,FEDBA,DCEDA
380,DFDAA,EDACF,EDDAD,FEAAE,EBACF
381,BFEBC,FEAAD,BBBFF,FECAC,CABEF
382,ACEEE,FEDBA,ABEFD,DAADF,DEEDA
383,ABCFE,FEEAA,CEFCA,ABDEF,EEEBA
384,CDFDA,BBBEF,DFBAD,EEDBA,BBDEE
385,EDFDA,BABEF,EFABD,FECBA,BACEF
386,ACEEE,EFDBA,ACFEC,AACEF,EEDCA
387,FECBA,AACEF,EBAED,FEDBA,ABCEF
388,ACEEE,FEBAC,ACEED,FCACF,CDEEA
389,DFCAC,DFCAB,ACEED,FBADE,BADEF
390,FCACD,BEEEA,BCFEA,ABEEE,FEBAD
391,DEECA,BACFF,CDACF,EEDBA,AADEF
392,CECBD,BADFE,FDCBB,ABEDF,BDEBE
393,CFECA,BACEF,EBACF,EEDBA,ABDEF
394,FCADC,FEDBA,CFFBA,ADFEC,DACEE
395,FEDAA,ABDFF,FDACE,FEDBA,BBCEF
396,EABDF,DEFCA,DABFE,ABEEE,FDBAE
397,EFDAA,FDBAD,BEFCA,BBFDC,CBBEF
398,CBFCB,FEABD,ABDFD,DEBAE,FACEB
399,ABFCE,FADDB,ABCFE,EEBAE,DCFBB
400,EEDAC,BCFCC,FDABD,CFDAB,BDBEF
401,ACEEE,FECAB,CEFBA,CABEF,EEEDA
402,FEDBA,ABCEF,FFBAC,EEEBA,BACEF
403,FBBCE,BBBDF,BEEAE,FEDBA,BBDDE
404,EBFBC,DAFCD,DBBED,CFCEA,EAEBE
405,ACBFC,AEDCF,DFEBA,CDFAD,FDBEA
406,FEDAB,ABDEF,EECAD,EDDEA,CACEF
407,DBADF,DEECA,CADFC,ABDEF,FEDAA
408,BDCDE,AEDCF,DEFBA,DCCFA,BFADC
409,AEEEB,FEACB,ABEFC,FCBEA,CEDEA
410,EEEAA,ABDEF,BBBEF,FECBA,ADFCC
411,FCBBB,CEEDA,CFEAC,CFEBA,BBDCF
412,DFEBA,AACEF,FDBAD,FFDBA,ABDFF
413,CEEDA,BDBFD,DDBDB,ECEAC,BDBDE
414,CFECA,BACEF,FCBAE,EEDBA,ABDFF
415,EACDD,ACFED,DAAEF,FBADE,DEDCB
416,BAEED,EEECA,ADFEB,AADFE,BCFBD
417,CEFBA,FEAAC,ABFFC,DDFCA,CBBEF
418,EFCAB,DFBAD,BDFDA,FBBEC,CBBDF
419,CECEA,DDDBD,BBAFE,FEDBA,CBBEF
420,EEEBA,EDABE,CEFBA,ACFED,CACEF
421,ABCEF,FECAB,ABCFF,FEAAD,EFDBA
422,EEDCA,ABDEE,EFBAC,EEABE,CAEDE
423,DFDBA,FDBAC,ACFEB,EFBDA,CBBDF
424,ACEEE,FEDBA,BBBDF,FEDAA,ADFEB
425,BDDDC,EAFBD,DBBEE,DCFAC,DCEAE
426,BDFAD,EACFC,ACFEB,CCBFB,AEFCC
427,CACEF,FEDAB,DEFBA,ABEEE,EFEBA
428,DDFCA,AACEF,FFCAB,DEDEA,BBAEF
429,ABEEE,ABDEF,FECAB,ABDEF,EEECA
430,AADFE,FEDAA,ACEFC,DABEF,DEFCA
431,BCEBE,FDABE,BEFCA,DBADF,ECBCE
432,EFDBA,DDADF,BCFDA,ABEED,CABEF
433,CBADF,DCEDA,EADFB,ACDFD,EFDAB
434,CEBFB,EBCDC,EBAED,CECEA,CDAEE
435,ACEEE,FDABE,ABDFE,FEBAC,BDFEA
436,DEEBA,EBACF,BADFD,DFDCA,CFAED
437,ABCFE,DFDCA,CEFCA,ABDFE,EEEAA
438,FBCBC,ABCEF,EEBDB,FEBAC,FDCCA
439,EECAD,FFBAD,BEFCA,FDABE,EBBDE
440,DFEBA,BACEF,FDBAE,EFEBA,ABDFF
441,FCCBC,ABDEF,FDCCA,FEACB,EDDBB
442,FBCCB,FDABE,CFCAD,FEDBA,ACCCF
443,FEDBA,AADEF,DDABF,EEEBA,BBCEF
444,FEDAB,ABDEF,CBAEF,FEDBA,ACEDE
445,CEBFA,DADED,FECAC,CEDAE,BFBEB
446,ADEEE,FDABE,BBCEF,FEAAE,FEDCA
447,EFDAA,CDCAF,BCFEA,DEADE,AACEF
448,FEDBA,EFDCA,BACFE,FCABE,AADEF
449,ADEED,FCACE,EEEAB,FEAAE,DEEDA
450,DFEBA,AACEF,FDBAD,FEDBA,ABDFF
451,FBBCD,EEECA,BEFCA,ACEEE,FEBAD
452,FAEDB,BBBDF,FFCAB,FEDBA,ABDFE
453,EFDAA,ACDEF,FEEBA,ABDFE,BCAEF
454,DECCB,AADEF,FBEDA,ECBBF,ABEDE
455,EEEBA,ABCEF,EFBAC,EEDBA,ABCEF
456,CFEBA,AACEF,FDBAE,FFDBA,ABDFF
