,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
11,DDBCA,DCCBA,DDBAA,DCCAA,BDBBB,AACDD,AACDD,ABDCD,CDCAA,DDBBA,BAADC,DCCAB,CAADD,ACCCC,ACCCC,BBBBD,AADCD,ADBDC,ACCCC,AABDD,ACACD,AADCC,DBBCA,ABACD,AACCD,AABDD,AADDD,AACDD,AADCC,DDCBA
12,ADCDB,DDCBA,DDBAA,CDCBA,BBBBD,ABBDD,AABDD,DDAAA,DCBAA,DCCAA,CDDCA,ABDCD,AABCD,ABCCD,AACDD,ABBCD,AABCD,ABDCC,AACDC,AACDD,AABDD,AACDD,DDBAA,BABCD,AABDD,AABCD,DDDAA,ABCDD,AACDD,AACBD
13,BDBCA,DDCBA,AACDD,DCCAA,DBABD,AACDD,AABDD,DCBBA,CBBAD,ACDCC,DCBAA,ACDCC,ADABD,CDDAA,BBDAA,DDAAA,AADCD,DDBAA,ADADC,AABDD,AABDD,AACDD,AACDD,AABCD,AABDD,AABCD,DBABB,ABCDD,AACDD,AACBD
14,ADBCC,DCDBA,DDBAA,DACBB,CDDBA,ADCCC,AABDD,ABBBD,DBBAA,DDCAA,CDCCA,DBBBA,AABDD,ACDCC,ABDCC,ABCCD,DDBAA,ADCDC,ABDAD,AABCD,BCBDA,ADBCC,CACCD,AABCD,AABDD,AABCD,ACACD,ACDCD,ABDCA,CBCAD
15,ADCDB,DDCBA,DDBAA,BBBBD,DCABC,AACDD,AABDD,ABCDC,DDBAA,BBBBD,DCAAC,ACDCC,DBACB,DDAAC,CDCAA,CBDAA,DDBAA,BAADD,DACDB,AACDD,AABDD,AACDD,AACDD,DBBBB,ABBDD,AABDD,ABBDD,ABCDD,AACDD,AACBD
16,ADCDB,DDCBA,DDBAA,CDCBA,DBABD,ABBDD,DDDAA,ACCDC,DCBAA,DCCAA,AAADD,ABCCD,AABDD,AABDD,ABCDD,AACDD,ABCCD,ABBDD,BDDBA,BACDD,AACDD,DDCAA,DAACD,AABCD,AABDD,DDDAA,ABCDD,ABCDD,AACDD,AACBD
17,ADCDB,DDCBA,DDBAA,CDCBA,AABDD,DCBAA,AABDD,DBBBB,DCBAA,DCCAA,ABBBD,ACCDD,ABCDD,DDBAA,DDCBA,DDDAA,DDDAA,DCCBA,DCBBA,BADCC,AABDD,AACDD,ABDDC,AABCD,AABDD,AABCD,DDDAA,ABCDD,AACDD,AACCD
18,ADCDB,DDCBA,DDBAA,CDCBA,AACDD,ABBDD,AABDD,ABCDC,DCBAA,DCCAA,AAACD,ACCCD,ABCCD,ABBDD,AABDD,AACDC,AABDD,ABADD,AABCD,AACDD,AABDD,CDDBA,DCBAA,AABCD,AABDD,AABCD,DDAAA,ABCDD,AACDD,AACBD
19,ADCDB,DDCBA,DDBAA,CDCBA,DCABC,AACDD,CDDAA,ACCDC,DCBAA,DCCAA,ADCCC,ACDCC,DADBB,BBBDB,DDCAA,DCCAA,DBBBB,DBADA,ADCDB,AACDD,AABDD,AACDD,AACDD,AABCD,AABDD,DDDAA,ABCDD,ABCDD,DCDBA,DCCAA
20,BDCBA,DDCBA,AACDD,DCCAA,DBABD,ABBDD,DDDAA,ACCCC,AACCD,DDCBA,DCBAB,ACDCC,DCABD,ACDDB,ACBCD,DBDAD,BBADD,ADCCC,DBDAA,AABDD,AABCD,AABDD,BACCD,DDDAA,ABBDD,AABDD,ABBDD,ABCDD,AACDD,AACBD
21,ADCDB,DDCBA,DDBAA,BBBBD,DCABC,AACDD,DDAAB,ACCDC,DCBAA,AAADD,DCAAB,ACDCC,DDBAA,AADCD,DDBAA,DBBBA,BBBDA,DDBAA,CDBBA,AACDD,AABDD,AACDD,AACDD,AABCD,DDDAA,AABDD,ABCDD,ABCDD,AACDD,AACBD
22,CDAAD,DDBBA,DDBAA,DCCAA,DDBAA,AACDD,AABDD,ACCCC,ADCCB,DDCBA,DDDAA,DBBBB,AACDD,DABBB,DDBAA,ABBDD,CADAD,ACBDC,CCCCA,AABDD,AABDD,AACDD,ABCDD,ABCCD,AABDD,AABDD,ABBDD,AAADD,AADDC,DDBBA
23,DAAAD,DCBBA,DDBAA,DCCCA,ADDBA,AACDD,AACDD,ABDCD,ADCCB,DCCCA,DDCCA,DBBBA,CDAAC,DBCCA,ADDAC,ABBDD,AACCD,CCCCA,ADADA,AACDD,BBCAD,AACDD,DCBBA,ACCCC,ABADD,AABCD,DDABA,DDCAA,DDCAA,DDBAA
24,CDDAA,DCCBA,DDBAA,DDDAA,DDAAB,AACDD,AACDD,ABDCD,ADCBB,DDCBA,CDCCA,DCBAB,BCDAB,ABDCC,CBDAA,DDAAA,AACCD,ACBDC,ABDAD,ABBBD,AABDD,AACDD,BAADD,AABCD,AAADD,AABDD,ACACD,ACDCC,ABDBA,DDBBA
25,ADCDB,DDCBA,DDBAA,AAADD,DCABC,AACDD,DABBB,ACCDC,DCBAA,DCCAA,CDAAC,ACDCC,DCBAA,DDBAC,BADDB,DCCAA,DDBAA,CDBAA,DDBCA,AACDD,AABDD,AACDD,AACCD,AABCD,DDAAA,AABDD,ABCDD,ABCDD,AACDD,AACBD
26,ACCDB,DDCBA,AADDC,DCCAA,DDCAA,DABBB,AACDD,ACCDC,BBBBD,DDCBA,DCAAC,ACDCC,DCBBA,DCABC,DDDAA,DCABA,AAADD,ADCCC,ADBDA,AABCD,DCBAA,AACDD,AACCD,AABCD,AABDD,AABDD,ABCDD,ABCDD,AACDD,AACBD
27,CADAD,DCBBA,DDBAA,DCCCA,ADCBC,AACDD,AACDD,ABDCD,ADCCB,DCCCA,DDCBA,DBBBB,AACDD,BCDAD,DBBAB,CCCDA,CCDDA,ADDDA,CCCAC,BAACD,ABCDD,AACDD,DCBBA,AABCD,ACCCC,ABCDD,DDABA,DDCAA,DDCAA,DDBAA
28,ADCDB,DDCBA,DDBAA,CDCBA,ABBBD,ABBDD,AABDD,DDAAA,DCBAA,DCCAA,AAACD,ABCCD,ABCCD,ABCCD,ABADD,ABADD,AABDD,AACDD,AABDC,CACDD,AABDD,CDDBA,DCBAA,AABCD,AABDD,AABCD,ABCDD,ABCDD,AACDD,AACBD
29,DAACB,DCCBA,DDBAA,DCCCA,ADCCC,AACDD,AACDD,ABDCD,ADDBA,DCCCA,DCCBA,DCAAB,DABBC,DABBB,CBDAA,DDAAA,ABDBB,ACBDC,ABDAD,AABDD,AABCD,AACDD,DBBBA,AABCD,ABBDD,AABCD,ACACD,ACDCC,ABDBA,DDBBA
30,DACBC,DCCBA,DDBAA,DCCCA,ADDBB,AACDD,AACDD,ABDCD,ADCBB,DDDAA,CDCCA,DBBBB,ABDDA,ABDDC,CBDAA,DDDAA,CCDDA,ACCCC,ABDAD,AACDD,BABDD,AACDD,DDAAC,AADDD,ABBDD,AABCD,ACACD,ACDCD,ABDBA,DDBBA
31,DCBBA,DDCBA,AACDD,DCDAA,DBABD,AABDD,CCCDA,ADCCB,BAADD,ADDBA,DCBAA,ACDCC,DDAAB,BCADD,AABDD,BDBBB,AADDA,DDBAA,AADDC,BAADD,AABDD,AACDD,ABCDD,AABCD,AABCD,DDAAA,ABCDD,ABCDD,AACDD,AACBD
32,ADDDA,DCDBA,DDBAA,DCCAA,BBDBA,AACDD,AACDD,ACCCC,CDCAA,DDBAA,BBBAD,DBBBB,AACDD,ABDCC,ABDCD,ABBDD,AADCD,DDDAA,DDAAD,CAABD,AACDD,AACDC,DADAD,BABBD,AABDD,ABBCD,ABBDD,ACCCC,AADCC,DDCBA
33,ADCDB,DDCBA,DDBAA,AAADD,DBABD,ABBDD,DABBB,ACCDC,DCBAA,BBBBD,DCBAB,ACCCD,AABDD,ABCCD,ABCCD,AACDD,ADADD,ABBDD,ADBCC,AACDC,DDCBA,DAACB,AACDD,AABCD,CCCCA,AABDD,ABCDD,ABCDD,AACDD,AACBD
34,ADCDB,DDCAA,DDBAA,CDCBA,AADDD,AACDD,AABDD,ACCDC,DCBAA,DCCAA,AACDD,ACDCC,DCADA,DAACD,AAADD,DCBAA,DDBAA,AADCD,DDBCA,AACDD,AABDD,ABCDD,ABCCD,AABCD,AABDD,DDAAA,ABCDD,ABCDD,AACDD,AACBD
35,CDBCA,DDCBA,AACDD,DCDAA,DBABD,ABBDD,DDDAA,ADCDC,AACCD,DDCBA,DCBAA,ACCCC,CBDBA,CADDA,DACDA,CACCC,BBADC,ACBBD,DDBCA,CABDA,AACDD,AACDD,BACDD,AABCD,CCCDA,AABCD,ABBDD,ABCDD,AACDD,AACBD
36,ACCDB,DDCBA,DDBAA,BBBAD,DDBAA,DAACB,DDABC,ACCDC,DCBAA,AAADD,DCAAC,ACDCC,DDCBA,DDCAA,BBDBA,CDBAA,DCAAD,DABDA,AABDD,ABCCD,AACDD,AACDC,ABDBD,AABCD,DDAAA,AABDD,ABCDD,ABCDD,BADDA,DCCAA
37,ACCCC,DDCAA,DDBAA,BBBDA,CDDAA,AACCD,ACCCD,ABDDC,ADCBB,BBBBD,DCCBA,BBDDA,CCCAD,AADDA,AADDD,ABBDD,CCCAC,ACBDC,ACDAD,AABDD,AABDD,CCCDA,DBBAB,ADABD,ABBDD,AABCD,ABCDB,AADDD,ABDBB,DDBBA
38,ACDDB,DDCBA,DDBAA,BBBBD,DCAAC,AABDD,DDAAB,ACCDC,DCBAA,DCCAA,DCAAB,ACDCC,DCABB,DBBAB,CCACC,DCCAA,DDBAA,DBBAB,DDBCA,CABCD,AABDD,ACBDD,AACDD,AABCD,AABDD,AABCD,ABBDD,ABCDD,AACDD,AACBD
39,ADCDC,DDCBA,DDBAA,CDCBA,DCABC,AACDD,DDDAA,ACCDC,DCBAA,DCCAA,AACDD,ACCCC,DCBAA,AADAD,DADCC,BBBDA,BADAD,BDBAB,DBBBA,CACDD,AABDD,AACDD,AACDD,AABCD,AABDD,DDDAA,ABCDD,ABCDD,AACDD,AACBD
40,ADCDB,DDCBA,DDBAA,CDCBA,ACCCD,ABBDD,CCCDA,ACCDC,DCBAA,DCCAA,ACCCD,ABCCD,ABBCD,AACCD,AABDD,AABDD,ABCCD,BAACD,ACBDD,AACDD,AABDD,CCDCA,DCBAA,BABCD,AABDD,AABCD,DDDAA,ABCDD,AACDD,AACBD
41,DCCAC,DCCBA,DDBAA,DCCAA,ABDCC,ABCDD,AABDD,ABDCD,ADDCA,CCCCA,BDDCA,DBBBA,ABDDA,BCDDA,CBDAA,DDAAA,ABBBD,ACBDC,BBBBD,AAADD,CCABD,AACDD,ACCCC,CAACD,AABDD,AABCD,ACACD,ABDCD,ABDBB,DDBBA
42,DABBA,AABCD,CDCAA,DCCAA,DBACD,DCDBA,AACDD,ABCDD,CDCAA,DDCAA,DCBAB,ACDCC,DCDAA,ABDAC,DDBAA,DABBB,AACDD,DDCAA,DDBCA,AACDD,BBADB,DDAAA,DBBBB,AABCD,ABBDD,AABDD,ABBDD,ABCDD,AACDD,BCBDA
43,ADCDB,DDCBA,DDBAA,CDCBA,DBABD,ABBDD,DDDAA,ACCDC,DCBAA,BBBAD,CDBAC,ACCCD,AABDD,ABBDD,AAADD,ACBCD,ACADD,AADCC,BBCDA,DABDC,DDCBA,DABBC,AACDD,AABCD,CCCCA,AABDD,ABBDD,ABCDD,AACDD,AACCD
44,DBBBB,DDBAA,DDBAA,DCCCA,ADDBA,AACDD,AACDD,ABDCD,ADCBB,DCCCA,CDCCA,DBBBB,AACDD,DDBAA,CBDAA,ABBDD,DDAAA,ACBDC,DAADD,AABCD,ABBDD,AADDB,ADCCC,BBBBD,AACDD,AABCD,ACACD,ACDCD,ABDBA,DDBBA
45,DCCCA,DCCBA,DDBAA,DCCAA,DCAAB,AACDD,AABDD,ABDDD,ADDBC,DDBBA,DCDAA,DBBBA,BCDAA,ABDCC,CBDAA,ABBDD,AACCD,ACBDC,DADAA,AABDD,AABDD,AABDD,AACDD,ABBDD,ABBDD,AABDD,AADDD,ACDDB,AACDD,AABDD
46,CDBCA,DDCBA,AACDD,DCCAA,DBACD,ABBDD,AABDD,DDAAA,DCBAA,AACDD,DDBAA,ACCCD,CCADB,ABDCD,ADDCA,AADDB,CCDAD,DDAAA,DAAAD,AABDD,AABCD,AACDD,ABDDB,AABCD,ABBDD,AABCD,ABBDD,DDDAA,BACDD,AACBD
47,ADCDB,DDCBA,DDBAA,AAADD,DCBAA,BABCD,DDABC,ACCDC,DCBAA,DCCAA,ACCCD,ABCCD,ABDDB,DDBAA,DCBBA,DDBBA,BDDBA,CADBB,DDAAB,CABDD,AABCD,DDBAA,AACCD,AABCD,AABDD,DBBBB,ABCDD,ABCDD,AACDD,AACBD
48,ADCDB,DDCBA,DDBAA,AAADD,DCABC,AACDD,DABBB,ACCDC,DCBAA,BBBBD,DCAAB,ACDCC,CDBAA,AAADD,DDACC,DCCAA,DDBAA,DDCAA,DDBCA,AACDD,AABDD,AACDD,AACDD,AABCD,DBBBB,AABCD,ABCDD,ABCDD,AACDD,AACBD
49,DDBBA,DDCBA,AACDD,DDCAA,DBABD,AABDD,DDAAA,ACCDC,ABCDD,DCCBA,DCBAA,ACDBC,ACDCA,BACDC,DACBD,ABCDC,DBCAC,DDDAA,DDADA,AABDC,AACDD,ABCDD,BCBAD,AABCD,DBABB,AABDD,ABBDD,ABCDD,AACDD,AACBD
50,ADCDB,DDCBA,DDBAA,CDCBA,AACDD,AACDD,AABDD,DBBBB,DCBAA,DCCAA,AAADD,ACDCC,DADBB,DDBAC,ADCCC,BADAD,DDBAA,DCCAA,DCCCA,BACDD,AABDD,AACDD,AACDD,AABCD,DBBBB,AABDD,ABCDD,ABCDD,AACDD,AACBD
51,ADCDB,DDCBA,DDBAA,CDCBA,ACCCC,AACDD,AABDD,ACCDC,DCBAA,DCCAA,BBBBD,ABDDC,DCBAA,CACCD,DDBAA,BBBAD,DCBAA,DDDAA,ADDAC,AACDD,AABDD,AACDD,AACDD,AABCD,AABDD,AABCD,ABADD,ABCCD,AACDD,DDCAA
52,ADCDB,DDCBA,DDBAA,AAADD,DCABC,AACDD,DABBB,ACCDC,DCBAA,AADDC,DCAAB,ACDCC,DCBAA,DDBAC,BADDC,DBBBA,DDBAA,DDCAA,CDBBA,BADBD,AACDD,AABDD,ABCDD,CCCCA,ABBDD,AABDD,ABCDD,ABCDD,AACDD,AACBD
53,DBBBB,DCCBA,DDBAA,DCCAA,DDBAA,AACDD,AABBD,ABDCD,ADCBA,DDCBA,BDCAA,DABBA,AACDD,ACCDC,CCACC,DDAAD,AACCD,CCACC,DAAAD,CAACD,CABAD,BABDC,AACCD,AABCD,BBBBD,ABCCD,ABACD,ABCCD,ABDCB,DDBBA
54,ADCDB,DDCBA,DDBAA,CDCBA,AABDD,DCBAA,AABDD,DBBBB,DCBAA,DCCAA,ABBBD,ACCCD,ABCDD,DDBAA,DDBBA,CDBAA,CDCAA,CBDDA,DBADA,AACDD,AABDD,AACDD,ABCDD,ABBCD,AABDD,AABCD,CCCCA,ABCDD,AACDD,AACBD
55,DACBB,DDCBA,DDBAA,AACDD,DCAAB,DDCAA,AACDD,ABCDC,ABDDD,DDCAA,DCAAC,ACDCC,DCCAA,DDCAB,CDACB,ACDDA,CDDAA,ACCAD,ABCDB,CBDAD,BCBDA,DDAAA,DACAB,AABCD,ABBDD,AABDD,ABBDD,ABCDD,AACDD,BCBDA
56,DCBBA,DDCBA,AACDD,DCDAA,DBABD,AABDD,CCDCA,ADCCC,AACCD,BDCBA,DCBAA,ACDCC,AADDC,DABBB,DDDAA,ADDAA,ACCCC,DDDAA,DDBBA,AABDD,AACDD,AABDD,AABDD,AABCD,DDDBA,AABDD,ABCDD,ABCDD,AACDD,AACBD
57,ADCDB,DDCBA,DDBAA,BBBAD,DDBAA,DABCC,DDAAB,ABCDC,DDBAA,DCCAA,ACCCD,ACCCC,DDCCA,DDBBA,DCCAA,CDCAA,DDABA,AADBD,BADDA,AABCD,ADCBB,ABCDD,AACCD,DDDAA,ABBDD,AABDD,ABBDD,ABCDD,BADDA,DCCAA
58,DACAA,DCCBA,DDBAA,DCCCA,ADDBA,AACDD,AABDD,ABDCD,ADCBB,DDCBA,DBCBA,DBABB,BCDAB,BCDDA,CBDAA,ABBDD,AACCD,ACBDC,AABCD,DAADC,AACDD,AADDB,AADDD,AABCD,AABDD,AABCD,ACACD,ACDCD,ABDBB,DDBBA
59,DDCBA,DDCBA,AACDD,DCCAA,DBABD,AABDD,AABDD,DBBBB,DCBAA,AACDD,DDBAA,ACDCC,BABCD,BADCD,DDABC,AABDD,AABDD,CCCCA,DDCAC,AACDC,AABDD,AACDD,AACDD,AABCD,AABDD,AABCD,DAABB,ABCDD,AACDD,AACBD
60,ADCDB,DDCBA,DDBAA,BBBBD,DBABD,ABBDD,DDAAA,ACCDC,DCBAA,BBBBD,DCBAB,ACDCD,AACDD,AABDD,AACCD,AACDD,AAADD,DACCC,DDABB,DCCCA,DCBAA,AACDD,AACDD,AABCD,DBBBB,AABDD,ABCDD,ABCDD,AACDD,AACBD
61,ADCDB,DDCBA,DDBAA,BBBBD,DBABD,ABBDD,DDAAA,ABCDC,DDBAA,BBBBD,DCAAB,ACCCD,ABCCD,AABCD,ABDBD,BAADD,AADDC,BDDCA,DCCAA,DDCBA,DCABB,AACDD,ABBCD,DDBAA,ABBDD,AABDD,ABBDD,ABCDD,AACDD,AACBD
62,CADDA,DCBBA,DDBAA,DCCAA,ACDCC,AACDD,AABDD,ABDCD,ADDBB,DDBBA,CCDAA,DBAAB,DDAAB,DDCAA,CCDCA,DBBBB,DDDAA,ACBDC,ABDAD,AABDD,AABDD,AACDD,ABBDD,BABCD,AABDD,AABDD,ACCCC,ACACD,AACDD,AABDD
63,ADCDB,DDCBA,DDBAA,BBBBD,DCABC,AACDD,DDAAB,ACCDC,DCBAA,DCCAA,DCAAB,ACDCC,DCBAA,DDBAC,DDACC,CCCDA,DDBAA,DDCAA,DDBCA,AADDC,AABDD,AACDD,AACDD,AABCD,CCCCA,AABDD,ABCDD,ABCDD,AACDD,AACBD
64,ADCDB,DDCBA,DDBAA,BBBBD,DCAAC,AACDD,DDAAB,ACCDC,DCBAA,DCCAA,ADCCC,ACDCC,DCBAA,DAADA,AAADD,DCCCA,DDBAA,DDCAA,ADADC,AACDD,AABCD,AACDD,AACDD,AABCD,AABDD,AABCD,CCCCA,ABCDD,ACDCA,DCCAA
65,ADCDB,DDCBA,DDBAA,AADDC,DCABC,AACDD,DABBB,ACCDC,DCBAA,AAADD,DCAAB,ACDCC,DDAAB,CDBAD,BDDAA,ADCCC,DDBAA,BBBAD,DDBCA,AACDD,AABDD,AACDD,AACDD,AABCD,CCCCA,AABCD,ABCDD,ABCDD,AACDD,AACBD
66,DACAB,DCDBA,DDBAA,DCCCA,DDBAB,AACDD,AACDD,ABDCD,ADCCB,CBAAD,DBBBA,DBBBA,DBCCA,BCDDA,CBDAA,ABBDD,AACCD,ACBDC,DBBBB,AABDD,AABDD,AABDD,AACDD,AABCD,ABBDD,AACDD,AADDD,AABDD,BBDBA,DDBBA
67,ACCDB,DDCBA,DDBAA,CDCBA,AACDD,AACDD,AABDD,DBBBB,DCBAA,DCCAA,BBBBD,ACCCC,CADCC,DAAAC,DDDAA,DCCCA,BDDAA,AADCD,DDBCA,AACDD,AABDD,AACDD,AACDD,AABCD,AABDD,AABCD,CCCCA,ABCDD,BCDCA,DCCAA
68,DBBBB,DDCAA,DDBAA,DCCAA,DBBBA,AACDD,AABDD,ABDCD,ADCBB,DDCAA,CCDAA,BABDD,ADBBB,DDAAD,BBADD,DDBBA,ACCCC,CCDAA,ABDAD,ADABD,AABBD,CCDBA,DACAC,BBCAD,ABBDD,ABBDD,ACCCC,ACDCD,ABDBA,DDBBA
69,ADCDB,DDCBA,DDBAA,CDCBA,DCABC,AACDD,CDDAA,ACCDC,DCBAA,DCCAA,ADCCC,ACDCC,BDCAA,CCCDA,CCCCA,DCCAA,DDBAA,BBBAD,DDBCA,AACDD,AABDD,AACDD,ABCDD,AABCD,AABDD,AABCD,DBBBB,ABCDD,AACDD,AACBD
70,ACCCC,DCCBA,DDBAA,DCCAA,DBBBA,AACDD,AABDD,ABDCD,ADCBB,DDCBA,BBDAA,DBBBB,BBCDA,ADDDB,BBBDB,ADDDA,ADADA,BDBBB,DDAAA,CCCAD,AABDD,DDAAA,BBDBB,CAADD,AACCD,ABACD,ABBDD,AADDD,ABDBA,DDBBA
71,DBBBB,DCCBA,DDBAA,CCCDA,CDDAA,AABCD,AACDD,ABDCD,ADCCB,BBBDA,CDDBA,DADAB,DDBBA,DABAD,AADBD,AADDC,CACCC,ADDBD,ACDCA,CDCAB,BCADC,AACDB,BBBBD,ABCDD,AABDD,AABCD,ACACD,ACDCD,ABDBA,DDBBA
72,ACDDB,DDCBA,DDBAA,AADDC,DCCAA,AACDD,AABDD,ACCDC,DCBAA,AAADD,DCAAC,ACDCC,DCBAA,DDBAA,DDBAA,DDCAA,DDBAA,DAAAC,ABBDD,ABBBD,DCBAA,AACDD,AACDD,BBACD,AABCD,AABCD,ABCDD,ABCDD,AACDD,AACCD
73,ADCDB,DDCBA,DDBAA,BBBAD,DBABD,ABBDD,DDDAA,ACCDC,DCBAA,DCCAA,ABCCD,ACCCC,AABCD,AACDD,AACCD,AACCD,BCACD,ABBCD,BACDD,AABDD,AABDD,CDDBA,DCCAA,AABCD,AABDD,AABCD,DDDAA,ABCDD,AACDD,AACBD
74,CDBCA,BBBBD,ACCDC,DCCAA,DBABD,AABDD,AABDD,DCBBA,BBBAD,ACDCC,DCBAA,ACDCC,BBADC,ABDCD,DDDAA,BDBBB,ACCCC,DDBAA,DDBCA,AABDD,AABDD,AACDD,AACDD,AABCD,AABDD,DDBAA,ABCDD,ABCDD,AACDD,AACBD
75,ADCDB,DDCBA,DDBAA,CDCBA,DCABC,AACDD,CDDAA,ACCDC,DCBAA,DCCAA,AAADD,ACDCC,CADCC,BBBDB,DDCAA,DCCAA,CDABB,DDAAC,DDBCA,AACDD,AABDD,AACDD,AABDD,AABCD,AABDD,AABCD,DDAAA,ABCDD,AACDD,AACBD
76,ADCDB,DDCBA,DDBAA,BBBBD,DCABC,AACDD,AABDD,ACCDC,DCBAA,DDBBA,DCAAB,ACDCC,DCBAA,BDDBA,AADDC,DCCAA,DDBAA,DDCAA,ADCDB,AACDD,AABCD,AACDD,AACCD,DDDAA,ABBDD,AABDD,ABCDD,ABCDD,AACDD,AACBD
77,ADCDB,DDCBA,DDBAA,BBBBD,DBABD,ABBDD,DDDAA,ACCDC,DCBAA,BBBBD,DCBAB,ACCCC,AAACD,ABCDD,ABBDD,ABCDD,AABDD,AABDD,DABCA,BACDD,DDCBA,DAACC,AACDD,AABCD,CCCCA,AABDD,ABCDD,ABCDD,AACDD,AACBD
78,BDCDA,DCCBA,DDBAA,DDCAA,BBDBA,AACDD,AABDD,ACCCC,DDCAA,DDCAA,BBBBD,DBBBB,ACCCD,DDAAA,CCABD,ABBDD,AADCD,ADBDC,ADDAA,BBCDA,ABADD,AACBD,BABDD,AABCD,AABDD,AABCD,ACCCC,ACBCD,AADCC,DDCBA
79,ADCDB,DDCBA,DDBAA,CDCBA,CDBBA,DCBAA,CCDAA,ACCDC,DCBAA,DCCAA,ABCCD,ACCDD,DDBAA,DCBAA,DDBBA,DDCAA,DDAAB,DBCAC,AADDD,AADDD,AABCD,ACCDD,AACDD,CBABD,AABDD,AABDD,ABCDD,ABCDD,AACDD,AACBD
80,CDBCA,DDCBA,AACDD,DCCAA,CBACD,AABDD,AABDD,DDAAA,DCBAA,ABCDD,DDBAA,ACDCC,BABCD,ACACD,DDBAA,CCCAD,AADCD,AADDA,ADCCC,AABDD,AABDD,AACDD,AACDD,AABCD,AABDD,AABCD,DBBBB,ABCDD,AACDD,AACBD
