,0,1,2,3,4,5,6,7
17,DDDBAABBB,CABDDAABD,AAACCCDDD,DDDCCBBAA,AAABBCDDD,DDDCBBAAA,AAABBCDDD,CCCDCBAAB
18,CDDCCBAAA,ACDBACDCB,DDDCBAAAA,AAABBCDDD,DDDCBBAAA,AABBBBCDD,AABCCDDCB,DDDCACABA
19,ABBAACDDD,DDCCBBABA,AAAABCDDD,AAABCCDDD,DCAAABCCC,DDDDCCBAA,DDCAAACDB,AAABDCDDD
20,AABCBBADD,DDDCBBAAB,DDDCCAABA,BAAABCDDD,AABDDDCBB,DDCBAAACD,AACDDBBDD,DDDDCBAAA
21,DDCAAABCD,AAACCCDDD,CDDDCBBAA,DDCBAAABB,ABCDDDBAA,BAAABCDDD,AABCCCDDC,DDDCCBBAA
22,CBAACDDCA,ACDDCBABD,DDBAAACDC,CBCBDDCAA,AABBACDDD,BDCBACDCA,DCDDDBAAA,AAABCCDCC
23,BCDDDCBBA,AAACDDDCC,BAAAACDDD,DDDCBAAAB,DDBAAACDD,DDDDCBAAA,AABBBBDDD,AAACDDBCD
24,AACDDDCCB,DDDCCBAAA,AAABBCDDD,DDDDCBBAA,BBBAABCDD,CCDDDCBAA,DDBAAABCD,AAABCCDDD
25,AACDDDCBA,DDDCCBAAA,AAABCCDDD,CDDDCBBAA,CBBAAACDD,BCCDDDCAA,DDCBAAABB,AAABBCDDD
26,BDDDCBAAA,DDBCABABA,BBBAABCDD,AACDDCABC,DDDCBAAAB,DDDCBAAAB,ABABCCDDB,AAAABCDDD
27,DDDBBCAAA,DDCBBBAAA,AAABBCDDD,ABCBBADDB,DBAAABDDD,BBCDDDCAA,DDCCBBAAA,AAABBCDDD
28,DDCAABBBB,DDCCBABAA,CDCDCAABA,AABCDDDBA,BAAABCDDD,AABBCDDCC,DCDBBCCAA,AAACDDDDB
29,ABBBBBCDD,AABCCDDCC,DDDCCBAAA,BAABBCDDD,BCDDDCBAA,BBAAABCDD,DDDCBBAAA,AABBBCDDD
30,BCDDDCBAA,DDDCBBAAA,AAABCCDDD,CDDDCAAAB,DDCBAAACD,CCDDDCBAA,DDCBAAABB,AAABBCCDD
31,AACDCBDCB,AABDDDCBA,AABDDDCCC,DAACDDCBA,AABCDDCCC,BCDDDBAAA,DDAABBABD,CBAABCDDD
32,DDDBAAABB,CDDBBDBAA,DDDCCBAAA,AAABCCDDD,DDCBAAABD,AAACCDDDC,DDDCCBAAA,AABBCDDCB
33,CBCCAAADD,DBAACDDBA,ABDDDBAAB,DDDBAAABC,AAABCCCDD,ABDCBBACD,DDCAAABCC,BAAACDCDD
34,DDCAAAABB,ABBCCCCCD,DCCDDCBAA,DDCAAABCC,ABCDDCBAA,CBAAABCDD,ABCDDDBBB,DDDDCAAAA
35,DDCBAABBB,AABDCCCCC,AAABCDDDD,AAABBCCDD,DDAAABBCC,DDDCBBAAA,DCDCCBAAB,CDCBBCCBA
36,AAABDCBDD,ADDCCCBAB,DDDCCBAAA,AABBCCDDD,DDDCBBAAA,CCBAAACDD,ABBDBABDD,DDDDCBBAA
37,DBBAACDCD,BABBBCCDD,CCDDDBBAA,DDCBAAABC,BCDDDCBAA,AAABBCDDD,DDCCBBCAA,AACDCDCBB
38,DDDCBBAAA,AACBABDDD,ACDCBDDAA,DDCCCBAAA,AABDDDCBA,DDDCBAAAB,ABBBAADDD,AABABCCDD
39,ACDDDCABA,CADDDBABB,AAABCDDDD,DCBBCDDBA,AAAABCDDD,DCBABDBAB,AAABCCBDD,ABCAABDDD
40,ABBCDDCBB,DDDCBBAAB,CDDDCBAAA,AACDCCCCD,AAABDDCDD,DDCCCCBAA,BBCDDDBAA,ABBBAACDD
41,DBABAACDD,BDDCBCBAA,ABCDDBABA,CDDDCBBAA,CCBAAACDD,BCDDDCBAA,AAABCDDDC,BCBCDDBAA
42,AABBCCDDD,DDDCCBBAA,DDCAAABBC,AAABCCDDD,AABDDDDCC,DDDCCBAAA,AAABCCDDD,DCBCDBCBA
43,DDDCCBAAA,DDDCBAAAC,AAABBCDDD,CCCCDCCBA,ABCDCBABD,DDDCAABBB,DBAABBDDD,AAABBCDDD
44,CDDCDCAAA,ABCCCAACD,BABCDDCBA,DDCCCBAAA,AAABBCDDD,DCBAACDCD,BBCDDCAAA,DDDCCAAAB
45,AABDDCABD,DDCBAABCD,DDCBAAABC,AAABBCDDD,DDCBBAAAA,BCDDDCAAA,BCDDDCAAB,CDDDBAABC
46,AAACCBBDD,CDCCBCCAA,DDDCBCBAA,AAABCCDDD,CDDDCBAAA,DCBAABDDC,ACDBABDCD,DDDCCAAAB
47,BBBBABCDD,DCAAACBDD,DDDCCBAAA,AABBCCDDD,DDCCBBAAA,BAAABCDDD,DDCCCCBAA,BCDDCCBAA
48,DDDCBCAAA,CBAABBCDD,CCDDDBAAA,DDCBBAABD,BCDDBBBAA,DDDCBBAAA,AAABCDDDC,AAABDDDCC
49,DDDCAAAAA,CAAABCCDD,CCACDDCAA,DDDCBBAAA,AABDDDCCB,DDDCBBAAA,AABABCDDD,BBBAABBDD
50,AAACCCDDD,CCAADDDBA,DDDCBAAAA,AAABCCDDD,BDDDCBAAA,DDDCBAAAA,AAABCDDDC,BBBDBADDA
51,AABCCDCAC,DCAAACDCC,BBAABDDDD,DDDCCBAAA,ACDDCAAAC,CCCDDCBAA,CBBAAACDD,CBAABDDCC
52,BACCBABDD,CAACDDCBA,ACDDCAAAB,DDCAAABCB,AAABCCCDD,ABCBAACDD,DCCCDDBAA,CDDCAAACD
53,AACDDDCCB,AAABCDDDC,DDCBAAABC,AABCCDDCC,AADCBBBCD,DDDCCBAAA,AAABCDDDD,DBAABBBDD
54,DDCBAAABD,AABBDCDCD,ACCCCBACD,AAABCCDDD,ADCDBCCBA,DDDDCCBAA,DDCBBABAA,CDCCDBCAA
55,ABDDDCABB,DABCCAADD,CBBAABCDD,DDDCBBAAA,ABDDCAACD,ABCDDDCAA,CCDDDCAAA,AAACCBCDD
56,DDCDCBAAA,DBCBAADDC,CDDDCBAAA,BCCCBAACD,CDDDCBAAA,AABBBBDDD,CDDCBBBAA,CCAABBDDD
57,AAABDDDCC,DDCCBAAAA,DDCBAABBB,AAABCCDDD,DDDCBBAAA,AABBBBCDD,DDDDCAAAA,AAAACDDDC
58,BBBCDDDBA,ABCDDDCBB,DDCAABCBB,AABBCCDDD,CCDDCBAAA,DDDCCBAAA,ABCDDDCBA,AABCDDDCA
59,BCCBAABDD,ABDCCDCBA,DDDCCBAAA,AAAABCDDD,CDDDCBAAA,AAABBCDDD,DDDCBAAAA,BAAABCDDD
60,ABBBABDDD,ABABCDDCC,DDCCBAAAB,AAABCCDDD,CDDDCBAAA,DDDCBAAAA,AAABCDDDD,CCCDDCAAA
61,BBBAABDDC,BAAACDDDC,CBAAABCDD,DDDCBAAAA,AAABCDDDD,DCBAAACDD,DDCBAABBC,CCBAAACDD
62,DDCAAABCB,AABBBCDDD,CCDDDCBAA,BAAABCDDD,ACDDDCBAA,DCBAAABDD,AACCCCCCC,DDDDCBAAA
63,BDDDCBBAA,BBBCBADCC,DDDCBBAAA,AAABCCDDD,CDDCBBAAA,DDBAAAABD,AABBCDDDC,CDBACDACA
64,DDCBAACBA,CCBCDCAAC,AAABBCDDD,ABCBCDDCA,DBADDDAAB,DDDCCBAAA,AABCBBCDD,CBBDBCDBA
65,AABBCCDDB,BABABBCDD,DDDCCBAAA,AAABCCDDD,AABDDDCCC,DDDCBBAAA,AAABBCDDD,BAABBCDDB
66,AAABCCDDD,DCBBCDBAA,DDCCCBAAA,AABBCCDDD,CDDCBBAAA,DDCBAAABD,AABBCCDDD,BCBBDDCCA
67,AAABDDDDC,DAADDCCBA,DDCDBAAAB,ABCBDCCCB,AAABBCDDD,DDCCCCBAA,DDCCBBAAA,AAAABCDDD
68,DDDCBAAAA,DDAABCBBC,AAABBCCDD,ABCCDBABC,DBAABCCCD,CCCDDBBBA,DCCDCCBAA,DCCABCDCA
69,AACDDDDCA,DBBDCBDBA,DDCBBBAAA,AAABCCDDD,ACDDCBAAA,DDDCCBAAA,AAABCCCDD,AAABBCDDD
70,DDCBCBAAB,AACDCCCCB,ABDDDCCAA,DDDCAAABB,AABDDDCBA,AAABCCCDD,CDDBAACCB,DDDCCBAAA
71,DDDCCBBAA,DCDDCAAAB,AAABCCDDD,DDDCCBBAA,BAAABDDDD,CCDDDCBAA,DDCBBAAAB,AAABCCDDD
72,DDDAAABCB,AACCCBCDC,BABABBCDD,AABBCCDDD,DCAAABCDD,DDDDCBAAA,DDCCBAAAB,AAABCDDDC
73,ACDDCBBBA,DBBBDCCCA,DDCBAAABD,AAACCCDDD,DDDBBAAAA,DDDCBAAAB,AABBCDDDD,BCBBCDABB
74,DDDCBBAAB,BAABDDCDC,DDDDCBBAA,DCBAAABCD,AABCDDCCB,DDCAAABCD,ABBCDDDBB,DDDABABBC
75,AACDDDCCA,DDDCBBAAA,AAABBCDDD,DDDCCBBAA,BBBAABCDD,CDDDCCBAA,DDBAAABCD,AAABCCDDD
76,ABDDDBCBA,AACDDDBBA,ABBBBBCDD,DDDCBAABB,DDCBAABCD,BCDDDCAAA,BBCDCBDCA,AABCBCDDC
77,AABBCDDDC,DDDCCBAAA,DDAAABBBC,AAABCCDDD,CDDCBBAAA,DDDCBAAAB,DDBAADBCB,AAABCDDDD
78,BBBABBDDD,DDDCCBAAA,AAABBCDDD,AABBCCDDC,DDCBAABBB,BCCCBCDAA,DDBCAABDB,DDCBBBBAA
79,DDDCBBBAA,CBBAACCBD,CCCDDCAAA,DDDCBAAAA,AABDDDCCB,DDDCBBAAA,AAACDDDCC,AAABBCDDD
80,AAABCBCDD,CBAABDDDC,DCAAACDDC,AAABDCCDD,AAADDDDCB,DDDCBAAAB,CCAAABCDD,CCAABDDDA
81,CDDDCCAAA,AABABDCCD,CDCDDCAAA,DDDCCBAAA,ABCDDCBAA,DDDCCBAAA,AAABCDDDD,BAACCBDDD
82,CCCCDCCAA,DBBDDBAAA,DBCBAAACD,AAABBCDDD,DDCBBAAAB,AABCCCCDD,DCACDDAAA,BBBAACCDD
83,DDDCBBAAA,AAABCCDDD,CCCDDCAAA,CBAABCCDD,BCDDCBAAA,BBAAABCDD,AABCDDDCB,DDDCBAAAA
84,AABBBACDD,CDCCBDBAA,DDDCBAABC,DCAAABCDD,AABCDDCCB,DCCBAABDD,ABDAADBCD,DCDDCCBAA
85,DDCBAABBB,AABBCCDDD,AAABDDCDC,DDCBBBCBA,DCBAAACDD,AAABCCDDD,DDDCCBAAA,DDCCCBAAA
86,DDACBDBBA,AAAABCCDD,DCDDCBAAA,DDDCCBAAA,AABDDDCBA,DDDCCBAAA,AABBBCDDD,ABACDCDCA
87,AACDDDDCB,DDDCCBAAA,AAABBCDDD,DDDDCBBAA,BBBAABCDD,CCDDCCBAA,DDCBAAABC,AAABCCDDD
88,DDCBBAABA,ABABBCCDD,ABCDDBBBB,AABBBCCDD,DCAAABBBD,DDCCCCCAA,DDDCBBBAA,DDBABACCC
89,CDDDCCBAA,BAACBBBDD,DDCDCAAAA,AAABCCDDD,DDDCBBAAA,DCCBAABDD,AABCDDDCB,CCBCDDCAA
90,ABBCDDCBC,DDDCBAAAB,DDDCAAABD,BDCAABCDD,DDDCBAAAA,CDDDCAAAB,DDCAAABCD,CCCAAACDD
91,AAABCCDDD,DCABCBACB,DDDCBCBAA,AAABCCDDD,BCDDCCBAA,DDCBAABCC,AAABBCDDD,DDCBCDABA
92,AABCCDDDD,DDDBBBBAA,DDDCBBAAA,AABBDDDCC,AAABCCDDD,DDCCCCBAA,DDCBBBBAA,ABBACDCCD
93,DDDCBBAAA,BAACCBBDD,DDDCCBAAA,AAABCCDDD,DDDCBBAAA,CAAABBCDD,DCCDCBAAB,AAABBCDDD
94,ABCCDDDBA,DDCCBBAAA,AAAABBCDD,ACDDDDAAA,BDDCAAABC,DDDCCBAAA,AAABCCDDD,AAABCCDDD
95,ABDDDDCBA,CAAAABDDD,DDCBAAABC,AACCDDDCB,AABCCCCDD,DDDDCCBAA,AAABCDDDC,BAAABCDDD
96,DDDCBBBAA,DBDCCAAAC,AAABBCDDD,ABCCDDABD,DDCBAABCC,DDDCCCBAA,DDDCCAAAA,AAABCCCDD
97,ABBAACDDD,BAABCDDCB,BAAABCDDD,DDBAABBBB,AAABCDDDD,DDCCCBAAA,DDDBAAABC,DDCAABCDC
98,BAAABCBDD,DDBBCDBAA,DDDCBBAAA,BAAABCDDD,BCDDDCBAA,CBBAACDCD,BBDDCAABC,CCDDDBAAA
99,BCDDDCBAA,BBAAABCDD,DCBAAABCD,AABCCDDDD,DDCBBAAAB,DDCBAAACD,ABCDDDCBA,BAAABCCDD
100,DDDDCBAAA,AAABCBCDD,AAABCCDDD,CDDDDCAAA,DDDCBAAAB,ABCDDDCCA,AAACCDCDD,AAABBCDDD
101,AAABCDDDD,DBCABCACC,DDDCBBAAA,AABBCCDDD,DDDCBBAAA,DDDCBAAAA,AAABCDCDD,BAABBDDDB
102,DDCAAACCB,CDCBBACCC,AABBBBDDD,AAACDDBBD,BAAABCCDD,DDCCCCBAA,DDCBBBAAA,AAACDDBDB
103,BAACDDBCC,BCCAABDDC,AABBCDDCC,DDDBBBBAA,BBCDDBAAC,CDDDBAAAC,DDDCAAABC,DDDBAAABD
104,BABADDBBD,ACDBBCABD,DDCCDCBAA,AABBCCDDD,DDDCBBAAA,BBAAABDDD,AABDDAACD,CDDDCBAAA
105,DDDBABBBA,CDDDCBAAA,AAABCCDDD,AABBCCDDD,DDBBBAABB,DDDDCCAAA,DBBBBBDDA,BCDDBABBB
106,AABCCDDCC,DCCCCCBAA,BAAABCDDD,ACDDDCBAA,DDCAAABCD,DDDDCCBAA,AAABCCDDD,AAABBCDDD
107,BCBCDBCCA,AACDDDCBB,AAABCDDDD,BCCDCDDAA,DDCBAAABC,AABCDDDCA,CBAABBCDD,DDDCAAABC
108,AACDDDCCB,DDDCCBAAA,AAABBCDDD,CDDDCCBAA,AABBABCDD,BBCDDDCAA,DDCBBAAAB,AAABBCDDD
109,AABBBCDDD,BBBCDDDBA,DDCBAAABC,AABCCCDDD,AADDCBCCC,DDDCCBBAA,AAABCCDDD,DDDCCBBAA
110,DDCBAABBB,ABCBCCCDD,AAABBCDDD,CDDDCCBAA,DDBAAABDC,DDCCCCAAB,CBDDBBCAB,DDDCBCAAA
111,DDDBAABAA,AABBDCCCD,AABBCCCDD,AACBCBBDD,BCAABCDDD,DDDCCCAAA,DDCCCAAAA,DCDDBAABB
112,AAAACDDDD,DDCBBAACB,AAABCCCDD,CDCDDCBAA,AAABCDDDC,DDDCCBAAA,DABBBCBDC,ABCDDCBBB
113,AAABCBCDD,DBAABDDCB,BABDDCBDD,AAABBCDDD,DDDCBBAAA,BCDDDAABC,CBAABCDDD,BAABDDDBB
114,ABCDDCDAA,DBBBABBCD,CCDCDDAAA,DDDCCBAAB,AACDDCCBA,DDDCCBAAA,ABCCBBCDD,AAABCDDDD
115,DDDBAAABB,AABBCCDDC,ABAAABDDD,AAABCCDDD,CCBAABCDD,DDCCCBAAA,DDBBBCABA,DDCCCCBAA
116,CBBAABCDD,DDDBBAAAB,DDDCBAAAC,BCCDDDBAA,AAABCCDDD,AABCCDDCD,DDCBABAAB,BCDBABDCA
117,BDDCCCBBA,DDCCBBAAA,AAABBCDDD,CCDDCCBAA,CDDBAAACD,DDDCCBBAA,DDCBAAABB,AAAABCDDD
118,AAABDDDBB,CDDCBAAAC,DDDDCBAAA,AAABCCDDD,DDDCBBAAA,BCCCAABCD,CDDDCBAAA,BCCAABDDC
119,AAACCDDDD,BDDCAACCD,DDDCBAAAB,AABCCCDDD,AACDCCCCC,DDDCCBAAA,AAABCCDDD,AAABCCDDC
120,DDCABABBB,BBBAABCDD,AAABBCDDD,DDDCCBBAA,AAABCDDDD,DDCBBAAAB,ABBBBBCDD,DCACBABCB
121,BBBCBABDD,DDBBBAADC,DDCBCCBAA,AAABCCDDD,DDCCBBAAA,AABCCBDDD,DDDBAABCB,DDDCCBAAA
122,DDDCBAAAA,AABBCCCDD,CDDDCBAAA,DDCAAABCC,BCDDDCBAA,AABBCCDDD,DDDCBBBAA,DDDCBAAAA
123,BDDDCBBAA,AAABCDDDD,DDDCBBAAA,AABBCCDDD,CDDCBBAAA,DDDCBAAAB,AABCCDDDC,DCBCBAABA
124,DDDBBBABA,AAABCCCDD,AAABCCCDD,ABCCCDDCA,DCCDDCAAA,DDDCBAABC,CCDDCCAAA,DCCDCBCBA
125,AABCCCDDD,DCCCAACBA,BAAABCDDD,BBCCCDDBA,DDCBBBAAA,AAABBCDDD,ABAACDDCD,ABACCDBCD
126,AABDDCDCC,DCDCBBBAA,DCAAABCDD,AAABCCDDD,DDCBBAAAA,ABBBABDDD,AABBABDDD,AAABCCDDD
127,AABCCCDDC,DCCCDCBAA,DCBAAACDD,AABCCDDDD,DDDCBAAAA,DDDCBAAAB,AABBCDDDD,DCCDBBCAA
128,DDDBAABBB,ACBCCDBBD,AABCBCDDD,BBAABDDDD,AAABCCDDD,DDCCCBAAA,AABCBDDCC,DDDBCCAAA
129,DDDDCBAAA,AAABCCDDD,DDDCBAAAA,AABBCCDDD,DDCBBBAAA,BAAAABCDD,BDDDCCBAA,DCBAABBCD
130,AABBCCDDD,AABCDDDCB,DDCBAAABC,AABCCDDDD,AACDCCCCC,DDDCCBBAA,AAABCCDDD,DDDCBBAAA
131,CDDDCBBAA,DCBBAAABD,AAABCCDDD,CCDDDCAAA,AADDCBBBD,DDDCCBBAA,DDCCBAAAA,AAABBCDDD
132,AABCDDBDC,CDDBCCBBA,DDBAAABCD,AABBCCDDD,DDCBBBAAA,DCBAAABCD,AABBCDDDC,AACBBDDBC
133,CAADCBACD,DAAACDCCD,BAAACDDCC,CBDDCABAB,AAADBBDDC,ABDDCBABD,DCBABDDBA,ABDDBABCD
134,AACDDDDCB,DDDCBBAAA,AAABBCDDD,DDDDCBBAA,BBBAABCDD,CCDDDCBAA,DDBBAABBC,AAABBCDDD
135,CDDDCBAAA,DDCCBAABA,BAAABCDDD,BCCDDCAAA,DDCBAAACD,DDDCCBAAA,DDBBBAABC,AAABBCDDD
136,ABBBBCCDD,BBBBACDDD,DDCCBBAAA,AAABCCDDD,BCDDCBBAA,DDDCBAAAA,AABCCDDDD,AAABCDDDB
137,AAABCDDDD,DDCCCBBAA,DDDCBBAAA,AABBCCDDD,CDDCCBAAA,DDCBAABCD,AABCCDDDD,DCCCCDCAA
138,AAACCDDDD,DDDCBBBAA,DCBAAABCD,AABCCDDDC,ABDDBBBCC,DDDDCBAAA,AAABBCDDD,AABDCDDDA
139,AABBDCBDD,DAACDDCAA,BBAABBCDD,BCBAABCDD,DDBAAABCC,DDDBAABCB,BBDDDCAAB,BCCAABDDB
140,CCBAABCDD,BDBABABDD,DDDDCCBAA,CAAABCCDD,ABCDDCBBA,DDCAAABCD,AABCCDDCC,DDDCBBBAA
141,CBCDDCBAA,BDDBAABCD,CAAABDDCD,DCCBCCAAC,DCABCBBBC,BCCABABCD,DBBAABDDB,AAAACDDDD
142,DDDCBBAAA,DCDCBBAAB,AAAAABDDD,AABBCCDDD,DCAAABBCD,DDDDCCBAA,DDCCCBAAA,ABBCDDCBA
143,AAABCCDDD,DDCCCBBAA,DDDCCBAAA,AABBCCDDD,ABDDDCBBA,DDDCBAAAB,AAABCDDDD,CBCDDCBAA
144,DDDBBBAAA,AAABDDCCC,ACDDBABBB,AACCBCCCD,AAAABCDDD,DDCCCBBAA,DDDCBAAAA,CCBBCADCA
145,DDCAAAACD,ABBCCDCCC,DCDCBAAAB,AAABCDDDD,AABABCDDD,DDCCCCBAA,DDBBBABBB,CCCDCCAAA
146,CDDDCBBAA,DDCCBAAAB,AAABBCDDD,BCDDDDAAA,CDDBAAACD,DDDDCBBAA,DDDCBAAAA,AAABBCDDD
147,ABCCDCDCA,ADDCBAABD,DCCBAAACD,DDCCBAABC,DDCAAABBC,DDCBAAABC,DDCCCCBAA,AACDBACDD
148,ACDDCCBAA,BBBAABDDD,CBAAABCDD,DDCCCBAAA,CDCAAABDD,DDDCBAAAA,AABBCDDDB,AAABCDDCC
149,DDDBAAAAB,AAABCCDDD,DDDCBBAAA,AABBCCDDD,DDDCBBAAA,DDDBAAABC,AABCDDDDC,DDDBBAAAB
150,BBBABCBDD,DDCCBBCAA,ACCDDCBBA,DCAAABCDD,CDDDCBAAA,AAABCDCCD,DCDDDCAAB,DCBCCDCAA
151,AACDDDCCB,DDDCBBAAA,AAABBCDDD,CDDDCCBAA,AABAABCDD,CCCDDCBAA,DDCBBAABB,AAABBCDDD
152,ABBABDDCA,ACDDDCBAA,AABDDDCBB,AABBBCDDD,DDDCBAAAB,AABDDDBAB,DCABCDBAA,ACDDBAACD
153,BBACDCABD,DDCAAABCD,DDCAAABCD,AAABCCDDD,DDCAAABBB,AAAABCDDD,DCBAAACDD,DBAABDDCA
154,DDDBAABBA,ADDCBBBBB,CABBBABDD,AAABCCDDD,DDCBAABBB,ABCDDDCBA,DDDCAAABC,CDDCBABBA
155,AACDDDDCB,DDDCCBAAA,AAABBCDDD,CDDDCCBAA,BBBAABCDD,CCCDDCBAA,DDCBAAABB,AAABBCDDD
156,DDDBABBBA,CBDDDBAAB,AAAABCDDD,ABDDCCCAA,CBAACDCCB,DDDDCBAAA,CBBABACDD,BACBADDBD
157,AAABBDCDD,AABBCBDDD,DDDCBBBAA,AABBABDDD,AABDDDCCB,DDDCCBAAA,AAABCDDDC,DDCCABBAA
158,DDDAABBBA,DCDDCCBAA,ABAABCDDD,ABCDCDDBA,AAAACCDDD,DDDCCBAAA,DBABAACDD,AAAACCDDC
159,AABCCDDCA,DDCBBBAAA,AAABBCCDD,DDDCCCAAA,ABDDCBBAA,DDDDCBAAA,CCBAAABDD,AAABBCDDD
160,AAABCDDDD,ABBAADDDB,DDDCCBBAA,AAABCCDDD,DDDCBBAAA,CBAAABCDD,AAABCDDDD,DCCDCDBBA
161,DDDCBAAAA,DDDBCBAAB,AABABBDDD,ACCCBCBDC,DBAAABCDD,BBCCDDCAA,DDCBBAAAA,AAAACDCDD
162,BBCCCADDA,AAADDDBBC,AABBBBCDD,AABBCDDCA,DCAAABCCC,AABBCCDDD,CABDDCABD,CBAABCDDC
163,DCDDBBAAA,DCCCBAABB,CDDDDBAAA,CCCBBAABD,BCDDCBAAA,AABBBCDDD,CBCDCDCAA,BAAABCCDD
164,BAADDACDC,BAAABDDDC,AAAACDDDD,DBACDBACB,AABDDCACD,BAABCDDBA,CCDDDCAAA,ABCBADBCD
165,DCBAABCCD,AACABDCDD,DDCCAABCC,BCBABCBBD,AAABCCDDD,CDDDCBCAA,DDCCCCAAA,AABBCDDDB
166,DDCCBBBAA,AABBBCDDD,BBBCDDCAA,DDDCBBAAB,AACDDDCBA,DDDCBAAAA,AAABCDCDD,DAACABBDD
167,DDDCBAAAA,ABCBCCDCD,BDDDCCBAA,DDCAAABBC,CDDDCBAAA,AAABBCDDD,DDDCCCAAA,DDDCBAAAA
168,DDCBCCBAA,AABCDDCCC,CBAABDDDB,DDCBBCAAA,DCBAABDDD,AAABBCDDC,AAACCBCDD,DDCCAAABB
169,ABDDDDCBA,AAAABCDDD,DDCBAABCD,AACCDDDCB,BCDBAABCD,DDDDCBBAA,AAABCDDDD,AAABBCDDD
170,DDDBAAAAB,AABBBCCDD,ABBBBBCDD,DDDCCBBAA,BAAABCDDD,DDDCBAAAB,BCDDCBAAA,BBABCDDBC
171,AACCDDDCB,DDDCCBAAA,AAABBCDDD,DDDCCCBAA,BBBAAACDD,CCDDCCBAA,DDBAAABCD,AAABCCDDD
172,BBCDCDDBA,CDDDBAAAC,CBAABDDCD,CDDCAAABC,CDDDCBAAA,ACDDDDBAA,DDBAABBBD,CCBAACDCC
173,DDDCBBAAA,ABBAABCDD,AABBBCDDD,DDDCCBBAA,AAABCDDDD,DDBBAABCC,DDDCCAAAC,BBDDDCAAA
174,DDDBBBAAA,AABDDDCCC,CBAABDDDB,DDCCCCAAA,AABDDDCBA,AABABCCDD,CAABBBCDD,DDCBAABCB
175,AABDDDDCC,DACBCCBAC,CBBABABDD,ACCDCCCBA,AAAABCDDD,DDDCCBAAA,DDBCBABBD,AAABCCDDD
176,DDDCBBBAA,ACCDCBADC,AAABBCDDD,ABCCCDDCB,AAABDDDCC,DDDCCBAAA,DCCBAABBB,DCCDDBAAA
177,AACBBCCDD,AAABCDDDD,DDDCBAAAA,AABBCCDDD,DDDCBBAAA,DDDCBAAAB,AABCCDDDD,DCDBAABBB
178,DDDBAAAAB,ADDCBCBCC,DDCCCCBAA,BAAABCDDD,DDCBAAACD,AABCCDDDC,CCDDDBBAA,CCDDDCBAA
179,AAADDDCCB,DCDBAABBB,AAAABCDDD,BBCBAADDB,ABBAACDDD,CDCCCDBAA,DDCDCAAAA,BBABCDBDB
180,BDDDCBBAA,AAAABCDDD,DDDCBAAAA,AABCCCDDD,DDDCBAAAA,DDDCBAAAB,AABCDDDCC,DDBBAABCB
