,0,1,2,3,4,5,6,7,8,9,10,11
15,AABBCCDEEFF,DEEDEFECAAB,EEEFEDDBAAA,FFFEDCBBAAA,AAABCDEEFFF,AABDDEEEEEE,BBDEFFECBAA,EEEEEEDBBAA,FFFEDCCBAAA,AABBCDDEEFF,AACEEFFECBC,BDBBCDFFEDA
16,FFFEDCBBBAA,EFFDABCCBBE,BAACEDCBDFF,AACCBCDDEFF,ABCCDDDDFEE,FEDEEEDCBAA,FFBAAABCEFE,AEBDFDBBCFD,EDEFDCDEDAA,FFEDDDCBAAB,FEDEFECAABA,CFECCEFCAAC
17,FFFEDCBBAAB,ADFFEDDBACC,DEFBBAABDFE,AAABCDEEFFF,ACBDDEFEECA,FFEEEDCBBAA,BABBBCDEEFF,DFFEEDCBBAA,FFEDDBBAABC,ABBBBDEDDFF,EEFFDBAACCB,FFEECBAABBE
18,CDEEFEDCCAA,EECDDBAADEE,DBAAEFFEDCA,FFDEEDCBBAA,ECAABDEFDBF,AABBCDDEFFF,EEFFEDCBAAA,FFEEDCBAABC,BBBBBCDEFFF,AABDDDEEDFF,FFFEDCAABBA,FCCDFDCECAB
19,ACDDDCCBBBF,BFDDEDDEDBA,FEDCCBCECAA,ADABBBCDDFF,AAABCDDEEFF,AABBCDDEEFF,FFDCBBBBBCC,AABBDFEDEFD,FFEEEDCBAAA,FFFEDBBBBBB,CDFFBABACEE,ABDFCADEEFC
20,CABBCEFFECB,AABCDDEFFEE,FFFECBAABDD,CEFFECCCCAA,EFFFECBBAAA,AABBCDDEEFF,AAABCDEFFEE,FFEEDDCBBAA,EDCBAABDEFF,AABDDEFFEDC,AABCCCDEEFF,FFEEDCBAABB
21,FFFEDCBBAAA,AABBCEEEEEE,ADBBBCDFFEC,DCDEEDEFBAA,FFEEEDCCBAA,FDBAABCDEFF,AAABCEFFEED,FFEEDDCBBAA,AABBCDEEFFF,AAACCDEEFFE,FDEDCCBBEEA,FEEECCDCCAA
22,EDCBBAACEFF,FECBAAACDFF,FFDCBAAACDF,FFFECBAABBB,CEFFEDBAABB,CDEFFFDCBAA,BAACDDCCCFF,DFECAABDFEC,DCBCDFFFCAA,ECBCDEFFDAA,BBAABDEFFEF,BACDCDFFCAF
23,AACEFFEEECA,FFFEDCBAAAC,ABDFFEECBCC,EDCCBAABDFF,BDFFEEDBBAA,FFEDCBAABCD,FFFEDBBAABC,AABBCDEEFFE,FFEEDCBBBAA,AAACDEFFFDD,EFFFEDBAAAC,BCEFEBAACEF
24,AAACDEEEEEE,FFFEDCCBAAA,FFFEDCBBBAA,AAABBCDEEFF,AABCDEEEEEE,FFEEEDCBAAA,EDDFFDAAABD,AABBCDEEEFF,FFEEEDCCBAA,FFFDCBBBBBB,AABBCDDEEFF,AABBCDDEEFF
25,AAACDEEEEEE,FFFEDCCBAAA,FFFEDCCBBAA,AAABBCDEEFF,AABCDDEEEEE,FFFEDDCBBAA,FFEFEBAAABC,AABBCDEEEFF,EEEEEEDCBAA,FFEDCBBBBBA,AABBCCDEFFF,AABBCDEEEFF
26,ABDEFFEDBCA,FFFEECBBAAA,FFBBCCBBDDA,FEDDEDBAACF,AAABCDEEEFF,DEFFDAABCCE,EFFFEDCBAAA,AAACEFFEEDD,FFECBABBBCD,ABCDBCCDFEF,FFFCBBBABBC,AABCDDDEEFF
27,FEEFECAABAC,EDDCDEEFCAA,FDEECAABCDB,AABBBCDEEFF,AABCCDEEEFF,BBCAACEFFDC,FFEDBABBBCD,AABCCCEEEEF,EEFFEDDCAAA,FFEEDCCBAAA,EECBBAACEFF,ABABBCDEFFF
28,FFFEDBAAABB,DDDDDFFCCBA,FFDCBCDBBCB,CEFEDDEDBAA,CEEEDCAAADF,CCDEFFEDBAA,FEDBAAABDEF,AABCDDDEEEF,ABCEEEFEBBA,FFCDDCAABDD,EFBBBBABEFD,ABDEEEEEEBA
29,AADEEDDEEDE,AABDEEDDEEE,ABECDFFCDDA,DEFFEDDCBAA,FFFEDCBBAAB,AABBCDDEEFF,AABDEFFEDCB,FFEEDDCBBAA,AAABBCDEFFF,FFFEDCBBBAA,FFFDDCAABBC,BAADCBEFEEE
30,ABBDEFFFDCA,FFEEDCBBBAA,FFFEDCBBAAB,AAABCDEEFFF,AABCCDEEFFF,FFEDCBAABCE,EFFFECBBAAA,AABCDEEEEEE,FFEEEDDBBAA,FFFEDCBBAAA,AABBCCDEFFF,AABBBCDEEFF
31,AABCDEFFEDD,FFFEDCBAABC,DEFFEEDCBAA,AAABCDEFFFE,FDEFEECBAAA,CDEEEEEDBAA,AAABCDEFFFE,ECBAAACEEFF,FFFECBBBBBA,FFFDBAABCCC,DDEEFEDCBAA,AABCDEEEDEF
32,FFFEEDBBAAA,ABACDDEFEFD,ECDFFEEDBAA,EDFEEECBBAA,DBCBBCBBCEF,AABBCDEEFFE,FFEEDCBBBAA,AABCDDEEEFF,ABBCEFEEDEB,FEEEEEDCBAA,DCABAACEEFF,CBCFEDEFCDA
33,EDCCEFEDBAA,ACEFFFECBAA,ABDEFFEDBAA,AABCEFFFECB,AAABCDEFFED,EBAABBCDFFF,CBAAABCEFFF,AADEDCBCDFF,ECBDBAABDFF,FFFEDCBBAAB,DEFFFECBAAA,AABDEDCDFFE
34,FFFEDBAABBB,ABBCBBBDFFF,CAEFDCBBBEF,FECDBBDEDBA,FEEEEDCBBAA,CAAABCDEFFF,AABBDEFFEDD,FFEEDDCBBAA,AABBBCDEFFF,AABCDDEEFFD,FEEEEEDCAAA,FFFDCCCBBAA
35,FFFEDCBAABA,BADCBCBBFFF,FFDDBBCBCBB,BAAACDEEEFF,ABABBCDDEFF,ABBBBCDEFFF,FFFDBBBBBBC,ADEFFDCBADB,FFEEDCBBBAA,FFCCECBCBBA,ECDEFDBDCDA,EACFDDFECBA
36,BAABCBCEFFE,AABCCCDEFFF,EEDEFECAABE,FFEEDCCDBAA,BAAABCDEFFF,AABBCDDEEFF,FFFEDCBBAAA,FFEEDDCBBAA,BAAABCDEFFF,ABCCDFFFDCA,AACEFECCCDF,FFEEDDCBAAA
37,FFECCBAABDE,EBBCCEEBACF,CAABCCCDFFF,CCCDEEEEEAA,FFEEDDCBAAA,EDCAAABDEFF,AABCEFFEEDB,FFEDCBAABCC,AAABCCDEEFF,DFFECBCBBCA,EFBBBBBBDEF,FBBEFEDBACB
38,EFFFEDCBAAA,FEFEDBAAACB,BBAABDEFEFE,ABDEFEDCACF,FFEEDCBBBAA,FFFEEDCBAAB,AAABCEFFFEE,FFEDCBBBCBB,FFEDCBAAACF,BBEFFEDBAAE,ACEFEBABBEF,AABBCCCEFFF
39,AACDEEFEEDB,DFFFECBAABC,FFFDCBABBBB,BBBABBDEFFF,FFFEDDCBBAA,BCDEEFFECAA,BBBBBBCDEFF,DEFFEDCBBAA,BBCEFFCABCC,BBAABCDEFFE,ABCCCBBDFFF,BAAABDEFFFE
40,AABCCCCEFFF,DCAAACEFFED,FFEECBAAACE,BDEFFEDCBAA,FECBAAACDEF,EEDBAAACDFF,AAAABCDEFFF,BBCFFFEDCAA,EEEEEEDCBAA,AABBDEEFFEE,FECAAABCDEE,BBBAACDEFFF
41,FFEDCCDBAAB,ABCCBBCEFFF,FFDDEEDBAAB,AABCDEFFECB,DEFECAAACDE,FFEDDCDCBAA,FFFEDCBAAAC,AABBCDDEEFF,FFEEEDCBBAA,BAAABDDEEFF,FFDBAACEECC,DEFFFECBAAA
42,AABBCDDDFFF,AEFDEDCBBEB,FFFEDDCBAAA,FFFEDCBBAAB,AAABCDEEFFF,AABBCDDEFFF,AABBCDEEEFE,FFEEEDCBBAA,FFFEDCCBAAA,AABBBCDEFFF,ABDEFFEECBB,BFEEDCDDCCA
43,EEFFEDCBBAA,FFFDCBBBBAB,FDEDBAAACEE,AAABCDDEEFF,AABCDEEEDFF,EEEEEEDCBAA,AABCEFFEDCB,AABDEEFEEDC,FEBAACDDEDC,FFECBAACCCD,AAAACDDDEFF,AAABCCDEFFF
44,CBCFFECCDCA,BBAABCDEFFF,DECBAAACEFF,CBAABCDEFFE,FFEEDDDBAAA,FFFEDDCBBAA,AABBBCDEEFF,DFFFEDCBBAA,AAABDEEDDEF,ABABCDFFFDB,BAACCCEEEFE,FFFECAAABCE
45,AABBCDFFFEC,AAABDEFFEED,DCBAABCEFFF,FFFEDCCBAAA,AAACDDEEEFF,AABBCDEEEFF,FFEDDCBBBAA,CDDBBAACEFF,FFFFDCBAABB,AABDEFFFECA,BAAABCDEFFF,FFECAAABCDE
46,CAABBCFFFEC,AAABCDEFFEE,FECDEFECAAB,EFFEEDCAAAB,FFEDCBAABCD,AABBCDDEEFF,BDEFFEDCBAA,FFEEDDCBBAA,BAAACDEFFEE,ACEFFECAABD,BBAACCCEFFE,FFEDBAABBCD
47,EDDEFECAAAE,AABCDEFFEDD,AAACEDCDEEF,FFFEEDCBAAA,CBAAACDEEFF,AABBCDEEEFF,FFFEDCBBBAA,FFEEDDCCBAA,AAABCDDEFFF,EFFECBBBBCA,FDCBAABCDEF,FFEDDDDCAAA
48,EFFFDBBBACB,FFFEDCCCBAA,ABBBBBDEFFF,BBBDFFFEDCA,EDDBCEEEEBA,DCCBBAACEFF,BBCEFFECBAB,FFEDCBBBBBA,FFEDDBAABBC,AABBCCDEFFF,EEBAAABDFEE,AADDDFFEBCC
49,EFFEEDCBAAA,EFEFFDBBAAA,AAADDDDDEFF,DBCCAACEFFE,FFECBBCCCBA,FFFEDCCBAAA,AAABCDEFFEE,FFFEDCBBBAA,FFEDCBAABBC,ABCCCCBCDFF,AEFDACEEDEA,ABBCBBCDEFF
50,AAAACDEFFEE,DCCAACFFEDC,BAEFFFEDCBA,FFEEDCCCBAA,AAABBCDEFFF,AABBCDEEEFF,BBDFFFECBAA,FFEEEDCCBAA,FFEDCBBBBAB,AABBBCDEEFF,EFFFDBBBABB,EFDABDEFEAB
51,AABBCEEDEFF,ECABEFFECBA,AAACDEFFEDD,EDCBBAABDFF,EDBABEEEDEC,FFEEEDCBAAB,ABCEFFFDCBA,AAABCDEEEFF,FFFEEDCBAAA,FFFEDCBAABD,CDEEFFEDBAA,AABDEFFECCD
52,DCBCEFFECAA,BDEFFEDBAAA,BDEFFEDCBAA,ABCEFFFECBA,ABABCEFFFDC,BAACBBCEFFD,CBABBBCEFFF,AACEEDCCEFF,CBBAABDEFFD,FEDCAAABEFD,ECBAAACDFFF,EDBAABBDEFF
53,AAACDEEEEEE,FFDDBBCBABF,ABBCEFFEECA,FFEEDCCBAAA,AABBCDEEEFF,AADEEFFEDCB,AABDFFEDCCC,BCEEEFEDCBA,FFEEEDCBAAA,AAABCDDEFFF,EEFFEDCCAAA,BACBBBCEFFD
54,FFEEDCBAAAB,AAABEEDDFFE,ADDCBCECCFF,AAEDEFDCEBC,AACBCCDEEFF,AABBCDEFFEF,ABFEDEEDBCD,EEEECDECBBA,FFEEEDCCBAA,FFFDDCBBBBA,FFEDDBBCCAB,EEFEDDECAAA
55,AABDEEEEEDB,DDEFFECAAAB,DDDCAAADEFF,FFEDCBBAABD,AACEFFFEDBA,FFEEDDCBAAA,AACDFFFECBA,AABBCDDEEFF,EEFFEECBBAA,ABBCDEFFFDA,EBAABCDEFFF,BBCCBABEFFF
56,CFFEDDEDBAA,FFECEECAAAC,DBAAABFFEED,BCDEFFEDCAA,AABBBCDEFFF,DCCBAABDEFF,BCDFFFECBAA,FEBAABCDEEE,BBABBCDEEFF,DEFFFDBBBBA,FFECCCCDBAA,AACBBDEFEEF
57,AABBBCDEFFF,FFDCCEDCAAA,FFEDCBBBCBA,FFFDDCBBABB,BBBABBCDFFF,AABBCDEEEFF,DDEFFECBBAA,FDBBAABDDFF,BBBBBBDEEFF,CEEDEFFDBAA,FFFEDCBABAB,AADEFFECDDB
58,ABBBBBCEFFF,DCBAAABDEFF,FFEEEECBAAA,FFEECBAAABD,DCBAABCDFFF,AABBCDDEEFF,ACCEFFDCCBA,FFEEDCCCBAA,FFEEEDBAABD,AAABCDEEFFF,FFEECBAABBC,BCDEEFFECAA
59,EEEFEEDBAAA,AABBCDEEEFF,EDDEEFECBAA,FFFEDDCBAAA,FFEDCBBBBBB,AABBCDDEEFF,BCDEFFECBAA,FFEEDCBAAAC,AAABCDEEFFF,FFFFECCBBAA,EFFEEDBABAA,AABCCDEEFEF
60,BBCEEEECAAF,ADFECAADEEE,AADEFFEEDDA,FFFEDCCBAAA,AAABCCDEFFF,AAABCDEEEFF,BBDFFFDCBAA,FEFEEDCBBAA,FFEECBBBBBB,AABBCCDEEFF,EFFFECAAABB,FFFEDBBCBAA
61,CDEEEDBAABF,EFFEEDCBAAA,AABDEEFEEDC,FFEDBBBAACD,AABCEFFEEDC,FFDCBBBBBCC,AAABBCDEFFF,EEFFEDCBAAA,BAABBCDEEFF,FFFEDCBBAAA,AABCDEEFFED,BAABBCDEFFF
62,FFEEDCBABAB,ABCCBBCDFFF,AAABCDEEEFF,BACFFEEEDBA,FFFEDDBBAAA,AABBCDDEEFF,AABCEFFEDCB,FFEEDDCBBAA,BBBBBBCDEFF,AABCDEEEEEE,DEFFFECBAAA,FFFEDDCBAAA
63,ABDFFEEDBDA,FFEBDDBABAC,DDBBACFFDCD,FFEEEDCBAAA,CBBABBCCDFF,AAABCDEEEFF,CDEFFEDBAAA,FFEEDDCCBAA,CCBBBBBCDFF,AABCCCDEEFF,EFFECBBBCCA,BBEFEBBDEBB
64,FFFEDCBBAAA,FFEECBBABAB,BFFFDBBAADE,BAABCCDDEFF,AABCDDEEEFF,BBDDEFFECBA,FDBAABDEEED,EACEEFEDCBA,FFFEEDCBAAA,ADBBCDFFBED,ABBCCDFFCFC,EFCCDEFEBAA
65,AABCDDEFEEE,FFFDCBBBBBB,ACBBBCDDEFF,EEFEEDCBBAA,FCBBCEFDABE,AABCCDEEEFF,AAABCEFFEEE,FFEEEDCBBAA,FFEEDDCBBAA,AAABCDDEEFF,BEFEFFDAAAB,BBBBCEFFFCB
66,AAABCDEEEFF,ABBCEFFDEDC,DCEFFDDCAAD,FFEDCCCCBAA,FDBAAACDEFF,AABBCDEEEFF,CDEFFEDBAAA,FFEEDDCBBAA,EDBAABBDEFF,AAABCCDEFFF,ACDBCDDEFFA,CDEEEEDEEAA
67,AABBBBDEFFF,FFEEDDDBAAA,DFFECCCBAAA,FFEEDDDCAAA,CAACDDCCEFF,AFFECCDDBBC,BBBBBCCEEFF,ABCFFFDCCBB,FFEEEDCCBAA,FFEEDCCBAAA,DBCAACFFDDF,AABCDDEFFEE
68,EFFEEDCBAAA,EBEDEEDEDBA,ABCDEDCCDFE,AAABCCDEFFF,AABBDDEEEFF,BEFFCAABDED,FFDCBAABCDE,AAADEEEFCED,EFFFCBCCBBA,EDDDCEFECAA,FFFCBCCBBAB,ACBEEEEDEAB
69,AABCDEEEEEE,FFFECCBBBAB,FEDCCEFDBAA,FFFEDCBAAAB,BBAABCDEFFF,AABCCDEEEFF,ABCEFFEDCBB,FEEEEEDCBAA,FFFEDCBBBAA,BBBABDDEFFF,AABBCDDDEFF,AAABCDEEEFF
70,FFDDDCBBEBA,BAAABCEEEFF,FEDCBBDEDBA,AABCEFFEDCB,FFEDBBBCCBA,FEDBAABCDEE,AAABCDEFFFE,FFEEDCBBAAB,ABCCBBCDFFF,CDEFFECBAAB,ACDBABCDFFE,FFFEDBAABBB
71,DEFFEEDBBAA,FFEDCCBAACB,FFEDBAABCED,AAABCCEEEFF,AABDEEEEEED,FEFEDDDBBAA,DBBBBBBCDFF,FFBAACCCDEE,EFFEEDCCBAA,FFEDCBBBBCA,AAADEEDDEDF,AAACCDDEEFF
72,FFFEEDBAAAC,CFEECAABAED,AFDABBCFFDD,EECACECBEBE,AAABCDDEEFF,ABCCCCDEFFD,FFEDBABBBBC,AACEEEFEDDC,FFEEECCBAAA,FFFEDDCBBAA,ABACCCDFDBF,ABCDEEEFFCB
73,ABDEFFEEDBB,FFEDBBECAAC,BDFFDDDBDBA,FFEEDCBBAAA,AAABCDDEFFF,AABBCDEEEEF,EFFFECBBAAA,FFEEEDCBAAA,FFEDBAABBCE,AABCCDDDEFF,DABDFEBBEDA,DBDFECBBDFA
74,DFFFEECBAAB,BAAADFEEEED,ADEEEDCBEDC,CFFEDDECAAA,FFEEDCCBBAA,CBAABCDEFFF,AAABCDEFFFE,FFEEDDCBBAA,CAABBCCDEFF,ABCBBDEDFFF,FFCBCCBABCC,CBEDAACDCFF
75,AAACDEEEEEE,FFFEDCCBAAA,FFFEDCBBBAA,AAABBCDEEFF,AABCDEEEEEE,FFEEEDCBBAA,EDDFFCAAABE,AAABDEEEEFE,FFEEEDCBBAA,FFEDCBBBBAB,AAABCCDEEFF,AABBCDEEEFF
76,AABDEEEFFDA,FFFEDCAAABD,EFFEEDCBAAA,ABCDEEEEDDE,AACEFFEEDCB,FEDCAABCDEF,FFFEDCBBAAA,AABBCDDEEFF,FFFEDCBBAAA,AABDEFFECAD,EFEDAAABDEE,BCAACEFFDBE
77,AAABCDDEFFF,FFFEDCCBAAA,FFFEDCBBBAA,FFFDBABBBCC,AAABBCDEFFF,AABBCDEEEFF,BCDFFFDBBAA,FFEEEDCCBAA,FFECBAABCEC,EEFECAAABDF,BDFFCAACBDF,AABDEEDCEFE
78,FFEDCAABDDE,FDFEECABCAB,FEFDDCBBBAA,BABBBBCDEFF,AABBCDDEEFF,ABBBCEFFFEA,FFEDCBBBBBA,ABABDDDEFEF,DECBDFFDAAB,FEFCCEEBAAC,BCDDCCDFFEA,EBDFDEECBBA
79,FEFEEDBBBAA,FFDCDDCCBBA,BAACDDDCCEF,BBCAACEFFDB,FCABCDEEEDA,FFFECBBBBAC,AAABCDEFFEE,FFEEDDCBBAA,FFFECBBAABB,AABABCEEFFF,FCCCCDEDCAB,AAABCCDEEFF
80,AABBBDFFFED,BEFFFEDCBAA,AABDEEFEEDC,FFECBAAACDF,FFFECBAABBC,AADEDCBCEFF,AAABBDEFFEE,FFEDDCBBBBA,FFECBAABCDE,FFFDCAAABCD,AACDEFFFDCA,ABBDEFFFECA
81,BEEEDEEDBAA,FEDEDBAABCD,AAADDDCCDFF,CDDBBDFFEBA,EAABBCEFFFC,FFFEDCBBAAD,AABCDFFEEDC,FFEDCCCCBAA,FFFEDBBABBB,BBBBABCEFFF,CAABEFFFCBD,BCEAABEEDCF
82,CDBBDEDDFCA,FFEDCDECAAB,FFFEDCBBBBA,FECBDEDCBAA,AAABCDEEFFF,AAABCDDEEFF,FFFEDCBBBAA,AAABCDEEEFF,BCBBBBBCEFF,DFDAAACEFFC,EEFFFDBAAAB,AAABDDCEFFF
83,FFFEEDCBAAA,DBCCAACCFFF,AABCCDDDFEF,CBBCCCEFFFA,FEEFEEDCAAA,AABBCDDEFFF,ABCEFFEDCBA,FFEEDDCBBAA,AABBCCDEFFF,AABCCDEEFEF,FFFDCCBBBAA,FFEDCCCAAAB
84,DBACCCEFECB,AABCCDEEFEE,FDDFFECAAAD,EFEEEDDBAAA,BDEEFFDCBAA,AABBCCDEFFF,AAABCDEFFFE,FFEEDDCBBAA,DCBAABCEFFF,BBCFFDBABEF,AACCEFDBCEF,FFEEEDCBAAA
85,FFFEDCBAABB,ABCBCDDDEFF,AACCCDEEEEF,AABBBCDEFFE,EEFEEEDBAAA,EEDCDEFECAA,FFEEDBBAABC,AAABCDDEFFF,AABCDEEFEEE,FFEDDCCBBAA,FFFFEDCBAAA,FFFECBBBBBA
86,DEECAADDADF,FEFFEDBABAA,AABBCDDDEFF,EDCBDFFECAA,FEBAABDEEED,FFEECBBAABC,AAABCDFFFEE,FFEEDCBBBAA,FFFEDCBBAAA,AABCDDDCDFF,ACCAACEFFDD,BDFECDEECAB
87,AABCDEEEEEE,FFFEDDCBAAA,FFFEDCBBBAA,AABBBCDEEFF,AABCDEEEEEE,FFEEEDCBBAA,EDDFFDAAACE,AAABCDEEEEF,FFEEEDDCBAA,FFEDDCBBBAA,AABBCCDEFFF,AABBCDEEEFF
88,FFFEDBBBBAB,DFFFECAACBA,BBABCCDDDFF,AABCDEFFEEB,BBBBBBCDEFF,ABBBBCDEFFF,FFECBABBBCC,AAABDEFEEEB,EDEEEFEBBAA,FFEEEDBAABA,FEECCDDBCCA,ABBDBBDEEDF
89,ADDEFFECBAC,FFDBCCCCBAC,CBBBBBBDFFF,FEEEDDEDBAA,AAAABDDEFFF,AABBCDEEFFF,EFFFECCBAAA,FFEEDCCBAAA,CBBAACDEFFF,AAABDDEEFFE,FFEDBBBBCBB,DEEFFEDBAAB
90,AABCCCDEFFE,DBABDFFEDCB,FFECBBAABDF,EFFEEEDBAAA,AABBCDEEFEE,AAACDDEEEFF,EEFFEDBBAAA,CCCBBBABDFF,FFEDBAAABCE,FFFFEDBAAAB,AABCDEEEEED,BAAABCDEFFF
91,AAABBCEEEFF,CCBBBDFFDBB,BFFCCCBCFDA,FFDEFECAAAA,FFFEDCBAABC,AABBCDDEEFF,AACEFFEDCBB,FFEEDDCBBAA,DBAABCDEEFF,ABABCDEEEFF,BEFDBBDFDAC,BCDFFDBDDBA
92,AAABCEEEEEF,FEAEEBCECDA,FDEEDDEBABA,FFEEEDCBBAA,FFDAAABCDEF,AADEFFEBABE,AABBBCDEFFF,ABDCEFEEDCA,FFFEEDDCAAA,FFEECBBBBBB,FFABABDEEDE,ABDDEDDEBEF
93,EDEFEDCABBA,DFEDCEEBABB,DCCCAABCFFF,FEDFFECBBAA,FEDCCBBBACE,AABBCDDEFFF,EFFFECBBAAA,FFEEDDCBAAA,AABBBCDEEFF,FDBDCDDDDEA,DAABDFECDCF,ABABBCEEDFF
94,AABCDDDEEFF,FFFEDCBBBAA,FFEEDCBBBBA,BCBBBBCCDFF,AABBCDEEEFF,EEFFFDBAAAA,CCEFFFDBBAA,AABDEEEEEED,FFFEDCCBAAA,CBBAABDEFFF,ABDEDCBBCFF,AABBCDEEFFE
95,AABCEEEEEED,FFFEDCBBAAA,AAABCDDEFFF,FFFEDDCBAAA,AAABCDEEFFF,CDEEFEEDBAA,AAABDEFEEEE,ABCDEFFEDCC,FFEEEDCBBAA,AAABCCDEFFF,FFFEDDBBAAA,AAABCDEEEFF
96,EEFFEDCAABA,FFEECBBBBBB,EFFEBABAAEE,ABCBBCDEEFF,AAABCDDEFFF,DCEEEBAACEF,EFFFECBBAAA,AADEEEDDDDD,FEFEEDDCAAA,FEEEDDDCBAA,CABBBCCCEFF,AABBCCCCEFF
97,ABCDDCBBBFF,FFFEEDCBAAA,ABCEFFFEDBA,EDBAAABDEFF,FFFEEDCBBAA,AABBCDEEEEF,AABBBCDEFFF,FEEFEDCBAAA,FFFEDCAAABC,EEFFEDCBAAA,AABCDEEFFED,BAABCDEFFFD
98,EDBABBABFFE,AAABDEFFEDD,CCDFFEDBAAB,CEFFEDBBBBA,FEFFEDBBAAA,AABBCDDEEFF,AABDEFFEDCB,FFEEDDCBBAA,AAABCEFEDEF,CBCDEFFECAA,AACEECBCCEF,FFFEDCBAABB
99,AABEEFFEDCB,FFFEDCBBBAA,AAABBCCEFFF,FFFEDCBBAAB,AABBCDEEEFF,AABCDEEEEDE,FFFECBBBBBA,DCDEEEEDCBA,ECBBABBCEFF,AABCDEEEEEE,FFEDDCBAAAB,ABBBCCDEEFF
100,EEEEEEDDBAA,FFFECBBBBAB,BBCBBBBDFFF,AABBCDDEFFF,AABBCCDEEFF,FFFEDBAABBB,EEFFEDCBAAA,AABBDDEEEFF,DFEEEEDDCBA,ABAABDEEEFF,CABDDBABDFF,AAABCDEFFFE
