,0,1,2,3,4,5
81,GGEBA,ABFGG,FGFCA,CHFCB,GBBBH,AEDFH
82,FGFCA,HGDBA,ACDFH,HDBBD,ABGFH,HDBCF
83,HFCBC,ACFFG,GEADG,GHECA,ACFGG,GGEBA
84,BBBGH,FEFFA,GGABF,BGGEB,ABEGG,FFGDA
85,HBBDF,ACEGH,HGDBA,DACFH,DGGCA,HFDBA
86,GEFDA,ADGFD,GGGBA,BHGDB,HBAEF,ADEGF
87,CGGEA,FCBCH,AGGEB,BBCGH,HGEBA,ABDGH
88,HEDCB,ABEGG,BBEFH,GACFF,GGECA,GFBBE
89,GGFBA,CDHFB,ABDGH,HFDBA,ABDGH,GDDFA
90,AEFEF,DAFGD,AFEFG,HECBC,GCGFA,BFDBH
91,ACFGG,GGECA,GABEG,FGECA,ABDFH,GFCEB
92,AEFFF,GGFCA,CAEHF,ABFGG,HGEBA,CCCGG
93,HFDCA,CCGGB,BBCGH,HFDBA,ABFGG,BBDFH
94,DGGDA,HDBBF,AEGGD,FEAEF,HFBAD,BBCGH
95,DHGCA,EGGDA,ADFGF,ADEGG,HEABF,EBBEH
96,HFEBA,CACFH,ADFGF,HCAEE,HGDBA,BBDFH
97,CBGGB,FHDAD,HFBBC,ACGGE,GDFFA,BGCCG
98,BBCGH,EDDGB,GBADG,FHECA,ACEHF,EFGDA
99,FGFBA,BEHFB,ADFGG,HDCCB,BBDGH,GCBDG
100,HGDBA,BBDGH,DFGDA,HEACE,GGBBE,BBCGH
101,ACFGG,FFFEA,ACEGH,HGDCA,DACFH,BCCGG
102,HBCDD,CCDFF,ACEGG,BAEGG,HGEBA,DBDGE
103,CFFEC,ADCGH,FGECA,CDBCH,DBFHB,CHFAF
104,BCCEH,FDGCB,CADGH,HFDBA,ACEGG,EFGDA
105,FCBCH,GBBCH,ACEGG,HCBDD,HGDBB,FDHBB
106,AFGFE,HGDAC,AEGFE,GABFG,HFBBF,ADDFH
107,FGFCA,EBBDH,FCFFA,FBBDH,GGDAB,DHFAC
108,BGGEB,HEBBG,AFGFC,BBCGH,GGEBA,BBCGH
109,ABEGH,GGECA,ADFGG,AGEFD,GDACG,FHECA
110,HCBCE,BBEEH,AGGEB,GABGF,GEDEB,GGFCA
111,HECBC,BBEFH,ADFEH,DAGGC,HGEBA,HEEBB
112,BDGGB,CBCEH,AGGFC,ACHFE,HGCBB,ADGFE
113,BCEHD,EHCBD,ACDGH,HFCBC,GBGBF,GBBGC
114,EGGDA,BBEGG,GGFCA,BHFCB,HBBFE,ABDGH
115,HDBCE,EHEBC,ACEGH,FBEGB,HGEBA,GGEEA
116,CADGG,GFGDA,ADGGB,ABEGH,DGGDA,ADGFE
117,GGFCA,DBBFH,AFGFD,GCAFF,HGDBA,BBCFH
118,BCFCH,DAFGE,ACEGH,HGDBB,BBFHE,AECEH
119,ACFGG,GGGCA,ACFGG,AGFGD,HEBBE,BBDGH
120,HDCCB,ABEFH,GGFCA,ACGGE,CADGG,BHECD
121,BCBGH,EEGCB,CADGH,HFCBC,ACGGC,GGGCA
122,HEBBE,BCEHD,HGBBC,EHDAF,AEGFE,HGEBB
123,FGCAE,FGGDA,ABEGG,GGDCA,CACGH,HECBB
124,HECCB,BBEEH,ADFGF,GGEBB,BADHG,DGFDB
125,ADGGE,GGDAD,ADGGD,HECBC,ABEGH,BDDGG
126,BGGFA,HGDBB,ACEGH,HECBC,ACDGG,CBBGH
127,ADEGF,HGEBA,ACFGG,HFCCB,CBCFH,GGECA
128,HCBCE,CADGH,HDAEF,ADGGD,HFBBD,HFDCA
129,GGEBA,BDGHB,ABEGH,HECCB,ABFGG,HEBBD
130,ACEGG,GGFCA,ADFGG,AGEGD,GDACG,GGDCA
131,GGEBA,BBEFH,CFGFA,AFCEG,HGDBA,BBCFH
132,BFGFB,GGEBA,ACFGG,HECCB,ABDGH,EBDGF
133,DFBHB,DFFAF,FDGCB,ADFEG,GDGBC,FBGBG
134,BGGEA,FCBCH,BGGEB,BBCGH,HGEBA,ABDGH
135,GGEBA,GFDAE,AFGFB,FBAFG,HFCBB,BBCFH
136,ACGGD,FGFCA,ABDGH,FHECA,DACFH,DCBGG
137,ACFGG,GGEDA,BADGH,HGDCA,BBDGH,FFEFA
138,ADGGF,GGEBA,ACFGG,BGDFC,HCACG,ACFGF
139,BFFGA,HEBBD,AEDDH,GABEF,EFBDF,AEDEG
140,DACFH,DEGGA,HDACF,DHFCA,ABEGH,HGEBA
141,DGDAG,BCGCG,GGCCB,FBBDH,EEHBB,GBBFG
142,HFCBB,HDDBD,ACEGG,FACGG,HGDBA,CCFGC
143,ACFGG,GGEBA,BAEGH,DHFDA,CACFH,DEGFA
144,HEDCA,BCCHE,BAFEH,ABFHE,HGECA,FECCE
145,GBBEH,FGFCA,ABDGH,BBFHC,HGDBA,GFEDA
146,GGEBA,CADFH,AEGGC,EBAGG,HGDCA,CBBFH
147,CGFAE,DAGFD,CHFBE,HBBEF,DCGFC,BBGEH
148,FGFCA,AGGDD,GHEBA,DABFH,GCADG,FACGF
149,GCBCH,EGGDA,ABEGH,HFDCA,BBDGH,HGCBB
150,BBCGH,DDAFG,HEABE,GGEBA,ABFGG,CFEGA
151,BGGEA,GCBCH,AGGFB,BBCGH,HGEBA,ABDGH
152,CCHBF,GCADG,EACFH,HFCCB,HEEAC,ACHCG
153,BDCGF,ADHFC,ACDGH,HCBDD,EHGBA,EGAFD
154,GCBBH,GFFBB,ACEGH,HBBDE,HGDBA,GFFBB
155,CGGDA,GDBBH,AGGFB,BBCGH,HGEBA,ABDGH
156,HECCC,EACEH,ADGGD,CBGDG,HFCBB,BCEFG
157,ACFFG,DFGEA,GBBCH,BGGEB,FBBDH,HEDBB
158,HCDCC,FDBEG,ADFGD,ABGGF,HGDBB,ACDGG
159,EFGEA,EBBDH,DGFFA,CHDBD,HFDBB,BBDFH
160,ACFFG,FHFCA,DACGH,HFDBA,ABEFH,GFEEA
161,HECBB,EBCFG,ADFFG,CADGH,HGEBA,DBBFH
162,FGFEA,GBDDF,ACEHF,GADDG,CFFBF,CEAFG
163,GGEDA,FCDGC,FFDAE,FHCBD,ACFGG,FBBDH
164,CGEFA,DHCAF,HFCCC,AGCGF,FGBDD,ACFFG
165,GADFF,DEGFA,AEDFG,ABFFG,HGDBA,FADGF
166,HEECA,ACEFH,HGEBA,CHGCA,ECBDH,CECCG
167,HDBBF,ADDGF,HGCAC,GHEBA,ADGGF,HFEBA
168,GDCAG,FDDBF,HFCCB,EADFH,CHDBD,HGDAB
169,CHGCA,FGGCA,ADFGF,EDBGF,HDACG,DBBEH
170,HDBCD,ABFGG,FGFDA,ABEHG,DAEGF,BCCHF
171,BGGEA,FCBCH,BGGEA,CBCGH,HGDBA,ABDGH
172,DFGAE,EAFEG,AFGBF,GFBAG,HGEBA,BFBFG
173,HECBB,ABEGH,GGFCA,ACGGE,BCGHD,AEGGD
174,GDBBH,HEEAD,HFDCA,AFEBG,AFHCE,HGCAC
175,AGGFC,DCGDD,AEGFD,ABGGE,HFCBB,BBCGH
176,HFDBB,BBCFH,ADFGF,ADHFD,HFCBB,FEFDB
177,ACDEH,FGGCA,ACFGG,HFDCA,CBCGH,HFCAC
178,HCBCF,BCFGE,GCADH,FBAEH,DHCDC,GEFEA
179,AGGEB,DBDDH,BDEDH,BAFGF,GGEBA,GDBED
180,GHEBA,DFGEA,ACFGG,HFDCA,BACGH,HFBBC
181,HFCBC,BCCEH,DDHEB,ACEGG,HGDCA,HFDBB
182,CFHEA,GGFCA,ABDGH,HFCBC,BBDGH,FBBEH
183,BGGEA,FCBCH,BGGEB,BBCGH,HGEBA,ABDGH
184,CGGDA,GCACH,BGGEB,BBCGH,HGDBA,BBDGH
185,CGGAD,EBAEH,HBCFB,ADDEH,GGDEA,ABDHF
186,HBBFE,BDBEH,GEEEA,FBBEH,HBDDE,CFHFA
187,BFHEB,HGECA,ABEFH,GHDBB,AFCGE,CFCBH
188,FDGCB,GFEEA,ACFFH,CADGG,HGEBA,ACFHF
189,GCADH,CEFGA,HEBBD,EHFCA,AFGEC,GGFBA
190,DGFCC,ECFBG,EEHDA,DGBBG,HFCCB,GBBGF
191,ACEGG,GGFDA,HBBEG,DHFCA,BBDGH,FGFDA
192,DGFEA,DAFEG,DHFCA,DEADH,HGCBB,BEECH
193,GGEBA,EGGCA,ACEGG,HECCB,ABEGH,HFCBB
194,ADEEH,HEBCB,ADEGG,FBBGE,GFFDA,BEBGG
195,ABFGG,GGFCA,ACFGG,DHDDA,FBAEH,HFDDA
196,AFFFF,GGFCA,ACFGG,ADFGF,HFBBE,FGEBC
197,BFBGF,ADFDH,HCBED,HCBBE,GHDBB,FGBBG
198,CDFCG,CFFAG,FBGGB,BBEHF,EGBGA,DGBBG
199,GHDAC,FGGCA,ACFGG,HECCB,BADGH,HDBBD
200,ADFHC,HECBD,CBCFH,HFDBB,FGBAG,GBFFB
201,ADEDH,GBFAF,ACEGG,HDBBD,DAEHC,BEHEB
202,HDBBF,AEGFD,HGCAC,CHGDA,ACFGG,HGEBA
203,BGGEA,FCBCH,BGGEB,BBCGH,HGEBA,ABDGH
204,HDCCC,ABEFH,GGFCA,ADHFC,ABFGG,BGDDD
205,HBEDD,FCBBH,AEFGF,BDHEC,HFCBC,CFFGA
206,EHFCA,FGFDA,ACFGG,HECCB,BBDGH,GFADD
207,DGAEF,BFEBG,EDGBE,CGBEF,GDFFA,GCCHB
208,AEHEC,FFFEA,BBEEH,EHFCA,HEACE,ABDFH
209,GGFBA,HDBBG,ACFGF,GBBEG,GGFBA,BBDEH
210,HBCDC,BBCFH,BDGGC,BEHCD,HFBCB,GEGCA
211,HGECA,GGGBA,ABEFH,HEBCD,AEFEG,DBBFH
212,AEGFF,ABEGG,GGEBA,ADHFD,BBDGH,ACEHF
213,GGFCA,FBBFG,CFGFA,CHCCD,HGCBB,BBDFH
214,GGECA,BBDFH,DFGFA,AGFFE,HGDBA,BBCGH
215,ACDFH,FGGCA,ACFGG,DHEDB,GCADG,FCBCH
216,ADHFE,GGEBA,ADFGG,HDCCB,FBBEH,BGEEC
217,HECBC,BCBEH,EBBGG,BADGH,GFFDA,HGECA
218,BBCHG,EDGCC,ABEGH,HFDBB,ACFHF,FFGCA
219,GGECA,DBBEH,CCFHB,FCAFG,HGEBA,CBBEH
220,CBBGH,EGGEA,CADGH,HGDCA,AEGEF,BCEHD
221,CBCFH,CACHF,GGECA,ABDGH,HFBBE,DEHDB
222,ACFGG,GGEBA,ACFGG,FGCEB,FBBDH,BGGDB
223,HEBCD,ACGHE,HFBBE,GHEBA,AGGED,HGDBB
224,ADGGF,HGECA,ACFGG,HECCB,ABDGH,FFEDA
225,GFFDA,CCBFG,AFFFE,ACHGE,HFCBB,ADHGC
226,ACEGG,ACEGG,HGDBA,ADHFD,ABDFH,FCAEG
227,GGFCA,CBCFH,EGFDA,AEGFF,GGECA,BBCFH
228,ADGGE,HECBB,ABFGG,CADGG,HGEBA,BBGDG
229,BDGGB,BBDGH,GGFCA,ACHGD,BBDGH,ABGGE
230,ACFGG,HGECA,ACFGG,HFCCB,DABFH,ACGGD
231,GBBCG,EEGFA,HEACF,FHECA,ADGGF,GFFCA
232,CCGBG,EBFHB,CHFBD,BBEFH,GGGAB,FBAFG
233,EGFCA,GAEEE,EGCAG,ACHFD,BFHCD,FADDG
234,GGEBA,BBCFH,BDGGB,BGBCH,GGFCA,ECBDH
235,ABEGG,FGFCA,ACFGG,HFDCA,CAEFH,EFGFA
236,GGECA,BBCFH,ADGFE,GDADF,HGDBA,CBCFH
237,GBADG,BEGGA,FACFH,HGDBA,ACFGG,GGFCA
238,HDDDB,ABEGH,HGEBA,AEHFC,BAEGH,CCGFC
239,HGDBA,BBCFH,BFGFA,ABFGF,HGEBA,BBDFH
240,HCCBG,CADGG,DDHFA,ACEGG,CHFCB,EEGFA
241,HEBBF,ACFGF,HGCAC,DHFBC,ADFGG,GGEBA
242,CGGDA,EBBDH,CGGEA,BBCGH,HGDBA,ABDGH
243,CGDEB,GDGCA,ABEGH,HFDBB,BADGH,FEDFB
244,GGEBB,GHDAB,CHFCB,AFGEE,GCADH,FAEHC
245,CCHFB,AEGEF,HDEFA,GADDG,CEHCB,GBAFG
246,HGDBA,CBCFH,BFGFB,ACGGF,HGDBB,BBCFH
247,EGEAF,EACFG,GHEAB,EABFH,HEBCC,BEFCG
248,FGFCA,CBCEH,GGFCA,AFFFD,HFBBD,ABEGH
249,DGFCB,GFDEA,ABEGG,GGDCA,FBBFG,CBCFH
250,AEGDF,BAGGE,FCHEA,AEGEG,GGFBA,BBDGG
251,GFFDA,BBDFH,EGFDA,ABFHF,HGDBB,BBCFH
252,BGGDA,FCBDH,CGGEA,CBCGH,HGDBA,ABDGH
253,BBCHG,GEGCA,GCADG,GGEBA,ACEFH,EGGEA
254,ACFGG,GGFCA,BAEGH,HGDBA,BBDFH,CDFED
255,BGGEA,FCBCH,BGGEA,BBCGH,HGEBA,ABDGH
256,EGFAD,FADGE,CHFBC,FBAEH,HEFBB,CEAFH
257,ACFGG,GFFDA,ABEGH,FHFCA,GABEH,ADFGE
258,GDDAG,HEDCB,FBBEH,HCACG,AGECE,GHEAB
259,EHGBA,GGFBA,ADFGG,HDCCB,CBBFH,HFDBA
260,EGEFA,DHECB,CDGGA,AEGEF,HGEBA,CEAGG
261,EHDCC,DFGFA,CBCFH,HGDCA,ABDGH,DCCEG
262,BBEDH,CDHDC,ACEGG,HFDBB,ACFHF,FFGCA
263,FABFG,GGFBB,ACFGF,ACGGF,HGDBB,DGEFA
264,HFCBB,DACHG,DBBFH,HDBBG,GGFBA,CCCFH
265,HCCCD,DBCEH,ACEFH,HBEEB,HGCBB,FDBBH
266,GGFCA,BCGGD,ADGHC,GGBBC,HGCCA,BBCFH
267,CBBGH,GFFDA,EACFH,HGDBA,ADGGF,CEHEA
268,BBDGH,AEHFC,HGEBA,BGGDA,ADFFG,GFGCA
269,EGFDA,AGDDG,GDBBG,BBFHF,FGEEA,EEAFF
270,GFFDA,BBCFH,EGGDA,ABGGE,HECCB,BBDFH
271,HGEBA,BAFFG,ADGHC,FFAEE,HFEBA,BBDFH
272,HFECA,BBCFH,FGFDA,ACGGE,EACGG,BEFEE
273,HFDBB,ACEGH,BGGDC,ABEGG,GGECA,GGEAB
274,ABFGF,BGGCD,DACFH,HGDBA,ADFGG,FGGDA
275,ADGGD,HEBCD,HFDCB,ADGFF,HGEBA,FCACH
276,EGGCA,HFBBD,ADFFG,HDBBE,HBBCG,BBCGH
277,DFCGC,DFAGD,DHCFB,BEDFF,EFFAE,BGBHC
278,GBBDG,ADFGF,HGDAC,HGDAC,ACFGG,HGEBA
279,EBBEH,CGGDA,HCADG,FHECA,ACGGF,HGDBA
280,ABEGH,GGFCA,ADFGG,AHEFC,HDACG,FHCCC
281,CFGEB,EBGGB,BBDGH,FBBFG,CGGDA,ACDFH
282,CDCCH,EBAFH,HBBDF,EHECA,BBEHE,ACGEF
283,GABFF,EDBDH,ADFGF,BFHDB,HEBCC,GGCDA
284,GCCCG,GEBBG,BFGEB,ABGGE,HGDBA,ACGGE
285,AEDCH,HGBDB,HEBCD,ACGGF,HDACE,DGGAC
286,CGGDA,EBBDH,CGGDA,BBCGH,HGDBA,ABDGH
287,HFEBA,BBDGH,ABEGH,GABFG,HGECA,EBBEH
288,HEADC,AEGGC,GABFG,GGECA,ACFGG,GGEDA
289,DDBHD,ADHFE,AFFEF,ADGEE,GCBCH,CADHF
290,DDBHE,DBAFH,EGGDA,ACGFF,FCEDF,BCBFH
291,AEGFC,GDAEF,HBCDE,ABGGG,HFEAB,CFAGF
292,GGFBA,BBCFH,ADEEH,EACFG,HGDBA,CBCFH
293,FGFCA,HFCBB,CFHFA,AHDDF,HGDBA,BBCFH
294,HFECA,DBCDH,AEGFD,CADGH,HGEBA,BCBGH
295,HDBBF,ACEGH,HGCAC,FHEBA,ACFGG,HGDBA
296,CGEEB,HFBBF,HGCBB,ACGGF,GGBAF,GBAFG
297,GGEBA,ADGGF,BFGFA,FHCBC,EACFG,BBCEH
298,HFECA,ACHEF,GGEBB,AGGEB,FABEH,AFCFG
299,GEDEB,GGECA,CBBFH,GGEBA,ABEGG,HEBCD
300,HEEBB,BCDEH,AEGGC,DBDGF,HEBCC,BCDFH
301,BCBGH,DAGGC,CHGBC,ACGGE,HFDAC,FFAFE
302,HFDBB,ACEGH,HGDBA,CHFAD,GGDBA,HDBBF
303,BGGEA,EBBDH,CGGEA,BBCGH,HGEBA,ABDGH
304,EFGAE,EBAEH,HEBCC,FHFCA,FGGBA,BGGBF
305,FCBDH,EADGF,HEACE,GGEBA,ACFGG,GFFDA
306,CFGFA,CFAGF,BHEBE,DBFCH,GDGCA,FACGE
307,DGBFD,AFGEE,GECFB,FBCCH,FDGEA,FDDGA
308,FBBFG,GEDBE,ACEGH,EADGF,HGDBB,ACFHD
309,HECBB,BBCFH,ADGGD,BEHEB,HECBC,GGECA
310,EBBCH,HDBCD,GEACG,HGDBB,ACGHD,GGFBA
311,EBHCD,GBDGB,EFCGA,ABFEH,CHDBE,CFFAG
312,GHEBA,BBCGH,FEGCA,DHEBB,EADDH,BBCFH
313,ADGGC,HFABE,ACEFH,GGECA,FFABG,GBCGC
314,BAGFG,GGFCA,ABDGH,HGDBA,ABEGH,HGDBB
315,EHFCA,CBCHG,EGGCA,ADHFD,ABDGG,BAEGG
316,GGEBA,BDCDH,HFBBD,CACFH,EEHEA,CFBCH
317,CFGAE,GBCCH,BDBFH,HBBEG,DGEAE,FEAEG
318,HGEBA,BCCFH,DGGDA,FBBGG,HGEBA,BBCGH
319,ACFGG,GGFCA,ABEGH,GGECA,EABEH,ACEGF
320,HCBBG,BFDFE,ADGGD,CAGGE,GCBDF,GGEBA
321,EGGDA,DBFDG,FDGEA,DEAEH,HFBCC,DGBBG
322,HGEBA,HCCBF,BEHFB,FDAFG,HGDBB,CBCFH
323,FGFCA,BBEFH,HGEBA,AGHEC,HGCBC,BBCGH
324,ADGGD,EGFFA,FBBFH,CHFDA,ABEGH,GEBEC
325,GGDCA,BEDHD,FECAG,CBBFH,FEGEA,BADGG
326,ABFGG,GGFCA,BADGH,HFDBB,ABFGG,GFEDA
327,BCDHE,DHFAC,HBGCB,AEGFC,GEADG,CBGGB
328,ABEFH,GGFCA,ABEGG,GGDCA,CACGH,GGFCA
329,HGEBA,BBDFH,CFGFA,ACGEF,GGFCA,BBCFH
330,CBFGC,EBBEH,ADDFG,DADFH,HGDBB,BBDFH
331,CGGDA,DBBEH,DGGDA,CBCGH,HGDBA,ABDGH
332,HBBDG,BBDGH,HFCBC,DHGCA,BGGDB,GCAEF
333,HEBBC,ACEGG,HGDAC,FHFCA,ADGGF,GGDAB
334,ACEFH,GGFCA,ACFGG,HGCDA,FBBEH,HGEBA
335,FGFBB,AFEGF,BDHGB,ADGDG,GFCFA,CBDEH
336,DCCCH,ECBHE,GGDAC,FHEAB,BBEHE,EFHDA
337,HCCCC,ADEGE,HEBBE,HFBAF,ADGGF,HFBBC
338,HGDBB,BCDDH,ADGGD,HDADE,GGEBA,DCBCH
339,ACFGG,GGEDA,CADGH,FHECA,DACFH,BCFFE
340,BCBFH,FEDFB,FACFG,FHECA,ABEGH,EFGFA
341,HFDBB,BBCFH,AFGFC,GGFAB,BFHEA,DDAEH
342,BBCGG,DCHEB,HBBDG,EHFCA,ABFFG,FEFFA
343,ABFGF,FGFEA,FACFG,AGGEB,DACFH,AEDGE
344,HFEBB,AGGFC,CBBFH,HFCBC,ACFGG,DDBGF
345,EGFEA,DHEDB,BEHFB,ACHFF,GHEBB,AFECH
346,BGGEA,ECBCH,CGGDA,BBDGH,HGDBA,ABDGH
347,GDEEA,HEBBF,BGFCF,BBEGG,HGECA,BBDEH
348,FFEFA,BGDCF,CDAEH,HCADE,DEEHA,BFAGG
349,CFGEA,BGDBG,DHEBC,ABEHG,GGDBB,BCCGH
350,ACEGG,FGFCA,CADGH,HFDBB,ABEGH,FBBHE
351,HEBCB,CBCFH,EFGEA,BGGCD,AFHFB,HFCBB
352,HDDCB,BCDDH,AEFGD,FGFBB,HFCDA,ADDFG
353,FGGBA,ADFEG,AEEGF,EADGG,FFFEA,BFBDG
354,HDCDC,FBBDH,ADFFG,EACGG,HGEBA,DBBGH
355,HAEED,CACGH,HGDAC,BGGDA,ABFGG,CBCGH
356,HEBCB,DEFGA,CACGH,FABFG,FGCAD,BBDFH
357,CBECH,GFCEA,DACFH,HFCBC,ADHDE,FGFAB
358,ACFGG,GGECA,ACEGG,EHFDA,EABFH,BFFGC
359,EDGFA,CDDDH,GDFCB,GAEEE,GCBGC,CGBCG
360,HFDBA,ABDFH,BGFFB,GEFAD,HCCDC,BBDGH
361,GBCFF,AEFFE,ADGEF,AFFEE,GGDBB,GGDCB
362,FAEHC,AEGGD,EGBFB,DAFFG,HCADG,GECBG
363,GGEBA,ABEGG,HECAE,CHGDA,CAEGG,EDBCH
364,HFDBB,BBCFH,ADFGF,GDEDB,GGGCA,HFBCB
365,EEGFA,DCBDH,ACFGG,GABEG,HGDCA,BBCHG
366,BBGCG,GBBGD,ABEGH,EHECA,GFADG,AEGBG
367,FEDDC,BBCFH,ACFGG,GBBFF,HFBDC,CBCFH
368,CCBDH,FEAHD,EABFH,HFDBB,ADEGG,EFGEA
369,GCBED,DGGEA,CBCFH,FHECA,ABEFH,HCCBF
370,DGGDA,HFEBB,ADEEH,HGBBD,EGGBA,DBBFH
371,HCBCE,ACFHD,HGBBD,GHEBA,ADFFG,GGFBA
372,HEBBC,BBDFH,AFGGC,AFHFB,HECBC,FFFEA
373,HDDCB,BBDFH,AEGFD,EFHBA,HGDBB,GGEBA
