,0,1,2,3,4,5,6,7,8,9,10,11
20,BAABBCDDCBB,AAABCCDDDDC,DDDCBAAABCC,BDDDCBBBBAA,DDDDCBBBAAA,AAABBCCCDDD,AAAABCDDDDC,DDDCCCBBAAA,CCBAAAACDDD,AAACCCDDDCB,AABBBBCCCDD,DDDCCBAAAAA
21,DDDDCBAAAAA,AAAABCDDDDD,ACAAABCDDDB,CBCDDCCDBAA,DDDDCCBBAAA,DCAAAABCDDD,AAABBCDDDCC,DDDCCCBBAAA,AAABBCCDDDD,AAABBCCDDDC,DCCCBBBBCDA,DDDCBBCBBAA
22,CCBAAAABCDD,DCBBAAABCDD,DDCBAAAABCD,DDDCBAAABAB,BDDDDCBAAAB,BCCDDDCBAAA,AAABCCBBBDD,CDDBAAACDCB,CBABCDDDBAA,DBBBCCDDCAA,AAAABCDDDCD,AABCBCDDBAD
23,AABCDDDCCBA,DDDDCBAAAAB,AACDDDCBABB,CCBBBAAACDD,ACDDDCCBAAA,DDDCBAAAABC,DDDDCBAAABB,AAABBCCDDDD,DDDCCBBAAAA,AAABCDDDDCC,CDDDCCBAAAB,ABDDCBAABCD
24,AAABCCCDDDD,DDDDCBBAAAA,DDDDCBBAAAA,AAAABBCCDDD,AAABCCDDDDD,DDDCCCBBAAA,CCCDDCAAABC,AAABBCCDDDD,DDDDCCBBAAA,DDDCBBAAAAA,AAABBCCCDDD,AAABBCCDDDD
25,AAABCCCDDDC,DDDDCBBAAAA,DDDCCBBAAAA,AAAABBCCDDD,AAABCCCDDDD,DDDCCCBBAAA,DDDDDBAAAAB,AAABBCCDDDD,DDDDDCCBAAA,DDDCBBBAAAA,AAABBBCCDDD,AAABBCCDDDD
26,AACDDDDCBBA,DDDDCBBAAAA,DDABBBBBCCA,DCCCCCAAABD,AAABBCCDDDD,CCDDCAAABBC,CDDDDCBAAAA,AAABCDDDCCC,DDCBAAAABBC,ABBCBBBCDDD,DDDBBBAAABB,AAABCCCCDDD
27,DDDDDBAABAB,DCCBCCCDBAA,DCDDBAABBCA,AABABBCCDDD,AAABBCCDDDD,BBBAABDDDCB,DDCCAAAABBC,AAABBBCDCDD,CDDDDCCBAAA,DDDCCBBBAAA,DDBBAAABCDD,AAABBBCDDDD
28,DDDDCBAAABA,CCCCCDDBBAA,DDCBABCAABA,BCDDCCDCAAA,BDDCCBAAACD,BBCDDDDCAAA,DDCBAAABCDD,AABBCCCCDDD,ABBCDDDDABA,DDBCCBAAACC,DDBAABAACDC,ABCDCDDDCBA
29,AACCCCCCDCD,AABCCCCCDDD,AACBCDDBCCA,CDDDDCCBAAA,DDDCCBBAAAA,AAABBCCCDDD,AABCDDDDCBA,DDDCCCBBAAA,AAAABBCDDDD,DDDDCBBAAAA,DDDCCBAAABB,AAACBBCDDDC
30,AABCCDDDCBA,DDDCCBBBAAA,DDDCCBBAAAA,AAAABCCDDDD,AAABBCCDDDD,DDDCBAAAABC,DDDDCBBAAAA,AAABCCCDDDD,DDDDCCCBAAA,DDDCCBBAAAA,AABBBBCDDDD,AAAABBCCDDD
31,AAABCDDDCCC,DDDDCBAAAAB,CDDDDCCBAAA,AAABBCDDDDD,DCDDDCBAAAA,BCDDDDCCBAA,AAAABCCDDDD,CBBAAABCDDD,DDDCBBAABAA,DDDCAAABBBB,CCCDDDCBAAA,AAABCCDDCDD
32,DDDDCCBAAAA,AAABCCCDDDC,CBCDDDCCBAA,DCDDDCBBAAA,CBBABBBBBDD,AAABBCCDDDD,DDDCCBBAAAA,AAABCCCCDDD,AABBDDDDCCB,DDDDDCCBAAA,CBAAAABCCDD,BABDCCDDBCA
33,DCBBDDDCAAA,ABCDDDCBAAA,ABCDDDDCBAA,AAABCDDDCBB,AAAABCDDDDC,CBAAAABCDDD,BBAAABBCDDD,AACDCBBBCDD,CBBCBAABCDD,DDDDCBBAAAA,CCDDDCBAAAA,AABCCCBCDDD
34,DDDCCBAABAA,AAABBBBCDDD,BADDCBBABDD,DDBCAACDCBA,DDDDCCBBAAA,BAAABBCCDDD,AAABCDDDDCC,DDDCCCBBAAA,AAAABBCDDDD,AAABCCCDDDC,DDCDDCCBAAA,DDDCBBBBAAA
35,DDDDCBBAAAA,BACBBBBBDDD,DDCCABBABBB,AAAABCCDCDD,AAABBBCCDDD,AAAABBCCDDD,DDDCBAAABBB,ACDDDCBAACB,DDDCCBBAAAA,DDBBCBABBBA,DBCCDCBCBCA,CABDCCDCBBA
36,BAABBBBDDDD,AAABBBCDDDD,CDCCDDBAAAC,DDDCCBBCBAA,BAAABBCDDDD,AAABBCCCDDD,DDDDCBBAAAA,DDDCCCBBAAA,BAAAABCDDDD,AABBCDDDCBA,AABCDDBBBCD,DDDCCCBAAAA
37,DDCBBBAAACD,CBABBDDBABD,BAABBBBCDDD,BBBCCDDDDAA,DDDCCCBBAAA,CCBAAABCCDD,AAABCDDDCCB,DDDCBAAAABB,AAAABBCCDDD,CDDCBBBBABA,DDABAAAACDD,DBADDCCBABA
38,CDDDDCBBAAA,DDDDCBAAABB,BBAAACDDDDC,AACDDCCBABD,DDDCCBBBAAA,DDDDCCBAAAA,AAAABCDDDDC,DDDCBAAABAA,DDDCBAAAABD,ABDDDCCBAAD,ABCDCAAABDD,AAABBBBCDDD
39,AABCCDDDCCB,CDDDCBAAABB,DDDCBAAABBB,AAAAABCCDDD,DDDDCCBBAAA,BBCCDDDCBAA,BAAAABBCDDD,CDDDDCBBAAA,BABDDDBABBB,BAAAABCDDDD,AABBBAACDDD,BAAABCDDDDC
40,AABBBBBCDDD,CBAAABCDDDC,DDDCBBAAABC,ACDDDDCBBAA,DDBBAAABCDD,DDCBAAABCDD,AAAABBCDDDD,BABDDDCCBAA,DDDDDCCBAAA,AAABCCDDDDC,DDBAAABBCDD,BBAAABCDDDD
41,DDDCBBCBAAB,AABBABBCDDD,DDCCDDCAAAB,AAABCDDDDBA,CDDDBAAABCD,DDDCCBCBAAA,DDDDCBAAAAB,AAABBCCCDDD,DDDDCCBBAAA,BAAABCCCDDD,DDCAAABCDBB,CCDDDCBAAAA
42,AAAABCCCDDD,ADDCCCBBACB,DDDCCCBBAAA,DDDCCBAAAAA,AAAABCCDDDD,AAABBCCDDDD,AAAABCDDDDD,DDDDCCBBAAA,DDDDCBBAAAA,AAAABBCCDDD,AACCDDDCBAB,BDDDCBCCBBA
43,CDDDDCBBAAA,DDDCBBBBAAA,DCCCBAAABDD,AAABBCCCDDD,AAABCCCCCDD,CDDDCCCBBAA,AAABCDDDCBB,AAACDDDDCCB,DDBAABCCCCB,DDCBAAABBBC,AAAABCCCDDD,AAAABBCDDDD
44,BBBDDCBBCBA,BAAAABCDDDD,CCBBAAABCDD,BAAAABCDDDD,DDDCCCCBAAA,DDDDCCBBAAA,AAAABBCCDDD,CDDDDCBBAAA,AAABCDDCCDD,ABAABCDDDCB,AAABBBCDDDC,DDDCBAAABBC
45,AAAABCDDDCB,AAABCDDDDCC,CBAAAABCDDD,DDDDCBBAAAA,AAABCCCCDDD,AAABBCCDDDD,DDDCCBBAAAA,BCCBAAABCDD,DDDDCBAAAAB,AABCCDDDCBA,AAAABBCDDDD,DDCBAAABBCD
46,BAABABDDDCB,AAABBCCDDDC,DCBCDDDBAAA,DDDDCCBAAAB,DDDCBAAABBC,AAABBCCCDDD,BCCDDDCBAAA,DDDCCCBBAAA,AAAABCDDDCC,ABCDDCBAABC,BAAABBBCDDC,DDDCBAAABBC
47,CCCDDDBAAAD,AABBCCDDCCC,AAABCCBCDDD,DDDDCCBBAAA,BAAAABCCDDD,AAABBCCDDDD,DDDDCBBAAAA,DDDCCCBBAAA,AAABBCCDDDD,DDDDBAABBBA,DCBAAAABCCD,DDCCCCCBAAA
48,CDDDCBAAABA,DDDCCBBBAAA,ABBBBBCDDDD,AAACDDDDCBA,DCCBBDDCCBA,CBBBAAABCDD,ABBDDDCBAAB,DDDCBBBBAAA,DDDCCBAAAAB,AAABBBCCDDD,CCBAAABCDDD,AACCCDDCBBB
49,CDDDDCBAAAA,CDDDDCBAAAA,AAACCCCCCDD,CBBBAABDDDD,DDCBABBBBBA,DDDCCBBBAAA,AAAABCDDDDD,DDDCCBBAAAA,DDDCBBAAABB,ABBBBBBBCDD,ACDCABDCCCA,AAABBBBCDDD
50,AAAABCDDDDD,CBBAABDDDCB,AACDDDDCBAA,DDDCCBBBAAA,AAAABBCDDDD,AAABBCCCDDD,ABCDDDCBAAA,DDDDCCBBAAA,DDDCBBBAAAB,AABABBCDCDD,DDDDCBAAABA,CDCAACDDCAA
51,AAABBCCCCDD,CBABCDDDBAA,AAABCDDDCCC,DCBBAAABCDD,DCAAACDDCCB,DDDDCCBAAAA,AABCDDDCBAA,AAABBCCDDDD,DDDDCCBBAAA,DDDCCBAAAAC,BCCDDDCCBAA,AABCDDDDBBC
52,CBABDDDCBAA,ACDDDDCBAAA,BCDDDDCBAAA,AABCDDDCBAA,ABAABCDDDCB,BAABBBBDDDC,BAAAABBDDDD,AABCCCBBCDD,BBAAABCDDDC,DDCBAAABCDC,CBAAAABCDDD,DCAAAABCDDD
53,AAABCCCDDCD,DDCCAABBABD,ABBBDDDDDBA,DDDCCBBAAAA,AAABBCCDDDD,AACCDDDCCBA,AAACDDDCBBB,ABCDDDDCBAA,DDDDCCBBAAA,AAAABCCDDDD,DDDDCCBBAAA,BABABBBDDDC
54,DDDDCBBAAAB,AAABCCCCDDD,ACCBABCBBDD,AADCDDCBCBB,AABBBBCDDDD,AAAABCDDDCD,AADCCCDCBBC,DDCCBCDBBAA,DDDDCCBBAAA,DDDCCBBABAA,DDCCCBABBAA,CDDDCCCBAAA
55,AABCCDDDDCB,CCDDDDBAAAB,CCCBAAACDDD,DDDCBBAAABC,AABCDDDCCBA,DDDCCCBBAAA,AABCDDDCBBA,AAABBCCCDDD,CDDDDCBBAAA,AAABCDDDDCA,CAAAABCCDDD,ABBBAABCDDD
56,BDDDCCCCBAA,DDCBCDBAAAB,CBAAABDDDDC,BBCDDDDCBAA,AAAABBCDDDD,CBBAAAACDDD,ABCDDDCBBAA,DCAAAABCCDD,AAAAABCCDDD,CCDDDCBAAAA,DDCBBBBCBAA,AABABCDDCDD
57,AAAABBCDDDD,DDCBBCCBAAA,DDDCBAABBBA,DDDCCBBAAAA,AAAAABBCDDD,AAABBCCDDDD,CCDDDCBBAAA,DCBAAABCCDD,AAAAABCCDDD,BCDCCDDCAAA,DDDCCBAAAAA,AACDDDCBCCB
58,AAAAAABDDDD,CBBAAABCDDD,DDDCCCBAAAA,DDDCBBAAABC,CBAAABBCDDD,AAABBCCCDDD,ABBDDDCBBAA,DDDCCBBBBAA,DDDDCCBAAAC,AAABBCCDDDD,DDDCBAAAABB,BBCCDDDCBAA
59,CCDDDCCBAAA,AAABBCCDDDD,DCCDDDCBAAA,DDDDCCBBAAA,DDDCBBBAAAA,AAABBCCCDDD,ABCDDDCBBAA,DDDCCBBAAAB,AAABBCCDDDD,DDDDCBBAAAA,DDDDDCBAAAA,AAABBCCCDCD
60,ABBCCCCBAAD,ACDCBAACDCC,AACCDDDCCCA,DDDCCBBBAAA,AAAABBCCDDD,AAABBCCCDDD,ABCDDDCBBAA,DDDDCCBBAAA,DDDCBBAAAAB,AAABBBCCDDD,DDDDDBAAABB,DDDDCBBBBAA
61,BCDDCCBAABD,DDDDCCBAAAA,AABCCDDDCCB,DDDCBAAAABC,AAABCDDDCCB,DDCBBAAABBB,AAAABBCCDDD,DDDDDCBBAAA,AAAABBCCDDD,DDDCCBBAAAA,AAABCCDDDDC,AAAABBCDDDD
62,DDDDCBAAAAA,AABBAABCDDD,AAABBCCCDDD,BABDDCDDCAA,DDDDCCBAAAA,AAABBCCCDDD,AAABDDDDCBB,DDDCCCBBAAA,BAAAABBCDDD,AAABCCCCDDC,CDDDDDBAAAA,DDDCCCBAAAA
63,AACDDDCCACA,DDCBCCBABAB,CCAAABDDCBC,DDDCCCBAAAA,BBAAABBBCDD,AAABBCCDDDD,BCDDDDCBAAA,DDDCCCBBAAA,BBBAAABBCDD,AAABBBCDCDD,DDDCBBABBBA,BADDDBACDAA
64,DDDDCBBAAAA,DDDCBBBABAB,ADDDCBAAACC,AAABBBCCDDD,AAABCCCDDDD,ABCCDDDCBBA,DCBAABCCDDC,DABCDDDCBAA,DDDDCCBAAAA,ACBABCDDBDC,ABABBCDDBDB,DDBBCCDDBAA
65,AAABCCCDDCD,DDDCBBAAABA,ABBABBCCDDD,DDDDCCBBAAA,DBBABDDCABD,AAABBCCDDDD,AAAABCDDDDD,DDDDCCBBAAA,DDDDCCBBAAA,AAAABCCCDDD,ADDDDDCAAAA,AAAABCDDDBA
66,AAAABCCDDDD,ABABCDDCDCB,CBDDDCCBAAC,DDDCBBBBAAA,DCBAAABCCDD,AAABBCCDDDD,BCDDDDCBAAA,DDDCCCBBAAA,DCBAAABCDDD,AAABBBCDDDD,ABCABCCDDDA,BCDCDCCCCAA
67,AAAAABCDDDD,DDDDCCCBAAA,CDDDBBBBAAA,DDCDCCCBAAA,BAABCCBBDDD,ADDDBBCCBAB,AAAABBBCDDD,ABBDDDCBBBA,DDDDCCBBAAA,DDDCCBBBAAA,CABAABDDCCD,AAABCCCDDCD
68,DDDDCCBBAAA,CBCCDCCDCAA,AABCCCBBCDD,AAABBBCCDDD,AAABCCCDDDD,BCDDBAABCCC,DDCBAAABBCC,AAACDCCDBCC,DDDDBABBBBA,CCCCBCDDBAA,DDDBBBBBAAB,ABBDCDDCCAA
69,AAABCDDDCDC,DDDCBBBAAAA,DCCBBDDCBAA,DDDCCBAAAAA,AAAAABCCDDD,AAABBCCDDDD,AABCDDDCBAA,DDDCCCCBAAA,DDDCCBBAAAA,AAAAACCCDDD,AABBBCCCCDD,AAABBCCDDDD
70,DDCCCBABCBA,AAAABBCDDDD,DDCBBBCDCAA,AAABCDDDCBB,DDDCBAABBBA,DDCAAAABCCD,AAAABCDDDDD,DDDCCBBAAAA,AABBAABCDDD,BCDDDDBAAAA,ABCBAABCDDC,DDDDCBAAAAB
71,CDDDDCCBAAA,DDDCBBBAABA,DDCCBAAABCC,AAAABBCDDDD,AAACCCDCDDC,DDDDCCCBAAA,CBBAAABBCDD,DDBAABBBCCC,DDDDCCBBAAA,DDCCBBBBBBA,AAACDCCCCCD,AAABBCCDDDD
72,DDDDCCAAAAB,BDDCBAABACC,ADCAABBDDCC,DCBABDBBCAD,AAAABCCDDDD,AABBBBCCDDC,DDDCAAABABB,AABCCDDDCCB,DDDDCBBBAAA,DDDCCCBABAA,AAABBBCDCBD,AABCCCCDDBA
73,AACCDDDCCAA,DDDCABCBAAB,ACDDCCCBCAA,DDDDCBBAAAA,AAAABCCDDDD,AAABBCCDDDD,DDDDCBBAAAA,DDDDCCBBAAA,DDDCBAAABBC,AABBBCCCDDD,CABCDDABDCA,CBCDDBAACDA
74,CDDDDCBBAAA,AAAACDDDCDC,ACDDCCBBCCB,BDDDCCCBAAA,DDDCCBBAAAA,BAAABBCCDDD,AAAABCCDDDD,DDDCCCBBAAA,BAAABBBCDDD,AABABCCCDDD,DDBBBBBABBB,BBCCAABCBDD
75,AAABCCDDDDD,DDDCCBBAAAA,DDDCCBAAAAA,AAAABBCCDDD,AAABCCDDDDD,DDDDCCBBAAA,DCCDDBAAAAC,AAABCCCDDDD,DDDDCCBBAAA,DDDCBBBBAAA,AAABBBCCDDD,AAABBCCDDDD
76,AAACDDCDDCA,DDDDCBAAABC,DDDDCCBAAAA,AABCCDDCCCC,AABCDDDCCBA,DDCBAAABCCD,DDDDCBBAAAA,AAABBCCCDDD,DDDDCBBAAAA,AABCDDDDBAC,DDDCAAABCDD,BBAABDDDCAD
77,AAAABCCCDDD,DDDDCBBBAAA,DDDDCBBAAAA,DDDCAAAABBB,AAAABBCCDDD,AAABBCCDDDD,BBCDDDCBAAA,DDDDCCBBAAA,DDCBAAAABCB,DCDDBAAAACD,ACDDBAABBCD,AAACDDCBCDC
78,DDDCBAABCCC,DCDDCBAABAA,DDDCCBABBAA,AABBBBBCCDD,AAABBCCDDDD,AABBBCDDDCA,DDDCBBAAAAA,AAABCCCDDCD,CCBBCDDCAAB,DCDBBCCAAAB,BBCCBBCDDCA,DACDCCDBABA
79,DDDDDCBAAAA,DDCBCCBBAAA,AAABCCCBBDD,BBBAABDDDCA,DBAABCDDCCA,DDDCBAAAAAB,AAAABCDDDDD,DDDCCCBBAAA,DDDCBBAAABB,AAAAABCDDDD,DBBBBCDCBAA,AAABBBCCDDD
80,AAAABCDDDDC,BCDDDCCBAAA,AABCCDDDCCB,DDCBAAAABCD,DDDDBAAAAAB,AACCCBBBCDD,AAAABCDDDDD,DDDCCBBBAAA,DDDBAAAABCD,DDDCBAAAABC,AABCDDDDCBA,AABCCDDDCBA
81,ADDCCDDCAAA,DDCDCAAABBC,AAACCCBBCDD,BCCBACDDDBA,CAAAABCDDDB,DDDDCBBAAAC,AAABCDDDCCB,DDDCBBBBAAA,DDDCCBAAAAA,AABAAABCDDD,BAAACDDDBAC,ABCAABCDCBD
82,BCBACDCCDBA,DDDCBCCBAAA,DDDDCBBBBAA,DDBBCCCBAAA,AAAABCCDDDD,AAAABCCDDDD,DDDDCBBAAAA,AAAABCCDDDD,BBBABBABCDD,CDCAAABDDDB,DDDDDCAAAAB,AAABCCBDDDD
83,DDDDCCBBAAA,CABBAABBDDD,AAABBCCCDDD,BBBBBBCDDDA,DCCDDCCBAAA,AAABBCCCDDD,AABCDDDCBAA,DDDCCCBBAAA,AAAABBCCDDD,AAABBCCDDDD,DDDCBBBABAA,DDDCBBBAAAB
84,CAABBBDDDBA,AABBBCCDDDC,DCCDDDBAAAC,DDDDCCCBAAA,BCCDDDCBBAA,AAABBBCCDDD,AAAABCCDDDD,DDDCCCBBAAA,CBAAAABCDDD,AABDDCAABCD,AABBDDCABCD,DDDCCCBBAAA
85,DDDCCBBAAAA,AABBBCCCCDD,AABBBCCCDDD,AABBBBCCDDD,DDDDCCCBAAA,DCCBCCDDBAA,DDDCCBAAAAB,AAABBCCDDDD,AAABCCDDDCD,DDDCCBBBAAA,DDDDCCBBAAA,DDDDBAABBBA
86,CDDBAACCACD,DDDDDCAABAA,AAABBCCCDDD,DCBBCDDDBAA,DCBAAACCDDC,DDDCBBAAAAB,AAAABCDDDDC,DDDCCBBAAAA,DDDDCBBAAAA,AABBCCCBCDD,ABBAABDDDCC,ACDDBCDCBAA
87,AAABCCDDDDD,DDDDCCBAAAA,DDDDCBBAAAA,AAAABBCCDDD,AAABCCCDDDD,DDDCCCBBAAA,CCCDDCAAABD,AAABBCCDDDD,DDDDCCCBAAA,DDDCCBBAAAA,AAABBBCCDDD,AAABBCCDDDD
88,DDDDCBAAAAA,CDDDCBAABBA,AAAABBCCCDD,AABBCCDDDCA,AABBAABCDDD,AAAABBCDDDD,DDDBAAABBBB,AAABCDDDCDB,DCCCCDCBBAA,DDDDDCAAAAA,DDCBBCCBBBA,AAACBBCDDCD
89,ACCDDDCBAAB,DDCBBBBBAAB,BBBABAACDDD,DDCCCCCCAAA,AAAABCCDDDD,AAABBCCDDDD,DDDDCBBAAAA,DDDDCBBAAAA,BBAAABCCDDD,AAABCCCDDDD,DDDCBAAABAA,CDCDDCCBAAA
90,AABBBBCDDDD,CAAACDDDCBA,DDCBBAAABCD,CDDDDCCBAAA,AAABBCDDDDD,AAABCCCDDDD,CDDDDCBAAAA,BBBBBBAACDD,DDDCBAAABBD,DDDDCCBAAAA,AAABCCDDDDC,BAAABBCCDDD
91,AAAABBCDDDD,BBAAACDDCBA,ADDBBBABDCA,DDCDDCBAAAA,DDDCCBAAAAB,AAABBCCDDDD,AABDDDCCBBA,DDDCCCBBAAA,CBAAABCCDDD,AAAABCCCCDD,ADDCABCDCAB,BBCDDCBCCAA
92,AAAABCDDDDD,DCADCBBCBCA,DCDDCCCAABA,DDCCCCBAAAA,DDCAAAABCCD,AACDDDCBABC,AABAABCDDDD,ABCBDDDCCBA,DDDDCCCBAAA,DDDCBAAAAAB,DDAAAACCCCD,AACCCCCCADD
93,DCDDDCBAABA,CDDCBCCAAAA,CBBBAAABDDD,DDCDDCBABAA,DDCBBAAAABD,AAABBCCCDDD,DDDDCBBAAAA,DDDCCCBBAAA,AAAABBCCDDD,DCACBCCCCCA,CAABCDCBCBD,ABAABBCDCDD
94,AAABCCCDDDD,DDDDCBBAAAA,DDDCCBAAAAA,BBAAABBBCDD,AAABBCCDDDD,DDDDDCAAAAA,BBCDDDCBAAA,AAACDDDDCCC,DDDDCBBAAAA,BBAAAACDDDD,AACCCBBABDD,AAABBCCDDDD
95,AAABCDDDDCC,DDDDCBBAAAA,AAABBCCDDDD,DDDCCCBAAAA,AAABBCCDDDD,BCDDDDDCAAA,AAABCDDDCCD,AABCDDDCCBB,DDDDCCBBAAA,AAAABBCCDDD,DDDCCCBAAAA,AAABBCCDDDD
96,DDDDDCBAAAA,DDDCBBAAAAB,CDDCBAAAADC,AABAABCCCDD,AAAABCCDDDD,CBCDCBAABCD,DDDDCBBAAAA,AACCCCCCCCC,DDDDCCCBAAA,DDCCCCCBBAA,BAABABBBCDD,AAABBBBBCDD
97,AABCCBBABDD,DDDDCCBBAAA,AABCDDDCCBA,DCBAAABCCDD,DDDDCCBBAAA,AAAABCDDDDD,AAAABBCCDDD,DCDDDCBBAAA,DDDDCBAAAAB,DDDDDCBBAAA,AAABCCDDDCC,AAAABCDDDDC
98,DCBAAAABDDD,AAABCDDDDCC,BBCDDDCBAAA,BDDDDCBAAAA,DDDDCCBAAAA,AAABBCCCDDD,AABCDDDCCBA,DDDCCCBBAAA,AAABBDDCCDD,BABCDDDCBAA,AABDCBBBBCD,DDDCCBAAAAB
99,AABCDDDDCBA,DDDCCBBAAAA,AAAABBBCDDD,DDDDCBBAAAA,AAABBCCDDDD,AAABCDDCDCD,DDDCBBAAAAA,CBCDDDDCBAA,CBAAAAABDDD,AABBCCCCDDC,DDDCCBAAAAA,AAAABBCDDDD
100,CCDDDCCCAAA,DDDCBBAAAAA,ABBAAABCDDD,AAABBCCDDDD,AAABBBCDDDD,DDDDCBAAABB,CDDDDCBBAAA,AAABCCCCDDD,CDCCCCCCBAA,AAAABCCDDDD,BABCCBABCDD,AAABBCDDDDD
