,0,1,2,3,4,5,6,7,8,9
31,BBBBBBBDEE,DEDCCAACDD,EEEECAAAAA,ABDEDDDCCC,ABBECCDDCE,BBEDDABACE,ABBBBCEDEE,AAABCCDEEE,AAABBCDDEE,EBBBBCCCCC
32,DDDDDDDBAA,CCCCCDEBBB,AAABBCEEEE,DDDCBBBADD,EBAADEDCCC,ABCCDDDDDD,DDDACDADCA,AAACDCDEEC,AABABCDDEE,AABBBBBEEE
33,DDDDDDDAAA,AAADDDDDDD,EEBABBCCCB,BAAAAEEEDE,AABBBCDEEE,AABBCDDEEE,AABDCCCCDE,EEEDCAAAAA,DDDDDDDDBA,AABCCDDEEE
34,DDDDDDDAAA,BBBAABEEEE,DDDEEAAAAA,BBBBBBAEEE,DECCBBBBBC,DDEEDBBAAA,AADDDCCBCE,AAABCCDEEE,AABBBCDDEE,EBBBBCCCCC
35,BBBBBBBDEE,EEDCCAACDD,EEEDBBBBBB,ABEEEDCBBB,ABBBDBCDED,EDEBABBBBC,ADEEDBBBBB,AAABCDDEEE,CCCCDDDDCA,AABCCDDEEE
36,DDDDDDDAAA,BAACEEDCBB,CCCAACDEED,AAAABDEDEE,EEEDCBBAAA,EEECDBABBA,CBBCAABCEE,AAADDDDDDE,DDDDDDDAAA,AABCCDDEEE
37,DDDDDDCCAA,EEEEBBBAAB,AABCDDDDDD,DDDDCEBBAA,DEBCCBBBDB,ABDDDDDDDA,BBBBBCCCEE,BBBCCDDDCC,AABBBCDDEE,BBBBBBBCEE
38,DDDDDDDAAA,AAABEDDDDE,EEEAABBBBB,BBAAABEEEE,DEDCABCBBB,ECEDCBBBBA,DECCBBBADD,AAABBCDEEE,AAABBCDDEE,EEEBBBBBBB
39,DDDDDDDAAA,AAAADDDDEE,EEEDABBBBB,BBBBBBAEEE,DEEDBBBBBB,DCDDDDDAAA,EDCBDBAACD,AAABCCDEEE,AAABBCDDEE,EDBBBBBBBC
40,DDDDDDDAAA,BAAAADDEEE,EEEEBABBBB,BBBBAACEEE,AABBBCDEEE,AABBCDDEEE,AAABCDDDEE,BCCDDEEDAA,CBAAABCDEE,EEEEEAAAAA
41,DDDDDDDCAA,EEEDBABABB,AAABDDEEEE,EEEEEBAAAA,DAADEECDDB,EEDEEAAABB,BBBBBBBEEE,BBBBBBCCCE,ABBABCCDEE,AABCCDDEEE
42,BBBBABCEEE,EEDCBAACCE,BAABBCEEEE,EEEDCBBAAA,CECCCBACDC,EEDCBAAABD,EEDBBBBABE,DDDDDDBAAA,AAABBCDDEE,AABCCDDEEE
43,DDDDDDDAAA,AAAACDDEEE,EEEDABBBBB,BBAAADEEEE,AABBCCDDEE,AAABDDDEEE,ACDDDDECCB,EEEECAAAAA,DDDDDDDDBA,AABCCDDEEE
44,DDDDDDCCAA,EEECABBBBB,AAACCDEEEE,EEEEDBAAAA,DCAABDEEBB,EEEDBBCBBA,CCCCDABDDE,AABCDDDEDD,AAAAAEEEEE,AABCCDDEEE
45,DDDDDDCCAA,EEEDDBAABB,AAABBDEEEE,DDDDDCCCAA,EECBCABBCB,DDDDDDEAAA,DDDEEBBAAB,AAABBBCDEE,AAABBCDDEE,AAAACEEEEE
46,BBBBBBBDEE,EEDCCAACDD,DDDDEEBAAA,AAACDEEDDD,AABCBCDEEE,CEDBBEDBBA,DDBACAACDE,AAABBCDEEE,AAABBCDDEE,CCDDDDDDBA
47,DDDDDDDAAA,AABEEDCBBB,CCCAACDDED,BBBBBACEEE,ACDDEEDDBA,EEDDDBAABA,DACADDBCDD,AAABDEEDDD,AABBBCDDEE,AABCCDDEEE
48,DDDDDDDAAA,AAAEDDCDDD,EEAABBCCCC,BAAAAEEDDE,EEDCCBBABB,BAACEEDDCC,DDDCCBBABE,AAABCCDEEE,DDDDDDBAAA,AABCCDDEEE
49,BBBBBBBDEE,DEDCCAACDD,EEEBBBBBBC,ADEEECCAAB,BBBBDCCCEE,CABBCDEEDB,DEEDBAAABC,AAABCCDEEE,DDDDDDBAAA,AABCCDDEEE
50,DDDDDDDAAA,BBBAABEEEE,DDDEEDAAAA,CBBBBBBBEE,DEDBBBBBBB,CEECACBCCB,EEDDDCCAAB,AAABBCDEEE,DDDDDDBAAA,AABCCDDEEE
51,DDDDDDDAAA,BBBAAEDEEE,DDDEEAAAAA,CCBBBBBBDE,AEDCBBCCDD,EDAAAACDDD,EDDAACABDE,AAABBCDEEE,AAABBCDDEE,AABCCDDEEE
52,DDDDDDDAAA,AAAEDDCDDD,EEAABBCCCC,AAABEDDDDD,EEDCBBBBBB,CDEECBBBAA,DDCCCEBABE,AAABCCDEEE,EEEEEAAAAB,AABCCDDEEE
53,DDDDDDDCAA,EEEDDCAAAA,AAAACDEEEE,CCCCCCEDAA,ABABCCCEEE,DACDDABDDE,BEBEEAADDB,BCBADCCEDC,BBBBBBBCEE,AABCCDDEEE
54,DDDDDDDAAA,BBBBAADEED,BBBEEEBBBB,DCCBBBBBCE,ABBCDDDDDD,EEDCCBBAAA,EEEDCABAAB,AAABBCDDEE,AABBBCCDEE,DDEEEDAAAA
55,EDDDDDDAAA,AACEEDCCCB,AAABCDDDDE,EEEDCBBAAB,EEDCCBBBAA,BAAADEDDEC,AABBCDEDDE,DDDDDDBAAA,AAABBCDDEE,AABCCDDEEE
56,BBBBBBBDEE,EEDCCAACDD,EEEEBABBBA,ABEEEDCBBC,ADAACDDDDD,EEAACCAADD,DEECDDBAAB,AAABCCDEEE,DDDDDDDDAA,AABCCDDEEE
57,DDDDDDDAAA,BAACEEDCBB,CCCAACDEED,BBBBBACEEE,DEEEDCBAAA,EEDDDCABAA,AABBDDDDDE,ABDDCCCDDD,EEEECAAABB,AABCCDDEEE
58,DDDDDDCCAA,EEECABBABB,AAABDDEEEE,EEEDDCAAAA,CAADECCDEB,BCAABCDDEE,BBBBBBCEEE,AAABCDEEDD,AABBBCDDEE,AABCCDDEEE
59,BBBBBBBDEE,DEDCCAACDD,DDDEEDAAAA,AABDEDDDDD,ABABBCDDEE,ECCDDDDAAC,ADDBBCABDE,AAABBCDEEE,AAABBCDDEE,EEEBBBBBBB
60,DDDDDDDAAA,AAABDDDEEE,EEEAABBBBB,BAAAAEEEDE,AAABCDDEEE,AABBCDDEDE,DDDDDBABCB,EEDBBBBBBB,DDDDDDBAAA,AABCCDDEEE
61,DDDDDDDAAA,AAABDDDEEE,EEEAABBBBB,BAAAAEEEDE,AABBCDDDEE,AAABDDEEEE,CDDDDDCCCA,EEBBBBBCCC,EEEDAABBBB,AABCCDDEEE
62,DDDDDDDCAA,EEEDBAAABB,AAABDDEEEE,DDDDDCCDAA,EDEDCCCBAA,EEDCCBBBBA,AAABBCCDEE,AAABBBDEEE,AABBBCCDEE,AAABDDDDDD
63,DDDDDDDAAA,AAABEDDDDE,EEEAABBBBB,BBAAABEEEE,EEEDBBBBBB,CBBDEEDBAA,DDCCCBBABE,AAABBCDEEE,DDDDDDDDBA,AABCCDDEEE
64,DDDDDDDAAA,AAABEDDDDE,EEEAABBBBB,BBBBBADEEE,DEDBBBBBBB,CCEEEECAAA,CCBBBDCDAD,AAABCCDEEE,AAABBCDDEE,DDEEEDAAAA
65,DDDDDDDAAA,AADDDCCDDD,EEAABBCCCC,AAAADEEDDE,EEDCBABBBB,EEDBBCBBBB,EEDECBAABC,AAABBCDEEE,DDDDDDDDBA,AABCCDDEEE
66,DDDDDDDCAA,EEECBBAABB,AAACCDEEEE,EEEDDDBAAA,EEDDCCABBA,BCAABCDDEE,EEEEEAAAAB,AAABBBCEEE,AABBBCDDEE,AAAADDEEEE
67,DDDDDDDAAA,BBBAABEEEE,DDDEEDAAAA,CCBBBBBBDE,AEECCCDBBC,EEDDDDBACA,AADDDCCBCE,AAABBCDEEE,AABBBCDDEE,DDEEEDAAAA
68,DDDDDDCCAA,EEDDEBBAAA,AAABDDDEED,DDDDCCCEAA,ADECCCCCBC,AACDEDBBDD,EEEBBBBBCC,BCBBEDDBCC,AABBBBDDEE,AAABDDDDDD
69,DDDDDDDAAA,AAAADDDDEE,EEEDABBBBB,BBBBBADEEE,DECCCBBBCB,EEEBBBBBAA,BAABDDCBDE,AAABCCDEEE,AAABBCDDEE,EEEDBBBBBB
70,DDDDDDCCAA,EEDDEBBAAA,AAABDDDEED,DDDCCCCEAA,AAACCDBEED,AADADECBDD,BDCBEEBBBB,ACCDEEDBBB,BABABCDEEE,BBBBBBBCEE
71,DDDDDDDCAA,EEEEBBBAAA,AAADDDDDDD,DDDDECAAAA,DDCECBBBBD,ACBCBEDDCE,CCDCACDADD,ABBBBDDEDD,AAAABBEEEE,AABCCDDEEE
72,DDDDDDDAAA,AAEEEDBBBB,CAAACDDEED,AAAACEEDDE,EEEDCBBAAA,EEDDCBBBAA,BBAABCDDEE,ADDCCCCDDD,EEEEEDAAAA,AABCCDDEEE
73,DDDDDDDAAA,AAAADDDEEE,EEEDABBBBB,BBBBBACEEE,AAABBCDEEE,AAABCDDEEE,AABBCCDDEE,CCCDDEEDAA,CBAABBCDEE,EEEEEAAAAA
74,BBBBBBCCEE,EEDCCAACDD,EEEEEAAAAA,AACDEDDDCD,AAABADDEEE,EEBADABBEE,ECBBBBBBCE,AAABBCDEEE,AAABBCDDEE,EBBBBCCCCC
75,DDDDDDDAAA,AAAADDDDEE,EEEDABBBBB,CBBBBBBBEE,DEDBBBBBCC,DDDDCCCCBA,EDABCCBBCE,AAABBCDEEE,AABBBCDDEE,EEEEBAAABB
76,DDDDDDDAAA,AAABEDDDDE,ECABBCCCCC,AADEDDDCCD,EEDCBBBCBA,ADEEDDCBBA,CCBBBEECAD,AAABCCDEEE,EEEEBAAABB,AABCCDDEEE
77,DDDDDDDAAA,AAABDDDEEE,EEEDABBBBB,BAAAAEEEDE,AABBBCDEEE,AABBCDDEEE,ABCEEBCBCE,EEEDCAAAAA,DDDDDDDDBA,AABCCDDEEE
78,DDDDDDDBAA,CCCCCDEBBB,AAABCDEEEE,CCCCBBBBEE,ABCBCCDEDD,AAADDDDDDD,BBBBBEDBCC,AAABDCDDEE,AAABBCCDEE,AAABDDDDDE
79,DDDDDDDAAA,BAAADEEDCC,DDEDABCCCC,BBBAABDEEE,ADEEDDCBAA,EEDCCBBBAA,BBBAABDDEE,AAABCDEEEE,CCCCCDDDDA,AABCCDDEEE
80,BBBBBBBDEE,EDDCCAADDD,DDDDEECAAA,AAACDEEDDD,AAABBBCEEE,EEBBBBABCC,CACBADCCDE,AAABCCDEEE,AABBBCDDEE,EEEDBBBBBB
81,BBBBABCEEE,DDDDDCCDBA,AAABCDEEEE,EEEDCBBAAA,EEDBABCDDA,CDDECDBAAC,CACBBBADEE,EEEEEBAAAA,AAABBCDDEE,AABCCDDEEE
82,BBBBABCEEE,DDDCCBBDDA,AAABCDEEEE,EEEDCBBAAA,ADBBBBBEED,CECEDBBBBB,EDBADBBBCE,DDDDDDBAAA,AAABBCDDEE,AABCCDDEEE
83,EDDDDDDAAA,AAAEDDCDDE,CAABCDDEED,CEEDDCBAAB,DEECBBBBBB,ECBDDABDCA,EEDDDDAAAC,DDDDDDDBAA,BAABBCDDEE,AABCCDDEEE
84,BBBBBBBDEE,EDDCCAACDD,DDDEEDAAAA,AABCDEDDDD,ACDCCECCBB,ACEEDDBABA,BDBBBEEBDB,AAABCCDEEE,AAABBCDDEE,EEDBBBBBBB
85,BBBBBBBDEE,EDDCCAACDD,DDDDEECAAA,AAACEDDDDD,AABBCBDDEE,ACCCACBDEE,EDDDBBBABC,AAABCCDEEE,AAABBCDDEE,AABCCDDEEE
86,BBBBBBBDEE,DEECCAACDD,EEEDBBBBBB,ABEEEDCBBB,ACCDEDCCBB,ECBBBEBBBB,DCCCBBBACE,AAABCCDEEE,CCCCCDDDDA,AABCCDDEEE
87,DDDDDDDAAA,BAACEEDCBB,CCCAACDDDD,BBBAABDEEE,DEEEDCBAAA,EEDDBBBBAA,EDCCCAAACE,AAABCDEEEE,DDDDDDDCAA,AABCCDDEEE
88,DDDDDDDAAA,BBBAABEEED,BBBEEEBBBB,CCCBBBBBDE,ABDEEDDCCC,EEDDDBAAAA,CCCAABDCEE,AAABBCDDEE,BBABBBCDEE,EEEDBBBBBB
89,BBBBBBBDEE,DEDCCAACDD,EEEEEAAAAA,AACDEDDDCD,AAACCEDDDE,AACDDDDCBD,EDDADDCBAB,AAABCCDEEE,CCCCCDDDDA,AABCCDDEEE
90,EDDDDDDBAA,DEEDDCCAAA,AAABBBDEEE,EEEDCBBAAB,DEDCCBAABC,BACEEBACEC,DEDBBCCABE,EEEBBBBBBB,AAABBCDDEE,AABCCDDEEE
91,DDDDDDDAAA,BBBAAEEDDC,BBCEBBCCCC,CBBBBBBDEE,ABCDEEDDCB,EEECBBBBAA,EEDCDCBAAC,AAABBCDEEE,BBAABCCDEE,EDBBBBBBBC
92,BBBBBBBDEE,EEDCCAACDD,DDDEEDAAAA,AABDEDDDDD,BBABBBDEEE,DDACCCDCDD,CCBDEAABDD,AAABBCDEEE,AAABBCDDEE,EEEDBBBBBB
93,BBBBABCEEE,EEDCCAACDC,EAAABBDEEE,EEEDCBBAAA,BCABCCBEED,DEDCCCADDC,DBBBCCCBDE,DDDDDDDBAA,BAABBCDDEE,AABCCDDEEE
94,DDDDDDDAAA,AAAEDDCDDD,EEAABBCCCC,AAAADEEDDE,EEDCBBBBBA,BDEEEAAACC,EEDDDCAAAC,AAABBCDEEE,DDDDDDBAAA,AABCCDDEEE
95,DDDDDDDAAA,BAAAADDEEE,EEEECAABBA,CCBBBBBBEE,AABBCCDEEE,AAABCDDDEE,AABBADDEEE,DDDDDEDBAA,AAABBCDDEE,EEBBBBBBBB
96,BBBBBBBDEE,DEECCAACDD,EEEDBBBBBB,ABEEEDCBBB,ABABBCBDEE,AABDDDCDDD,BCDACAACEE,AAABCCDEEE,AAABBCDDEE,EECBBBBBBB
97,DDDDDDCCAA,EEEBBBBBBB,AABBCDEEEE,EEEECBBBAA,CBABECDDCB,EEEBBBCABB,AABEEDBBDE,AAACDDDEDE,AAAACDEEEE,AABCCDDEEE
98,DDDDDDDAAA,AAAACDDEEE,EEEDABBBBB,BBAAABEEEE,AAABBCDEEE,AABBCDDDEE,AABDDDCBCE,EEEECBAAAA,DDDDDDDDBA,AABCCDDEEE
99,DDDDDDDAAA,ABEDDCCCDD,EAABCDDDDD,AAAADEEDDE,EEDCBBBBBB,ABDDDDDCDA,DDDCCBBABE,AAABBCDEEE,DDDDDDDDBA,AABCCDDEEE
100,BBBBBBBDEE,EDDCCAACDD,DDDDEEBAAA,AAACDEDDDD,AAABCCDEDE,EEABCDDAAC,DDDDDCAABD,AAABCCDEEE,AAABBCDDEE,EEEBBBBBBB
101,DDDDDDDCAA,EECCBBBABE,BBBCDDEEBA,EEDDDCBCAA,AAADCDDECE,CBABBCEECB,DBDBBCBDDD,AAAADDDEEE,AAABBCDEEE,AABBCDDEEE
102,DDDDDDDCAA,EECCBBBABD,AAABCDEEEB,EEDDCCCBAA,DABEDDEBBB,DEDDDAAABB,DDDDDDCCBA,AAAABEEEEE,AAABBCDEEE,AABBCDDEEE
103,EDDDDDDAAA,EDDDDDCBAA,AAABBCCEEE,EEEDCBBAAB,EEECCBBAAA,EEEDDCBBAA,DDDDDDDDAA,ABBBCDDEED,AAABBCDDEE,AABCCDDEEE
104,DDDDDDDCAA,DCBBAAAEEE,BBBCCCDEBA,EDDDDCCBAA,BABEDDDBBE,CCAAECEEBC,BCCDCBCAEC,AAABDDDDDD,AAABBCDDEE,AABCCDDEEE
105,DDDDDDDCAA,EEEECBAAAB,AAABDDEEEE,DDDDDDCBAA,AABCCDDEEE,DDDDDDEAAA,DDDDDDBACA,AAABBCCDEE,AAABBCDDEE,ABBBBBDEEE
106,DDDDDDCCAA,EEEABBBBBB,AABCCDEEEE,EEEDBBBBAA,DCCCEEBDCA,EEDDEDAAAA,AAABBCCDEE,AABCDDDEED,AAAAAEEEEE,AABCCDDEEE
107,DDDDDDDBAA,AAAADDDEEE,EEEDABBBBB,BBBAABEEEE,EEDCBABBBB,CEECCDABBB,EEBBCBCAAD,AAABBCDEEE,AAABBCDDEE,AABCCDDEEE
108,DDDDDDCBAA,EEEDEBBAAA,AAABDDEEEE,CCCCCBEDBB,EBDBDEABBC,ABADDDDDDD,AAABBDDDEE,BBCBBABEEE,AAAABBCEEE,AACDDDDDDD
109,DDDDDDDCAA,EEEDDCBAAB,AAABCCEEEE,EEDDDCCBBA,EEDDCBBBAA,EEAABBCBCC,EECDBBBBBC,AABBBBCEEE,AABBBCDDEE,AAAAAEEEEE
110,DDDDDDDAAA,AAABDDDEEE,EEEABBBBBB,AAAABEEDDE,ABABBCDEEE,AABBCCDEEE,CCCEBABBDE,EEDBAABBBB,DDDDDDDAAA,AABCCDDEEE
111,DDDDDDDAAA,BBBBAADEEE,DDDEEDAAAA,DCCBBBBBCE,AABBCDDEEE,AABBBCDEEE,AAABBCCDEE,AAABCCDEEE,EECBAAABCE,AABCCDDEEE
112,DDDDDDCCAA,EEEABBBBBB,AAACCDEEEE,EEEECBBBAA,CBACEEBCDD,EECCCCCAAA,DBAEEBCABE,AAACDEEDDD,BBBBBBBEEE,ABEEDDDCBA
113,DDDDDDDAAA,AAABEDDDDE,EEEAABBBBB,AAAADEEDDE,DEDCBBBBBB,DEEBBCCBAA,EEECBAAABD,AAABBCDEEE,EEEEEDAAAA,AABCCDDEEE
114,DDDDDDDAAA,BBBBAADEEE,DDDEEDAAAA,CCBBBBBBDE,AEEBCBBBBB,DDEEEDAABA,ACDDDCCAAE,AAABCCDEEE,AABBBCDDEE,EDBBBBBBBC
115,DDDDDDCCAA,EEDCBBAABD,BBBBBCCCED,EEEDCCBBAA,BACBDCCCEE,DADCCDDDBB,DBDCDDCCBA,AAABBBEEEE,EEEDCBBAAA,EEEDDCBBAA
116,DDDDDDDAAA,BBBAAEDEEE,EEEEBABBBB,CCBBBBBBDE,AEDBBBCCCC,EECCCCBBAA,EEEEBBAABC,AAABCCDEEE,AABBBCDDEE,EEEBBBBBBB
117,AAABDEEEED,EEDCBAACCC,AAABBCDEEE,EEEDCBBAAA,AABCBBCDEE,DEEDBBABBB,BCDDCAAADE,AAABBCDEEE,EEEDAABBBB,AABCCDDEEE
118,BBBBBBBDEE,EEDCCAACDD,EEEDABBBBB,ACEEEDCBBB,ABBCBCCEEC,BAABCCEEED,ACDBADCEDD,AAABCCDEEE,DDDDDDDDAA,AABCCDDEEE
119,DDDDDDDAAA,BBBAAEEEDC,BBCEEABCCB,CBBBBBBBEE,ABCDDDDDCC,EEEDCCBAAA,DEDEDCCCAA,AAABBCDEEE,AABBBCCDEE,EDBBBBBBBC
120,DDDDDDDAAA,BBBADEEDCC,CCDDABDDDC,BBBBBBADEE,ADEEDDCBAA,EEEDCAABAB,EEDCCCBACA,AAABBCDEEE,ABBBBBCDEE,BAABCDDDEE
121,DDDDDDDAAA,BBBAAEDEEE,EEEEBABBBB,BBBBBBAEEE,DEDCBBBBBB,BCDDDDECAA,DDDCCBBABE,AAABCCDEEE,AAABBCDDEE,EEBBBBBBBB
122,CCCCCCBCDE,CEDBAABDDD,BBBBCDEBBB,EEEDDCBBAA,AAACCDDEEE,AADDCCDBEC,ABBCBCDEED,AAADDDDDDD,AAABBCDDEE,AABCCDDEEE
123,DDDDDDDAAA,BBBAACDEEE,DDEEEAAAAA,CCBBBBBBEE,AAABCCDEEE,AABBBCDEEE,AABCCDCDEE,DDDDDDDCAA,AAABBCDDEE,EECBBBBBBB
124,DDDDDDDCAA,EEBBBBBBBC,AABBCDEEEE,EEECBBBBBA,ECCCCDCBBA,EDCCDDDAAA,BBBBBBBCEE,AABCDDDDDD,BBBBBBDEEE,AABCCDDEEE
125,DDDDDDDAAA,BBBBABDEEE,DDDEEDAAAA,CBBBBBADEE,AABBCDDDEE,AABCCCDDEE,AABBBCDDEE,BBCCDEEEBA,CBAAABCDEE,DDEEEDAAAA
126,DDDDDDDAAA,AAADDDDDDE,EEBABBBBBB,AAAACEEDDE,AAACCDDDEE,AABBBCDEEE,CDCDEECCBA,EDBBBBBCCC,EEEEEAAAAB,AABCCDDEEE
127,DDDDDDDAAA,AAAADDDEEE,EEEDABBBBB,BBBBBAAEEE,AABBCCDDEE,AAABCDDEEE,AABCCCDDEE,DDDDEDCBAA,AAABBCDDEE,EEEBBBBBBB
128,DDDDDDDAAA,BBBAAEDEEE,EEEEBABBBB,CBBBBBBBEE,DEDCBBBBBB,EEEDBBBBAA,BDBACACCDE,AAABCCDEEE,AAABBCDDEE,EDBBBBBBBC
129,EDDDDDDAAA,EDDDDDDBAA,AAABBCCEEE,EEEDCBBAAB,CEBABBCCDE,BAABBBDDEE,CCABBBBCDE,EEEDBBBBBB,AAABBCDDEE,AABCCDDEEE
130,DDDDDDCCAA,EEEDAABABB,AAABDDEEEE,EEEDDCBAAA,ECBDCEBACB,EEBABBBBCC,DDDBCDBACB,AAACDDDEDD,BBBBBBDEEE,AABCCDDEEE
131,DDDDDDDCAA,EECCBBAABC,ABBCDDEEDA,EEDDCCCCAA,AABDDCDDEE,EECCCCBCAA,BABBBCCDDE,AAAAADEEEE,AAABBCDDEE,AABCCDDEEE
