,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
25,ACDDD,DEDBA,EECAB,EDCBA,AACEE,EDBAB,ABCDE,DDDCA,ABCDE,ACDDD,EDCBA,EDBBA,AACEE,BABDE,ADECB,EDCBA,DDDCA,CDDCA,DDBAD,EDCBA,EDCBA,CCDDA,DEDBA,BCBBE,ACDDD,BBBDE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
26,ACDDD,DEDBA,EECAB,DEDBA,EDCBA,EDDCA,EECAA,ABCDE,ABCDE,ACDDD,EDCBA,ACDDC,EDCBA,BABDE,BEECA,EDCBA,EDCBA,ADDDD,EDBBB,ECCCA,BBBCE,CABED,BBBCE,BCBBE,ABCDE,EDCBA,ABBDE,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
27,EBCDA,EECAA,EECBA,EDBAA,DDDCA,ADEDB,ABCDE,ABCDE,ABCDE,ADDDD,ADDDD,EDDBA,EDBBB,EDCBA,DBACE,ABCDE,ABCDE,ADEDA,EBBBC,DDDCA,ABCEE,AACEE,ECBBB,DABDD,ABBDE,ABCDE,ABBCE,EECBA,BCBBE,ABCDE,ACDDD,AACDE,ABCEE,BEECA,EDCBA,EDCBA,EDCBA,EDCBA
28,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ABCDE,ABCDE,ABBDE,ABCDE,ECBBB,EDCBA,EDBBA,EDBAC,ABCDE,ABCDE,ABCDE,ABCEE,ABCDE,ABDDE,BABDE,ABCDE,ABCDE,BACEE,ACCCE,ABDDD,AABDE,ABCDE,EDCBA,EDBAC,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
29,EBABD,CEDBA,EDCBA,EDBAA,DDDCA,ACDDC,ABCDE,ABBDE,ABCDE,ACDDD,ADEDB,EEDBA,EDBAA,EDDBA,EBBBC,EBBBC,EECAB,BACEE,EBBBC,ECBBB,BBDEB,CABED,BABDE,CABDE,AACED,AACDE,ACDDE,EECBA,BCBBE,ABCDE,ABCDE,ACDDD,ABDDE,ABCDE,ADDCD,ABDEB,EDCBA,EDDCA
30,EBBCC,EDCBA,EDCBA,EDBAA,DDDCA,ADEDB,ABCDE,ABCDE,ABCDE,ACDDD,ADDDC,EDCBA,ECBBB,EDCBA,ECCCA,ABCDE,ABCDE,EECAA,EBBBC,EECAA,ABCEE,AACEE,BABDE,CABDE,ABDDE,CABDE,BBBCE,EECBA,AACEE,ACDDD,ABCDE,ABCDE,ABCDE,ABCDE,ADDCD,ABDEC,EDCBA,EDDCA
31,EDCBA,EEDBA,AACED,ABCDE,EECAA,EDBAC,ABCDE,ABBDE,EECAA,ECCBA,BBBCE,ACDDD,EDCBA,DAACE,ADDCC,EECAA,CDDDA,ABCEE,BDEDA,ECBBB,AACEE,ACDDD,CEDAB,BCBBE,AACED,AABDE,ABCDE,BCBBE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
32,ACDDD,EDBAC,EECAA,EDCAA,EECBA,BBDEB,ABCDE,ABCDE,ABCDE,ACDDD,CEDBA,EDDBA,EDCBA,BBDEC,EECAA,AACEE,ECBBC,DDBAD,EBBBC,ABCDE,ABDEE,EBBDB,AACEE,AACEE,ABBDE,AACDE,DBACE,EDCBA,CABDE,ABBDE,ABCDE,ABDDE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCBA
33,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDBAD,ABCDE,DDDCA,ABCDE,ACDDD,EDCBA,EDBBA,ACDDD,BABDE,ACDDE,ABBCE,ABCDE,ABCDE,AACDE,ABDDE,ADCBE,ABDED,DDBAC,ABBCE,ACDED,EDDBA,EDBBB,BABCE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
34,ACDDD,EDCBA,EECAB,EDCBA,EDDBA,AACEE,ABCDE,ABBDE,DDDCA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,AEDCB,ECAAD,BEDBB,ACDDD,ACDDD,ECBBB,EDCBA,BBBCE,DEDBA,BCBBE,ACDDD,AABDE,AACDE,ABCDE,AACDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
35,BEDBB,DEDBA,AACED,ABCDE,DECAB,EDBAD,ABCDE,AABDE,ECBBB,ECDDA,AACEE,ACDDC,EDCBA,CAACE,ACDDD,BBDEB,ACCCE,DCDDA,DECAA,ACDDD,CCBBE,ABDEE,DEDAA,BCBBE,BBDEB,AACDE,ABCDE,EDDCA,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
36,ACDDD,EEDBA,EECAB,EDCBA,BBBCE,EDCBA,EDCAA,BBBDE,ABCDE,ACDDD,EDCBA,EDBBA,ABDED,BABDE,ADECA,EDCBA,EEDBA,EDCAA,EDCBA,EDBBB,EDCBA,DECAB,EDBAB,ACCDE,ABCDE,AACEE,DAACE,CABDE,CABCE,ABBDE,EECAA,ABCDE,ABCDE,ABCDE,ABCDE,BACED,EDCBA,DDBAD
37,ACDDD,EECBA,DEDBA,EDCAA,CCDEA,DDDCA,ABCDE,BBBCE,ABCDE,ADDDC,ADECB,EDDBA,CEDBB,EECAA,BDEDA,DDDCA,EBABE,ECBBB,EBBBC,ABCDE,DDDCA,DABDC,BABDE,CABCE,AADED,BBBDE,ABBDE,DBCEB,DABDD,DBACE,ABCDE,ABCDE,ABCDE,BCBBE,ACDDD,ABDEC,EDCBA,EDDCA
38,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDBAB,ABCDE,ABBDE,ABCDE,ACDED,EDCBA,EDBBA,AACEE,BABDE,ADECB,EDBAB,BEDBB,AACEE,ADEDB,EECBA,EDCBA,BEDBB,DEDBA,BBBBE,ABCDE,ABCDE,AACEE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
39,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,EDBAB,ABCDE,ABCDE,ECBBB,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,ADEDB,EDBBA,BBBCE,ADEDB,ECBBB,BBDEA,BBDEB,EBCDA,BBDEB,BBBBE,ABDDD,ABCDE,ABBDE,AACEE,ABCDE,ABCDE,ABCDE,ABCDE,BABDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
40,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,EECAA,ACDDD,EDCBA,EDBBA,BBBCE,ABBDE,ABDDE,ABCDE,ABCDE,ABCDE,ABDDE,ABCEE,ABDED,ECBBB,ABCDE,ABBCE,ABDED,AABDE,ABCDE,EDCBA,EDCBA,ABBDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,AACEE,ABCDE,ACBCE
41,EDCBA,EECBA,EECAA,EDBAA,EECAA,ABDED,ABCDE,ABCDE,ACDDE,ACDDD,ADEDC,EDDBA,EDBBB,EEDBA,EDCBA,ABCDE,ABCDE,ECBBB,EBBBC,ECBBB,ABCEE,CABED,BABDE,AACEE,AACEE,DDBAC,ABBCE,BBBCE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACDDE,ABDEC,EDCBA,EDDCA
42,EBBBB,BCBBE,ABCEE,EDBAB,EECAA,EDBAD,BCBBE,EBBBB,ABBDE,ABDDE,BEDBA,EDCBA,EDCBA,CABDE,AEDCB,ECCCA,ABBDE,ABCEE,EDDCA,ADDBD,AACEE,DDDDA,AEDBC,CCBBE,ABDDE,BBBCE,DDDCA,EDCBA,EBABE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCEE,DBDDA,DCDDA
43,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,EDBAD,ABCDE,BBBDE,ECBBB,ACDDD,EDCBA,EDCBA,ABDEE,BABDE,ACDDE,ABCDE,ABCDE,ABDDD,ABCDE,DABCE,ACCCE,ACDDE,DEDBA,CDBAD,ABDED,EDDBA,ECBBB,BCBBE,ABCDE,ABCDE,ABCDE,EBABD,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCCE
44,ECBBB,EDCBA,EDCBA,EDBAA,DDDCA,ADEDB,ABCDE,ABCDE,ABCDE,ACDDD,ADDCC,EDDBA,EDBAA,EDCBA,ECCCA,ABCDE,CDDDA,EECAA,EDDCA,ABCDE,EECAA,CABED,DDDCA,ACDDD,ABBDE,ABCDE,ABBCE,EDBAC,CCBBE,BBBCE,ABCDE,ABCDE,ABCDE,ABCDE,ADDCD,ABDEB,EDCBA,EDDCA
45,ECBBB,DEDBA,EDCBA,EDBAA,EECBA,EDBAA,ABCDE,ABCDE,ABCDE,ACDDD,ADEDB,EDDBA,EDCBA,EDBBA,EDCBA,CCDDA,ABCDE,EECAA,EBBBC,ABCDE,ABCEE,DABED,DDDCA,ECBBB,AACED,BBBCE,ABBCE,ABCEE,ABDEE,AABDE,ABCDE,ABCDE,ABCDE,ACDDD,CDDCA,ABCDE,ABCDE,ABCDE
46,BEDBB,DDDCA,AACED,ABCEE,DECAA,EDBAD,ABCDE,ABBDE,ABCDE,ECBBB,EDCBA,ABCDE,ADEDB,EBABD,ACCCE,DDBAE,ABDDE,BBBDE,EDCAA,ADEDA,DDDCA,DDDCA,BBDEB,AACDE,ABDED,AABDE,ABBDE,BBBCE,DEDBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,BABDE,ABCDE,ACBCE
47,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDCBA,ADCBE,ABBDE,ABCDE,ACDDD,EDCBA,EDBBA,BBBCE,BABDE,ACDDE,ABCEE,DDDBA,EDCBA,DDBAD,ECBBA,BDEDA,ECAAD,AACEE,BBBCE,ABDEE,ABBDE,ACEDC,EBABC,BBBDE,AACDE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
48,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDBAB,ABCDE,DDDCA,ABCDE,ACDDD,EDCBA,EDBBA,ACDDD,BABDE,ADEDB,CEDBA,ECBBB,ACDDD,ABCDE,EDCBA,EDCBA,EDCBA,DEDBA,BCBBE,ACDDD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
49,EECAA,DDDBA,AACED,ABCDE,EECAA,EDBAD,ABCDE,AABDE,DAACE,DCDDA,ABCDE,CECAB,EDCBA,CABCE,BECBD,ABDEC,ACCCE,DCDDA,CBDEB,BBDEB,EDCBA,ACDDD,EECAA,BDCBE,ABDED,ABCDE,BABDE,ABCDE,BABDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
50,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,ABCDE,ABBDE,ABCDE,ACDDD,EDCBA,EDCBA,EDBAC,ABDDE,ADEDB,EBBDB,DDDCA,ABBCE,DDDCA,BDCBD,EDCBA,EDCBA,DEDBA,DEBAC,ACDDD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
51,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABCDE,DDDCA,ABDED,EDCBA,EDBAB,EDBAD,AACEE,ACDDD,EDBBA,ADCBE,ABDDD,ECBBB,BBBCE,EDCBA,EDCBA,BBBCE,DABCE,ABDDD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACDDE,ABCDE,BDEDA,EDBAC
52,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDBAB,ABCDE,DDDCA,ABCDE,ACDDD,EDCBA,BBBCE,EDCBA,BABDE,ADECB,EDBBA,DDDCA,CDDCA,ECBBB,EDCBA,EDCBA,EDCBA,BBBCE,BCBBE,ACCCE,AACDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
53,ECBBB,EECBA,EECAA,EDBAB,EECBA,EDCBA,ABCDE,ABCDE,AACEE,ACDDD,ADECB,EDCBA,BBBCE,ECBBB,ADEDA,AACEE,BABEE,ECBBB,ACDDD,EBABE,ABDEE,ADEDA,DDDCA,AACEE,ABBDE,ECBBA,EDBAC,EDCAA,AACEE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACDDE,ABDEC,EDCBA,EDDCA
54,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,BBBDE,EDCBA,ECAAD,ABCDE,ABDED,EDCBA,EDBBA,EDBAC,BABDE,ABDDE,ABCDE,EDDBA,EECBA,EDCBA,EDBBA,DEDBA,EBABD,EDCBA,CEDAB,ABDED,AABDE,ABCDE,ABBDE,ACCCE,ABBDE,ABBDE,ABCDE,ABCDE,EECAA,ABCDE,AACEE,ABCDE,ACBCE
55,EBBCB,EDCBA,EECAB,EDCBA,ABDED,EDBAA,DCDDA,ACCDE,ABCDE,ACDDC,ABDEE,EDDBA,EDCBA,BABDE,BEDCA,EDCBA,DDDCA,ADDCD,ACCCE,DDDCA,CDDDA,ABDED,ABDDE,BDBBE,BDBAE,BCBBE,DDDCA,EBBCA,EBBCB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCEE,DBDDA,DCDDA
56,EDBBA,DDDCA,AACED,ABCEE,DECAA,EDBAC,ABCDE,ABBDE,EDCAA,ECCCA,BABDE,ABDED,EDCBA,CAACE,AEECB,AACEE,AEDBC,ABCEE,ECBBB,EECAA,ACDDD,ACDDD,AACEE,EEBAB,ABDED,AACDE,BBBCE,BEDBB,ACCDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
57,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDCBA,CECAB,BBBDE,ABCDE,ACDDD,EDCBA,EDCBA,BBBCE,BABDE,ACDDC,EDCBA,EDCBA,EECAA,EDCBA,EDCAA,EDBAB,BBBCE,ABDED,DEDBA,ABBDE,AEECB,DABDE,ABCDE,BABDE,EECAA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,BACED,EDCBA,DDBAC
58,EBCCA,DECAB,EDCBA,EDBAA,DDDCA,ACEDB,ABCDE,ABCDE,ACDDE,ACDDD,ADECB,EDDBA,EECAA,EDDBA,EBABC,BCEDA,ABCDE,ECBBB,EBBBC,ABCDE,ABCEE,CABED,BABDE,ABCDE,AACED,AACDE,ABBCE,ECBCB,CCBBE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACDCE,ABDEC,EDCBA,EDDCA
59,DEDBA,EDCBA,AACED,ABCDE,EECAA,EDBAD,ABCDE,BBBDE,ABDDE,EDBBA,EDCBA,ABCDE,EDCBA,DBACE,AEDBC,CABDE,ACCCE,ABCEE,ACDDD,ABCEE,BBBCE,ACDDD,DABDD,DABDE,ABDEC,BABDE,ABCDE,AACEE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
60,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDBAD,ABCDE,BBBDE,CABDE,ACDDD,EDCBA,EDBBA,ACDDD,BABDE,ADCBE,ABCDE,ABCDE,AACEE,AACDE,ACDDD,BBBCE,CDBAD,DDDCA,ABCDE,DDDCA,EDCBA,ABBDE,ABCEE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
61,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDBAD,ABCDE,BBBDE,CABDE,ACDDD,EDCBA,EDCBA,ACDDD,BABDE,ACDDD,ABCDE,ABCDE,ABDDE,BABDE,AACEE,BACED,ACDDD,ECCDA,EBABD,EDDBA,EDBBB,ABBDE,BBBDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
