,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
12,AEEEC,FEDBA,EFCBA,EEECA,BBBCF,ABCFF,ABCEF,FFBBB,FECBA,FEDBA,DEEDA,ACEEE,BACDF,ABDEF,ABDEF,ABCDF,ABCEF,ABFDD,AADFE,AADFE,ABCEF,ABDFF,FECBA,BBBDF,ABCEF,ABCEF,EEEAA,ABDEF,ABEEF,BBDCF
13,CFCDA,FEDBA,AADEF,FDEAA,ECACF,ABDFF,ABCEF,FEBBA,DCBBF,ADFDD,FECAB,ADEEE,BEBBF,DEFAA,CCFBB,FFBBB,ABEDF,FFCAB,AFAEE,BACEF,AACEF,AADFF,AADFE,ABCDF,ABCEF,ABCEF,FBBCC,ABDEF,ABEEF,BBDCF
14,AFCED,FDECA,FECAB,FBDBB,EEECA,AEDEE,AACFF,BBCBF,FCCBB,FFDBA,DEEDA,FCCBB,ABBEF,ADEEE,ACFDE,ABDEF,EFCBA,AEDED,BBEAF,BACDF,CECFA,AECED,EAEDE,ABCEF,ABCEF,ABCEF,ADAEF,ADEEE,BCFDB,EBEAF
15,AEEEC,FEDBA,EFCBA,BCBBF,FDABE,ABDEF,AACEF,ACEEE,FECBA,CBBBF,FDBAD,ADEED,FCADC,FEBAD,DFDAA,DCFBB,FECBA,BBAFF,FADEB,ABEEE,ABCEF,ABDEF,ABEEF,FBBBB,ABCEF,ABCEF,ABCEF,ABDEF,ABEEF,BBDCF
16,AEEEC,FEDBA,EFCBA,EEECA,ECACF,ABCFF,EEEAA,ADEEE,FECBA,FEDBA,BBBFF,ACEEE,ABCEF,ABCEF,ACDEF,AADEF,ABDDF,ABCFF,CEFBA,BADFE,AADEF,FEDBA,FAADF,ABCDF,ABCEF,EEEAA,ABDEF,ABDEF,ABEEF,BBDCF
17,AEEEC,FEDBA,EFCBA,EEECA,ABCEF,FECBA,ABCEF,FBBBB,FECBA,FEDBA,BCCBF,ADDEE,ABDFF,FECBA,FEDBA,EEEAA,EEEBA,FDDCA,FEBCA,CAEEE,ABCEF,ABDEF,ABEEE,ABCDF,ABCEF,ABCEF,EEEAA,ABDEF,ABDEF,ABDEF
18,AEEEC,FEDBA,EFCBA,EEECA,AAEEF,ABCFF,ABCEF,ACEEE,FECBA,FEDBA,BBBEF,ADEEE,ABDEF,ABCEF,ABCEF,ABDFE,ABCFF,ABBFF,ABCEF,AADFE,AACEF,EEECA,FEBBB,ABCDF,ABCEF,ABCEF,FFBBB,ABDEF,ABEEF,BBDCF
19,AEEEC,FEDBA,EFCBA,EEECA,FDABD,ABDEF,EEFAA,ADEEE,FECBA,FEDBA,AEDDE,ADEED,EAECC,BBBFC,FEEAA,FEDBA,FCBBB,FBBEB,AFDEB,BADFE,AACFF,ABDFF,ABDEF,ABCDF,ABCEF,EEEAA,ABDEF,ABDEF,FDECA,FEDAA
20,CFDCA,FEDBA,AADEF,FEEAB,ECACF,ABCFF,EEEAA,AEEED,AADEF,FFDBA,FEBAB,ADEED,EEABE,AEEEC,AECDF,EBEAE,CCAFF,AEEDD,FBFBA,ABCEF,BACEF,ABCFF,BAEEF,EEEAA,ABCEF,ABCEF,ABCEF,ABDEF,ABEEE,BBDCF
21,AEEEC,FEDBA,EFCBA,BCBBF,FDABD,ABDEF,FFABB,ADEEE,FECBA,BBBFF,FDBAC,ADEEE,EFBBB,AAEEF,FFBBB,FCCBB,CCBFB,FFBBB,DFBCA,BAEFE,BACEF,ABDEF,ABDFF,BACEF,EEEAA,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
22,EEAAF,FECBA,FFCBA,FEDAA,FFCBA,ABDEF,ABCEF,ADEEE,AFEDC,FEDBA,FEEBA,FCBBB,ABDEF,FBCCB,FFBAB,ABCEF,EAEAE,ADCFE,EEEEA,BBBFE,BBBEF,AAEFE,ABDFE,ACDEF,ABCEF,ABCEF,ABCEF,BBBFF,AAFEE,FECCA
23,FBBBF,FDCCA,FFCBA,EEEDA,AEFCB,ABDEF,AAEEF,ABEEE,AFDDC,EEDDA,EEDDA,FCCBB,EFABD,FCDDA,AEFAE,ABCEF,ABEEF,DEEEA,BFBFB,AADFF,BBEAF,AAEEE,FDBBB,AEEEE,BBBFF,BBBDF,FFABB,FEDBA,FEDBA,FECBA
24,EEEAA,FEDBA,FFCBA,FEEAA,FEBAC,ABDEF,AADEF,ABEEE,AFDBC,EEEBA,EEEDA,FDBBB,CEFAB,ABFEE,DCFAB,FFBBB,ABEEF,ADCFE,ACFBF,BBCBF,AACEF,AAEFE,CBAFF,ABCDF,BBBFF,ABCEF,ADAEF,ADEDE,BCFCB,FECCA
25,AEEEB,FEDBA,EFCBA,BBBFF,FDABD,ABDEF,FBBCC,ADEEE,FECBA,FEDBA,EFBAD,ADEED,FECBB,EEBAE,CAFFB,FEDBA,FECBA,EFBBB,FECDA,BAEEE,AACEF,ABDFF,ABDEF,ABCEF,FFBBB,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
26,AEEEC,FEDBA,AAEFE,FEDBA,FEEBA,FBBCC,ABDEF,ADEEE,CBBBF,EFDBA,FDBAD,ADEED,FECBA,FDACD,EEEBA,FDBCA,BBBFF,AEEDD,BFCFA,BBCDF,FECBA,ABDFE,ABDEF,ABCDF,ABCEF,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
27,EAEAF,FDCCA,FFCBA,EEEDA,AFEBD,ABDEF,AADEF,ABFEE,AFDEB,EEDDA,EEDCA,FCBBC,ABDEF,CDFAE,FBCBB,DDEEA,DDEEA,AEEEA,DEEAE,CBBDF,ABDEF,AAEFE,FDBBB,BACEF,AEEEE,ACDEF,FFABB,FEDBA,FEDBA,FECBA
28,AEEEC,FEDBA,EFCBA,EEECA,BBBCF,ABCFF,ABCEF,FFBBB,FECBA,FEDBA,BBBEF,ACEEE,ABDEF,ACDEF,ABBEF,ABBEF,ABCEF,ABDFE,BBBFE,DADEE,AACEF,EEECA,FDBBB,BBCDF,ABCEF,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
29,FBBEB,FEDCA,FFCBA,EEEDA,AEEDE,ABDEF,AADEF,ABEEE,AFEBB,EEDDA,FEDCA,FDBBB,FABCD,FBCCB,DCFAB,FFBBB,BBFCC,ADCFE,ACFBF,BBBFE,BBCDF,AAEFE,FCBBB,ABCDF,ABCEF,ABCDF,ADAEF,ADEDE,BCFCB,FECCA
30,FADCD,FEDBA,FFCBA,EEEDA,AFEBC,ABDEF,AADEF,ABEEE,AFECC,EEEBA,EEEDA,FCBBB,BCEFA,ABFEE,DCFAB,EEEAA,DDEEA,AEEEE,ACFBF,ABDEF,CACEF,AAEEE,FEAAD,AAEEE,ABCEF,ABCEF,ADAEF,ADEEE,BCFCB,FECCA
31,FECBA,FEDBA,AADEF,FEEAA,ECACF,ABCFF,DDEEA,AFDEC,BBAEF,BFECA,FECAB,ADEEE,FFABC,CDAEF,BABFF,BFBBC,BBFFB,FFCAB,AAEFE,CABFE,AACEF,ABEEF,ABDEF,ABCEF,ABCEF,FFBBB,ABDEF,ABDEF,ABEEF,BBDCF
32,AEEEA,FDECA,FFCBA,FEDBA,CCFBB,ABDEF,ABDEF,ADEEE,EFDBA,FECBA,CCBBF,FBBBB,AAEEF,ABFEE,ABEEE,ABCEF,ABEEF,EEEAA,EEAAE,EABCF,AADEF,ABDFE,EAEAE,CABCF,ABCEF,ABCEF,ACCEF,AEEEE,ABFED,FEDBA
33,AEEEC,FEDBA,EFCBA,BBBFF,ECACF,ABCFF,FBBCC,ADEEE,FECBA,CBBBF,FDBAC,ADEEE,BBBEF,ABDEF,ACEEF,ABDEF,AEBEE,ABBFF,AFBDD,AAEFE,EEECA,FABDC,ABDEF,ABCDF,EEEEA,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
34,AEEEC,FEDBA,EFCBA,EEECA,AAEEE,ABDEF,ABCEF,ADEEE,FECBA,FEDBA,AAEEF,ADEED,FDBEA,EAAEE,BBBFF,FEBBB,FECBA,AAFEE,FECDA,BAEEE,AACEF,ABDEF,ABDEF,ABCEF,ABCEF,FFBBB,ABDEF,ABDEF,ABEEF,BBDCF
35,DFCDA,FEDBA,AADEF,FDEAB,ECACF,ABCFF,EEEAA,AEDED,AADEF,FEDBA,FECAB,ADEEE,DCFCA,DAFEA,FADEA,DAEEE,CCAFD,ADCCF,EECDA,DBBFB,AADEF,ABDFE,BADEF,ABBEF,DDEEA,BACEF,ABCEF,ABDEF,ABEEF,BBDCF
36,AEEEC,FEDBA,EFCBA,BCBBF,FECBA,FBBDB,EFABD,ADEEE,FECBA,BBBEF,FDBAE,ADEED,FEDBA,FEDAA,CCFCA,EFCAA,EDBAF,FACFB,ABBFF,ACDEF,ABEEF,ABDFE,ABFCE,BBBDF,FFBBB,ABCEF,ABDEF,ABDEF,BAFEB,FEDAA
37,AEEEE,FEEAB,FFCBA,CCCFA,EEEBA,ABEEF,ADDEE,ABFEE,AFECB,CBBBF,FEDCA,BBFFA,DDEAE,BBFFB,AAEEE,ABCEF,EEEAE,AEBFE,ADFAE,BBBFE,BBBEF,DDEEA,FCCAC,AFBCF,ABCEF,ABCEF,ACDFC,AAEEE,BCFCB,FECCA
38,AEEEC,FEDBA,EFCBA,BCBBF,FDABD,ABCEF,FFABB,ADEEE,FECBA,FDDBA,FDBAC,ADEED,FEACC,FCBBC,EEADD,FEDBA,FECBA,FCCBB,FECDA,DACDF,ABCEF,ADCEF,ABDEF,ABCDF,ABCEF,ABCEF,ABCEF,ABDEF,ABEEF,BBDCF
39,AEEED,FEDBA,EFCBA,EEECA,FDABD,ABDEF,EEFAA,ADEEE,FECBA,FEDBA,AAEEF,ADEEE,FDBBB,BBFAF,EAEDD,CCBFB,BBFAF,CFCBB,FCBCA,DADEE,ABCEF,ABDFF,AADEF,ABCEF,ABCEF,EEEAA,ABDEF,ABDEF,ABEEF,BBDCF
40,AEEEC,FEDBA,EFCBA,EEECA,AEDEE,ABCFF,DDEEA,ADEEE,FECBA,FEDBA,ADEEE,ACEEE,ABBEF,ABDEF,ABCFF,ABCEF,ABEDF,BBBDF,ADCEE,AADFE,AACEF,DEEDA,FECBA,BBBDF,ABCEF,ABCEF,EEEAA,ABDEF,ABEEF,BBDCF
41,FDDAD,FEDBA,FFCBA,FEDBA,ACFED,ABDEF,ABBFF,ABEEE,AFEDA,EEDEA,CEEEA,FCCBB,BCEFA,CDEEA,DCFAB,FFBBB,BBCCF,ADCFE,BBBCF,BBBFF,DDACF,AAEFE,AEEEE,EABDF,ABCEF,ABCEF,ADBEF,ACEEE,BCFCB,FECCA
42,FBCCB,BACDF,EFDBA,FDEBA,ECADF,EEECA,BADEF,ACEEE,DFDBA,FEDBA,FEBAB,ADEEE,FDEBA,ACFBD,FFCAB,FBCBC,AAEFE,EFDAB,EECDA,AADEF,BCBFB,FFBBB,FBCBB,ABCDF,ABCEF,ABCEF,ABCEF,ABDEF,ABEEF,CEBFA
43,AEEEC,FEDBA,EFCBA,EEECA,ECACF,ABCFF,EEEAA,ADEEE,FECBA,CBBBF,DFCAD,ADEEE,ABCEF,ABCEF,BBBEF,AECDF,ADBEF,BAFDE,CBEFA,FACED,EEEBA,FABCD,AADEF,ABCDF,DEEEA,ABCEF,ABCEF,ABDEF,ABDEF,ABDDF
44,FBBBC,FECBA,FFCBA,EEEDA,BFFBA,ABDEF,AAEEF,ABEEE,AFECC,EEDDA,EEEDA,FCBBB,ABDEF,EFBBB,DCFAB,ABCEF,FFBBB,ADCFE,EAAEE,BBBDF,ACCEF,ABEFC,AFDDD,BBBBF,ABDEF,ABCEF,ADAEF,ADEEE,BCFCB,FECCA
45,FDDDA,FEDBA,FFCBA,FEDBA,FDBBC,ABDEF,ABCEF,ABEEE,AFECD,FECBA,EEEBA,FCCBB,CEFAB,ABFEE,DCFAB,ABCEF,ABEEF,ADCFE,FBFBB,BBBFE,BBBEF,AACEF,ABDEF,ABBEF,ABCEF,ABCEF,AAEEE,AEEEC,ABDEF,ABCEF
46,DFCDA,FEDBA,AADEF,FDEAA,ECADF,ABCFF,ABCEF,FEBBB,FECBA,ABDEF,FECAA,ADEDE,EDAFB,ACFDE,BEFDA,BBFFB,DDEAE,FFBBB,FBBBF,BACFE,AACEF,ABDFF,ABEFC,ABCEF,ABCEF,ABCEF,ACCEF,EEEAA,BADEF,BBDCF
47,AEEEC,FEDBA,EFCBA,BBBFF,FECBA,BACEF,EFABD,ADEEE,FECBA,FEDBA,ADEDE,ACEEE,ABEFC,FECBA,FEBBA,FEBBA,CEFBA,DAFCC,FFABC,DACFF,ABCDF,EFCBA,ABEEF,ABBEF,ABCEF,FBBBC,ABDEF,ABDEF,ABEEF,BBDCF
48,AEEEC,FEDBA,EFCBA,BBBFF,FDABD,ABDEF,FBBCC,ADEEE,FECBA,CBBBF,FDBAC,ADEED,DFCBA,BBAFF,EEADD,FEDBA,FECBA,FEDAB,FECDA,BAEEE,AACEF,ABDEF,ABDEF,ABCEF,FBBBC,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
49,FFCCA,FEDBA,AADEF,FEEAA,ECACF,ABCFF,FFBBB,AEEED,ACDEF,EEECA,FEBAB,ADFCE,ADFDB,CADFD,FADBE,ACDFD,FCDAD,EEEAA,EEAEA,BACFE,ABDEF,ABDEF,CDBAF,ABCDF,FCBBB,ABCEF,ABCEF,ABDEF,ABEEF,BBDCF
50,AEEEC,FEDBA,EFCBA,EEECA,AAEEF,ABDEF,ABCEF,FBBBB,FECBA,FEDBA,BBBEF,ADEED,FAECB,FEBAD,AEEDD,BBFAF,FECBA,FEDAB,EEDDA,BAEEE,AACEF,ABDFF,ABDEF,ABCEF,FBBBC,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
51,AEEEC,FEDBA,EFCAA,EEECA,AEDEE,ABDEF,ABCEF,ADEEE,FECBA,FDDBA,BBBBF,ACEEE,FDBBB,DAEDE,FFBBB,CBBBF,FECBA,EEEAA,BFEAD,BADFE,AACEF,ABDFF,ABDEF,ABCDF,ABCEF,ABCEF,ACBEF,ACEEE,ABDEF,FFDAA
52,AEEEC,FEDBA,EFCBA,BBBFF,FDABE,ABDEF,FABCC,ADEEE,FECBA,AAFEE,FDBAC,ADEED,FDBBB,EEBAE,CAEEE,FCCBB,FECBA,FEDAB,DFBCA,BAECF,AADEF,ABCFF,ABDEF,EEEEA,ABCEF,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
53,FBBBC,FEDBA,FFCBA,FEDBA,FECBA,ABDEF,BBCCF,ABEEE,BFECB,FEDBA,CFDBB,FBCCB,AAEEF,ADDFD,EEADE,EEAAF,ABEEF,EEAEE,FBBBF,EAADF,EBBAF,CABFE,BADDF,ABCDF,BBBCF,ABDDF,ACBEF,ACEEE,ABFDB,FECCA
54,AEEEC,FEDBA,EFCBA,EEECA,ABBFF,FECBA,ABCEF,FBBBB,FECBA,FEDBA,BCCBF,ADEEE,ABDEF,FECBA,FECBA,DFCBA,EFEBA,DCFEA,FCBEA,AADFE,AACEF,ABDEF,ABEFE,ABBDF,ABCEF,ABCEF,EEEEA,ABDEF,ABEEF,BBDCF
55,FADBC,FFDBA,EFCBA,AADFF,FDBBC,EFEAA,ABDEF,ACEEE,ACEEE,FEDBA,FDBAD,ADEED,FEDAB,EFDAB,EFADB,AEFEB,DEFAA,AEDBF,ACDFB,EBEAE,BDBFA,FFBBB,FADBC,ABCDF,ABCEF,ABCEF,ABCEF,ABDEF,ABEEF,CEBFA
56,FDCBA,FEDBA,AADEF,FDEAA,ECACF,ABCEF,EEEDA,AEDED,BADEF,CFECA,FECAB,ADFED,AAFFD,FBCBC,EEFAA,BFFBB,ADEEE,EEEAA,FFCCA,BACFE,AADEF,AACEF,ABCFF,ABCEF,EEECA,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
57,AEEEC,FEDBA,EFCBA,CCBBF,FECBA,FABDD,EFABC,ACEEE,FECBA,FEDBA,ADEEE,ADEEE,EEDDA,FEBBA,FEDAA,EFEAA,FEACB,ABFCF,CBEFA,BBCDF,BFDBB,ABDEF,ABEDF,EEEAA,ABCEF,ABCEF,ABCEF,ABDEF,BBFEB,FEDAA
58,FBEBB,FDECA,FFCBA,EEEDA,BEFBA,ABDEF,ABBFF,ABEEE,AFECB,FEDBA,FCDCA,FCBBB,CEFAB,CDEEA,DCFAB,ABCEF,ABEEF,ADCFE,AACEF,FAAED,AADEF,BBEFB,AAEEE,ABCEF,ABCEF,ABCEF,ADAEF,ADEEE,BCFCB,FECCA
59,EFDCA,FEDBA,AADEF,FDDAA,ECACF,ABCFF,ABCEF,FCBBB,FECBA,ABEEE,FECAB,ADEEE,BACDF,CAEEE,EEACD,ABCFF,BBBFF,EEEDA,EEEAD,BADFD,BACEF,ABDEF,ABDEF,BBCEF,ABCEF,ABCEF,FBBCC,ABDEF,ABEEF,BBDCF
60,AEEEC,FEDBA,EFCBA,BBBBF,ECACF,ABCFF,FFBBB,ADEEE,FECBA,CBBBF,FEBAC,ADEDE,ABDEF,ABCEF,ABDEF,AAEFE,BBBEF,FAEDD,FEABC,EDEEA,FEBBB,ABDFF,ABDEF,ABCDF,FBBBC,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
61,AEEEC,FEDBA,EFCBA,BBBBF,ECACF,ABCFF,FFBBB,ACEEE,FECBA,CBBBF,FEBAC,ADEEE,ABDEF,ABCDF,ACECF,BBBFF,BAFEE,BFEDA,FDEAA,EEECA,FDBBB,AAEEE,ACCEF,FFBBB,ABCEF,ABCEF,ABCEF,ABDEF,ABEEF,BBDCF
62,DAFFA,FDCCA,FFCBA,FEDAA,ADFDD,ABDEF,ABBFF,ABEEE,AFFCB,FECBA,EEFBA,FCBBB,FFABC,FFDAA,EEEDA,FBBCC,EEFAA,ADCFE,ACFBF,BBBFE,BBBEF,ABDEF,ACCFF,BABEF,ABCEF,ABCEF,AEEEE,BDADF,ABDEF,ABCEF
63,AEEEC,FEDBA,EFCBA,BCBBF,FDABD,ABDEF,FFABB,ADEEE,FECBA,FEDBA,FDBAC,ADEEE,FDBBB,EECAE,EEADD,DDDFA,FECBA,FEDAB,FECDA,BAEFD,BACEF,ABDFF,ABDEF,ABCEF,EEEEA,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
64,AEEEC,FEDBA,EFCBA,BCBBF,FDABD,ABDEF,FFABB,ADEEE,FECBA,FDDBA,AEEDE,ADEED,FDBBB,FBBFB,BBBFF,EEEDA,FECBA,FEDAB,BFAED,BADFE,AACEF,ABDFF,ABDEF,ABCDF,ABCEF,ABCEF,EEEEA,ABDEF,AEFEB,FEDAA
65,AEEEC,FEDBA,EFCBA,AAFEE,FDABD,ABDEF,FABCC,ADEEE,FECBA,BBBFF,FDBAC,ADEED,FEBAC,EECAE,BFFBA,AEEDD,FECBA,CCBBF,FECDA,BADFE,AACEF,ABDFF,ABDEF,ABCDF,EEEEA,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
66,FBEBB,FDEBA,FFCBA,EEEDA,EFCAB,ABDEF,AADEF,ABEEE,AFEDC,DCBAF,FCCCA,FCBBB,FBDEA,CDEEA,DCFAB,ABCEF,ABEEF,ADCFE,FBBBC,BBBFE,BBBEF,ABCFF,ABDFF,ABCDF,ABCEF,ABDEF,AAEEE,BABFF,BCFCB,FECCA
67,AEDEC,FEDBA,EFCBA,EEECA,AAEEF,ABDEF,ABCEF,FBBBB,FECBA,FDDBA,BBBBF,ADEEE,EAFDD,FBBBE,EEEAA,EEEDA,BFFBB,AAFEE,FECDA,BADFE,AACEF,ABDFF,AADEF,ABCDF,ABCEF,ABCEF,EEEEA,ABDEF,BEFDA,FEDAA
68,FBBBC,FEEBA,FFCBA,FEDAA,FCCBB,AADFE,ABBFF,ABEEE,AFECB,FEDBA,DDFBA,BABFF,BFBCC,EEAAE,CCAFF,FFCCA,ADEEE,DDFAA,ACFBF,AEBCF,BBBCF,DEFCA,FADAD,BCEAF,ABBEF,ABBEF,AEEEE,ADEEE,BCFCB,FECCA
69,AEEEC,FEDBA,EFCBA,EEECA,FDABD,ABDEF,EEFAA,ADEEE,FECBA,FDDBA,AEEDE,ADEED,CFDBB,DDDFA,EEEDA,FEDBA,FECBA,CCBBF,FECDA,BADFE,AACEF,ABDFF,ABDEF,ABCDF,ABCEF,ABCEF,FBBBB,ABDEF,ABEEF,BBDCF
70,AEEEE,FEDBA,FFCBA,FEDBA,FCCBB,ABDFF,ABBFF,ABEEE,AFECB,FEDBA,CCFBB,FBBBB,CCDFA,AEEEB,BBCFB,AEEEA,BFBFB,BFBBB,FFBBB,DDEAE,BBBEF,FFABB,CBFBB,DABEF,AAEDF,ACBDF,ABCEF,AAEEE,BCFCB,FECCA
71,FBBBC,FEDBA,FFCBA,EDDEA,EEFBA,ABCEF,AAEEE,ABEEE,AFDDC,CCBFA,EEECA,FBEAB,EFCCA,EABBF,AAFCF,AAFFD,DAEEE,AEEBE,ADFDA,DFDAC,CDAFD,BBDFB,CBBBF,ACDEE,ABCEF,ABCEF,ADAEF,ADEEE,BCFCB,FECCA
72,AEEEC,FEDBA,EFCBA,AAEEE,FEDBA,BADEF,AACEF,ADEEE,FECBA,BBBFF,FDBAE,AEEDD,FECBA,FFBAB,EFCBA,FEDAB,EFBBB,FBBBE,ACBFF,BBCCF,FDCAB,AADFE,ABDFE,BBADF,ABCEF,ABCEF,ABDEF,ABDEF,ABDEF,ABDEF
73,AEEEC,FEDBA,EFCBA,CCBBF,ECACF,ABCFF,EEEAA,ADEEE,FECBA,FEDBA,ACEEE,ADEEE,ABCEF,ABDEF,ABEEF,ABDDF,BDAEF,ACCEF,CADEE,ABCFF,AACEF,DEECA,FEDBA,BBCDF,ABCEF,ABCEF,EEEAA,ABDEF,ABEEF,BBDCF
74,DFCDA,BBBBF,ADDEE,FDDAA,ECACF,ABCFF,ABCFF,FDBBA,CCBBF,ADEED,FECAB,ADEDE,CCAFE,ACFDE,EEFAA,BFBCC,ADEEE,FFCAB,EFCDA,BACEF,AACEF,ABDEF,AADFE,ABCDF,ABCEF,FFBBB,ABDEF,ABDEF,ABEEF,BBDCF
75,AEEEC,FEDBA,EFCBA,EEECA,FDABD,ABDEF,EEFAA,ADEEE,FECBA,FEDBA,BBBFF,ADEED,EAFDD,BBBFC,FEEAA,FEDBA,DFACC,FEAAE,FECDA,BADFE,AACEF,ABDEF,ABCEF,ABCDF,ABCEF,ABCEF,FFBBB,ABDEF,ABEEF,BBDCF
76,AEEEC,FEDBA,EFCBA,BCBBF,FDABE,ABDEF,AACEF,ADEEE,FECBA,FECBA,FDBAC,ADEED,FECBB,CFFBA,AAFEE,FEDBA,FECBA,FEDAB,AFDEB,BAEEE,AACEF,ABDEF,ABDEF,EEEAA,ABCEF,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
77,AEEEC,FEDBA,EFCBA,BBBBF,ECACF,ABCFF,EEEAA,ADEEE,FECBA,CBBBF,FEBAC,ADEEE,BBBEF,ABDEF,ABCEF,ACDEF,ABCEF,ABCFF,FBBEA,BADEF,FEDBA,FABDD,AADEF,ABCDF,DEEEA,ABCEF,ABDEF,ABDEF,ABEEF,BBDCF
