,0,1,2,3,4,5,6,7,8,9,10,11
24,AABCDDD,DDCBBAA,DDCBAAA,AABBCDD,AABCDDD,DDCCBAA,CCDCAAB,AABCDDD,DDDCBAA,DDBBAAA,AABCCDD,AABCCDD
25,AACCDDD,DDCBBAA,DDCBBAA,AAABCDD,AABCDDD,DDCCBAA,DDDBAAB,AABCCDD,DDDCBAA,DDCBAAA,AABBCDD,AABCCDD
26,ACDDCBA,DDCBAAA,DBBBBCA,DCCCAAD,AABCCDD,CDDAABC,DDDCBAA,AACDDCC,DDBAABC,ABBBBDD,DDBBAAB,AABCCDD
27,DDDBAAB,CCBCDBA,DDCAABB,AAABCDD,AABCCDD,BBABDDB,DDBAABC,AABBDCD,CDDCCAA,DDCBBAA,DCAAACD,AABBCDD
28,DDCBAAB,CCCDCBA,DCBBBBA,CDCCCAA,CDCBAAD,BCDDCAA,DCAAACD,AACCCDD,ABDDDAA,DCCBABC,DBABADD,ACDDDCA
29,ABCCCCC,AACCCDD,ACBDCCA,CDDCBAA,DDCBAAA,AABCCDD,AACDDCB,DDCCBAA,AABBCDD,DDCBBAA,DDCBAAB,AACBDDD
30,ABCDDCA,DDCBBAA,DDCBAAA,AABCDDD,AABCCDD,DDCAAAC,DDDBAAA,AACCCDD,DDDCBAA,DDCBBAA,AABBCDD,AABBCDD
31,AACDDCC,DDCBAAB,CDDCBAA,AABCDDD,DDDCBAA,CCDDCAA,AABCDDD,CBAACDD,DDCBAAA,DDBAABB,CCDDCAA,AABCDCD
32,DDCCAAA,AABCDDC,CBDDCAA,DDDCBAA,BBABBBD,AABCDDD,DDCBBAA,AABCCDD,ABCDDCB,DDDCBAA,CAAACDD,BBDCDCA
33,CBCDCAA,ACDDCAA,ACDDCAA,AACDDCB,AABCDDC,CAAACDD,BAABCDD,ABCBBCD,CBBAACD,DDCBAAA,CDDCBAA,AACCBDD
34,DDCBAAA,AABBBDD,BCDBABD,DBBADCA,DDDCBAA,BAABCDD,AABDDCC,DDCCBAA,AABBCDD,AACCDDC,DCDCCAA,DDCBBAA
35,DDCBAAA,ABBBADD,DCBBBBB,AAACDDD,AABBCDD,AAABCDD,DDBAABB,ADDCBAB,DDCBAAA,DCCBBBA,CCDCBBA,BBDCDBA
36,AABBCDD,AABBCDD,CCDDAAC,DDCBCAA,AAABCDD,AABCCDD,DDDBBAA,DDCCBAA,AAABDDD,ABCDDCA,ABDDBBD,DDCCBAA
37,DDBBABD,CABDCAD,AABBBDD,BBCDDCA,DDCCBAA,CBAABDD,AACDDCB,DDCAAAB,AABBCDD,DDCBBBA,DBBAACD,DADCBAA
38,CDDCBAA,DDCBAAB,BAACDDC,ACDCCAD,DDCBBAA,DDDCBAA,AABCDDC,DDCAABA,DDBAAAD,ACDCBAC,ACDAABD,AABBCDD
39,ABCDDCB,CDDBAAB,DDBAABB,AAABCDD,DDCCBAA,BCDDDBA,BAABCDD,CDDCBAA,BBDDABB,BAABCDD,ABBABDD,AAACDDD
40,AABBCDD,CAABDDC,DDCBAAC,BDDDCBA,DCAABCD,DCAABCD,AAABDDD,BBDDCBA,DDDCBAA,AABCDDC,DCAABCD,BAABCDD
41,DDBBBAA,ABBBCDD,DCCDBAA,AABDDCB,CDCAABC,DDCBBAA,DDCBAAB,AABCCDD,DDCCBAA,AAACCDD,DCAACCB,CDDCBAA
42,AABCCDD,ADBCBBB,DDCCBAA,DDCBAAA,AABCCDD,AABCCDD,AABCDDD,DDCCBAA,DDCBBAA,AAABCDD,ACDDDBB,BDCBCBA
43,DDDCBAA,DDCBBAA,DCBAABD,AABCCDD,AACCCCD,CDDCCAA,AACDDCB,AACDDCB,DBABCCB,DCBABBC,AAACCDD,AABBCDD
44,BBDCBCA,AAABDDD,CCAABDD,BAABCDD,DDCCBAA,DDCCBAA,AABBCDD,CDDCBAA,AABDCCD,AABCDDB,AABBDDD,DDCAABC
45,AAACDDC,AABDDDC,CBAACDD,DDCBBAA,AABCCDD,AABCCDD,DDCBBAA,BCAABDD,DDDBAAA,ABCDDCA,AAABCDD,DDAAACC
46,BABBDDC,AABCDDD,DBCDCAA,DDCCAAA,DDCAABB,AABCCDD,BCDDBAA,DDCCBAA,AAACDDC,ACDCAAC,BAABCDD,DDBAABC
47,CCDDAAC,AACCDCC,AACCBDD,DDCCBAA,BAABCDD,AABCCDD,DDCBAAA,DDCCBAA,AABCCDD,DDCAABA,DBAABCD,DDCCBAA
48,DDDBBAA,DDCBBAA,ABBBCDD,AACDDCA,CCBDDCA,CBBAADD,ABDDCAA,DDCBBAA,DDCBAAB,AABBCDD,CBAABDD,ABCDDBB
49,DDDCBAA,DDDCAAA,AACCCCD,CBAACDD,DCBBCBA,DDCBBAA,AABCDDD,DDCBBAA,DDCBAAB,ABBBBCD,BDBBCCA,AABBCDD
50,AAACDDD,CBABDDC,ACDDCBA,DDCBBAA,AAABCDD,AABCCDD,ACDDBAA,DDCCBAA,DDCBBAA,ABBBCDD,DDDBAAA,DCACDCA
51,AABCCDD,CABDDBA,AACDDCC,CCAAACD,CBACDCC,DDCCBAA,ABDDCBA,AABCCDD,DDDCBAA,DDCBAAB,BCDDCAA,AACDDBC
52,CBCDDBA,BDDDBAA,BCDDBAA,ABDDDBA,AABCDDB,AABBCDC,BAABCDD,ABCCBDD,BAABCDD,DCAAACC,CBAACDD,CBAABDD
53,AACCDDD,DCBABAC,ABCDDCA,DDCBBAA,AABCCDD,ABCDDCB,AACDCBB,BCDDCBA,DDCCBAA,AABCCDD,DDDCBAA,ABABCDD
54,DDCBAAA,AABCCDD,ACBBCCD,ACCDBCB,AABBDDD,AABCDDD,ADCCCBC,DCCCCBA,DDCCBAA,DDCBABA,DDCBBBA,CDCCCAA
55,AACDDDB,CDDDBAA,CCAABDD,DDCBAAB,ABDDDBA,DDCCBAA,ABCDDBA,AABCCDD,CDDCBAA,AABDDDA,CAABCDD,ABBACDD
56,CDCCCAA,DDBDAAB,BAABDDC,BCDDCBA,AAABDDD,CBAABDD,BCDDCAA,DBAABCD,AAABCDD,CDDCAAA,DDBBCAA,ABACDCD
57,AAABCDD,DCBCBAA,DDBAABA,DDCBAAA,AAABCDD,AABCCDD,CDDCBAA,DBAABCD,AAABCDD,CDCDDAA,DDCBAAA,ABDDCCB
58,AAAACDD,CBAABDD,DDCCBAA,DDCBAAB,BAABCDD,AABCCDD,ABDDCBA,DDCBBAA,DDCCAAB,AABCDDD,DDCAAAB,BCDDDBA
59,CDDCBAA,AABCDDD,CCDDCAA,DDCCBAA,DDBBBAA,AABCCDD,ACDDCAA,DDCBAAB,AABCDDD,DDDBBAA,DDDCAAA,AABCCDD
60,ABCCCAD,ADCABDC,ABDDDCA,DDCBBAA,AABBCDD,AABCCDD,ABDDBBA,DDDCBAA,DDCBAAB,AABBCDD,DDDBAAB,DDCBBAA
61,CDDCAAD,DDDCBAA,AACDDCB,DDBAAAC,AACDDCB,DCBAABB,AAABCDD,DDDCBAA,AAABCDD,DDCBAAA,AABCDDC,AAABCDD
62,DDCBAAA,ABBABDD,AABCCDD,ABDCDBA,DDCCBAA,AABCCDD,AACDDCB,DDCCBAA,BAABCDD,AACCCDC,CDDDBAA,DDCCAAA
63,ACDDCBA,DDBCAAB,CBABDCC,DDCCBAA,BAABBCD,AABCCDD,CDDDBAA,DDCCBAA,BBAABDD,AABBCDD,DDCBBBA,BCDBBCA
64,DDCBAAA,DDCBAAA,BDDBAAC,AABBCDD,AABCDDD,ABCDDBA,DBABCDC,CBCDCBA,DDDCBAA,ABBCDBC,AACCDCC,DBBCDAA
65,AACCDDC,DDCBAAA,ABABCDD,DDDCBAA,DBBDDAC,AABCCDD,AABCDDD,DDCCBAA,DDCCBAA,AABCCDD,BDDDBAA,AAACDDB
66,AABCDDD,AACDCCB,CCDCCAB,DDCBBAA,DBAABDD,AABCCDD,CDDDBAA,DDCCBAA,CBAABDD,AABBCDD,ACACCDB,BCCCCCA
67,AAABCDD,DDCCBAA,DDCBBAA,DCCCCAA,BACCBDD,ADCBCAB,AAABCDD,ABDDCBA,DDDCBAA,DDCBBAA,BBABDCD,AACCDDD
68,DDDCBAA,CCCCCBA,ABCCBCD,AABBCDD,AABCCDD,BDDAACC,DCBAABC,AACCDCC,DDCABBA,CCCCDAA,DDBBBAA,ABDDCCA
69,AACDDCC,DDCBAAA,DCBDCAA,DDCBAAA,AAABCDD,AABCCDD,ABDDCBA,DDCCBAA,DDCBBAA,AAACCDD,AABCCDD,AABCCDD
70,DCBBACA,AAABDDD,DCBBCBA,AACDDCB,DDBABBA,DCAABCD,AABCDDD,DDCBBAA,ABBACDD,CDDDBAA,ACAABDD,DDCBAAB
71,CDDCBAA,DDCBAAB,DDBAABC,AABBDDD,AACCCDC,DDCCBAA,BBAABCD,DBABBCC,DDDCBAA,DCCBBBA,AACCCCD,AABCCDD
72,DDDCAAB,CDCABAC,BDABCDC,DBADACC,AABCCDD,ABBBCDD,DDBABBB,ABCDDCB,DDCBBAA,DDCCAAA,AABBDBD,ABCCDDB
73,ABDDCCA,DDBBCAB,BDDCBCA,DDCBBAA,AABCCDD,AABCDDD,DDDBAAA,DDCCBAA,DDBAABC,AABCCDD,BADDADB,BCDBACA
74,CDDCBAA,AAADDDC,ADCCBCB,CDDCCAA,DDCBBAA,BAABCDD,AABCDDD,DDCCBAA,BAABCDD,ABACCDD,DCBBABB,BCBACBD
75,AABCDDD,DDCBBAA,DDCBAAA,AABBCDD,AABCDDD,DDCCBAA,CCDBAAC,AABCDDD,DDDCBAA,DDBBBAA,AABBCDD,AABCCDD
76,AACDDDB,DDCBAAB,DDDCBAA,ABCDCCC,ABDDDBB,DCAABCD,DDCBBAA,AABCCDD,DDCBBAA,AACDDBB,DDBAACD,BAADDBC
77,AABCCDD,DDCBBAA,DDCBAAA,DDBAABB,AAABCDD,AABCDDD,BCDDBAA,DDCCBAA,DDBAACB,DDCAABD,BDCABBD,AACDBDD
78,DDCAACC,DDCBABA,DDCBBAA,AABBCDD,AABCCDD,AABCDDA,DDCBAAA,AABCCDD,CCBDDAA,DDBCBAB,BCBBCDA,CBDCCBA
79,DDDCAAA,DCBCBAA,AACCBCD,BBABDDB,DAACDCA,DDCAAAB,AABCDDD,DDCCBAA,DDCBAAB,AAABDDD,DBBCCBA,AABBCDD
80,AABCDDC,BDDCBAA,AACDDCC,DCBAABD,DDCAAAB,ABCBBDD,AAACDDD,DDCBBAA,DDBAABC,DDCAABC,ABCDDCA,ABCDDCA
81,BDCDCAA,DCDAABC,AACCBCD,BCBCDCA,BAABDDC,DDCBAAB,AABDDCC,DDBBBAA,DDCBAAA,ABAACDD,BABDDBB,BCABDCD
82,BBBDBDA,DDBCCAA,DDCBBBA,DBBCBAA,AABCDDD,AABCCDD,DDCBBAA,AABCDDD,BBBBBDD,CCAACDC,DDDCAAA,AABCCDD
83,DDDCBAA,BBBABDD,AABCCDD,BBBBDDA,DCDCBAA,AABCCDD,ABDDCBA,DDCCBAA,AABBCDD,AABCCDD,DDBBAAA,DDBBAAB
84,BACBDCA,AABCDDD,DCDDAAB,DDDCBAA,BCDDBAA,AABBCDD,AABCDDD,DDCCBAA,BBAACDD,ABDCABD,AABDBBD,DDCCBAA
85,DDCBAAA,ABBCCDD,ABBCCDD,AABBCDD,DDDCBAA,DCBCDBA,DDCBAAB,AABCCDD,AABCDDD,DDCBBAA,DDDCBAA,DDCABBA
86,CDAACAD,DDDCAAA,AABCCDD,CBBDDBA,DBAACDC,DDCBAAB,AABCDDC,DDCBBAA,DDCBAAA,AACCCCD,ABABDDC,BDCCDAA
87,AABCDDD,DDCCBAA,DDCBAAA,AAABCDD,AABCDDD,DDCCBAA,CCDCAAC,AABCDDD,DDDCBAA,DDCBAAA,AABBCDD,AABCCDD
88,DDCBAAA,CDDBABA,AABBCCD,AACCDDB,AAAABDD,AAABCDD,DDBAABB,AABDDDB,CCCDBAA,DDDCAAA,DCBCBBA,AACBDCD
89,ACDDCAB,DCBBBAB,BBAABDD,DDCCCAA,AAACCDD,AABCCDD,DDDBBAA,DDCBBAA,BAABCDD,AABCCDD,DDBAABA,CCDCBAA
90,AABBCDD,BABDDCB,DCBAABD,CDDCBAA,AABCDDD,AABCDDD,DDDCAAA,BBBBADD,DDBAABC,DDDCAAA,AABCDDC,AAABCDD
91,AABBDDD,BBACDCA,BDBBADA,DCDCAAA,DDCBAAB,AABCCDD,ABDDCBA,DDCCBAA,BAABCDD,AAACCDD,BDBBDBA,BCDCBCA
92,AABCDDD,DBDBCBA,DCCCBAA,DDCCBAA,DCAABCD,ABDDBAC,AAABCDD,ACCDCCA,DDDCBAA,DDCAAAA,DBAACCC,ABCCDBD
93,CDDCABA,DDBCBAA,CBBAADD,DCDCBBA,DCBAAAC,AABCCDD,DDDBAAA,DDCCBAA,AABBCDD,DBCCCCA,BABDBCD,AAABDCD
94,AABCCDD,DDCBAAA,DDCBAAA,BAABBCD,AABCCDD,DDDCAAA,BCDDBAA,AACDDCC,DDCBBAA,BAAACDD,ACCBACD,AABCDDD
95,AACDDDC,DDCBBAA,AABCCDD,DDCCBAA,AABCCDD,BCDDCAA,AABDDCD,ABCDDCB,DDCCBAA,AABBCDD,DDCCAAA,AABCCDD
96,DDDCAAA,DDCBAAA,DDCAABC,ABABCDD,AABCCDD,CCDBABD,DDDBBAA,ACCCCCC,DDDCBAA,DCCCCAA,BABBBDD,AABBBDD
97,ABCBABD,DDDCBAA,ABDDDBA,CBAABDD,DDDCBAA,AAACDDD,AAABCDD,DDDCBAA,DDCBAAB,DDDCBAA,AABCDDC,AABCDDC
98,CBAAADD,AABDDCC,BCDDBAA,CDDCAAA,DDDCAAA,AABCCDD,ABCDDCA,DDCCBAA,AABDDCD,BBCDDBA,ABDBBCD,DDCBAAA
99,AADDDCB,DDCBAAA,AAABCDD,DDCBAAA,AABCCDD,AABDCCD,DDCBAAA,CCDDCBA,CBAABDD,ABBCCDC,DDCBAAA,AAABCDD
100,CDDCCAA,DDCBAAA,ABAABDD,AABCCDD,AABBCDD,DDDBAAB,DDDCBAA,AABCCDD,CDCCCBA,AAACCDD,BBCBACD,AABCDDD
101,AAABDDD,BBDBDAC,AADBADC,DDDCBAA,BAABCDD,AABCCDD,CDDCBAA,DDCCBAA,DDBAABB,AABBCDD,AADCDBC,AADDDCA
102,DDCBAAA,CCDACBB,CBABCCD,ABBDCBD,BAACDBD,BCCCABD,DCAACCD,ABCDDBB,DDDCBAA,DDCBAAA,DCDBABB,BDCCBCA
103,BBAADDC,BDDBACB,BAACDDC,AACCCDD,BBABDDB,DCDDBAA,BABDDCA,AAABCDD,DCBAABD,CDDCBAA,AABCDDC,CAAABDD
104,BAABBDD,AABBCDD,BBDBACD,DDCAACA,DCAABCD,AABCCDD,DDDBBAA,DDCCBAA,AABCDDD,AABDDCA,ABDCBCD,DDCBAAA
105,DDDCBAB,AAABCDD,DDCBAAA,AAABCDD,AABCCDD,AABCCDD,DDCBAAA,ABBCCDD,DDCCBAA,DBBCACB,CDAAACD,DCABBBB
106,AABCDDD,DDBBBAA,DDDCBAA,DBAABCD,AABCCDD,DDDCBAA,DDDBAAA,AABCDDD,DDCCBAA,AAABCDD,ABCCDCC,AABBCDD
107,ABBADDB,DDCBAAC,DDCCBAA,AABBCDD,DDCAABD,DCCDCAA,DDCBBAA,AABBCDD,BCDDCAA,DCAABCD,AABCDDC,DCAABCD
108,AACCDDC,DDCCBAA,DDCBBAA,AAABCDD,AABCCDD,DDCCBAA,AADDBBD,AABCCDD,DDDCBAA,DDCBBAA,AABBCDD,AABCCDD
109,AABCCDD,AABCDDD,CCDDCAA,DDCCBAA,AABCCDD,AACDDCC,AACDDCC,CCDDCBA,DDCCBAA,AABCCDD,ABDDCBA,DDCCBAA
110,DDCBAAA,BABBADD,ABBACCD,BABBCCD,AACCDDD,DCCCCAA,DDCBAAA,ACCCDCB,DCDBABC,BADDDAB,DBCDCAB,DCCCBBA
111,DDDCBAA,DCBBACD,ABCBBCD,AABCDDC,AABCCDD,ABBABDC,BDCAACD,DDDCAAA,DDDCAAA,DDCBBBA,DCDCBAB,DCBABBB
112,AABBBDD,CDDDBAA,DCBAADC,AABBCDD,AABCDDD,DDCBBAA,AAABCDD,DDCBBAA,DDCCBAA,DBACBBC,ABABDDD,DDBABAB
113,ABBBCDD,ACDDCAA,ABCDDCA,BAACDDC,ABDDCBD,AABCCDD,DDDBAAA,CCAAACD,DDBAABC,DCBAACD,DDDCAAA,BCDDCAA
114,AACCDCC,DDCCAAA,BABACCD,AACBCDC,DBAABCA,DDCBAAB,AABDDDC,DDCABBA,DDCBAAA,ABCDDCB,AABBCDD,AACCDDD
115,DDDCAAA,ABABCDD,ABBCDCC,BCBBBBD,AABCCDD,AABCCDD,DCCAABC,CDDCBAA,DDCCAAA,DDBBABB,BDCCDBA,DCDCAAA
116,DDBCAAC,ACBDCCA,DCBABBD,DDDCBAA,AAABCDD,DDDCBAA,BAABCDD,AABCCDD,ABCDDAC,DDCCABA,AABBCDD,CABDDBA
117,ACDDBAB,DDCBBAA,DDCBAAA,AABCCDD,AABCDDD,DDDCAAB,CDDCBAA,ABCCDCC,DDCCBAA,DDCCAAA,ABCDACD,AABCCDD
118,ABAACDD,BAAACDD,DCBAACD,CDDCBAA,BAABDDD,AABBCDD,CDDCBAA,DDBAACC,CBAABDD,BCDDCAA,AABCDDD,AABCDDC
119,AABCCDD,BCCAADC,CBABCCD,DDCCBAA,AAABCDD,ABBDCDC,AABDDCC,CDDDCAA,DDCCBAA,AAABCDD,ABCBBCD,ABBCDDB
120,DDCBAAA,DDDCAAA,AAABCDD,AABBBDD,BDDCCBA,DDCCBAA,AAABCDD,DDCCBAA,DDCAABC,ABCCCCD,AACDDBB,DCABBDB
121,CCBDDAA,AABCDDC,CCAACDD,DDCAACB,DCBAACD,AABCCDD,DDCBBAA,CBBAACD,BAABDDD,DDDBBAA,ACBBCDD,DDCBAAB
122,DDCCBAA,ABABCDD,ABABCDD,BCDDCBA,DDDCBAA,BAABCDD,ABCDDBA,CBAABDD,AABCCDD,DDDCAAA,DDCBBAA,DDABBAB
123,ACDDCBA,CBBABCD,AABCDDC,DDDCBAA,BAABCDD,AABCDDD,BCDDBAA,DDCCBAA,DDBAABC,AABCCDD,DDDCAAA,DDAABCB
124,DDCBAAA,CDDAABB,ACBBCDD,AAABDDD,AABCCDD,CCCDDBA,DBACDCA,DCABCBA,DCAAACD,AACDDBA,BBADDBB,DCCBCBA
125,AABCDDD,DCDCBAA,DCACDBA,CBAAACD,AABCCDD,CCCDCAA,DDCBAAA,BBBAADD,AAABCDD,ABBACDD,CACCDCB,BCBCABD
126,AABCDDD,DDCCAAA,DCCCBAA,DDCAABC,AABCCDD,AABCCDD,DDCBAAA,BAABCDD,AAABCDD,AACDCBD,DDCBBBA,ABBCDCD
127,AACDCDD,ACBCDBA,CDDCBAA,DDCBAAB,AABCCDD,AABCDDD,DDDBAAA,DDDCCAA,DDCAAAC,AABCCDD,CCDDAAA,DCBCDAA
128,DDDCBAA,BACACDC,CBDBAAD,AABDCCD,CDDBBAA,AACCDDC,AABCCDD,CDDCBAA,DDCBBBA,BABDCBD,DDDBAAA,CCDCBAA
129,CCDDCAA,DDCBAAA,AABBCDD,CDDCBAA,AAABCDD,AABCCDD,DDCBAAA,DDCCBAA,AAABCDD,ACDDCBA,DDCBBAA,AABBCCD
130,AABCCDD,AABCCCD,BCDCDAA,DDCCBAA,AABCCDD,AACDDCC,AABDDCC,CDDDCAA,DDCCBAA,AABCCDD,BDDDCAA,DDDBBBA
131,BCDDCBA,DDCBAAA,BBBABCD,AAABCDD,AABCCDD,DDDCAAA,AACDDCB,AABCDDD,DDCCBAA,DDCBBAA,ABABCDD,AABBCDD
132,AABCCDD,CDDBABB,CCDDBBA,DDCBBAA,AABCCDD,AABCDDD,DDCBAAA,DDCCBAA,AAABBDD,AABCCDD,DDBAABD,AACDCAC
133,DBABDCB,ABDDCBA,ABDDBCD,CAABBDD,DBABABD,DDBBAAC,BAADDBC,CCAAACD,DCBAABD,DCBAABD,DCAAACD,DBAABDD
134,AABCDDD,DDCBBAA,DDCBAAA,AABBCDD,AABCDDD,DDCCBAA,CBDCAAC,AABCDDD,DDDCBAA,DDCBAAA,AABBCDD,AABCCDD
135,BDDDCBA,DDCBAAA,DDAAACB,CAAABCD,AABCCDD,DDDBAAB,DDDCBAA,AACCDDC,DDCBBBA,DDBBABA,CCCBACD,AABBCDD
136,ABCCBDD,BDCCABA,BAADCDC,DDCBBAA,AAABCDD,AABCCDD,ABDDDBA,DDCCBAA,DDCBAAB,AAACCDD,DCCCAAA,ABDCCDA
137,AAABCDD,AADDCBA,DDCCBAA,DDDCBAA,DCAAACD,AABCCDD,BCDDBAA,DDCCBAA,BAABCDD,AABCCDD,DBCCBBA,CDDDCAA
138,AABCDDD,DCCDCAA,DCDCBBA,DDCBAAA,AABBCDD,ABCCCDC,AADDCBB,CBDDCAA,DDCBBAA,AAABCDD,AABCDDD,CCCDCCA
139,AABCCDD,CDDDBAA,CDDCBAA,DCAABCD,AACCDDD,AABCCDD,DDCBAAB,AABCDDC,CAACDDB,AABDDDB,AABCDDD,AABCDDB
140,DDCBAAC,AAACDDD,ABBBCDD,CDDCCAA,DDCCBAA,AABCCDD,AABDDCC,DDCCBAA,BAABCDD,AABCCDD,DDCCBAA,DDCBBAA
141,BAADDDC,BAABCDD,CBAACDD,CBAABCD,DBDDBAA,BCDCAAD,DCAABCB,AAACDDD,ABBABDD,DCBBABC,DDDBAAA,AACCCDC
142,DDDCAAA,DCACCAC,DCDBAAB,BBBBBBD,AABCCDD,AABCCDD,DDBAAAB,AACDCCD,DDCCBAA,DDBBBBA,CABABCD,CCDCABA
143,AAABCDD,ABBCDCC,DCDBCAA,DDCCBAA,CBAABDD,AABCCDD,AACDDCB,DDCCBAA,DDBAABC,AABBCDD,ACCCCAC,DDCCBAA
144,DDCBAAA,CDDBAAA,ACDDBAC,ACDDCBA,BBBAADD,BBABBCD,ABBABDD,CDDCBAA,DDCCBAA,DDCBBAA,DDBACCA,BCABDCA
145,DDCBAAA,AACBDDD,CADDCAB,DCCCBAA,AABBCDD,AABCDDD,BABBBDD,CDDCBBA,DDDCBAA,DDCBBAA,CCDDAAB,DDCBBBA
146,BCDDCAA,DDCBBAA,DDBAABD,AABCCDD,AABCCDD,DDDCAAA,DDDCBAA,AACCCDD,DDCCBAA,DDDCBAA,DDDCBAA,AABCDDD
147,AABCDDC,DCBAACD,DCAAACD,DDCBBAA,AACDDCC,DCAABCD,DDCBAAA,AABCDDC,CBBABCD,DDCABBA,CBAACDD,CBAACDD
148,ABDDDBB,DDCBAAA,AABCDDD,DCBAABD,ACDDCAA,DDCBAAA,DDDBAAB,AABCDDD,DDCBBBA,AABCCDD,DDCBAAB,ABCDDAA
149,DDDCAAA,AAABCDD,AABCCDD,DDCCBAA,BAAACDD,AABCCDD,DDDCBAA,DDCCBAA,DBAABCD,AABCCDD,DDCCAAA,DCBAABD
150,CBBAADD,AACCDDC,DCBDDAA,ABBCDCB,DDCBBAA,AABCCDD,ACDDCAA,DDCBAAB,AACCBCD,CABDDBA,BABDDBB,CCDDBAA
151,AABCDDD,DDCCBAA,DDCBBAA,AAABCDD,AABCCDD,DDCCBAA,BBDDABC,AABCDDD,DDDCBAA,DDCBBAA,AABBCDD,AABCCDD
