,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
30,CAABB,CCBAA,CCBAA,CCBAA,CCCBA,ACCBA,AABCC,AABCC,AABCC,ABCBC,ACCBB,CCBAA,CBAAA,CCBAA,CBBBA,AABCC,AABCC,CCBAA,CBAAB,CCBAA,AABCC,AABCC,AAACC,BAACC,AABCC,BAACC,AAABC,CCBAA,AABCC,ABCCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
31,CCBAA,CCBAA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,CCBAA,CBBBA,BAABC,ABCCC,CCBAA,BAABC,ACCBB,CCBAA,BBCCA,AABCC,ACCBA,CBAAA,AABCC,ABCCC,BCBAB,BBAAC,AABCC,AABCC,AABCC,BBAAC,AABCC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
32,ABCCC,CCAAB,CCBAA,CCBAA,CCBAA,AACCA,AABCC,AABCC,AABCC,ABCCC,BCCAA,CCBAA,CCBAA,AABCB,CCBAA,AABCC,CBAAB,CCAAC,CBAAB,AABCC,AABCC,CABCA,AABCC,AABCC,AABCC,AABCC,CAABC,CCBAA,BAACC,AABBC,AABCC,ABBCC,AABCC,AABCC,AABCC,AABCC,CCBAA,CCBBA
33,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CBAAB,AABCC,CCCBA,AABCC,ABCCC,CCBAA,CCBAA,ABCCC,AAABC,ABBCC,AABBC,AABCC,AABCC,AABCC,AABCC,ACBBC,AABCC,CCBAB,AABBC,ABCCB,CCBBA,CBAAA,BAABC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
34,ABCCC,CCBAA,CCBAA,CCBBA,CCBBA,AABCC,AABCC,AABCC,BCCBA,ABCCC,CCBAA,CCBAA,CCAAB,AABCC,ACCBA,CBAAC,ACCAA,ABCCC,ABCCC,CBAAA,CCBAA,BAABC,CCBAA,BBAAC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
35,ACCAB,CCCBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,CBAAA,CBBBA,AABCC,ABCCB,CCBAA,BAABC,ABCCB,BACCA,ABBBC,CBBCA,CCBAA,ABCCC,BBAAC,AABCC,BCBAA,BBAAC,AACCA,AABCC,AABCC,CBBBA,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
36,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCBAA,CCBAA,AAABC,AABCC,ABCCC,CCBAA,CCBAA,AABCC,AAACC,ACCBA,CCBAA,CCBAA,CCBAA,CCBAA,CBBAA,CCBAA,BCBAB,CCAAA,ABBBC,AABBC,AABCC,BAABC,BABCC,BAABC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,CCAAB
37,ABCCC,CCBAA,CCBAA,CCBAA,BBCCA,BCCBA,AABCC,AAABC,AABCC,ABCBB,ACCBB,CCBAA,BCCAA,CCBAA,ACCBA,CCCBA,CAAAC,CBAAA,CBAAB,AABCC,CCCBA,CABCB,AAACC,BAABC,AABCC,AAABC,AABBC,CABCA,CAACC,CAABC,AABCC,AABCC,AABCC,ABBBC,ABCCC,AACCB,CCBAA,CBBBA
38,ABCCC,CCBAA,CCBAA,CCBBA,AAABC,CCAAA,AABCC,AABCC,AABCC,ABCCB,CCBAA,CCBAA,AABCC,AAABC,ACCBB,CCAAB,ACCAA,AABCC,ABCCB,CCBAA,CCBAA,BCCAA,CCBAA,ABABC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABBC,ABBBC
39,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,CCAAA,AABCC,AABCC,CBAAB,ABCCC,CCBAA,CCBAA,CCAAB,AABCC,ACCBB,CBBAA,AAABC,ACCCA,CBAAA,BACCA,BACCA,CBBBA,ABCCA,ABABC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,BAACC,AABCC,AABCC,AABCC,AABBC,ABBBC
40,ABCCC,CCBAA,CCBAA,CCBBA,CCBBA,ABCBC,AABCC,AABCC,CCBAA,ABCCB,CCBAA,CCBAA,AAABC,AABCC,ABBCC,AABBC,AABCC,AABCC,ABBCC,AABCC,AABCC,CBAAA,AABCC,AABBC,AACCC,AABCC,AABCC,CCBAA,CCBAA,AABBC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABBC,ABBBC
41,CCBBA,CCBAA,CCBAA,CCBAA,CCBAA,AACCC,AABCC,AABCC,ABBCC,ABCBC,ABCCB,CCBAA,CBAAA,CCBAA,CCBAA,AABCC,AABCC,CBABA,CBAAB,CBAAA,AABCC,BABCB,AAACC,AABCC,AABCC,CCAAB,AABBC,AAABC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
42,CBABB,ABAAC,AABCC,CBAAB,CCBAA,CBAAC,ABBAC,CBABA,AABBC,ABBCC,BCCBA,CCBAA,CCBAA,BAABC,ACCBB,CBBBA,AABCC,AABCC,CCBBA,ACBBC,AABCC,CBCBA,ACCBB,BBAAC,ABBCC,ABABC,CCCBA,CBBAA,CAABC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,BBCCA,CBCCA
43,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,CBAAB,AABCC,AABCC,CBAAA,ABCCC,CCBAA,CCBAA,AABCC,AAABC,ABBBC,AABCC,AABCC,ABBCC,AABBC,BAABC,ABBBC,ABBBC,BCBAA,BCBAC,AACCC,CCBBA,CBAAA,BBABC,AABCC,AABCC,AABCC,CAABB,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC
44,CBAAA,CCBAA,CCBAA,CCBAA,CCCBA,ABCCA,AABCC,AABCC,AABCC,ABCBC,ACCBB,CCBAA,CCBAA,CCBAA,CBBBA,AABCC,BBCBA,CCBAA,CCBBA,AABCC,CCBAA,BABCB,CCCBA,ABCCC,AABCC,ABBCC,AABBC,CBAAB,BBAAC,AAABC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
45,CBAAA,BCCAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AABCC,AABBC,ABCCB,ABCCB,CCBAA,CCBBA,CCBAA,CCBAA,BBCCA,AABCC,CCBAA,CBAAB,AABCC,AABCC,BABCB,CCCBA,CBAAA,AABCC,AAABC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABCCC,BCCBA,AABCC,AABCC,AABCC
46,BCBAB,CCCBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,AABCC,CBAAA,CCBAA,AABCC,ACCCB,CBAAB,ABBBC,BBAAC,ABBCC,AABBC,CCBAA,ABCCA,BCCBA,CCCBA,AACCA,AABCC,AABCC,AABCC,AABCC,AAABC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,BABCC,AABBC,ABBBC
47,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CCBAA,ABBAC,AABBC,AABCC,ABCCC,CCBAA,CCBAA,AAABC,AABCC,ABBCC,AABCC,CCBBA,CCBAA,CCAAB,CBBAA,ABCCA,CBAAC,AABCC,AAABC,AABCC,AABCC,ABCCB,CBAAB,AAABC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
48,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CCAAA,AABCC,CCCBA,AABCC,ABCCC,CCBAA,CCBAA,ABCCB,AAABC,ACCBA,BCCAA,CBAAA,ABCCC,ABBBC,CCBAA,CCBAA,CCBAA,CCBAA,BBAAC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
49,CCBAA,CCCBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,CAABC,CBCCA,ABBCC,BCBAA,CCBAA,BAABC,ACBAC,ABCCB,ABBBC,CBBCA,BABCA,AACCA,CBBBA,ABCCC,CCBAA,ABBAC,AACCB,AABCC,AABCC,AABCC,AABCC,AABBC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
50,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,AABCC,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,CCAAB,ABBCC,ACCBA,CABBA,CCCBA,AABBC,CCCBA,ACBAC,CCBAA,CCBAA,CCBAA,CCBAB,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
51,ABCCC,CCBAA,CCBAA,CBBBA,CCBBA,ABCCC,AABCC,AABCC,BCCBA,ABCCB,CCBAA,CCBAA,CCAAB,AABCC,ABCCB,CCBAA,ABBBC,ABCCC,CBAAA,AAABC,CCBAA,CCBAA,AAABC,BAABC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBCC,AABCC,ACCBA,CCBAB
52,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CCAAB,AABCC,CCCBA,AABCC,ABCCC,CCBAA,AAABC,CBBBA,AAABC,ACCBA,CBBAA,CCCBA,BCCBA,CBAAA,CCBAA,CCBAA,CCBAA,AAABC,BBAAC,ABBBC,AABCC,AABCC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
53,CBAAA,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,ABBCC,AABBC,AABCC,ABCBC,ACCBA,CCBAA,AAABC,CBAAA,ABCCA,AABCC,BABCC,CBAAA,ABCCC,CAAAC,AABCC,ACCCA,CCCBA,AABCC,AABCC,CBBBA,CBAAB,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
54,ABCCC,CCBAA,CCBAA,CCBBA,CCBBA,AABBC,CCBAA,CBAAC,AABCC,ABCCB,CCBAA,CCBAA,CCAAB,AABCC,ABBCC,AABCC,CCBBA,CCBAA,CCBAA,CBBAA,BCCBA,CBAAC,CCBAA,BCBAA,AACCC,AABCC,AABCC,AABCC,ABBBC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABBC,ABBBC
55,CBABA,CBBBA,CCBAA,CCBAA,AABCC,CCBAA,CBCCA,ABBBC,AABCC,ABCCB,AABCC,CCBAA,CBBBA,AAACC,ACCBA,CCBBA,CBCBA,ACCBC,ABBBC,BCCBA,BBCBA,AABCC,ABBCC,ABBAC,BCBAC,ABBBC,CCCBA,CBBBA,CAABB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,BBCCA,CBCCA
56,CBBAA,CCCBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,CCBAA,CBBBA,AABCC,AACCC,CCBAA,BAABC,ACCBA,AABCC,ACCBB,AABCC,CBAAA,CCBAA,ABCCC,ABCCC,AABCC,CCBAB,AABCC,AABCC,AAABC,BCBAB,ABBBC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
57,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCBAA,BCBAA,AAABC,AABCC,ABCCC,CCBAA,CCBAA,AAABC,AABCC,ABCCB,CCBAA,CCBAA,CCBAA,CBBAA,CCBAA,CCAAB,AAABC,AABCC,CCBAA,AABBC,ACCBA,CAABC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,CCAAB
58,CBBBA,CCBAA,CCBAA,CCBAA,CCCBA,ABCCA,AABCC,AABCC,ABBCC,ABCBC,ACCBB,CCBAA,CCBAA,CCBAA,CBAAB,BBCCA,AABCC,CBABA,CBAAB,AABCC,AABCC,BABCB,AAACC,AABCC,AABCC,AABCC,AABBC,CBBBA,BBAAC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
59,CCBAA,CCBBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABBC,AABCC,CBBAA,CCBAA,ABBCC,CBBBA,CAABC,ACCBB,BAACC,ABBBC,AABCC,ABCCC,AABCC,AAABC,ABCCC,CAACC,BAABC,ABCCB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABBC,ABBBC
60,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CBAAB,AABCC,AABCC,BAABC,ABCCC,CCBAA,CCBAA,ABCCC,AAABC,ABBBC,AABCC,AABCC,AABCC,AABCC,ABCCC,AAABC,BCBAC,CCCBA,AABBC,BCCBA,CCBAA,AABCC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
61,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CBAAB,AABCC,AABCC,BAABC,ABCCC,CCBAA,CCBAA,ABCCC,AAABC,ABCCC,AABCC,AABCC,ABBCC,BAABC,AABCC,AABCC,ABCCC,CBBBA,CBAAB,CCBAA,CBAAA,AABBC,AABBC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
62,BABCC,CCBAA,CCBAA,CCBAA,CCBAA,ABCCB,AABCC,AABCC,ABBCC,ABBBC,ABCCB,CCBBA,CBBBA,CBBAA,CBAAB,CCBAA,CBBBA,AABCC,CCAAC,AABCC,BCCBA,BABCB,AAACC,BAACC,AABCC,AAABC,AABBC,ABBBC,ABBBC,AABCC,AABCC,AABCC,AAABC,AABBC,BAABC,AABCC,AABCC,AABCC
63,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCAAA,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,AABCC,AAABC,ACCBB,CBBAA,BCCBA,ABCCC,ABBBC,BBCCA,CCBAA,CCBAA,CCBAA,BBAAC,ABCCB,AAACC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
64,ABCCC,CCBAA,CCBAA,CCBBA,AAABC,CCBAA,AABCC,AABCC,AABCC,ABCCB,CCBAA,CCBAA,AAABC,AAABC,ACCBA,CCBAA,ACCAA,CBAAA,ABCCC,CCCBA,CCBAA,CCBAA,AAABC,ACCBB,ABCCC,AABCC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,ABCCB,CCBAA,CCBAB
