,0,1,2,3,4,5
70,CBABD,CCACC,DCCAA,ADDBA,AACDB,DDDAA
71,DDCAA,BABCD,BDCBA,AADCD,DDBAA,AABDD
72,DBBBB,CDCAA,ABCDD,CABDD,DDCBA,AABDD
73,CDCAA,DDCBA,ABCDD,DCBBA,AABDD,BCBCB
74,DCABB,BBCDA,DCAAB,ADDCA,AACDD,DCBAB
75,BDDBA,CAABD,BDDCA,AABDD,DDBAA,AABDD
76,CDCBA,DBACC,CDCAB,DAACD,DBABB,BACCD
77,ACDCB,DDCAA,AACDD,DDBBA,DBCBB,AABDD
78,BACDB,CBABD,ABCDD,DBABB,DDBBA,DDBBA
79,DCCAA,AACCD,DDCAA,ADDCA,CAABD,BABCD
80,ABCDB,CDCAA,DAACC,ADDCB,DCDAA,ACADC
81,DDCAA,AACDD,CDCBA,BDCBA,DAAAD,ACBCD
82,CDCBA,DDBAA,ABBCD,DBAAB,AADCD,DBABC
83,DCBAB,ABCCD,DCABD,DDCBA,ABCDD,DDCAA
84,AAADD,CCCCA,DDAAC,ADDCA,AACDD,CCDBA
85,DAABC,ABCDD,DDBAA,BABCD,BDDBA,DCBAA
86,DCCBA,ABDCB,DDDAA,ADDBA,DAACC,ABCDC
87,BDDCA,CBABD,ADDCA,AABDD,DDCAA,AABDD
88,DCBBA,AACDD,AACCD,DABCC,DDCBA,DCAAC
89,DDCAA,BBDCA,AABDD,DCBAA,AABDD,DBBCA
90,ACCCC,BACDB,ACCCD,DCBAB,DBDCA,ACBAD
91,ABCDD,DDCBA,DAACD,CDCBA,AABCD,DCBCA
92,ACCCC,DDCBA,BACDC,AACDD,DDCAA,BBBDD
93,DCBBA,BBDDA,AABDD,DCBAA,AACDD,AABCD
94,BDDBA,DBAAC,ACDDB,CCACC,DCAAB,AABDD
95,BDDBA,CDDBA,ABCDC,ABCDD,DCAAC,CAACD
96,DCCAA,BABCD,ABCDC,DBACC,DDBAA,AABCD
97,BADDA,CDBAB,DCAAB,ABDDC,DBCCA,ADBBD
98,AABDD,CBBDA,DAABD,CDCBA,ABCDC,CCDBA
99,CDCAA,ACDCA,ABCDD,DBBBA,AABDD,DBABD
100,DDBAA,AABDD,BCDBA,DCABC,DDAAC,AABDD
101,ABCDD,CCCCA,ABCDD,DDBBA,BABCD,ABBDD
102,DABBB,BBBCC,ABCDD,AACDD,DDCAA,BABDC
103,BCCCB,ABBDD,CDCBA,BBABD,BACDA,BDCAC
104,ABBCD,CBDBA,BABDD,DCBAA,ABCDD,CCDBA
105,CBABD,DAABD,ABCDD,DBABB,DDBAA,CBDAA
106,ACDCC,DDBAB,ACDCC,DAACD,DCAAC,ABBCD
107,CDCBA,CAABD,CBCCA,CAABD,DDBAA,BDCAB
108,ADDCA,DCAAD,ACDCB,AABDD,DDCAA,AABDD
109,AACDD,DDCBA,ABCDD,ADCCB,DBABD,CDCBA
110,DBABC,AACCD,ADDCA,DAADC,DCBCA,DDCBA
111,DCBAB,AACCD,ABCCD,BADDB,DDCAA,DCCAA
112,ABDDA,BABCD,ADDCB,ABDCC,DDBAA,ABDCC
113,ABCDB,CDBAB,ABBDD,DCBAB,DADAC,DAADB
114,CDDBA,AACDD,DDCBA,ADCBA,DAACC,AABDD
115,DBABC,CDCAB,ABCDD,CACDA,DDCAA,DDCCA
116,BABDD,DCDBA,ABDDA,AACDD,BDDBA,ABDCC
117,DDCBA,BAACD,ACDCB,DBACC,DDBAA,AABCD
118,ABCBD,BACDC,ABCDD,DDBAA,AACDC,ACBCD
119,ABCDD,DDDBA,ABCDD,ADCDB,DCAAC,AABDD
120,DBBBA,AACCD,DDCBA,ABDDC,BABDD,ADCBB
121,ABADD,CCDBA,BABDD,DCBAB,ABDDB,DDDBA
122,DCAAC,ABCDB,DDAAB,CDBAC,ACDCC,DDCAA
123,CDBAC,CDDBA,AACDD,DDBBA,BABDD,DCBAA
124,DCBBA,AACCD,ABCDC,DDCAA,AABDD,BDCBA
125,ABDDC,DDBAB,ABDDB,DCBAB,AACDD,ABBDD
126,ADDCA,DDBAA,ABCDD,DCBAB,ABBDD,BAADD
127,ABCDC,DDCAA,ABCDD,DCBBA,BABCD,DDCBA
128,DBABC,BABDD,DBACC,ABDDB,DCAAB,DCBBA
129,DDCAA,ABDDA,AACDD,DCBBA,AACDD,DCAAB
130,ABCDD,DDCBA,ABCDD,ADCDB,DBABD,DDBBA
131,DDCAA,AACCD,BCDCA,ACBCD,DDBAA,AABCD
132,ACDCA,DDCAA,ABCDD,DCBBA,AABDD,CABDC
133,BCADA,BCCAC,CBDBA,ABCCD,DBDAB,CADAD
134,ADDCA,CBABD,ADDCA,AABDD,DDCAA,AABDD
135,DDCAA,DCBAC,ACDCA,CAACD,DCBAA,AABCD
136,ABDDB,CDCBA,AABDD,CDCBA,BABCD,BBADD
137,ABCDD,DDCBA,AABDD,DDBBA,AABDD,CCCCA
138,ABDDC,DDCAA,ABCDD,ADBCB,DBABD,ABCDC
139,ACCDA,DCAAB,ACBBD,DAACC,CCABC,ACBCD
140,BABCD,BCDDA,DBABC,BDCBA,AACDD,DDCAA
141,BDBAD,ABDBD,DDBBA,CAABD,CCDAA,DAACD
142,DCBAA,DBBAB,ABCDD,CABDD,DDBAA,BBCDB
143,ABCDD,DDCAA,AACDD,BDCBA,BABCD,BCDCA
144,DCBBA,ABBDC,AACCD,AACDC,DDCBA,CCBBC
145,DAACD,CDCBA,AABDD,AACDB,DDBAA,DCCBA
146,DDCAA,BABCD,ACDDB,CAADD,DDBBA,BAACD
147,BDCAC,BADCB,BDCAC,DAACC,BBDCB,AADCD
148,CDCBA,ADDBB,DDCAA,BAACD,DBABD,CABDC
149,DBABD,CDDBA,AACDD,DCBBA,AABDD,DDBAA
150,AABDD,BBACD,DCAAC,DDCAA,AACDD,BCCDA
151,ADDCA,DBABD,ADDCA,AABDD,DDCAA,AABDD
152,BBDAC,DBABD,CABCD,DCBBA,DCCAB,ABDBD
153,ABBDC,ABDCB,ABBDD,DBABB,CDDAA,CDACB
154,DBAAD,DCCAA,ABCDD,DAABC,DDBAA,DCCAA
155,BDDBA,DBAAD,ADDCA,AABDD,DDCAA,AABDD
156,DCBBB,CABCD,ABDDB,BADBD,DCBAA,ABCCD
157,ABCCD,BCDCA,DAABD,ADDCA,CAABD,DCBAA
158,DBBBB,CBACD,ABCDB,AADDC,DDBAA,ABBDD
159,CCDCA,CAABD,BDCCA,BDBAB,DCBAA,AABCD
160,ABCCD,CDCBA,BABDD,DCBAA,AACCD,DCCCA
161,DCBAA,CABCD,ABCCD,BABDD,DDCAA,BAACD
162,CDCCA,DABBC,ABCDC,DABBD,BCCAC,BCACD
163,DDCBA,CBBDB,CCBAC,CDBAB,ABCDD,CAABD
164,BDCCA,BDBAC,DCBBB,ADBDC,CDABB,ABCCD
165,DABCC,BCDCA,ACBCD,AACCD,DDBAA,CABDC
166,DCCBA,ABCCD,DDCAA,BDDBA,CBABD,BCBBD
167,DBAAC,ABBDC,DDBAB,DDCAA,ABDDC,DCCAA
168,DBBAD,CBBAC,DCBBA,CABCD,BDBAB,DDBAA
169,BDDBA,CDDBA,ABCDC,CBADC,DBABD,BAACD
170,DBABB,AACDD,CDCBA,AACDD,BACDC,ABBDC
171,ADDCA,CBABD,ADDCA,BABDD,DDBAA,AABDD
172,BCDAC,CACCD,ACDAC,DCAAD,DDCAA,ACACD
173,DCBAA,AACDD,DDCBA,ABDDC,ABDDB,ACDDB
174,DBAAD,DCCAB,DCBBA,ACCAD,ACDBC,DDBAB
175,ADDCB,BBDBB,ACDCB,AADDC,DCBAA,AABDD
176,DCBAA,AABCD,ABCDC,ABDCB,DCBAA,CCCBA
177,ABBCD,CDDBA,ABCDD,DCBBA,BABDD,DCBAB
178,DBABC,ABCDC,DBABD,CAACD,BDBBB,DCCCA
179,ADDCA,BABBD,ABCBD,AACDC,DDCAA,DBACB
180,DDCAA,BCDCA,ABCDD,DCBBA,AABDD,DCAAB
181,DCBAB,ABBCD,BBDCA,ABCDD,DDBBA,DCBAA
182,BCDCA,DDCBA,AABDD,DCBAB,AABDD,CAACD
183,ADDCA,CBABD,ADDCA,AABDD,DDCAA,AABDD
184,BDDBA,DBABD,ADDCA,AABDD,DDBAA,AABDD
185,BDDAB,CAACD,DABCA,ABBCD,DDBCA,AABDC
186,DAACC,ABACD,DCCCA,CAACD,DABBC,BCDCA
187,ACDCA,DDCBA,AACCD,DDBAA,ACBDC,BCBAD
188,CBDBA,DCCCA,ABCCD,BABDD,DDCAA,ABCDC
189,DBABD,BCCDA,DCAAB,CDCBA,ACDCB,DDCAA
190,BDCBB,CBCAD,CCDBA,BDAAD,DCBBA,DAADC
191,ABCDD,DDCBA,DAACD,BDCBA,AABDD,CDCBA
192,BDCCA,BACCD,BDCBA,BCABD,DDBAA,ACCBD
193,DDCAA,CDDBA,ABCDD,DCBBA,AACDD,DCBAA
194,ABCCD,DCABA,ABCDD,CAADC,DCCBA,ACADD
195,AACDD,DDCBA,ABCDD,BDBBA,CAACD,DCBBA
196,ACCCC,DDCBA,ABCDD,ABCDC,DCAAC,CDCAB
197,ACADC,ABCBD,DBACB,DBAAC,DDBAA,CDAAD
198,BBCBD,BCCAD,CADDA,AACDC,CDADA,BDAAD
199,DDBAB,CDDBA,ABCDD,DCBBA,AABDD,DBAAB
200,ABCDB,DCBAB,BABCD,DCBAA,CDAAD,DACCA
201,ABCBD,DACAC,ABCDD,DBAAB,BACDB,ACDCA
202,DBAAC,ACDCB,DDBAB,BDDBA,ABCDD,DDCAA
203,ADDCA,CBABD,ADDCA,AABDD,DDCAA,AABDD
204,DBBBB,AACCD,DDCBA,ABDCB,AACDD,ADBBB
205,DACBB,CBAAD,ACCDC,ABDCB,DCBAB,BCCDA
206,CDCBA,CDCBA,ABCDD,DCBBA,AABDD,DCABB
207,BDACC,ACCAD,CBDAC,BDACC,DBCCA,DBBDA
208,ACDCB,CCCCA,AACCD,CDCBA,DCABC,AABCD
209,DDCAA,DBAAD,ABCDC,DAACD,DDCAA,AABCD
210,DABBB,AABCD,ABDDB,ACDBB,DCABA,DCDBA
211,DDCBA,DDDAA,AACCD,DCABB,ACCCD,BAACD
212,ACDCC,AACDD,DDCAA,ABDCB,AABDD,ABCDC
213,DDCBA,CAACD,BCDCA,BDBBB,DDBAA,AABCD
214,DDCBA,AABCD,BCDCA,ADCCC,DDBAA,AABDD
215,ABBCD,CDDBA,ABCDD,BDCBA,DBABD,CBABD
216,ABDCC,DDCAA,ABCDD,DBBBA,CAACD,ADCCB
217,DCBAB,ABACD,CAADD,AABDD,DCCBA,DDCBA
218,AABDD,CBDBB,AACDD,DCBAA,ABCDC,CCDBA
219,DDCBA,BAACD,BBCDA,CBACD,DDCAA,BAACD
220,BAADD,CDDCA,BABDD,DDBBA,ACDCC,ABCDB
221,BABCD,BABDC,DDCBA,AABDD,DCAAC,BCDBA
222,ABCDD,DDCAA,ABCDD,CDBCA,CAABD,ADDBA
223,DCABB,ABDDC,DCAAC,DDCAA,ADDCB,DDBAA
224,ABDDC,DDCBA,ABCDD,DCBBA,AABDD,CCCBA
225,DCCBA,BBACD,ACCCC,ABDDC,DCBAA,ABDDB
226,ABCDD,ABCDD,DDBAA,ABDCB,AABCD,CBACD
227,DDCBA,BABCD,CDCBA,ACDCC,DDCBA,AABCD
228,ABDDC,DCBAA,AACDD,BABDD,DDCAA,AADBD
229,ABDDA,AABDD,DDCBA,ABDDB,AABDD,AADDC
230,ABCDD,DDCBA,ABCDD,DCBBA,BAACD,ABDDB
231,DAABD,CCDCA,DCABC,CDCBA,ABDDC,DCCBA
232,BBDAD,CACDA,BDCAB,AACCD,DDDAA,CAACD
233,CDCBA,DACCC,CDBAD,ABDCB,ACDBB,CABBD
234,DDCAA,AABCD,ABDDA,ADABD,DDCBA,CBABD
235,AACDD,CDCBA,ABCDD,DCBBA,BACCD,CCDCA
236,DDCBA,AABCD,ABDCC,DBABC,DDBAA,BABCD
237,DAABD,ACDDA,CABCD,DDBAA,ABCDD,DDCBA
238,DBBBA,AACDD,DDCAA,ACDCB,AACDD,BBDCB
239,DDBAA,AABCD,ACDCA,AACDC,DDCAA,AABCD
240,DBBAD,BABDD,BBDCA,ABCDD,BDCBA,CCDCA
241,DCAAC,ABCDC,DDBAB,BDCAB,ABCDD,DDCAA
242,BDDBA,CAABD,BDDCA,AABDD,DDBAA,AABDD
243,BDBCA,DBDBA,AACDD,DCBAA,AABDD,CCBCA
244,DDCAA,DDBAA,BDCBA,ACDCC,DBABD,CACDB
245,BBDCA,ACDCC,DBCCA,DABBD,BCDBA,DAACD
246,DDBAA,BABCD,ACDCA,ABDDC,DDBAA,AABCD
247,CDCAC,CABCD,DDCAA,CAACD,DCABB,ACCBD
248,CDCBA,BABCD,DDCBA,ACCCB,DCAAB,AACDD
249,BDCBA,DCBCA,AACDD,DDBBA,CAACD,BABCD
250,ACDBC,AADDC,CBDCA,ACDCD,DDCAA,AABDD
251,DCCBA,AABCD,CDCBA,AACDC,DDBAA,AABCD
252,ADDBA,CBABD,BDDCA,BABDD,DDBAA,AABDD
253,AABDD,DCDBA,DBABD,DDCAA,ABCCD,CDDCA
254,ABCDD,DDCBA,AACDD,DDBAA,AABCD,BBCCB
255,ADDCA,CBABD,ADDCA,AABDD,DDCAA,AABDD
256,CDCAB,CABDC,BDCAB,CAACD,DCCAA,BCACD
257,ABCDD,DCCBA,AACDD,CDCBA,DAACD,ABCDC
258,DBBAD,DCBBA,CAACD,DBABD,ADCBC,DDCAA
259,CDDAA,DDCAA,ABCDD,DBBBA,BAACD,DCBAA
260,CDCCA,BDCBA,BBDDA,ACDCC,DDCAA,BCADD
261,CDBBB,BCDCA,BABCD,DDBBA,AABDD,BBBCD
262,AACBD,BBDBB,ABCDD,DCBAA,ABCDC,CCDBA
263,CAACD,DDCAA,ABCDC,ABDDC,DDBAA,BDCCA
264,DCBAA,BABDD,BAACD,DBAAD,DDCAA,BBBCD
265,DBBBB,BABCD,ABCCD,DACCA,DDBAA,CBAAD
266,DDCBA,ABDDB,ABDDB,DDAAB,DDBBA,AABCD
267,BAADD,DCCBA,CABCD,DDBAA,ABDDC,BCDCA
268,AABDD,ACDCB,DDCAA,ADDBA,ABCCD,DCDBA
269,CDCBA,ADBBD,DBAAD,AACDC,CDCCA,CCACC
270,DCCBA,AABCD,CDDBA,AADDC,DCBBA,AABCD
271,DDCAA,AACCD,ABDDB,CCACC,DCCAA,AABCD
272,DCCBA,AABCD,CDCBA,ABDDC,CABDD,ACCCC
273,DCBAA,ABCDD,ADDBB,AACDD,DDCBA,DDCAA
274,AACDC,ADDBB,BABCD,DDBAA,ABCDD,CDDBA
275,ABDDB,DCABB,DCBBA,ABDCC,DDCAA,CBABD
276,CDDBA,DCAAB,ABCCD,DBAAC,DAABD,AABDD
277,BCBDB,BCADB,BDBCA,ACBCC,CCCAC,ADADB
278,DAABD,ABCDC,DDBAB,DDBAB,ABCDD,DDCAA
279,CAACD,BDDBA,DBABD,CDCBA,ABDDC,DDBAA
280,AACDD,DDCBA,ABCDD,ADCCB,DBABD,CDBBB
281,BCDCA,CADDA,AABDD,CAACD,BDDBA,ABBCD
282,BBBBD,CAACD,DAABC,CDCBA,AACDC,ABDCC
283,DAACC,CBABD,ABCDC,ACDBA,DCABB,DDBBA
284,DBBBD,DCAAD,ACDCA,AADDC,DDBAA,ABDDC
285,ACBBD,DDABA,DCABB,ABDDC,DBABC,BDDAB
286,BDDBA,CAABD,BDDBA,AABDD,DDBAA,AABDD
287,DCCAA,AABDD,AACDD,DAACD,DDCBA,CAACD
288,DCABB,ACDDB,DAACD,DDCBA,ABCDD,DDCBA
289,BBADB,ABDCC,ACCCC,ABDCC,DBABD,BABDC
290,BBADC,BAACD,CDDBA,ABDCC,CBCBC,ABACD
291,ACDCB,DBACC,DABBC,AADDD,DCCAA,BCADC
292,DDCAA,AABCD,ABCCD,CABCD,DDBAA,BABCD
293,CDCBA,DCBAA,BCDCA,ADBBC,DDBAA,AABCD
294,DCCBA,BABBD,ACDCB,BABDD,DDCAA,ABADD
295,DBAAC,ABCDD,DDBAB,CDCAA,ABCDD,DDBAA
296,BDCCA,DCAAC,DDBAA,ABDDC,DDAAC,DAACD
297,DDCAA,ABDDC,ACDCA,CDBAB,CABCD,AABCD
298,DCCBA,ABDCC,DDCAA,ADDCA,CAACD,ACBCD
299,DCBCA,DDCBA,BAACD,DDCAA,AACDD,DCABB
300,DCCAA,ABBCD,ACDDB,BABDC,DCABB,ABBCD
301,ABADD,BADDB,BDDAB,ABDDC,DCBAB,CCACC
302,DCBAA,ABCDD,DDBAA,BDCAB,DDBAA,DBAAC
303,ADDCA,CAABD,BDDCA,AABDD,DDCAA,AABDD
304,CCDAC,CAACD,DCABB,CDCBA,CDDAA,ADDAC
305,CBABD,CABDC,DCABC,DDCAA,ABCDD,DCCBA
306,BCDCA,BCADC,ADCAC,BACBD,DBDBA,CABDC
307,BDACB,ACDCC,DCBCA,CABBD,CBDCA,CBBDA
308,CAACD,DCBAC,ABCDD,CABDC,DDBAA,ABCDB
309,DCBAA,AABCD,ABDDB,ACDCA,DCBAB,DDCBA
310,CAABD,DBABB,DCABD,DDBAA,ABDDB,DDCAA
311,CADBB,DABDA,CCBDA,AACCD,BDBAC,BCCAD
312,DDCAA,AABDD,CCDBA,BDCAA,CABBD,AABCD
313,ABDDB,DCAAC,ABCCD,DDCBA,CCAAD,DABDB
314,AADCD,DDCBA,AABDD,DDBAA,AACDD,DDBAA
315,CDCBA,BABDD,CDDBA,ABDCB,AABDD,AACDD
316,DDCAA,ABBBD,DCAAB,BABCD,CCDCA,BCABD
317,BCDAC,DABBD,ABACD,DAACD,BDCAC,CCACD
318,DDCAA,ABBCD,BDDBA,CAADD,DDCAA,AABDD
319,ABCDD,DDCBA,AACDD,DDCBA,CAACD,ABCDC
320,DBAAD,ACBCC,ABDDB,BADDC,DBABC,DDCAA
321,CDDBA,BACBD,CBDCA,BCACD,DCABB,BDAAD
322,DDCAA,DBBAC,ACDCA,CBACD,DDBAA,BABCD
323,CDCBA,AACCD,DDCAA,ADDCB,DDBAB,AABDD
324,ABDDB,CDCCA,CAACD,BDCBA,AACDD,DCACB
325,DDBBA,ACBDB,CCBAD,BAACD,CCDCA,AABDD
326,AACDD,DDCBA,AABDD,DCBAA,AACDD,DCCBA
327,ABBDC,BDCAB,DADBA,ACDCB,DCABD,BADDA
328,AACCD,DDCBA,AACDD,DDBBA,BABDD,DDCBA
329,DDCAA,AABCD,BCDCA,ABDCC,DDCBA,AABCD
330,BACDB,CAACD,ABBCD,BABCD,DDBAA,AABCD
331,BDDBA,BAACD,BDDBA,BABDD,DDBAA,AABDD
332,DAABD,AABDD,DCBAB,BDDBA,ADDBA,DBACC
333,DCAAB,ABCDD,DDBAB,CDCBA,ABDDC,DDBAA
334,ABCCD,DDCBA,ABCDD,DDBBA,CAACD,DDCAA
335,CDCAA,ACCDC,ABDDA,ABDBD,DCBCA,BABCD
336,BBBBD,CBADC,DDBAB,CDCAA,AACDC,CCDBA
337,DBBBB,ABCDC,DCAAC,DCAAC,ABDDC,DCAAB
338,DDBAA,ABBBD,ABDDB,DBABC,DDCAA,BBABD
339,ABCDD,DDCBA,BABDD,CDCBA,BABCD,ABCCC
340,ABACD,CCBCA,CABCD,CDCBA,AACDD,CCDCA
341,DCBAA,AABCD,ACDCB,DDCAA,ACDCA,BBACD
342,AABDD,BBDCA,DAABD,CDCBA,AACCD,CCCCA
343,AACDC,CDCCA,CABCD,ADDCA,BABCD,ACBDC
344,DCCAA,ADDCB,BAACD,DCBAB,ABCDD,BBADC
345,CDCCA,BDCBA,ACDCA,ABDCC,DDCAA,ACCBD
346,ADDCA,CBABD,BDDBA,AABDD,DDBAA,AABDD
347,DBCCA,DCAAC,ADCBC,AACDD,DDCBA,AABCD
348,CCCCA,ADBBC,BBACD,DBABC,BCCDA,ACADD
349,BCDCA,ADBAD,BDCAB,AACDD,DDBAA,ABBDD
350,ABCDD,CDCBA,BABDD,DCBAA,AACDD,CAADC
351,DCABA,BABCD,CCDCA,ADDBB,ACDCA,DCBAA
352,DBBBA,ABBBD,ACCDB,CDCAA,DCBBA,ABBCD
353,CDDAA,ABCCD,ACCDC,CABDD,CCCCA,ACABD
354,DBBBB,CAABD,ABCCD,CABDD,DDCAA,BAADD
355,DACCB,BABDD,DDBAB,ADDBA,AACDD,BABDD
356,DCABA,BCCDA,BABDD,CAACD,CDBAB,AABCD
357,BACBD,DCBCA,BABCD,DCBAB,ABDBC,CDCAA
358,ABCDD,DDCBA,ABCDD,CDCBA,CAACD,ACCDB
359,CBDCA,BBBBD,DBCBA,DACCC,DBADB,BDABD
360,DCBAA,AABCD,ADCCA,DCCAB,DBBBB,AABDD
361,DABCC,ACCCC,ABDCC,ACCCC,DDBAA,DDBBA
362,CACDB,ACDDB,CDACA,BACCD,DBABD,DCBAD
363,DDCAA,AACDD,DCBAC,BDDBA,BACDD,CBABD
364,DCBAA,AABCD,ABCDC,DBCBA,DDDBA,DCABA
365,CCDCA,BBABD,ABCDD,DAACD,DDBBA,AABDD
366,AADBD,DAADB,AACDD,CDCBA,DCABD,ACDAD
367,CCBBB,AABCD,ABCDD,DAACC,DCABB,BABCD
368,BBABD,CCADB,CAACD,DCBAA,ABCDD,CCDCA
369,DBACB,BDDCA,BABCD,CDCBA,AACCD,DBBAC
370,BDDBA,DCCAA,ABCCD,DDAAB,CDDAA,BAACD
371,DBABC,ABCDB,DDAAB,DDCAA,ABCCD,DDCAA
372,DCAAB,AABCD,ACDDB,ACDCA,DCBAB,CCCCA
373,DBBBA,AABCD,ACDCB,CCDAA,DDBAA,DDCAA
374,ADDBA,CBABD,BDDCA,AABDD,DDCAA,AABDD
375,CCDBA,CBADC,ADCAC,AACDD,DCCCA,BABCD
376,CABBD,BDDBA,BABCD,DCBAC,ABCDD,DDCBA
377,BDCDA,CDCAC,BDDBA,CDAAB,BAACD,ABDBD
378,DDCBA,DCBAC,BDDBA,CDAAD,DCABB,AABCD
379,BABDD,DDBAA,ABCCD,BACDD,DDBAA,CBADC
380,BDDBA,CDDBA,ABCDC,BBADC,DBABD,DCAAC
381,ADDCA,CDDBA,ABCDD,ABCDD,DCAAC,CAACD
382,ABCDD,DDBAA,BABDD,BDCBA,AABDD,ACDCA
383,AAADD,BDCBB,AABDD,DCBAA,ABBCD,CCDCA
384,ABDDA,DBBBB,ABCCD,BABDD,DDCAA,BBBDD
385,CACDA,BBBBD,ABCDD,AABDD,DDBAA,BABCD
386,ABCDC,BCDCA,DBABD,DDCAA,ABCDD,DDCBA
387,DDCAA,BAABD,BDDCA,ACCCC,DDBAA,AABCD
388,AACDC,CDCBA,AACDD,CDCBA,CAACD,AACDC
