,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
36,AACCC,CCCBA,CCCAA,CCCCA,ABBAC,CCCAA,CCCAA,AAAAC,AAACC,AAACC,CCCAA,CCCAA,AAACC,AAAAC,AACCA,CCCAA,CCCBA,CCCAA,CCCAA,CCCAA,CCCAA,BBCAA,CCCAA,AACAC,AAAAC,AAACC,BCAAC,BCACC,BCAAC,AAAAC,CCCAA,AAACC,AAACC,AAACC,AAACC,AAACC,CCCAA,CCCAC
37,AACCC,CCCAA,CBCAA,CCCAA,BBACA,BBBCA,AAAAC,AAAAC,AAABC,AACCB,AACCA,CCCCA,BACAA,CCCAA,AACCA,CBBCA,CCAAC,CCAAA,CCAAA,AAACC,CCCCA,CCACB,ABABC,BBAAC,AAACC,AAAAC,AAAAC,CCACA,CCACC,CCAAC,AAABC,AAACC,AAACC,AACAC,AACCC,AAACA,CCCCA,CCACA
38,AABCC,CCCCA,CCCAA,CCCCA,AABAC,CCCAA,AAACC,AAAAC,AAACC,AAACC,CCCAA,CCCAA,AAACC,ABAAC,AACCA,CCCAA,AACAA,AAACC,AACCA,CCCAA,CCCAA,BACAA,CBCAA,AACAC,AAACC,AAAAC,AAACC,AAACC,AAABC,AAAAC,AAAAC,AAACC,CCCAA,AAACC,AAACC,AAACC,AABAC,AACAC
39,AACCC,CCCCA,CCCAA,CCCCA,CCCCA,CCCAA,AAACC,AAAAC,CCAAA,AAACC,CCCAA,CCCAA,CCCAB,AAAAC,AACCA,CCCAA,AAAAC,AACCA,CCBAA,BBACA,BBACA,CCACA,AAACA,AACAC,AAACC,AAABC,AAAAC,AAACC,AAABC,AAAAC,AAABC,AAACC,BBABC,AAACC,AAACC,AAACC,AABAC,AACAC
40,AACCC,CCCCA,CCCAA,CCCCA,CCCCA,AACCC,AAACC,AAAAC,CCCAA,AAACC,CCCAA,CCCAA,AABAC,AAAAC,AAACC,AAAAC,AAACC,AAACC,AAACC,AAACC,AAACC,CCBAA,AAACC,AABAC,AAACC,AAAAC,AAACC,CCCAA,CCCAA,AAAAC,AAAAC,AAACC,AAACC,CCAAA,AAACC,AAACC,AABAC,AACAC
41,CCBCA,CCCAA,CCCAA,CCCAA,CCCAA,AAACC,AAACC,AAAAC,AABCC,AACCC,AACCA,CCCCA,CCCAA,CCCCA,CCCAA,AAACC,AAABC,CCAAA,CCAAA,CCAAA,AAACC,BCACC,ABABC,AAACC,AAACC,CCCAB,AAAAC,AAAAC,AAABC,AAAAC,AAAAC,AAACC,AAACC,AAACC,AACAC,AAACA,CCCCA,CCACA
42,CCAAA,AACAC,AAACC,CCCAA,CCCAA,CCCAC,AACAC,CCAAA,AAAAC,AAACC,BACCA,CCCBA,CCCCA,BBAAC,AACBA,CCACA,AAAAC,AAACC,CCBCA,AACAC,AAACC,CCACA,AACAB,BBCAC,AAACC,AACAC,CCCCA,CCBCA,CCAAC,AAAAC,AAABC,AAACC,AAACC,AAACC,AAACC,AAACC,BCACA,CCACA
43,AACCC,CCCCA,CCCAA,CCCCA,CCCCA,CCCAC,AAACC,AAAAC,CCAAA,AABCC,CCCAA,CCCAA,AAACC,ABAAC,AACBC,AAABC,AAACC,AAACC,AAAAC,BCAAC,AACAC,AACBC,BBCAA,BBCAC,AAACC,CCCCA,CCCAA,BACAC,AAAAC,AAAAC,AAABC,CCAAC,AAACC,AAACC,AAACC,AAACC,AAABC,AABAC
44,CCAAA,CCCBA,CCCAA,CCCAA,CCCCA,AABCA,AAACC,AAAAC,AAABC,AACCC,AACCA,CCCCA,CCCAA,CCCBA,CCACA,AAACC,BBACA,CCCAA,CCBCA,AAACC,CCCAA,BCACC,CCBCA,AABCC,AAAAC,AAAAC,AAAAC,CCCAA,BBCAC,AAAAC,AAACC,AAACC,AAACC,AAACC,AACAC,AAACA,CCCCA,CCACA
45,CCAAA,BBCAA,CCCBA,CCCAA,CCCAA,CCCAA,AAACC,AAABC,AAAAC,AACCC,AACCA,CCCCA,CCCCA,CCCAA,CCCAA,BAACA,AAABC,CCCAA,CCAAA,AAACC,AAACC,BCACC,CCBCA,CCAAA,AAACC,AAAAC,AAAAC,AAACC,AAACC,AAACC,AAABC,AAACC,AAACC,AACCC,BBCCA,AAACC,AAACC,AAACC
46,BACAA,CCCCA,AAACC,AAACC,CCCAA,CCCAC,AAACC,AAAAC,AAABC,CCBAA,CCCAA,AAACC,AACCA,CCAAC,AACAC,BCCAC,AAACC,AAAAC,CCCAA,AACCA,BBBCA,CCBCA,AAACA,AAACC,AAACC,AAABC,AAAAC,AABAC,CCCAA,AAAAC,AAAAC,AAACC,AAACC,AAACC,CCCAA,BBACC,AABAC,AACAC
47,AACCC,CCCCA,CCCAA,CCCCA,AAACC,CCCAA,AACAC,AAAAC,AAACC,AAACC,CCCAA,CCCAA,AABAC,AAAAC,AABCC,AAACC,CCCCA,CCCCA,CCCAC,CCBAA,AAACA,CCCAC,AAACC,AAAAC,AAACC,AAAAC,AAACA,CCAAC,AAAAC,AAABC,AAAAC,CCCAA,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
48,AACCC,CCCCA,CCCAA,CCCCA,AAACC,CCCAA,AAACC,CCCCA,AAACC,AAACC,CCCAA,CCCAA,AACCC,ABAAC,AACCA,BACBA,CCBAA,AACCC,AABAC,CCCAA,CCCAA,CCCAA,CBCAA,BACAC,AAACC,AAABC,AAABC,AAACC,AAABC,AAAAC,CCAAA,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
49,CCCAA,CCCCA,AAACC,AAACC,CCCAA,CCCAC,AAACC,AAAAC,CCAAC,CCACA,AAABC,BACAA,CCCCA,BCAAC,AACAC,AAACB,AACAC,CCACA,BCACA,AAACA,CCBCA,AACCC,CCCAA,AACAC,AAACC,AAACC,AAABC,AAABC,AAACC,AAAAC,CCCAA,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
50,AACCC,CCCCA,CCCAA,CCCBA,CCCCA,AAACC,AAACC,AAAAC,AAABC,AABCC,CCCAA,CCCAA,CCCAA,AAACC,AACCA,CCACA,CCCCA,AABAC,CCCCA,AACAC,CCCAA,CCCAA,CBCAA,CCCAA,AABCC,AAABC,AAABC,AAACC,AAABC,AAAAC,CCAAA,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
51,AACCC,CCCCA,CCCAA,CCBCA,CCCCA,AACCC,AAACC,AAAAC,BBBCA,AAACC,CCCAA,CCCAA,CCCAC,AAACC,AABCC,CCCAA,AACAC,AAACC,CCAAA,AABAC,CCCBA,CCCAA,AABAC,BCAAC,AAACC,AAABC,AAAAC,AAACC,AAABC,AAAAC,AAABC,AAACC,AAACC,AAACC,AABBC,AAACC,AACCA,CCCAA
52,AACCC,CCCCA,CCCAA,CCCCA,AAACC,CCCAA,AAACC,CCCCA,AAACC,AABCC,CCCAA,AAAAC,CCBCA,ABAAC,AACCA,CCCAA,CBCCA,BBCCA,CCCAA,CCCAA,CCCAA,CCCAA,AABAC,BACAC,AACAC,AAACC,AAABC,AAAAC,AAACC,CCCCA,AAABC,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
53,CCAAA,CCCAA,CCCAA,CCCAA,CCCAA,CCCAA,AAABC,AAAAC,AAACC,AACCC,AACCA,CCCCA,AAAAC,CCBAA,AABCA,AAACC,BBACC,CCAAA,AABCC,CCAAC,AAACC,AACCA,CCCCA,AAACC,AAAAC,CCABA,CCCAB,CCCAA,AAACC,AAAAC,AAAAC,AAACC,AAACC,AAACC,AACBC,AAACB,CCCCA,CCACA
54,AACCC,CCCCA,CCCAA,CCCCA,CCCCA,AAAAC,CCCAA,CCCAC,AAACC,AAACC,CCCAA,CCCAA,CCCAB,AAAAC,AAACC,AAACC,CCCCA,CCCAA,CCCBA,CCCAA,BBCCA,CCBAC,CCCAA,BACAA,AAACC,AAABC,AAABC,AAAAC,AACAC,AAAAC,AAAAC,AAACC,AAACC,CCCAA,AAACC,AAACC,AABAC,AACAC
55,CCACA,CCBCA,CCCAA,CCCAA,AAACC,CCCAA,CCACA,AACAC,AAACC,AAACB,AAACC,CCCCA,CCBCA,AAAAC,AACCA,CCCCA,CCACA,AACAC,AACAC,BBCCA,BBACA,AAACC,AAACC,AACAC,BACAC,AACAC,CCCCA,CCACA,CCACA,AAAAC,AAABC,AAACC,AAACC,AAACC,AAACC,AAACC,BCACA,CCACA
56,CCCAA,CCCCA,AAACC,AAACC,CCCAA,CCCAC,AAACC,AAAAC,CCCAA,CCACA,AAACC,AAACC,CCCCA,BCAAC,AACCA,AAACC,AACAB,AAACC,CCAAA,CCCAA,AABCC,AACCC,AAACC,CCCAA,AAACC,AAACC,AAAAC,BACAA,AACAC,AAAAC,CBCCA,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
57,AACCC,CCCCA,CCCAA,CCCBA,ABBAC,CCCAA,BACAA,AAAAC,AAACC,AABCC,CCCAA,CCCAA,AABAC,AAAAC,AACCC,CCCAA,CCCBA,CCCAA,CCBCA,CCCAA,CCCAA,AAAAC,AAACC,CBCBA,AAAAC,AACCA,CCAAC,AAABC,AAAAC,CCCAA,AAABC,AAACC,AAACC,AAACC,AAACC,AAACC,CCCAA,CCCAC
58,CCACA,CBCAA,CCCAA,CCCAA,CCCCA,AABCA,AAACC,AAAAC,AABCC,AACCC,AACCA,CCCCA,CCCAA,CCCCA,CCAAC,BAACA,AAABC,CCAAA,CCAAA,AAACC,AAACC,BCACC,ABABC,AAAAC,AAACC,AAACC,AAAAC,CCACA,BACAC,AAAAC,AAAAC,AAACC,AAACC,AAACC,AACAC,AAACA,CCCCA,CCACA
59,CBCAA,CCCCA,AAACC,AAACC,CCCAA,CCCAC,AAACC,AAAAC,AAACC,CCCAA,CCCAA,AAABC,CCBCA,CCAAC,AACAA,BCAAC,AACAC,AAACC,AABCC,AAACC,AAAAC,AACCC,CCACC,BCAAC,AAACB,ABACC,AAABC,AAACC,AAAAC,AAABC,AAABC,AAACC,CCCAA,AAACC,AAACC,AAACC,AABAC,AACAC
60,AACCC,CCCCA,CCCAA,CCCBA,AABAC,CCCAC,AAACC,AAAAC,BCAAC,AABCC,CCCAA,CCCAA,AABCC,ABAAC,AACAC,AAACC,AAACC,AAACC,AAACC,AAACC,ABBAC,BACAC,CCCCA,AAAAC,BBCCA,CCCAA,AAAAC,AAACC,AAAAC,AAAAC,CCAAA,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
61,AACCC,CCCCA,CCCAA,CCCBA,AABAC,CCCAC,AAACC,AAAAC,BCAAC,AABCC,CCCAA,CCCAA,AABCC,ABAAC,AACCC,AAACC,AAABC,AAACC,BBAAC,AAACC,AAACC,AAACC,CCACA,CCAAC,CCCCA,CCCAA,AAAAC,AAAAC,AAABC,CCBAA,AAABC,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
62,BCACC,CBCAA,CCCBA,CCCAA,CCCAA,AAACB,AAABC,AAAAC,AABCC,AACBC,AACCA,CCCCA,CCBCA,CCCAA,CCAAB,CCCAA,CCACA,AAACC,CCCAC,AAACC,BBBCA,BCACC,ABABC,BCAAC,AAACC,AAAAC,AAAAC,AACAC,AABAC,AAABC,AAAAC,AAACC,AAAAC,AAAAC,BBAAC,AAACC,AAACC,AAACC
63,AACCC,CCCCA,CCCAA,CCCCA,AABAC,CCCAA,AAACC,AAAAC,AAACC,AAACC,CCCAA,CCCAA,AAACC,ABAAC,AACBA,CCCAA,BBCCA,AACCC,AABAC,BBACA,CCCAA,CCCAA,CBCAA,BACAC,AABCB,ABAAC,AAABC,AAABC,AAABC,AAAAC,AAAAC,AAACC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
64,AACCC,CCCCA,CCCAA,CCBCA,AABAC,CCCAA,AAACC,AAAAC,AAACC,AAACC,CCCAA,CCCAA,AABAC,ABAAC,AACCA,CCCAA,AACAA,CCAAA,AACCC,CCCCA,CCCAA,CCCAA,AABAC,AACCA,AAACC,AAACC,AAAAC,AAACC,AAABC,AAAAC,AAAAC,AAACC,AAACC,CCCAA,AAACC,AAACC,CCCAA,CCCAA
65,AACCC,CCCCA,CCCAA,CCCCA,AACCC,CCCAA,AAACC,CCCCA,AAACC,AAACC,CCCAA,CCCAA,CCCCA,ABAAC,AACCA,CCCAA,BABCA,AAAAC,CCBCA,CCCAA,CCCAA,CCCAA,BBCAA,BACAC,AAACC,AAABC,AAAAC,AAACC,AAABC,AAAAC,AAAAC,AAABC,AAACC,AAACC,AAACC,AAACC,AABAC,AACAC
