,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
10,AAEEE,EEEDA,EEEAA,EEDEA,BBCAE,EEEAA,DCEAA,BBAAE,AAAEE,AABEE,EEEAA,EEEAA,AAAEE,BBAAE,AAEEB,EEBCA,EEDBA,EEEAA,EEEBA,BACAE,EEEAA,EEEAB,CBEAE,EEEAE,AAAEE,AAAAE,AAAEE,EEAAE,DEAEA,BAEAE,AAABE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
11,DDEAB,EEEAA,EEEAA,EEEAA,EEEBA,BAEAA,AAADE,AAAAE,AAAAE,AAEEE,DCEDA,EEEBA,EEECA,BAEEA,EEEAB,DEAAE,CEAEE,CCEAE,EEAAB,BBBAE,AAAEE,EEAEA,BBBAE,DDDEA,AAAEE,AAEAE,AAAAE,BBAEC,CCEAE,BBABE,AAAEE,AAAEE,AAAEE,AAAEE,AAADE,AAAEE,EEECA,EEDEA
12,AAEEE,EEEEA,EEEAA,EEDDA,EEEEA,AAACE,AAAEE,AAAAE,AAADE,EEBAA,EEEAA,EEEAA,EEEAB,CCEAE,AADEE,BBAEE,AAAEE,AAAEE,AAAAE,AAAAE,AAAAE,AAACE,AAAEE,AAEAE,AAAEE,AAAAE,AAAAE,DDEEA,EEEAA,AAAAE,AAABE,AAAEE,AAAEE,EEDAA,AAAEE,AAAEE,AABAE,AAEAE
13,BAEAA,EEEEA,AAAEE,AAAEE,DDEAA,EEEAD,AAADE,BBAAE,DDDEA,EEDBA,EEEAA,AAAEE,EECEA,CDAAE,AAEDD,BAEAA,AAACE,AAAEE,EEAAE,EEAAA,AAAEE,EEBEA,BBBAE,AAEAE,AAAEE,AAACE,AABAE,AAAEE,AADAE,AAAAE,AAABE,AAADE,EEEAA,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
14,AAEAE,DCEAE,EEDEA,EECEA,AAEAA,CBEEA,AAAEE,BCADE,AABCE,BADAE,EEABA,EECBA,EEEAA,EEECA,EEEAA,BAAAE,AAAEE,BACAE,EEABA,AAACE,DDEAA,AAAEE,DEAEE,CDADE,AAAAE,BAEAE,AAAEE,EEAEA,BDADE,AAABE,AAABE,AAADE,AAAEE,AAAEE,AAEAE,AAAEC,CCEAE,BAEAE
15,AAEEE,EEEEA,EEEAA,EEECA,BBBAE,EEEAA,AAAEE,EEEAA,AAAEE,AACEE,EEEAA,EEEAA,AAEEE,BBAAE,AAEDA,EEEAD,DDEEA,AAACE,EEBAA,BAEAA,EEEAA,EEEAA,DDEEA,DDEAA,AABEE,AAADE,AAACE,AAADE,AAAAE,EEAAE,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
16,AAEEE,EEEDA,EEEAA,EEEDA,EEEEA,EEEAE,AAAEE,AAAAE,EECAA,AABEE,EEEAA,EEEAA,EEEAB,AABEE,AACEE,AAACE,AAACE,AAACE,AAAAE,AAAEE,AAAEE,AAAEE,AAABE,EEEAE,AAAEE,AAADE,EEEEA,EEEAA,AAAAE,AAAAE,AAABE,AAADE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
17,AAEEE,EEEEA,EEEAA,EEDEA,EEEEA,AAAAE,EEEAA,EEEAE,AAADE,AAAEE,EEEAA,EEEAA,EEEAC,BBAAE,AAAEE,AAACE,DDEEA,EECDA,EEEAA,EEEAA,DDEEA,BAEAA,EEDEA,CCEAE,AAEEE,AAAAE,AAABE,AAAAE,CDDAE,AAAAE,AAAAE,AAABE,AAAEE,EEDAA,AAADE,AAAEE,AAACE,AACAE
18,AAEEE,EEEEA,EEEAA,EEDDA,EEEEA,AAAEE,AAAEE,AAAAE,DDDEA,AABEE,EEEAA,EEEAA,EEEAB,AAAEE,AABEE,AAAEE,AAAEE,AAAEE,AAACE,AAAEE,AAABE,AAAEE,BBEAE,AAABE,AAAEE,BBADE,AAAEE,EEEAA,EECAA,AAAAE,AAACE,AAADE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
19,AAEEE,EEEEA,EEEAA,EEDEA,EEEEA,EEEAA,AAADE,AAAAE,EEAAA,AABEE,EEEAA,EEEAA,BBCAE,BBAAE,AAEEA,DEAEC,CBCEA,EEBAA,EECAA,EEEAA,EECAA,BAEAA,EEBAE,BBEAE,AAAEE,AAACE,AAABE,AAADE,AAACE,AAABE,AAABE,AAADE,BCACE,AAAEE,AAAEE,EEAEA,EEEAA,EEEAA
20,BAECA,DEEEA,AAAEE,AAAEE,EEEAA,EEEAE,AAAEE,BBAAE,EEBAA,DDCEA,ABAEE,AAEEB,EEDDA,CDAAE,AAECA,EEEAA,BCAEE,DEEAE,BAAEA,BAEAE,CCEAE,EEACB,DDDEA,EEDEA,AAAEE,BBADE,AAACE,CDAEA,BBAAE,EEEAA,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AACAE,AAEAE
21,AAEEE,EEEEA,EEEAA,EEDDA,BBBAE,EEEAA,AAADE,AAABE,AAAEE,AABEE,EEEAA,EEEAA,BAEEA,BBAAE,AAECB,DDEAA,BBBAE,AADEE,BCBAE,EEEAA,BBCAE,BAEEA,BBCAE,BBEAE,AABEE,BBADE,AAACE,AAADE,AABAE,AAACE,DDDEA,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
22,EDEAA,EEEDA,EEEDA,EEEAA,EEEAA,EEEAA,AAAEE,AAACE,AAADE,AAECE,AAEEC,EEEDA,EEDEA,EEEAA,EEEAA,AAAEE,EEEAA,ABAEE,EEAAB,AAAEE,EEAEA,EEBAA,BBACE,EEEAA,AAAEE,BBAAE,AABAE,BBAAE,AACAE,AAAAE,AAABE,AAADE,AAAEE,AAAEE,AAAEE,AAAEE,EEEDA,EEAEA
23,EEBAA,EEEAA,EEEAA,EEEAA,DDEEA,AABEA,AAADE,AAACE,AAADE,AAEEE,AAECC,EEEDA,EEEAA,EEECA,EEEAA,DCEAA,EDEAA,EEEAD,EEAEA,AAAEE,AAAEE,CEAEE,EEAAE,AAEAE,AAAEE,BBAEA,BABAE,EEEAA,CCEAE,AAAEE,BADAE,AAEAE,AAAEE,BAEEA,EEEAA,EEECA,EEEBA,EEEBA
24,DDDEA,EEEAA,EEEAA,EEEAA,EEEAA,EEEAA,AAAEE,AAAAE,AAADE,AAEEE,AAEEA,EEEEA,EEEAA,EEEDA,EEEAA,BBAEA,AAABE,BBAEE,EEAAB,EEAAA,AAAEE,CEAEE,BBACE,CDABE,BBCAE,BBAAE,AACAE,EEEAA,AADEE,AAAAE,BBBAE,AAABE,AAAEE,AAAEE,AAEAE,AAAEA,EEEDA,EEBEA
25,AAEEE,DDEEA,EEEAA,EEEDA,AAAEE,EEEAA,AAADE,DDDEA,AAAEE,AABEE,EEEAA,EEEAA,AAAEE,BBAAE,AAEEA,EEEAA,DDEEA,CCDEA,DEEAE,EEEAA,EEEAA,CCAEA,DCEAA,BBEAE,AABEE,BBAAE,AAABE,AAADE,AAAEE,AAABE,EEEAA,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
26,AADEE,DDEDA,EEEAA,DCEDA,EEEBA,EEEEA,EDEAA,AAABE,AAAEE,AABEE,EEEAA,AADED,EECEA,BBAAE,BAEEA,EEEAA,EEEBA,AAEEE,EEEAA,EEAEA,BBBAE,CDAEE,BBCAE,BAEAE,AAAAE,EEEAA,AAAAE,BBABE,AAABE,AAAAE,AAABE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
27,EEAEA,EEEAA,EEEAA,EEEAA,DDEEA,AAEEA,AAADE,AAAAE,AAACE,AAEDE,AAEDE,EEEEA,EEEAA,EEECA,DEAAE,AAAEE,AAABE,AACEA,EEAAB,DDCEA,AAAEE,AAAEE,EEAAA,DEAEE,AAAAE,AAADE,AABAE,EEEAA,BBEAE,AAADE,AADEE,AAAEE,AAAEE,BAEEA,EEEAA,EEECA,EEEBA,EEEBA
28,AAEEE,EEEDA,EEEAA,EEEDA,EEEEA,AAABE,AAAEE,AAAAE,AAADE,EEBAA,EEEAA,EEEAA,EEEAB,AAAEE,AABDE,AAAEE,AAAEE,AAAEE,AAAEE,BBAEE,AAACE,AAADE,BCAEE,AAEAE,AAAEE,AAACE,AAACE,EEEAA,EEEAD,AAAAE,AAABE,AAADE,EEEAA,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
29,EEAAE,CBEBA,EEEBA,EEEAA,DDEEA,AAEED,AABDE,AAAAE,AAACE,AAEEE,AAEEA,EEEDA,EEEAA,EEEDA,EEAAC,EEAAC,EEEAA,BBAEE,EEAAB,EEAAA,BBAEA,CEAEE,BBACE,CDABE,AAAEE,AAAEE,AADEE,EEEAA,BBEAE,AAAAE,AAACE,AADEE,AABEE,AAAEE,AAEAE,AAAEA,EEEDA,EEBEA
30,EEADC,EEEAA,EEEAA,EEEAA,DDEEA,AAEEA,AAADE,AAACE,AAADE,AAEDE,AAEEB,EEEDA,EEDAA,EEEDA,EEAEA,AAAEE,AAABE,EEEAA,EEAAB,EEEAA,AAAEE,AAAEE,BBACE,CDACE,AAAEE,CDABE,BABAE,EEEAA,AAAEE,AADEE,AAACE,AAADE,AAAEE,AAAEE,AAEAE,AAAEA,EEEDA,EEBEA
31,EEEAA,EEEDA,AAAEE,AAAEE,EDEAA,EEEAD,AAAEE,AAAAE,EEEAA,EEBEA,BCCAE,AAAEE,EEEEA,DEAAE,AAEDD,EEEAA,CCAEA,AAAEE,BADEA,EEBAA,AAAEE,AADEE,CAEAA,BBEAE,AAAEE,AAAAE,AAABE,BBEAE,AAABE,AAABE,AAACE,DDDEA,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
32,AADEE,EEEAB,EEEAA,EEEAA,EEEBA,BBAEA,AAADE,AAAAE,AAAEE,AAEEE,CBEDA,EEEEA,EEEEA,BBAEC,EEEAA,AAAEE,EEAAA,DDEAE,EEAAB,AAAEE,AAAEE,EEAEA,AAAEE,AAAEE,AAAAE,AAAEE,DEAAE,EEDEA,CEAEE,AAAAE,AAABE,AAAEE,AAAEE,AAAEE,AAADE,AAAEE,EEECA,EEDEA
33,AAEEE,EEEDA,EEEAA,EEEDA,AAAEE,EEEAE,AAAEE,DDDEA,AAAEE,AABEE,EEEAA,EEEAA,AACEE,BCAAE,AADEE,AABAE,AAAEE,AAAAE,AAAEE,AAAEE,AAEAE,AAAEE,DDEAD,AACAE,AAAEE,EEEEA,EEEAA,BCAAE,AAACE,AAAAE,AAABE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
34,AAEEE,EEEDA,EEEAA,EEDEA,EEEEA,AAAEE,AAADE,AAAAE,DCDEA,AABEE,EEEAA,EEEAA,EEEAB,AAABE,AAEDA,EEEAE,BAEAA,AADEE,AADEE,EECAA,EEEAA,BBCAE,DCEAA,BBEAE,AABEE,AAACE,AAADE,AAABE,AAADE,AAABE,AAABE,DDDEA,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
35,BAEAA,DCEEA,AAAEE,AAAEE,DDEAA,EEEAE,AAAEE,AAABE,EEBAA,EEAEA,ABAEE,AAEED,EEDDA,CEAAE,AACEE,BCAEA,AAEAE,DEAEA,DDEAA,AADEE,CCEAE,AAAEE,DBEAA,BBEAE,BBAEA,AAAEE,AAACE,EEBEA,AAABE,AAABE,AAABE,EEBAA,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
36,AAEEE,EEECA,EEEAA,EEEDA,BBCAE,EEEAA,EEEAA,BBAAE,AAAEE,AABEE,EEEAA,EEEAA,AAAEE,BBAAE,AAEEA,EEEBA,EEEDA,EEEAA,EEEBA,EEEAA,EEEAA,DCEAA,EEEAA,AADAE,AAAAE,AAAEE,DEAAE,CDAEE,CDAAE,AAAAE,EEEAA,AAAEE,AAAEE,AAAEE,AAAEE,BBAEE,EEEAA,DDEAE
37,AADEE,EEEAA,DCEBA,EEEAA,CCAEA,DDCEA,AAAAE,BBAAE,AAADE,AAEED,AAEEA,EEEEA,CAEAA,EEEAA,BAEEA,DDCEA,EEAAE,EEAAA,EEAAB,AAAEE,DDDEA,DEAEB,BBABE,CDAAE,AAAEE,BBAAE,AAAAE,DEAEA,DEAEE,DEAAE,AAACE,AAAEE,AAAEE,BAEAE,AADEE,AAAEB,EEEDA,EEBEA
38,AACEE,EEEEA,EEEAA,EEDEA,BBBAE,EEEAA,AAAEE,AAAAE,AAAEE,AAAEE,EEEAA,EEEAA,AAAEE,BBAAE,AAEEA,EEEAA,BAEAA,AAAEE,AAEEA,EEEAA,EEEAA,BAEAA,DCEAA,BBEAE,AAADE,AAABE,AAAEE,AAADE,AAACE,AAABE,AAAAE,AAADE,EEEAA,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
39,AAEEE,EEEEA,EEEAA,EEEDA,EEEEA,EEEAA,AAAEE,AAABE,EEAAA,AABEE,EEEAA,EEEAA,EEEAC,AAABE,AAEEA,EEDAA,BBBAE,AAEEA,EECAA,BBAEA,BBAEA,EEAEA,BBAEA,BBEAE,AAAEE,AAADE,AAABE,AAAEE,AAACE,AAABE,AAACE,AAADE,BCACE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
40,AAEEE,EEEEA,EEEAA,EEDEA,EEEEA,AAEDE,AAAEE,AAAAE,EDEAA,AAAEE,EEEAA,EEEAA,BBCAE,AAAAE,AABEE,AABAE,AAADE,AAAEE,AABEE,AAAEE,AAAEE,EECAA,AAAEE,AABAE,AAAEE,AAABE,AAAEE,EEEAA,EEEAA,AAAAE,AAABE,AAAEE,AAAEE,EEBAA,AAAEE,AAAEE,AABAE,AAEAE
41,EECEA,EEEAA,EEEAA,EEEAA,EEEAA,AAAEE,AAAEE,AAAAE,AABEE,AAEDE,AAEEB,EEEEA,EEEAA,EEEDA,EEEAA,AAAEE,AAABE,EEAAA,EEAAB,EEAAA,AAAEE,CEAEE,BBACE,AAAEE,AAAEE,DDEAD,AABAE,BBBAE,AAACE,AAABE,AAABE,AAADE,AAAEE,AAAEE,AAEBE,AAAEB,EEEDA,EEBEA
42,EEAAA,BBEAE,AAAEE,EEEAA,EEEAA,EEEAE,BAEAE,EEAAA,AAAAE,AAAEE,BAEEA,EEEDA,EEDEA,CDAAE,AAECA,EEAEA,AAAAE,AAAEE,EECEA,AAEAE,ABAEE,DDAEA,AAEAB,CBEAE,AABEE,BAEAE,DDEEA,EECDA,EEAAE,AAAAE,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,DDAEA,DEAEA
43,AAEEE,EEEDA,EEEAA,EEEDA,EEEEA,EEEAE,AAAEE,BBAAE,EEAAA,AABEE,EEEAA,EEEAA,AAAEE,BCAAE,AADCE,AAACE,AAAEE,AAAEE,AAAAE,DEAAE,AAEAE,AADCE,DCEAA,CCEAE,AAAEE,EEEEA,EEEAA,BBEAE,AAABE,AAAAE,AAABE,EEAAE,AAAEE,AAAEE,AAAEE,AAAEE,AAACE,AADAE
44,EEBAA,EEEDA,EEEAA,EEEAA,DDEEA,AADEA,AAADE,AAABE,AAADE,AAEDE,AAEEB,EEEEA,EEEAA,EEECA,EEAEA,AAAEE,CCAEA,EEEAA,EECEA,AAAEE,EDEAA,CEAEE,DDDEA,AACEE,AAAAE,AABBE,AABAE,EEEAB,CCEAE,BBBAE,AAAEE,AAADE,AAAEE,AAAEE,AAEAE,AAAEA,EEEDA,EEBEA
45,EEBAA,DCEAA,EEECA,EEEAA,EEEAA,EEEAA,AAADE,AAABE,AAAAE,AAEEE,AAEEA,EEEEA,EEDEA,EEEAA,EEEAA,CBAEA,AAABE,EEEAA,EEAAB,AAAEE,AAAEE,DEAEE,DDDEA,EEAAA,AAAEE,BBAAE,AABAE,AAAEE,AAAEE,ABADE,AAACE,AAAEE,AAAEE,AADEE,CCEEA,AAAEE,AAADE,AAAEE
46,BAEAA,DDEEA,AAAEE,AAAEE,DDEAA,EEEAE,AAAEE,AAAAE,AAACE,EECAA,EEEAA,AAADE,AAEEA,EEAAE,AAEAE,DDEAE,AABEE,BAAAE,EEEAA,AADEA,DDCEA,DDDEA,BBAEA,AAAEE,AAAEE,AAACE,AAAAE,BACAE,DDEAA,AAABE,AAABE,AAAEE,AAAEE,AAAEE,EEEAA,BCAEE,AABAE,AAEAE
47,AAEEE,EEEDA,EEEAA,EEDDA,AAAEE,EEEAA,AAEAE,AAAAE,AAAEE,AABEE,EEEAA,EEEAA,BBCAE,BBABE,AACEE,AAAEE,DDEEA,EEEEA,DEEAE,EECBA,BABEA,EEEAE,AAAEE,BAAAE,AAAEE,AAABE,AABEB,EEAAD,BBAAE,AAACE,AAABE,EEEAA,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
48,AAEEE,EEEDA,EEEAA,EEEDA,AAAEE,EEEAA,AAADE,DDDEA,AAAEE,AABEE,EEEAA,EEEAA,AADEE,BBAAE,AAEEA,CBECA,EEBAA,AAEEE,AACAE,EEEAA,EEEAA,EEEAA,DCEAA,BBEAE,AABEE,AAACE,AAABE,AAADE,AAACE,AAABE,EEBAA,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
49,EDEAA,DDEEA,AAAEE,AAAEE,EEEAA,EEEAE,AAAEE,AAAAE,DEAAE,DDAEA,AABDE,CBEAA,EEDDA,CDAAE,BAEAE,AAAEC,AAEAE,DEAEA,CDAEA,BBAEA,EECEA,AADEE,EEEAA,BAEAE,AAAEE,AAADE,BBABE,AAACE,BBAEE,AAAAE,EEDAA,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
50,AAEEE,EEEDA,EEEAA,EEECA,EEEEA,AAAEE,AAAEE,AAAAE,AAADE,AABEE,EEEAA,EEEAA,EEEAB,AAAEE,AAEEA,EEAEA,DDEEA,AABAE,DEDEA,BAEAE,EEEAA,EEEAA,DCEAA,DDEAB,AABEE,AAACE,AAABE,AAADE,AAACE,AAABE,EEBAA,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
51,AAEEE,EEEEA,EEEAA,EECEA,EEEEA,AAEEE,AAADE,AAAAE,DCDEA,AAAEE,EEEAA,EEEAA,EEEAE,AAAEE,AACEE,EEEAA,AAEAE,AAAEE,EEBAA,BBCAE,EEECA,EEEBA,BBCAE,DEAAE,AAAEE,AAABE,AAABE,AAADE,AAABE,AAABE,AAABE,AAADE,AAAEE,AAAEE,AADCE,AAAEE,BADEA,EEEAB
52,AAEEE,EEEDA,EEEAA,EEEDA,AAAEE,EEEAA,AAADE,DDDEA,AAAEE,AABEE,EEEAA,BBBAE,EEDEA,BBAAE,AAEEA,EEDAA,DDEEA,CCDEA,EEDAA,EEEAA,EEEAA,EEEAA,BBDAE,BBEAE,AAEAE,AAADE,AAADE,AAABE,AAAEE,DDDEA,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
53,EEBAA,EEEAA,EEEAA,EEEAA,EEEAA,EEEAA,AABCE,AAAAE,AAAEE,AAEDE,AAEEA,EEEDA,BBBAE,EECAA,AADEA,AAAEE,BCAEE,EEAAA,AADEE,EEAAE,AAAEE,AAEEA,DDDEA,AAAEE,AAABE,EEADA,EEEAB,EEEAA,AAAEE,AAAAE,AAAAE,AAAEE,AAAEE,AAAEE,AAEBE,AAAEC,EEEDA,EEBEA
54,AAEEE,EEEEA,EEEAA,EEDEA,EEEEA,BAAAE,EEEAA,EEEAE,AAADE,AAAEE,EEEAA,EEEAA,EEEAC,BBAAE,AAAEE,AAAEE,EEEEA,EEEAA,EEEDA,EEEAA,DCEEA,EEBAE,EEEAA,CAEAA,AAAEE,AAACE,AAABE,AAAAE,AAEAE,AAAAE,AAAAE,AAADE,AAAEE,EEEAA,AAAEE,AAAEE,AABAE,AAEAE
55,EEADA,EECEA,EEEAA,EEEAA,AAAEE,EEEAA,DDAEA,AADAE,AAAEE,AABEC,AAAEE,EEEEA,EECEA,BBAAE,BAEDA,EEEEA,DEAEA,AAEBE,AAEAE,DCEEA,CCBEA,AAAEE,AABEE,BAEAE,BAEAE,BAEAE,DDEEA,EEAEA,EEADA,AAAAE,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,DDAEA,DEAEA
56,EEEAA,DDEEA,AAAEE,AAAEE,DDEAA,EEEAD,AAAEE,AAAAE,EEEAA,EEAEA,BBAEE,AAAEE,EEEDA,CEAAE,AAEEA,ABAEE,AAEAD,AAAEE,EEBAA,EEEAA,AACEE,AADEE,AAAEE,EEEAA,AAAEE,AAADE,BBAAE,BAEAA,AAEAE,AAABE,DDDEA,AAADE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
57,AAEEE,EEEDA,EEEAA,EEECA,BBCAE,EEEAA,CBEAA,BBAAE,AAADE,AACEE,EEEAA,EEEAA,BBCAE,BBABE,AAEED,EEEAA,EEECA,EEEAA,EECDA,EEEAA,EEEAA,BBAAE,AAAEE,DDEBA,AAAAE,AAEEA,DEAAE,AAACE,BBABE,EEEAA,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,BBAEE,EEEAA,DDEAD
58,EEAEA,DCEAA,EEEAA,EEEAA,DDEEA,AACEA,AAAEE,AAAAE,AACEE,AAEEE,AAEEA,EEEEA,EEEAA,EEEDA,EEAAD,BBAEA,AAABE,EEAAA,EEAAB,AAAEE,AAAEE,CEAEE,BBACE,AAABE,AAAEE,AAADE,AABAE,EEAEA,CBEAE,AAABE,AAAAE,AAADE,AAAEE,AAAEE,AAEAE,AAAEB,EEEDA,EEBEA
59,DDEAA,EEEEA,AAAEE,AAAEE,EEEAA,EEEAE,AAADE,BBAAE,AAAEE,EEDAA,EEEAA,AABDE,EECEA,DEAAE,AAEAB,CDABE,AAEAE,AAAEE,AACEE,AAAEE,BBAAE,AADEE,DEAEE,DEAAE,AAAEB,BBADE,AAABE,AAAEE,AAABE,AAACE,AAACE,AAADE,EEEAA,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
60,AAEEE,EEEDA,EEEAA,EEEDA,BBBAE,EEEAE,AAAEE,BAAAE,CEAAE,AACEE,EEEAA,EEEAA,AABEE,BCAAE,AAEAE,AAADE,AAADE,AAAEE,AAAEE,AABEE,BBBAE,CBEAE,DDEEA,AAAAE,DCDEA,EEEAA,AAAAE,AAAEE,AAAAE,AAAAE,EEBAA,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
61,AAEEE,EEEDA,EEEAA,EEECA,BBBAE,EEEAE,AAAEE,BBAAE,CDAAE,AACEE,EEEAA,EEEAA,AACEE,BBAAE,AAEDE,AAAEE,AAABE,AAAEE,BCAAE,AAAEE,BBAEE,AAAEE,EEAEA,EEBAE,EEEEA,EEEAA,AAAAE,BAAAE,AAABE,EEDAA,AAACE,AAAEE,AAAEE,AAAEE,AAAEE,AAAEE,AABAE,AAEAE
