,0,1,2,3,4,5,6,7,8,9
22,CCCBA,CCBAA,AABCC,CCBBA,BACBB,CBBBA,CBBBA,AABCC,AABCC,AABBC
23,CCCBA,CCAAA,AABCC,CCBAA,CBBBA,CBABB,BBAAC,AABCC,ABCCC,ACCBA
24,CCCBA,CBAAB,AABCC,CCBAA,CBBBB,CCBAA,AABBC,AACCC,AAABC,ABBCC
25,CCCBA,ABCBC,CAABB,AAACC,CBAAA,ABCBB,CBAAB,AABCC,CCCBA,AABCC
26,BBBAC,CCBAA,AACCC,ACCBB,CCBAA,CCAAA,ABBBC,BCABB,CCCAA,AABCC
27,CCCBA,CCAAA,AABCC,CCBAA,AABCC,CBCAA,BCBAA,AACCC,AAACC,ACCBA
28,CCCBA,AAABC,CCCAA,BBAAC,AABCC,AABCC,AABCC,BBCCA,AAACC,CBAAA
29,CCCBA,CBAAB,AABCC,CCBAA,BCBBA,CCBAB,AABBC,AABCC,AABBC,ABBCC
30,CCBBA,CCAAA,AABCC,CCBAA,AACBC,CCCAA,ABBBC,AABCC,AACCC,ABBCC
31,AAABC,CBAAB,CCAAA,ACCBB,ABBBC,BCBAC,AABCC,AABCC,AABCC,CABBB
32,CCCBA,BBBBA,AABCC,CBBAC,BACBB,ABBBC,CBBBB,AABCC,AABCC,AABCC
33,CCCBA,ABCCC,CAABB,AABCC,AABCC,AABCC,ABBBC,CCAAA,BBBCA,AABCC
34,CCCBA,AAACC,CCBAA,BAABC,CBBAB,CCBAA,ACBAC,AABCC,AABCC,CABBB
35,AAABC,CCAAB,CCAAA,ACCBA,AABBC,CCABB,BCBAB,AABCC,BBBCA,AABCC
36,CCCBA,AACBB,BABCC,AABCC,CCBAA,CCBAA,BBABC,ABCCC,CCCBA,AABCC
37,CCCBA,CCBAA,ABCCC,BBCAA,CBBAB,ACCCB,AABBC,ABBCB,AABCC,AABBC
38,CCCBA,AACCC,CBABB,AAACC,CBABA,CCBAA,CBAAC,AABCC,AABCC,CBAAA
39,CCCBA,AACCC,CCAAA,BAABC,CCAAB,BCCBA,CBBAB,AABCC,AABCC,CABBB
40,CCCBA,AABCC,CCAAA,AAACC,AABCC,AABCC,AABCC,BBCCA,AAABC,CCBAA
41,CCCBA,CCAAA,AACCC,CCBAA,BACBB,CCBAA,AAABC,BBBBC,AAABC,ABBCC
42,AAACC,CBAAC,AABCC,CCBAA,CBAAB,CCAAB,CBAAC,CCCAA,AABCC,AABCC
43,CCCBA,AABCC,CCAAA,AABCC,AABCC,AABCC,ACBCB,CCBAA,BBBCA,AABCC
44,CCCBA,CCAAA,AABCC,CCBAA,BABCA,CCABA,BBABC,ABBCC,AABCC,ABBCC
45,CCBBA,CCBAA,AABCC,CCBBA,CBAAB,CBCBA,CCBAA,AABBC,AABCC,AACCC
46,AAABC,CBAAC,CCCAA,ABCCC,ABBCC,CBBBA,CAAAC,AABCC,AABCC,BBCCA
47,CCCBA,ACCBA,BABCC,AAACC,ACCCA,CCBAA,BABBC,AACCC,AABCC,AABCC
48,CCCBA,ABCBC,CAABB,AABCC,CBBAA,AACCB,CBBAB,AABCC,CCCAA,AABCC
49,AAABC,CBAAC,CBAAB,BCCAA,AABBC,AABCB,CCAAB,AABCC,CCCAA,AABCC
50,CCCBA,AAACC,BCCAA,BAAAC,CBBAA,CCABB,CCBAA,AABCC,CCCAA,AABCC
51,CCCBA,AABCC,CCBAA,BBAAC,BBABC,CAABC,CBAAC,AABCC,AABCC,ABBCC
52,CCCBA,ABCBC,CAABB,AACCC,CCAAA,BCBAA,CBBAB,AABCC,CCBAA,AABCC
53,CCCBA,CCBAA,AACCC,BBBCA,AABBC,BBABC,BBBBB,AABCB,AABBC,ABBCC
54,CCCBA,BAACC,ABCAA,BBAAC,ABCCB,CCBAA,CCAAA,AABCC,AABBC,CCCAA
55,CCCBA,ACCBB,AABCC,CCBAA,CBBAA,AACCC,AABCC,CCCAA,AABCC,AABCC
56,AAABC,CBAAB,CCAAA,ACCBB,BABCC,CABAC,CBCAA,AABCC,BBCCA,AABCC
57,CCCBA,AACBB,BAACC,AAACC,CCBAA,CCBAA,ABBCC,ACBBC,CCAAA,AABCC
58,CCCBA,CCAAA,AACCC,CCCAA,ABCBB,BABCC,AAACC,AABCC,AABCC,ABBCC
59,AAABC,CBAAC,CCCAA,ABCCC,AABCC,BBCBA,BBBAC,AABCC,AABCC,CBAAA
60,CCCBA,AACCC,CBAAA,AABCC,AABCC,AABCC,CCBAB,CBAAB,CCCAA,AABCC
61,CCCBA,AACCC,CBAAA,AABCC,AABCC,AABCC,BCBBA,CAABB,CCAAA,AABCC
62,CCCBA,CCAAA,AABCC,CCBBA,CCBBA,CCBAA,AABBC,AAACC,AABCC,AACCC
63,CCCBA,AACCC,CBABB,AAACC,CCAAA,BBCBA,BBBAC,AABCC,BBBCA,AABCC
64,CCCBA,AACCC,CBABB,AAACC,CBAAA,BCCAA,BBBBB,AABCC,AABCC,CCCAA
65,CCCBA,ACCBC,CAABB,AACCC,CBAAA,CBBBA,CCBAB,AABCC,BBBCA,AABCC
66,CCCBA,CCAAA,AABCC,CCCAA,CCBAA,BABCC,CCBAA,AAACC,AABCC,AACCC
67,CCCBA,AAACC,BCCAA,BBAAC,BCBBA,CCBAA,ACBBC,AABCC,AABCC,CCCAA
68,CCCBA,CCCAA,AACCC,CBBCA,ACBBB,ABCAC,CCAAB,BACBB,AAACC,AACCC
69,CCCBA,AACCC,CCAAA,AAACC,CBBAA,CBBAA,AACBC,AABCC,AABCC,CCAAA
70,CCBBA,CCCAA,AACCC,BBBCA,ABBBC,ABCBC,BBCAB,ABCBA,AABCC,AAABC
71,CCCBA,CCBAA,AACCC,CCCAA,CBBAB,ABBCC,BCBAB,AABCC,AAACC,ABBCC
72,CCCBA,ACCAA,AABCC,AACCC,CCBAA,CCBAA,AABCC,ABBBC,CCCAA,AABCC
73,CCCBA,AACCC,CCAAA,AAACC,AABCC,AABCC,AABBC,BBCCA,AAABC,CCBAA
74,AAABC,CBAAB,CCBAA,ABCBB,AABCC,CABAC,CBBAC,AABCC,AABCC,CABBB
75,CCCBA,AACCC,CCAAA,BAAAC,CBAAB,CBBBA,CABAC,AABCC,AABCC,CCAAA
76,CCCBA,AACCC,CABBB,ACCBB,CBAAA,ACCBA,BABCB,AABCC,CCAAA,AABCC
77,CCCBA,AACCC,CCAAA,AABCC,AABCC,AABCC,ACBBC,CCBAA,BBBCA,AABCC
78,CCCBA,BBBBA,AABCC,BBBAC,ABBCC,ABCCC,AACBB,AABCC,AABCC,AACCC
79,CCCBA,AACCB,CCABB,AAACC,BCCBA,CBBAA,AAACC,AABCC,BBBBA,AABCC
80,AAABC,CBAAC,CCCAA,AACCC,AABCC,CBAAB,ABABC,AABCC,AABCC,CCAAA
81,AAACC,CBBBA,AABCC,CCBAA,CBABB,CCBAA,ABABC,CCBAA,AABCC,AABCC
82,AAACC,CBBBA,AABCC,CCBAA,BAABC,CCBAA,CABBC,CCCAA,AABCC,AABCC
83,CCCBA,ABCBC,AABCC,CCBAA,CCAAA,CBBBA,CCCAA,CCCBA,AAACC,AABCC
84,AAABC,CBAAC,CCCAA,ABCCC,ABCBA,ACCAA,BABBB,AABCC,AABCC,CBAAA
85,AAABC,CBAAC,CCCAA,AACCC,AABCC,ABABC,CCAAB,AABCC,AABCC,ABBCC
86,AAABC,CCAAC,CCAAA,ACCBA,ABCBA,CACAB,BBBAC,AABCC,BBBCA,AABCC
87,CCCBA,ABCBB,BAACC,AAACC,CCBAA,CCAAA,CBAAC,AABCC,CCCBA,AABCC
88,CCCBA,AAACC,ABCAA,BBAAC,ACCBB,CCBAA,BAABC,AABCC,AAABC,CCAAA
89,AAABC,CBAAB,CCBAA,ABCCB,AABCC,ABCCB,CBCBA,AABCC,BBBCA,AABCC
90,CCCBA,CCBAA,AABCC,CCBAA,CCBAB,ABBBC,CBBAB,CCAAA,AAACC,AABCC
91,CCCBA,AABCB,ACABB,BAABC,ABCCB,CCAAA,CBBAA,AABCC,AAACC,CABBB
92,AAABC,CBAAC,CCCAA,ABCCC,AAACC,CABBB,BBBAC,AABCC,AABCC,CCAAA
93,AAACC,CBAAB,BAACC,CCBAA,BABBC,CBBAB,BABBC,CCCBA,AABCC,AABCC
94,CCCBA,ABCBC,CAABB,AACCC,CBBAA,BCBAB,CCBAA,AABCC,CCCAA,AABCC
95,CCCBA,AABCC,CCAAA,BAAAC,AABCC,AABCC,ABBCC,BCCBA,AABCC,CAAAB
96,AAABC,CCAAC,CCAAA,ACCBA,AABBC,ABCCC,BBBAC,AABCC,AABCC,CBAAB
97,CCCBA,CBAAA,AABCC,CCBAA,BABCB,CBBAA,ABCAC,ABCCC,AACCC,ABBCC
98,CCCBA,AABCC,CCAAA,AAACC,AABCC,AABCC,ABCBC,CCBAA,BBBCA,AABCC
99,CCCBA,ACBBB,BABCC,AACCC,CBAAA,ACCBB,CBBAC,AABCC,BBBCA,AABCC
100,AAABC,CBAAC,CCCAA,ABCCC,AABCC,CABBA,CCBAB,AABCC,AABCC,CBAAA
101,CCCBA,CBAAB,ABCCA,CCBBA,ABBCC,AABCB,BBBBB,AACCC,AABCC,AABCC
102,CCCBA,CBAAB,AABCB,CCBBA,ABCBB,CCBAA,BCBBA,AABCC,AABCC,AABCC
103,CCCBA,CCBBA,AABCC,CCBAA,CCBAA,CCBAA,CCCBA,AABCC,AABCC,AABCC
104,CCBBA,BAABC,ABBCA,CCBBA,ABCBB,BABCB,BBBAC,AACCC,AABCC,ABBCC
105,CCCBA,CCBAA,AACCC,CCBBA,AABCC,CBCBA,CCCAA,AABBC,AABCC,AAACC
106,CCCBA,CBAAB,AABCC,CCAAA,BBCBA,CCCAA,AABBC,ABBCC,AABCC,ABBCC
107,CCCBA,AACCC,CCAAA,AAACC,CBAAA,CCBAA,CBBAB,AABCC,AABCC,AABCC
108,CCCBA,CCBAA,AACCC,BBBCA,BBCAB,AACCC,AABCC,BBACC,AAACC,ABCCC
109,CCCBA,CCBAA,AABCC,CCBBA,CCBAA,CAABB,CBAAB,AAACC,AABCC,AABCC
110,CCCBA,AACCC,CBAAA,AABCC,AABCC,AABCC,BCAAC,CBAAA,CCCBA,AABCC
111,CCCBA,AAACC,CCCAA,BBAAC,AABCC,AABCC,AABCC,AABCC,CBAAC,ABBCC
112,CCBBA,CBAAB,AABCC,CCAAA,BACBC,CBBAA,BBBAB,AACCC,AAABC,ACCBA
113,CCCBA,AACCC,CBABB,AACCC,CBAAA,CCBAA,CBAAB,AABCC,CCCAA,AABCC
114,CCCBA,AAACC,BCCAA,BBAAC,CBBBB,BCCAA,ACBAB,AABCC,AABCC,CABBB
115,CCCBA,CBAAB,ABBBC,CCBAA,ABBBC,ABBBA,BBCBA,AAACC,CCBAA,CCBAA
116,CCCBA,AABCC,CCAAA,BBAAC,BBABB,CBBAA,CCAAB,AABCC,AABCC,CBAAA
117,AACCC,CBAAB,AABCC,CCBAA,ABBBC,CCBAB,BCAAC,AABCC,CCAAA,AABCC
118,AAABC,CBAAB,CCAAA,ACCBA,ABBCC,AABCC,ABBCC,AABCC,BBCCA,AABCC
119,CCCBA,AABCB,ACCBB,BAAAC,ABCCB,CCBAA,CCBBA,AABCC,AAACC,CABBB
120,CCCBA,AACCB,BCACB,BAABC,BCCBA,CCAAA,CBBAA,AABCC,AAABC,AABCC
121,CCCBA,AABCC,CCAAA,BAABC,CBAAA,BCBCA,CBBAC,AABCC,AABCC,CAAAB
122,BBBBC,BBABC,ABBCB,CCBAA,AABCC,ACBBC,ABBCC,AACCC,AABCC,ABBCC
123,CCCBA,AAACC,CCBAA,BBAAC,AABCC,AABCC,AABBC,BCCBA,AABCC,CBAAB
124,CCCBA,CABAB,AABCC,CCAAA,CBBBA,CBBBA,AABBC,ABCCC,AAACC,ABBCC
125,CCCBA,AAACC,CCCAA,BAABC,AABCC,AABCC,AABCC,ABCCA,BAABC,CCCAA
126,CCCBA,ABCCC,CAABB,AACCC,AABCC,AABCC,BBCBA,CAABB,CCBAA,AABCC
127,CCCBA,AABCC,CCAAA,BAABC,AABCC,AABCC,ABBBC,CCCBA,AABCC,CBAAA
128,CCCBA,AABCC,CCAAA,BAAAC,CBAAA,CCAAA,BABBC,AABCC,AABCC,CABBB
129,CCCBA,CCBBA,AABCC,CCBAA,CAABC,AABCC,BABBC,CCAAA,AABCC,AABCC
130,CCCBA,CCAAA,AABCC,CCCAA,CBBAB,CAABB,CBCAB,AACCC,AAACC,AABCC
131,CCCBA,CBAAB,ABCCA,CCBBA,ABBCC,CBBBA,AABBC,AABCC,AABCC,ABBCC
132,CCCBA,CCBAA,AACCC,BBBCA,ACBBB,AABCC,AABBC,BAABC,AAACC,ABCCC
133,CCCBA,BCCBA,AABBC,CCBAA,CCAAA,BCBAA,BBBBA,ABBCC,AABCC,AABCC
134,AAABC,CCAAB,CBAAB,BCCAA,BAABC,CBBAB,CCBAB,AABCC,CCBAA,AABCC
135,CCCBA,BCBBA,AABBC,CCBAA,CCCAA,CBABC,CCBAB,CCAAA,AABCC,AABCC
136,CCCBA,ACBCB,AABCC,CCBAA,ABBCC,BBCBA,CBAAA,CCAAA,AAACC,AABCC
137,CCCBA,AAACC,CCBAA,BAABC,CCAAB,CCCAA,CBBAB,AABCC,BBBCA,AABCC
138,AAACC,CCBBA,AACCC,CCBAA,CBABC,BACBA,ABBCB,CCAAA,AABCC,AABCC
139,CCCBA,ACBBB,BABCC,ABCBB,CBBAA,CCABA,CCBAA,AABCC,CCAAA,AABCC
140,CCCBA,AAACC,BCCAA,CCBBA,ABBCC,AABCC,AABCC,AABCC,CAABC,CCCAA
141,CCCBA,ABCBC,CBABB,AACCC,CBBAA,BCCAB,CCBAA,AABCC,CAAAB,AABCC
142,CCCBA,BBBBA,AABCC,BBAAC,AABBC,ABCCA,BCBAB,AABCC,AABCC,ABBCC
143,BBBAC,CCBAA,AABCC,CCBAA,CCBAA,CCBAA,BBBBA,CBAAA,AABCC,AABCC
144,CCCBA,CCCBA,AABBC,CCBAA,CBAAA,CBAAB,BBBAC,CCBAA,AABCC,AABCC
145,CCBBA,CCAAA,AACCC,CCCAA,CBBBA,BABCC,AABBC,AABBC,AAABC,AACCC
146,CCCBA,AABCC,CCAAA,BAABC,AABCC,AABCC,AABCC,CCCBA,AABCC,CBAAA
147,CCCBA,CCBAA,AABCC,CCBBA,CBAAA,CBBBA,AABBC,AABCC,AAACC,ABCCC
148,CCBBA,CBBAB,AABCC,CCBAA,CBBAA,CBAAB,AAABC,AABCC,AABCC,ABBCC
149,CCCBA,AACCB,BCACB,AAACC,CCBAA,CBBAA,AABCC,ABBCC,CCBAA,AABCC
150,CCCBA,CCBAA,AACCC,BBBCA,BCBBB,ACBBB,ABCCB,CBCAA,AABCC,AACCC
151,CCCBA,ABCCC,CBAAA,AABCC,AABCC,AABCC,ACCAB,CCBAA,BBBBA,AABCC
152,CCCBA,CCCAA,AABCC,BBBBC,ACABB,BABBB,BBBCB,AABCC,AAACC,ABBCC
153,CCCBA,CCBAA,ABCCC,CCCAA,CCBAA,ACBBB,BBACA,ABCBB,AABBC,ABBCC
154,CCCBA,CCBAA,AACCC,BBBCA,ABABC,BABBC,BCAAB,ABCBB,AAACC,AAACC
155,CCCBA,ACCBA,BABCC,AAACC,CCBAA,CCBAA,BCABB,AABCC,AABBC,CABBB
156,CCCBA,AACCC,CCAAA,BBAAC,AABCC,AABCC,AABCC,AABCC,CAAAC,BBCCA
157,BBBAC,CCCAA,AABCC,CCBAA,AABCC,AACCC,AABBC,AABCC,AABCC,ABBCC
158,CCCBA,AACCC,CCAAA,AAACC,CBBAA,CBBAA,ABBAC,AABCC,AABCC,CABBB
159,CCCBA,CBAAB,AABCC,CCBAA,BAABC,CACAA,CBBAB,AABCC,AABBC,ABBCC
160,CCCBA,AAABC,CCCAA,CBBAB,ABBBC,AABCC,AABCC,BBCCA,AAABC,CCAAA
161,CCCBA,CCAAA,AABCC,CCCAA,ABCCA,CBBBB,AABBC,AABCC,AAABC,ABBCC
162,CCCBA,CCAAA,AABCC,CCBAA,CCBAA,CCBAA,AABBC,ABCCC,AAACC,CCBAA
163,CCCBA,AACCC,CCAAA,AAACC,AABCC,AABCC,ABCBC,CCCAA,AABCC,CABBB
164,CCCBA,BAACC,ABCAA,BBAAC,ABCCB,CCBAA,ABCCB,AABCC,AABCC,CAAAB
165,AAABC,CBAAC,CCCAA,ABCCC,ABBCC,CBBAA,CCBAB,AABCC,AABCC,BCCCA
166,CCCBA,CCBBA,AABCC,CCBAA,CCAAA,CABBA,ABABC,CCAAA,AAACC,AABCC
167,CCCBA,CCBAA,AABCC,CCBBA,CBAAA,CCBAA,BCBBA,AAACC,AABCC,ABCCC
168,CCCBA,ACBBC,CABBB,AACCC,AABCC,AABCC,CCBAA,CBAAB,CCCAA,AABCC
169,CCCBA,AACCC,CCAAA,BAAAC,AABCC,AABCC,AABCC,BCCBA,AABCC,CAAAB
170,CCCBA,BBABC,ABCBA,CBBAB,ABBCC,CCBAA,CCBAA,AABBC,BAABC,CCAAA
171,CCCBA,AACCC,CBABB,AACCC,CBBAA,CCAAA,CBCAB,AABCC,CCCBA,AABCC
172,CCCBA,CCBAA,AACCC,CCCAA,ACBBB,ABBBC,ABBBC,AABCC,AAABC,ABBCC
173,CCCBA,BBCAA,AABCC,CBBAB,BBABB,ACCAC,CBABC,AABCC,AAACC,ABCCC
174,AAACC,CCBBA,AACCC,CCBAA,ABCCC,AACBC,ABBBC,AABCC,AABCC,ABBCC
175,CCCBA,AACCC,CBAAA,AAACC,AABCC,AABCC,BCCAB,CBAAA,CCCBA,AABCC
176,CCCBA,AAACC,CCCAA,BBAAC,AABCC,AABCC,AABCC,ABCCA,AAACC,CCBAA
177,CCCBA,AABCB,ACBBB,BBAAC,ABCCB,CBBAA,CCAAB,AABCC,AAABC,CBAAA
178,CCCBA,AACBB,BBACB,AAACC,BCCBA,CCBAA,CBAAC,AACCC,BBBBA,AABCC
179,CCCBA,CCCAA,AACCC,BBBBC,ABBCC,CAAAB,AACCC,AABCB,AABCC,AABBC
180,AAABC,CBAAC,CCBAA,ABCCB,BAABC,CBCAB,ABCBC,AABCC,AABCC,CABBB
181,AAABC,CBAAB,CBAAB,BCCAA,ABACC,CACBB,ABBBC,AABCC,CAABB,AABCC
182,AAABC,CCAAC,CCAAA,ACCBA,AABCC,ABCBC,ABBBC,AABCC,AABCC,CCCAA
183,CCCBA,AAACC,CCBAA,BAABC,AABCC,AABCC,AABCC,ABCCA,BAABC,CCCAA
184,CCCBA,CCAAA,AABCC,CCBBA,CBBAB,CCAAA,BBBCA,AABCC,AABCC,ABBCC
185,CCBBA,CCBAA,AABCC,CCBBA,CBBAA,CCBAA,AABBC,AABCC,AABCC,AABBC
186,CCCBA,AABCC,CCAAA,BAABC,CBBAA,CBBBA,BBCAB,AABCC,AABCC,CABBB
187,CCCBA,CCBAA,AACCC,CCCBA,BCBBA,AABCC,ABCBB,AABCB,AAABC,ABBCC
188,AAABC,CBAAB,CCAAA,ACCAA,CAABC,CBCAA,BAABC,AABCC,BCCCA,AABCC
189,AAABC,CBAAC,CCCAA,ABCCC,ABBCC,CCAAB,BBCAB,AABCC,AABCC,CCCAA
190,CCCBA,AABCC,CCBAA,BBBBC,CBABB,ABBCA,CBBAB,AABCC,AABCC,BBCCA
191,AAABC,CCAAB,CBAAB,BCCAA,BACBB,BAABC,BBCBA,AABCC,BBBCA,AABCC
192,AAABC,CCAAC,CCAAA,ACCBA,BBABC,CBAAB,BBABB,AABCC,AABCC,AABCC
193,CCCBA,AACCB,BCACB,BAAAC,ABCBB,CCBAA,BAABC,AACCC,AABCC,CABBB
194,CCCBA,AAACC,CCBAA,BBAAC,BBABB,CBABB,CCBAA,AABCC,AABCC,CCAAA
195,CCCBA,CCBAA,AACCC,BBBCA,ABBBB,ACCBA,CCBBA,AAACC,AABCC,ABCCC
196,CCCBA,AABCC,CCAAA,BAABC,AABCC,AABCC,AABCC,CCCBA,AABCC,CABBB
197,CCCBA,AACCB,ABACC,AAACC,CCBAA,CCBAA,CBAAC,AACCC,CCCBA,AABCC
198,CCCBA,CCBBA,AABCC,CCBAA,CCAAA,CBBBA,CBAAC,CCAAA,AABCC,AABCC
199,CCCBA,ABCBC,CAABB,AABCC,CCAAA,ABBBB,CCAAB,AABCC,CCCBA,AABCC
200,CCCBA,CCAAA,AABCC,CCCAA,ABCCB,CBBBA,CAAAB,AABCC,AABCC,ABBCC
201,CCCBA,AAACC,CCAAA,BAAAC,CBBBB,BBBBA,CBBAC,AABCC,AABCC,BBCCA
202,CCCBA,AAACC,CCCAA,BBAAC,AABCC,AABCC,AABCC,BBCCA,AAACC,CCAAA
203,CCCBA,ACCBA,BABCC,AABCC,CCBAA,CBBAA,BABBC,ABBCC,CCAAA,AABCC
204,CCCBA,AACCC,CCAAA,AAACC,CBBBB,CABBA,CABAC,AABCC,AABCC,CAAAB
205,CCCBA,CCBAA,AACCC,BBCAA,CCAAA,CABBC,AACCB,BBBCA,AAACC,AABCC
206,CCCBA,BAACC,ABCAA,BBAAC,ACCBB,CCBAA,CBAAC,AABCC,ABBBC,CCCBA
207,CCCBA,CBBAB,AABCC,CCBBA,AACBC,CCCAA,AABBC,AAACC,AABCC,AABCC
208,CCCBA,CCBAA,AACCC,CBCAA,CCBBA,CABBB,BBCBB,BABBC,AAABC,AABCC
209,CCCBA,AAACC,BCCAA,BAAAC,CCAAB,CBBBA,CBAAB,AABCC,AABCC,BBCCA
210,CCCBA,CCBAA,AABCC,BBBCB,CABBB,AABCB,AABBC,AABCC,AABCC,AABBC
211,CCCBA,AABCC,CCAAA,AAACC,AABCC,AABCC,ABCCB,CCBAA,BBBBA,AABCC
212,CCCBA,CBAAB,AABCC,CCBAA,BACBB,CCCAA,AABBC,AABCC,AAABC,ABBCC
213,CCCBA,BBCAA,AABCC,BBBCA,CABBC,ABBCB,CBCCA,AAACC,AABCC,ABBCC
214,CCBBA,CCCAA,AACCC,BBBCA,BCCAA,BCABB,ACBAB,BBBBB,AABCC,AAABC
215,CCCBA,AACCC,CBABB,AAACC,CBBAA,CCCAA,CBCAB,AABCC,CCAAA,AABCC
216,CCCBA,BBBBA,AABCC,BBBBB,BABBC,BBBAB,AAACB,AABCC,AAACC,ABBCC
217,AAABC,CCAAB,CBAAB,BCCAA,BABCC,CBBBC,BBCBA,AABCC,AABCC,CAAAB
218,CCBBA,CBAAB,AABCC,CCBAA,ABBBC,CCBAA,AABBC,AABCC,AAACC,ACCBA
219,CCCBA,AAACC,CCBAA,BBAAC,CBABC,BCBBA,BBAAC,AABCC,AABCC,CBAAA
220,CCCBA,AACCC,CBAAA,AACCC,AABCC,AABCC,BCABB,CBAAB,CCAAA,AABCC
221,AAABC,CBAAC,CCCAA,AACCC,AABCC,AABCC,CACAB,AABCC,AABCC,CCAAA
222,CCCBA,ABCBB,ABACC,AAACC,BCCAA,CBBAA,CCBAB,AABCC,AABBC,CAAAB
223,CCCBA,CCBAA,AABCC,CCBBA,CAABB,CBAAB,CBBBA,AAACC,AABCC,ABCCC
224,CCCBA,AAACC,CCCAA,BBAAC,AABCC,AABCC,AABCC,BBCCA,AAACC,CCAAA
225,CCCBA,CBAAB,AABCC,CCBAA,BAABC,CCAAA,BABBC,AACCC,AAABC,ABBCC
226,CCCBA,CCBAA,ABBCC,BCCAA,CBBAA,BBBBB,BBCBB,AABCC,AAACC,AACCC
227,AAABC,CBAAC,CCAAA,ACCBB,CBBBA,ABACB,BBCAC,AABCC,CCCAA,AABCC
228,CCCBA,CBBAB,AABBC,CCBBA,ABBCC,CCCBA,BABBB,AAACC,AABCC,AABCC
229,CCCBA,CBCBA,AABCC,BBBBC,ABBBB,ABCCB,CBBAB,ABBCA,AAACC,AACCC
230,CCBBA,CCCAA,AACCC,CBBCA,AAACC,BABBC,CACCA,BBBCB,AABCC,ABCCC
231,CCCBA,CBAAB,BBCCA,CCBBA,ABCCB,CCCAA,CACAB,AACCC,AABCC,ABBCC
232,CCCBA,ABCCC,CBAAA,AACCC,AABCC,AABCC,BCCBA,CAABB,CCCAA,AABCC
233,CCCBA,CCBAA,AACCC,CCCAA,BCBAA,AABCC,ABBCB,AABCC,AAABC,ACCBA
234,CCCBA,AAACC,CCBAA,BBAAC,AABCC,AABCC,AABBC,BCCBA,AABCC,CAAAB
235,CCCBA,CCCAA,AACCC,BBBCA,CBBBA,ABBCB,AABBC,BBBBB,AAACC,ABCCC
236,CCCBA,AACCC,CCAAA,BAAAC,CCBAA,CACBB,CCAAB,AABCC,AABCC,CAAAB
237,AAACC,CCBBA,AACCC,CCBAA,CBBBB,AACBC,CBBBA,CCBAA,AABCC,AABCC
238,CCCBA,AAACC,CCBAA,BAAAC,CCABB,ACCBA,BCBAB,AABCC,AABCC,CBAAA
239,CCCBA,AAACC,CCBAA,BBAAC,BBBBC,CCBAA,ACBAC,AABCC,AABCC,BBCCA
240,CCCBA,CCAAA,AABCC,CCCBA,CCBAA,CCBAA,CAABB,AABCC,AAACC,AABCC
241,CCCBA,AACCC,CBABB,AAACC,CCBAA,CCBAA,CBBAB,AABCC,AABCC,CABBB
