,0,1,2,3,4,5
34,FCABBCF,BBAEEED,FFDBABC,CEFECBA,AACEEEE,EEEECAA
35,FEABCBE,EBBBCEF,AABCDEF,FBACEDC,FFEDBAA,EFEBBCA
36,ABCBDEF,EFCECBA,AACDEEF,FFDCBBA,AACDEFE,DEEEDBA
37,DAADDEE,ABCEEFC,FFDBAAC,DFFDBAA,AACEEEE,CABEEED
38,FFECBAA,AADCEEE,FEDCCBA,ADFECBB,CAADFEE,BBBBDEF
39,CFFDDAA,EBBBBDF,FEDBCDA,AABEFED,BFBCBDF,BBCCBFF
40,ACEEBEE,DBACFFD,DABEEDE,AAEEEED,FECABDE,DACDBEF
41,CBABEEF,CCABDFE,FEDECBA,CBABDFF,FFDBABD,EBDDFDA
42,ABCEEEE,FFEDBAA,AACDEFF,ACFFECA,FDBABDF,BFDCEDA
43,FFECBAA,BAACDFF,CDDEEDA,AEEBCED,FDFEBAB,ABBCDFF
44,DEDBADF,CABDBEF,FEDDCBA,AACEFED,ABBDEFF,DEFECAB
45,ABDBCFF,DBEFEBA,ABCDEEF,FECBBBC,DBABEFE,ACFFCAD
46,BBCBCFF,EECCEBA,EAABDEF,EFEDBBA,ABDCFED,EEFECAB
47,BBABEFF,EEEEDBA,AABDEFF,FEDCBBA,ABDEEEE,DCDFECA
48,FEEDCAA,AACDEFE,EEECAAE,EFEDBAA,DBABDEF,BABCEFE
49,FFDCCBA,ACCEDDF,FEEDBAA,ADFEDBB,EBABDDF,CCCBBCF
50,ABCDEFE,EFEDBBA,AABDEFF,EFEDCBA,CBABDFF,FDBCBDB
51,ADEEBFB,AEEECAE,EEEEDAA,BEDABEF,FFDCBAA,CFCACFD
52,BECBFEA,DFBADFB,BDFCBBD,AACCEEF,DDFEBAC,DCEEAAE
53,ADFEDCC,EEEECAA,ABDEEEE,AFCCEEC,FDBABDF,FFCABBD
54,ECAACEF,ABCDEEE,AABCEFF,CEEDCCA,FFECBAA,FEDCDCA
55,CFFDDBA,EBEFDAA,DFFDCBA,BDCACEF,FFDABCB,AABDEEF
56,FFECBBA,CBFCDEA,ABEECBF,EFECAAB,AACEFED,FCCABDD
57,ABEFDDB,FEEDBAA,AABCEFF,FFDBBBB,AACEFFB,DBAAEFE
58,BBEEBBF,FFDDCAA,AABDEEF,EFEDBAA,BBABDFF,FBACEFB
59,BBABDFF,EFEDCAA,EBBACEF,EFEDBAA,ABEFFDC,EDAACEF
60,ABADFDF,EFFDCAA,AABDEFF,EFEDCBA,CBABDEF,FECEEBA
61,DDBEFCA,BFFDBAB,CFFDBAB,AADFFED,DDEFEBA,ACECAEF
62,FDAACCF,ABDDEFD,FEAABDE,DFFDCBA,AABDEFF,FFDDCAA
63,EFEDBAA,EEFECBA,AABDEFF,FFECBBA,AABCEFF,FDDBDBB
64,FECDCAA,BBACDEF,ABDDEFD,ECFDBCA,FFBBBCB,BCDEDFA
65,ACEFEBB,CCEFECA,BBABEFF,ADFEECB,FDBABDF,CDABCFE
66,AACDEEE,EFEECAA,BABDEFF,FFECBBA,BABCDFF,BCECEEA
67,AAEFEDC,FEDDDBA,ACCEFED,AABDFFE,FFEDBAA,BABBEFF
68,FFCBBBA,ABBCDEF,ABDEFCE,EAADEEE,FEECBBA,FDCBCCB
69,AEFFDBA,FFECCAA,AABDEFF,DFECCBA,FECBABC,ABBCDFF
70,DCCBAEF,ECDABFC,FEEDAAB,BDFFDBA,AACEFEC,EEEECAA
71,FFEDBAA,BBBBDFF,CEFEDBA,AABFEEE,FFECBAA,ABBCEFF
72,FEACDBC,EDFDABB,AACDEEF,EAABEFE,FFEDBAA,ABBCEFF
73,DFEDBBA,EEEECAA,AACDEFF,FFCCBBA,BAABEFF,CEDCEBC
74,FFCBADC,BDCDFEA,FECBABD,ACFFDCA,AABDEFF,FEDCBAC
75,BEFFDBA,DCBABEF,AEFEDBA,BBABEFF,FFECBAA,ABBCEFF
76,DEFEDAA,FEBACDC,CFFDBAB,ECAACEF,FEBBBCB,CAADDFE
77,ABEFEDC,FFEDBAA,AACDEFF,EFDCBBA,FBCDDAC,BAACEFF
78,CBBEFCC,ECBABCF,ABCDEFE,FDBBBCD,EFEDBBA,EEFCBBA
79,FFDDBBA,ABBEEFE,EEFDBAA,ACFFDCA,EBABCEF,BBBBDEF
80,ABCDFEC,CFFEBAB,FBABDDE,ACFFDCB,FDDEDAB,ADDADFD
81,FFEDBAA,ABBEEFE,DEFECAA,BFFDBBA,FCABBCF,ACCCDEF
82,EEEECBA,FEECBBA,ABCCDFF,FECABCC,AABEEEF,FEBABCE
83,FFDBBAC,ABCEEEE,FEBABDE,EFEDBBA,AACDEEF,FEEDBAA
84,ABBBEFF,EEBEECA,EFDAACE,ACFFDCA,AACDFEF,EEEEDBA
85,FDABCCE,ABBDEEF,FFECBCA,CBABDFF,BEFEDBA,FFDCBAA
86,FDEEDAA,ACDFDFB,EDFECAA,ADFEDBA,FDAACDE,AACCFFD
87,BEFFDBA,ECBABDF,ADFFECA,BBABEFF,FFEDBAA,ABBCEFF
88,FECCCAB,ABCDEFE,AABDDEF,FAACCEE,FFEDCAA,FEDABBD
89,EFEEBAA,CBDFEEA,AABCEFF,FFDCBBA,AABCEFF,FDCCECA
90,ACEECFD,DAAEFEC,ABEDDEE,FFCBBAC,FCCEFBA,ADECADF
91,AACEEFE,FEEDCBA,FBABDEF,EFEDCBA,AABCDFF,EDEBDBA
92,ABDEEEE,FEEDCBA,CABDFFE,AACEEEE,FFEDBAA,BACBEFE
93,FFDCBBA,CADFEDB,BAABEFF,FFDCBBA,AACEEEE,ABBCDFF
94,CEFFDBA,FDBBBBE,ABDEFDC,DFBACED,FECBABC,BBBBEFF
95,BEFEDBA,DEFFDBA,ABDEEEE,ABCCEFE,FECAACE,DCAACEF
96,FFDDBAA,CBABDEF,ABDEEDE,FEAADDD,FFECBBA,ABBCDEF
97,BCBFFDB,DFECAAD,FFDBBBB,AADEEED,FECDECA,ADFCBEE
98,BABBDFF,CEBCFCB,FDAACDF,DFFDCBA,ABBDEFD,DEDFEAA
99,EFFECAA,BBEFEBA,ABDEEEE,FECBBBB,AABCEFF,FDAABDF
100,FFECBAA,AABCEFF,CDEFEAA,FFBABCD,FEEAACD,BBBCDFF
101,AACEEEE,EEEEDBA,AACDEFF,FFDCBBA,DAABDEF,ACBCEFD
102,FDACDCC,BADCCEE,ABBDFDF,BABDEFE,FFEDBAA,CBBCFED
103,CAFDEBC,ABCBDEF,EEFDBBA,BCCBBEF,DBBEFDA,BEFDABE
104,BBCCCEF,DEDFDAB,CABCEFF,FFDCBBA,AACDEFE,DEEFDAA
105,EDABBDF,FCBABDF,ABCDEEF,FCBBCCD,FFECABB,EBDFBBB
106,ACEEEDD,FFECAAC,ACEEEEC,ECAADEE,FEDAABE,ACCCDEF
107,DDFEDAB,DCBABEF,ECCEDEA,ECBABEF,FFECAAB,CEFEAAC
108,AEFEDBA,FECBABF,ACEEEDB,ABABEFF,FFEDBAA,ABBCDFF
109,ABBDEFF,EFEDCAA,ABDEEEE,AEEDEEB,FDBABDF,DFEDCBA
110,FEBBBBD,AACDDEF,ADFEDDA,FCABEED,FECDBDA,EEEEBAA
111,FFCBBAC,ABBDDFF,ACCDDDF,CABEFDB,FFEDBAA,FFCDBAB
112,ABDFFEA,CACCCEF,ADEEEDB,AADFEDC,FFDBBBB,AADFEDD
113,ABCCFFC,CFFCACC,ACBCDFF,FFDBBAB,EBBECAE,FEABEEB
114,CEFEDBA,AABDEEF,FEEECAA,AEFECBB,FDAADED,AABCEFF
115,FEBABCD,CEFCBBC,AACDEEF,EBBDFEA,FFEDBAA,EEEDDAA
116,CBADEFE,EEEEDBA,ABDFFDA,AACDEFF,CEEEDBA,ABDECFC
117,EFEEDAA,DBABCEF,ACEEEDC,EEAADEE,FFECBAA,BBBBDFF
118,AADEBDF,CAAEFED,AACDEEF,FFDCBAB,BABDFFC,ACECBFF
119,ABCEEEE,EEEECBA,AACEEEE,ADEDEEC,FECAABD,ABBCEFF
120,FEBBCBB,AABDEEF,EEEDCBA,AACFFED,BAACEFF,AFEDCCD
121,BBBADFF,EBFEDAC,CAACEFF,FEDBBAC,AADEFDB,EEEECAA
122,FEBABBD,AACDFFC,FFDBABC,DFECAAE,ABEEEDC,FEEDBAA
123,CFEBBAD,DEEEDBA,AACDEFF,EFECCBA,CAABDFF,FFCCBBB
124,FECCCAB,AACDDEF,ABDEEED,FEFDAAA,BAACEFE,DDEEDDA
125,ABDEEED,FEECAAD,ABDEEFB,FECBBBC,AABDEEF,ABCCEDF
126,ADFFECA,FFECBAB,AACDEFF,FECBBBB,AACCEFF,CBABEFF
127,ACCDEFD,FFEDBAA,AACDEEF,FFCCBBA,CBABDFF,FFDDBCA
128,FEAACCD,BBACCFF,EEBACEE,ABDEFEC,FEDBACC,FFDCCBA
129,FFEDBAA,ACDEFEA,AACDEFF,FEDCBBA,AABDFFE,FECBBBC
130,ABCDEFF,EEEECAA,ABDEEEE,AEEDEEC,FDBABDF,FFEDCAA
131,EFEDBAA,AABDDEF,BDEFEBA,ADDBCFF,FFECBAA,BBBBDEF
132,ADEEEBB,FFEDBAA,AACDEFF,FECCBBA,AABCEFF,EAACCFD
133,DBEBEFA,BFDDABF,FCCFCBB,ABBDECF,EDCFCAC,EABEBBF
134,AEFFDBA,ECBABDF,ADFFECA,BBABEFF,FFEDBAA,ABBCEFF
135,EFEDBAA,FDECAAD,ACEFFBB,EDAADFE,FEEBBBA,BBBBDFF
136,ACCEFDD,EEEECAA,AABCEFF,DFEDCBA,CBABCFF,CCABEEE
137,AACEEEE,FEEDDBA,BAACEFF,FFECBBA,AABCEFF,EEDDEDA
138,ABDEEED,FFEDBAA,AACEEEE,AFCCDEB,FDBAACF,ABCEEFD
139,ADEEFDA,FFBBBBD,ACDCBEF,FBABDEE,DDEBAFD,ABEDBFE
140,CBACDFF,CCEEFDA,FEBABCD,CEFECBA,AABDEFF,FFEDBBA
141,CDFCABE,BAEFBCF,FFDBCAB,FACBBEF,DDEFBAB,ECAADEE
142,FFDCBBB,FECCBAD,ABCDEEF,EAABDEE,FFECBAA,BBCEFDC
143,AACEEEE,FEEDBAA,BABDEFF,BFFECBA,CAACEEF,CDCEEDA
144,FECCCAA,ADACFFD,BABEDDF,AABEFED,FFEDCAA,ECDBBEB
145,ECAADEF,EFEECBA,AABCEFF,BBBDFEB,FFECBAA,EEDEDBA
146,EFEDCAA,CAACDFF,ABEFEDB,DDAADFF,FFECBBA,BBABDFF
147,BDEECAE,DABFEDC,AFFEBAD,FCAACEE,CBCFFCB,BACEDEF
148,DFEECAA,ACFFCBC,EFEDCAA,CBABDFF,FCCABDF,EBABEFD
149,EDBABDF,CEEFDBA,AABDEFF,FFDCBBA,BABCEFF,FFDCBAB
150,BBBBDFF,DCBADFE,FECAACD,EFEDBAA,ABBEEFE,BDDDEDA
151,AEFFEBA,FDBAADF,ADEFECA,ABABEFF,FFEDBAA,AABCEFF
152,BCCFDAF,EDBABEF,DAABDEF,FFDBCBB,FFCDAAC,BADFDCE
153,BAEBCFD,AAEFECC,ACBCEFF,FDBBCCC,CEFECAA,DFDACFB
154,EDBBBCF,FDEDABA,ABCDEFF,FDABCCD,FFECBBA,EFDEBAA
155,AEFFDBA,FDBAACF,ADFFECA,BBABDFF,FFEDBAA,AABCEFF
156,FFCBBBB,DBACCEF,ABDFEEC,DACECEE,FEDCBBB,ABCDDFE
157,ABCEEDF,CDFFEBA,FBBBBDF,ADFEDCA,ECABCEF,FFCCBBB
158,FEBDBBB,EDBADCF,ABDEEFC,AACEFED,FEECBBA,AACCEFE
159,DDEFEBA,EBABBEF,BEEEEBA,BFFCBCC,FFDCBAA,ABBCDFF
160,AACEEEF,DFFDCBA,DAACEFF,FFDCBBA,AABDDEF,EEDDDCA
161,FFCBBBA,DCBCDCF,ABDEDEE,DAACEEF,FFEDBAA,BBABDEF
162,DEEDEAA,EDACBEE,ABCDEFC,FAACCDF,BDEEAED,BDCACFE
163,EFEDCBA,EBCCEEB,EDECBAF,DFEBABC,ABCDDFF,ECBACDF
164,CCFDFBA,BFFCABE,FFBBDBB,ACFBDFD,DFDBBEB,AACEDEF
165,FBADEDE,BEEEECA,ACDCDDF,AACEEEF,FFECBAA,EAABEED
166,FEDDCAA,ABBDEEF,FEEDBAA,BEFECBA,DBBABEF,BEBCBCF
167,FEBAACE,ACCCFFD,FFEBABC,EFEDBAA,ABDEEEE,FFEDBAA
168,FDCCABF,DEBCCAF,FEDBBAA,DAACEEF,BEFCADC,FFECAAB
169,BEFECAA,DEFECAA,ABDEEEE,BFAADFD,FEBAADE,CBABCEF
170,FEBBBBC,AABDEEF,EEEEDBA,AABDFFE,DAADEFE,BADBFFD
171,AEFFDBA,ECBABDF,AEFEDCA,BBABEFF,FFECBAA,ABBCEFF
172,CEEFCAD,EAAEECF,ABFFCBE,DFCBABF,FFDDCAA,ACEACFD
173,FFCCBBB,AABDEFF,EFEDCBA,AACFFEC,AACEFEB,ABDFEDC
174,FDCBACF,FECDBAD,FEDCCBA,ACFDBCF,ACFFBDC,FFDBABB
175,ACFFEDB,CDBEDCC,ACDEEEB,AABFFED,FFDBBBB,ABBBEFF
176,FFCDBAB,BBBCDEF,ABDEEEE,AAEFEDB,FFDCBBA,DDDDEAB
177,ACBCDDF,DEEEDBA,AACDEEF,FFDCBBA,CAABDFF,FFDCABB
178,FEBABCE,BABEFED,FDBABEF,ECAACEF,BFEBCDB,EEDEEBA
179,ABFEDCB,DADCCCF,ABCDCFE,BAADFEE,FFDDBBA,FDBADDD
180,EFEDBAA,CDEFEBA,AACDEEF,FFDCBBA,BAACEFF,FFCBBBB
181,FFCBBBC,BBBBCFF,CCDFEBA,AACDFFE,FFECCAA,FEDCBAB
182,BDEFDCA,EEEEDAA,AABCEFF,FFDBBBB,BABCDFF,ECAACEF
183,AEFFEBA,ECBABDF,ADFFECA,BBABEFF,FFEDBAA,AABCEFF
184,AEFFDBA,EDBABDF,ADFFECA,BBABDFF,FFECBAA,AABCDFF
185,BEEFABC,DCAACFF,FCBBEDB,AADCCEF,EFDCCCA,ABBCFFE
186,FCAADED,ACDBCEF,FEDDEBA,EBAACEF,FBBCBDD,BCEFEBA
187,ACFFEBA,FFEDCAA,AABDEEF,EFECBBB,ACEBEFC,CCDBBCF
188,EBEFDAB,EEDCDBA,AACEEEF,CAACEFF,FFEDBAA,AACEEFD
189,FCAABEF,BEDEFDA,FECAABD,CEFECAA,ACFFECC,EFFEBBA
190,BDEDEAC,DADEBBF,DCEFEAA,BFDAADF,FFCCBCA,EDAAEEE
191,AACDEEF,EEFDDAA,FDAACDF,CFFECBA,BABCEEF,EEDDDCA
192,CEEEDCA,DABEDDE,CEFECBA,CEBABEF,FFEBBAB,ABEDAEF
193,EFEDBAA,DEFEDAA,ABCDEEF,FECBBBB,AABDEFF,FFDBBBB
194,ACCDCFF,FECBCBB,ACCDEEE,DEABEFC,FEEDDAA,ACDAEFD
195,ABBDFEE,EEEECAA,AACEEEE,BFECDCA,ECAACEF,FFDCCCA
196,ACDEDEE,EEEECAA,AACEEEE,AADEEEE,FFCAABD,CFFDBAB
197,ABEBCFD,BAEECDF,FEAACDB,FDBBBCE,EFECBAA,DFEBACE
198,CAFEBDE,CBFDABF,EABEEDA,AACDEFE,CFDBDEA,BEEAADE
199,EFECAAC,DEFEDAA,ABCEEEE,FECBBBA,BAACEFF,FECABBD
200,ABCEFEB,FFBBCAD,BBABDFF,FFDCBAA,DEEBACE,FCADFBB
201,AADDBEF,FBCEBAE,AACDEFF,FECBBBD,DAADFFB,ACEFEBB
202,FEBBBBE,ABEEEDD,FFDBABB,BDFEDBA,AACEEEF,FFEDBAA
203,ADFFEBA,ECBABDF,ADFFDCA,ABABEFF,FFEDBAA,AABCEFF
204,FEBBBBB,AABDEFF,EEEDCAA,ABEFEDB,AABEEEE,BCFCDBE
205,FDADEBC,ECCAADF,ABDEEED,BADFECB,FFCBBBB,CCEEEDA
206,CFEECAA,EEEDCBA,AACDEEF,FFCCBBA,AABCEFF,FEEABDB
207,CDEABFD,BBFDACF,EBCFBBD,BFCADCE,EDCEFBA,EEABFEA
208,ACEFEDB,DDEEEBA,BABDCEF,CFFDCBA,FECAACD,AABCDFF
209,EFEECAA,FDBAACF,ABCDEFD,FBABCEF,EFFDBAA,ABBCCFF
210,FDACDBC,BABBDFF,ABDFFDB,BBFFCBC,FFCBBCB,EDEECBA
211,FFEDBAA,EEEECAA,AACDDFF,FECBBBC,ABEECEE,DBAADFF
212,ABEEDED,AABDEFF,FFEDCAA,ABDFEDB,AABCEFF,AACDFEE
213,EFEECAA,EBBACEE,BCEFFBA,BFFCADC,FFDBABB,ABBCDFF
214,EFEDCAA,BABCDEF,BDEEEDA,ACFDDED,FFECBAA,AABCDFF
215,ACBCDEF,EEEEDAA,AACEEEE,BFEDCBA,FDAABDF,ECABBDF
216,ABDFEDD,FFEDBAA,ABDEEEE,FEBBBCB,ECAABEF,AEECECC
217,FFCBBBC,ACBBDFF,DCAADFD,BAACEFF,EEDEDBA,FEEDCAA
218,BABBFFE,EAFEDBB,AABDEFF,FEDCBBA,ABBEFFD,EDEFDAA
219,FFEDCAA,CBBBBEF,BBBEFEA,DEAADEF,FFEDBAA,CBBBCEF
220,BCABDFF,DEEEEBA,CAACEFF,FFDCBBA,ABEEDDE,ABCDFFB
221,CBACDFF,BBACFFE,FFEDBBA,AABCEFF,FFDBABD,CDDFEAB
222,ABBEEEE,FFEDBAA,ABCEEEE,DFDBCCA,ECAABEF,BDFFCDA
223,FECABBD,AACEFEC,FECAABD,EFEDBAA,ADEEDCD,FFEDBAA
224,ABDEEEE,FFEDCBA,ABCDEEE,FECCBBA,AABCEFF,EDEDDDA
225,FEDEDAA,BCBBDDF,ACEEEEC,AADFEDC,FFDCBBB,ABDFEDB
226,AACDEFE,AACDFEE,FEECBAA,ABEFEDC,AABCDFF,ECBABFE
227,EFEDCAA,CABCDEF,DEFEDBA,AAEEEEE,FFEDBAA,BABCDFF
228,ABCEEED,FEDCBBB,AACDEEF,DAACEFF,FFEDBAA,ABCEDDE
229,ADCEFDA,BABCEFF,EEEDCBA,AADFFEC,AABCEFF,AABFEED
230,AACEEEE,FFEDBAA,ABCDEEE,FFCBBBA,DBABDEF,AADEFEB
231,FDAABDF,CDDEEDA,FEBABCE,EFFDCAA,ABDEEED,FEEECBA
232,CAEEBBF,DBBDFEA,BDFEABD,BABDEEF,EEFEBAB,ECAADEF
233,DEEEDAB,FCADCEC,BFECACE,AADFEDC,ADEFEAD,FAACDDF
234,EFEDBAA,ABBCDFF,BCDEFEA,AEDBBDF,FEEDCAA,DCBABEF
235,AABDFFE,EEFDCBA,AACDEEF,FFDCBBA,CAADEEF,DCEEFCA
236,EFEDCAA,BABBDFF,ABDEEDD,EFBABEE,FFECBAA,BBBBCEF
237,FDAACDF,BDDEFDA,EBABDEF,FFDCBBA,AACEEEE,FEEECAA
238,FEBCCBA,AABDEEF,FFEDBAA,ABEFEDB,AABDEFF,BDBFFBB
239,FFDCCAA,BBBCDEF,ADEEECA,AACEFEE,FFEDBAA,BABCDFF
240,FBCBBCE,BAACFFD,CBDFEBA,ABCDEEF,BEEEDBA,DDDEEBA
241,FECAACE,ABDDFFD,FFECAAB,CEFDBAC,ABDEEEE,FFEDBAA
242,AEFFDBA,DBBABEF,BEFEDBA,BBABEFF,FFECBAA,AABCEFF
243,BFDCECB,EDDFCBA,AABDEFF,FFDCBBA,BAACEEF,DECCFBA
244,FFEDBAB,DFECAAB,BEFECAA,ABEFECD,EDBABEF,EBADFEB
245,CAEFEDA,ABEFDDE,FDCDEBA,FBADBEE,CBEFCAB,EDAADEF
246,FFDCBAA,BBBBDFF,ADEFECA,AADEEEE,FFDCBAA,BBBBDFF
247,CEEDACE,EBABEEF,EFEDBAB,EBABDEF,FECBBCB,ACEEAEF
248,DFEECAA,CBBBCEF,EEEEDAA,ABEEEEC,FFCBABC,AABDEFF
249,BFEEDAB,EEDCDBA,AACDEFF,EFDCCBA,EBABCEF,BBABDFF
250,ABDFBFD,BABEFED,ECDFDDA,ABEEDDE,EFFDBAA,BACCEEF
251,EEDEDBA,BBBCDEF,DEFEDBA,AABDFEE,FFECBAA,ABBCDFF
252,AEFFDBA,ECBABEF,AEFEDCA,BBABDFF,FFECBAA,ABBCEFF
253,BBBBEFF,EDEFCAA,FDAACEF,EFEDBAA,ABCDDEF,DEEEEBA
254,AACEEEE,EEEECAA,BABDEFF,FFECBBA,BABCEEF,CBDEDDD
255,AEFFEBA,ECBABDF,AEFEDCA,BBABEFF,FFEDBAA,ABBCEFF
256,CEEEBAD,EBACFEC,BFFDBAC,ECAACEF,FEDEBAB,BCDADDF
257,AACDEFE,FEEDCBA,BABDEEF,DFEDCBA,FBABDEF,ACCEFFB
258,FDCCABF,FECCDAB,ECAACEF,FDBAADE,ACFDBDD,EFFDBAB
259,CFFECAA,EEFEBAA,ABDEEEE,FEBBBBB,CBABDFF,FFDCBBA
260,CEFDECA,BFECCAB,BDDEFDA,AAEEEDE,FFEDCAA,BDCADEF
261,CFFCCAB,CDEEEDA,CBABDFF,FFECBBA,AABCEFF,CDACDEE
262,AACDBEF,CAEFDCA,AACDEEF,FEDCBBA,ABBEFED,EEEFDAA
263,EBABDEF,EEFDBBA,AACDFEE,ABCEFED,FFDCBAA,CDFCDCA
264,FFDCBAB,CBACFFE,CBBACEF,FDBAACE,EEFEBAA,BBCBDFE
265,FEABCBC,CCACDDF,ABCDDFF,FBBDDCA,FFEBABA,DDCBAEF
266,EFEECAA,BADEFDC,ABDEFEB,EFDBBBC,FFEBBBA,BBBBDFF
267,CBABDFF,EEEEDBA,EAABDEF,FFECBBA,ABDEEED,CBDFDCA
268,BABCDFF,ACEFFDB,FFEDBAA,BDFFDBA,ABDEEEE,EEEEDAA
269,DEFECDA,ADECDDE,EEBBAEE,BABEFED,EEECEBA,DBDABFE
270,EFDDDBA,BABCDFF,CEEEDBA,AACFFDD,FECBBBA,AABCDFF
271,FFEDBAA,BABEEEF,ABDEFEB,DFCABDD,FFDDBBA,BABCDEF
272,FEDDCAA,BABCDFF,EEEEDBA,AACFFEC,DAACEEF,AEBEEDD
273,FFDCBAA,AACCEFF,AEFFCCB,AACDEEF,FEFDCAA,FEFCBAB
274,AABEFEE,ABFEDBC,DAACDEF,FFECBBA,ABDDEFE,DEEEDAA
275,AAEFFDB,FECABCC,FEDCBBA,AAEEEDE,FFEDBAA,ECBABEF
276,DFFECBA,FEDBABD,ABDEDEE,FEBBACD,FCABBDF,BBBBDFF
277,DBFBDEB,BFCAEFB,BFDCDDA,BAFBECF,DCFDACD,AEEBEEC
278,FDABBDF,ABCEEEE,FFECAAB,FFECAAC,ABCEEEE,FEEDBBA
279,ECAACFF,BDFFEBA,FDAACDE,DFFDCBA,AADEEEE,FFDCBBA
280,ABBDEEF,EEEDCAA,ABCEEEE,AFEDDDB,FEBABDF,DFDBBCB
281,CCEEEAB,CDBEEEA,BABCEFF,EBAADEF,BDFFDBA,AACCDEF
282,BBDCAEF,DBAACFF,FDABCDE,CFFDCBA,BABDFFC,AADFFCE
283,FCABDED,DCBABDF,ABDEEEE,BCFFDBA,FECBBBB,EEECCCA
284,FDABCDD,FDCBACF,ADEFECA,AABFFED,FFECBBA,ABCEFED
285,ABDCBEF,FEEABDA,FEBABCD,AACEFED,FEBABCD,CEFFBAC
286,BEFFDBA,DBABCEF,BEFEDBA,BBABEFF,FFECBAA,ABBCEFF
287,FFDDCAA,ABBCEFF,AABDEEF,FBABDEE,FEEDCBA,DBAACEF
288,FECABDB,ABEEFEA,FBABDEF,EFEDCBA,AACEEEF,FEEDDAA
289,CCDBEFB,AAEFEEC,ACEEDDE,ADCFECE,FDBAADF,CABCEFD
290,BCDAEFC,CBAADFF,DCFEDBA,AADFEEE,FBCDBFC,BCBBDEF
291,ABDEFBD,FEBACED,FBABCCD,AACEEEE,FFDDAAB,BDDADFD
292,FFEDBAA,BABCDFF,ABCDDEF,EAACDEF,FFECBBA,BBABDFF
293,DFEDCAA,FEDCABB,BDEFEBA,ADFCCDD,FFECBAA,ABBCDFF
294,FEDDCBA,DBBBBEF,ACEEEDB,CAACEFF,FFEDBAA,BBBBEFF
295,FEBBBBE,ABBDEFF,FFEBABC,EFFDBAA,ABCEEEE,FFECBAA
296,CDDDFAC,FFCAACE,FFDBBBB,AADEFED,EEEBABE,EDAACFE
297,FFEDBAA,ABDEEED,BCEFEDA,CFEBABB,EAACEEF,BBBBCEF
