,0,1,2,3,4
69,BFHHHFCBBBB,HGFECBBABDF,ABBCDGHGEED,HHGFDCBBBCC,AABBDDFGGHG
70,DCBCBACGHHH,GFCFHGFDAAA,CAABCEGHHGE,AABCCFGHHFE,GGGHGEBABBB
71,HHHFFDBBBBA,AABBDEFGGGG,HGFDBAABGGF,GGGGGEDBAAA,ABBBCDEFGHH
72,HHCADFBBDED,CDCBBBCEGHH,DFFHGDAABDG,HGGGFEDCBAA,ABBBDFGHECH
73,DHHGEDBBBCC,GGFEBAABEGH,EFGGGHEBAAA,DCCBABCFGHH,DFEEDEEDEGA
74,HHFBBADDCFG,FGGGGFECBAA,AABBCEFHHGF,DCAABCEGGHH,HFFFDCABDCD
75,CFGHGGECBAA,BBABCDFGHHH,HHGDBBBABDG,GGGGGEDBAAA,AABBCEFGHHG
76,EGGGFFBABED,CAACDCDGHHG,GEDFHGCAACF,FGHHEBBBCCB,DBABDDFGFHH
77,ABEGHHFEDCB,HHFCABBBDFG,ABDEFHHFDCC,HHGDBCDDBAC,ABAACEGFGGH
78,EDADGHGEDBA,BBBBBCEFGHH,GGHHFDBBBBB,FGGFHEECBAA,GGGHCCCBABE
79,HHGFFCDBBAB,BDGGGHFBBCB,BBBBBDFHHGF,HGECBABBDGH,BBBBBCEEGHH
80,AACDEHHEBDH,HHFCABEEDCD,ABBBCDFHHGF,HHGEDDFFAAB,BEGEBEHHDDA
81,HHHGECBABBD,BEGGHHDABCC,BBBABEHHGED,HHGEBBBBBEG,ABDBCDDEFHH
82,GGGHFEDBACA,HGEBCBABEGH,DEFGHHEBAAB,ABCCCDGGFHH,FFCBBACDFHH
83,HHGDBBABDEF,FFGGGGECCAA,AACDFGHGFDC,BBABCEFGGHH,HGGGFCBAABD
84,ABBBBEFHGGG,FEHHGCACEBA,AABCCEFHHGF,DCBAADEGHFH,FGGGGFEBAAA
85,HFBABCDDFGG,AACEFHGGGDB,HGHGECAABDF,ABCFGHGFECB,HHGEEDBBBAC
86,HFGFGFDAABD,FHGFHGCAABB,CBAABDGHHGE,HHGFCAABDCE,AACCDGFFDFH
87,CFGHHGECBAA,BBBBBDFGHHH,HGFDBBBABEH,GGGGGFDBBAA,AABBCEFGHHG
88,HHEDDECBBBC,ABBDFGDDDFH,BCFHHEABCDF,HGFGGEDDCAA,GEEEABBDCFH
89,GHHGGCBBBBB,EGHGGDAABDE,BDFGGHFDBAA,CCBABCEFGHH,HFEEEGGCAAA
90,AEEHGDGGEBA,ABFFECBDFHH,CEFFGHFCBAA,FGGEBCFGEAA,ADFFCACGHHB
91,AABDFFGGFGG,HHGGFEDCBAA,AABDEGHGFEC,EDBABCDEGHH,FFFFEFFEDAA
92,AAEEGFFGFEE,HHGFFDCBABB,BBBBBDDGGHH,GGGGGFDCAAA,DBCCBFGGHEC
93,HHGFCCCABDC,EGGGGFDBAAB,CDFGHHFCBAA,BAABCEGGGGG,AABBCDEGGGH
94,DGGHHGDBBAA,BBBBBCDFGHH,HHDBCFGBAAE,HHHGECBAACC,ABBBCEGGHHG
95,CGHHGFDBAAB,GHGECAABDFG,CCCBABFFFHH,HHGGEBAABDF,DCBAABEFHHH
96,HHGFFDBBBBB,BBBBCCEFGHH,FFEFGHDAACD,HHGGFECBBBA,BBBBCDEFHGH
97,BCBCHHGCBEG,HFCAACGHGEC,BBBBBCDGHHH,HGGFDCEFEAA,ADGHCBEHFBD
98,BAACBDGHGGH,FEGHGFEDBAA,AABDEGHHFEC,CBAADCFGHHE,EGFGHGDABAB
99,FHHGGECBAAB,CDEDBABDGHH,GGGGGFCBAAA,CCBAABDGHHH,GDBAABCFGHH
100,HHHGEDBBBBB,AABCDEFGGGH,HHDDFGEBAAB,DFGGGFAABDF,ABABCDFGGHG
101,AABDGGGGFFG,GHGGFCBAABC,BCEFGHHECBA,HGEBAABDEFH,CEEDEFHHEBA
102,HGBBDFCFDCB,CCABCBFGGHH,BCABEDCEGHH,GGGGFEDCBAA,CCBBDFEECFH
103,ECEHFGECDAB,BAACEEGFFHG,HHHECBCCBBB,DGFCABFHHDA,BDGHEAADGHD
104,BABDBBEGHGH,FHGGEFDBAAC,CDFGHHFDBAA,BBABCEEGGHG,EGGGHGDABBA
105,FFCACCCHHFC,BBBBCDEFGHH,GGHHGDBBBBB,HHHGFECBBAB,GDCFHBBBCEG
106,ABFGGFEEDEE,FECAABDFGHH,HHGFEEBAABD,HHGGFCAAACE,ACCCCEFGHHD
107,EFFGFFBADFE,AAABDGGGGGG,HHHGECBBBBB,DFGHHGDBAAB,CFHHFBABEFB
108,BFHHGFECBBA,CBBABCEGHHH,HGFCABCACFH,GGGGGFECBAA,AABBCEFGHHF
109,AABCDEGGGGH,HHGECAABCEF,ABBBBDHGFGG,HGGFDBAACEG,FHHGFFDCBAA
110,HHCBBBBCFEF,ABBBCCEFHHH,HHHGECBABBC,HGGFDDEAECA,HGGFGCCBABF
111,HHEBCBBBDEF,ABBBDFDFGGH,ABADDFDDGHH,HGGGFEDCBAA,GGECECABBDH
112,CCCGHHHDBBA,ABBBCDFFGHH,DDCBBBCFHHG,HHGGEDBBBBB,BBEFHHFFEBA
113,ABBDDHHFBCG,HGBADECDFEF,CEFGHHFCBAA,DFGFACGFABG,GGDACFHECDA
114,EGHGGFDBBAA,BCFHGHFBBBB,CBAABDHHGFE,HHGEBAACDDC,AABBCEFGGHG
115,HHDAABCDEFF,FDBBBBCFGHH,ABDFGFBCEGG,HGGGFEDCAAB,FFFEEECAADH
116,ECBAFGHHFCB,EEEECBAACGH,HHFDBABCDEF,ABDFGFGGECD,CDEGGEGGEBA
117,GHGGGFDBBAA,AAABCDFGHHH,EEEDFHFBACG,HGGGFEDCBAA,BBBBBDEFGHH
118,BABGFCCHHFB,ACGHHFDBBDE,BDEFGHHECBA,CCCAACFHHHD,BCFGDCGHGAB
119,AACEFGFGGFE,HHGFEBAABDE,ABBBBDGGGGG,HHGFECAABCE,ABBCEGHHGEB
120,HHDDCDDBCBC,ABBCCDFHHGF,FFDCAABDGHG,HGCBAACEFFF,AEHEEDCDCBG
121,BBBAAEGHGGF,GHGGEFEBAAB,EFGHHGDCBAA,AACCDFGHGFD,GGGHGECABCB
122,HHEBABBDEFF,EFFGGFEDCAA,AABDEGHHFDC,AACDFGGGGFF,HGGFDBABACG
123,CFFDBBABEGH,HHHGECBAABD,ABDEFHHFDCB,FEDBAACEGHH,HHFDCCBCBCD
124,HHEDCDBBBDE,ABBBCEEFGHH,GGHGEDDECAA,FECBABDFHHF,FEGFGFEFAAB
125,AADEHGGFEEC,ECCAABDFGHH,HHHGEDBBBBB,AABBCDFGGGH,DEEEEFFFGDA
126,BDGHHGFBCBA,FDDCAABDFHH,EFGGHGDBAAA,ABBACEEFHGH,CCBABFGHGGC
127,ABCDEGGGEFG,GFDBAABDFGH,DFGGGHFBAAA,FEDBAABDGHH,GGGFFEEDBAA
128,HGCABCCEEFF,AABCFEGHGFD,ABBCBDFGGHH,HGGFDDBABBC,HHGFEDDBAAD
129,HHHGECBABBC,EFGHGCAAADG,EFGGHGDBBAA,BAABCDFGHHG,HFDBBBBBEGH
130,AABCDEFFGHH,HHGECAABCEF,ABBBBDHGGGG,HGGFDBAACEG,GHHFFEDCBAA
131,GHHGFDCBBAA,AABCDEFFGHH,HGDAACGFDCF,HHGGFEDBBAA,BBBBBCDFGHH
132,BDGHGHDCCBB,GFECBABBEGH,FGGGHGCBAAA,CBBBBCEFGHH,GDBCFEHFFBA
133,EBFEBEHDACG,EGDAAEHEDDF,GCCBCAEDEHG,DFHEDDHEAAE,GBADGCAEGDG
134,BFGHHGECBAA,BBABCDFGHHH,HHGDBBBABEG,GGGGGFDBAAA,AABBCEFGHHG
135,GHHGFDCBBAA,CCBABBDFGHH,GGDDFGDAACG,HHGGEEBBBBA,BBBBBDEGHHH
136,ACCEFHGDEEE,HHGFECBABBC,AACDEGHGFED,GFDCAABCFGH,DCBBBGGHDGC
137,AABDFGGGFFF,HGGGFDCBAAB,ABCEGHHFDCB,DCBABCDFGHH,FFFFFFFECBA
138,AADFGGGFFEE,HHFCBABBDFG,ACBCBEHFFFG,HHGFCBAABDG,BCEEGGGGEBA
139,ACEGEGGBAEF,CACBBCDGHHH,FGGHGDBAABC,GGECEFCADHC,AADFDBFHEGG
140,CCAACEFHGGG,GGGGGFFDBAA,AABCDFHHGFE,DCBABCEGGHH,HHGGFDCBAAB
141,EEHHDABGGCA,BGEAADHFGFE,GHFFHCACBBC,FGDEDGHDBAC,GFBAADFGFGC
142,HHGEDBCBCBB,BCBBBBDFGHH,FGGHGDAABCF,GGGGFECBAAA,CBBCDEECCGH
143,AABDFFGGGGF,HHGFEDCBABC,AABCDFHHGFE,FEDBAACEGGH,EFFFGGFFDAA
144,HHEDDDBABCE,AACGHEDEDCH,BABBDDDEGHH,HGGGFEDCBAA,FDDDCCCFBBH
145,FEBAACDGGGH,HGHFEBBABCE,AACCDEFFGHH,HGGGFEDBAAA,GGFEGFDCAAF
146,GHHGFECBBAA,ABBBCDEFGHH,GGEDEFDAACG,HHGGFECBBAA,BBBABCEGGHH
147,CFGGGEADGDA,AEGFDCBDGGF,GEEGHGBAABD,HGDCBCGHDDA,BAADFDDGGHG
148,FHHGGFCBBAB,EEDBAADGHGD,HGDBDECABDG,HHGDBCABCEG,EDAACEGFDGH
149,EECBBBCEFHH,HHHGEDBAABC,CDFGGHGCBAA,EDBAABDEGHH,HHGECBAABEG
150,BBACBEGHGFE,FCDFGGFFCAA,ABCEFHHGEDB,AABDDDGGGHG,EEGEFGHCBAA
151,BFGHHGECBAA,BBABBDEGHHH,HGFDBBBABFH,GGGGGFDCBAA,AABBCEFGHHG
152,BCBEGEACHHF,CAACGHHFDDE,ABCEGHGFDCD,DDHHFDFCABD,BACGHFBFHDD
153,DCEGDEHHDAA,BGHFBAADGGF,GGHHGDBAABB,CCDFHHGDBAB,DGGCADHFBED
154,GFCBBBAHHFF,DEDBBBBDGHH,CEFGHHDAACD,EFHHGFDBBAA,FHFGGDACABF
155,CFGHGGECBAA,BBAABDFGHHH,HHGDBBBABEH,GGGGGFDBAAA,AABBCEFGHHG
156,HHECCDBBDDB,ABBBCCEGGHH,HHHEDBABDCB,HHHGEDCBBBB,BBDCDDGFGGD
157,AACDEEEDGGG,GGHGFEDBAAA,AABBCDGHGGF,HGFDBAABDFH,HHFDDBBBBCE
158,HHCDEDCBDCB,BAACBCFGGHH,CCDBBBBEHHH,HHGGFEDBABA,AACDDFHHFCE
159,FFGGHGECBAA,ABBBCDEGHHH,DDBABFHHFDC,HHHGEDCBBAA,ABBBCDFGHGH
160,AABEEEFGGFG,HHGGFEDBAAB,BDFGHHGDBAA,BBABBDFFGHH,GFFFFFFFDAA
161,HHGDDDCCBBB,BBBCBCDGGHH,GGGHFBAACDF,GGGGGFDCAAA,CCBABDFFFEH
162,FFGFFGCAAED,ABBBDCDFHHH,GHHGECABBBB,ABCEFGGBDGF,BDEBACGGFGG
163,GGHFFFDBBAA,FGFGHGCBABA,BBACEHHGECC,AABCDEFFGGH,DCBBBCCEGHH
164,ECGGEHEAABF,HEBAADGFGED,FECEBAEHDCH,DCDGHEBAEGB,BABEFDGEHHC
165,GDAAEEEEFEG,EGGGDAACFFF,ABBBCEEFGHH,GGGGGFDBAAA,ECACCEEFDCH
166,HHFEFDCABBC,BBEFFHHDBBB,CBAACEHHGFD,HFECBBAADGH,BDFACBCEGHG
167,HGDBAABEFFG,FFFGGFFECAA,BABDFHHGECB,AABCEFGGGGG,HHGFEBBAACG
168,FDCDBAADFHH,DCFDBEHHEBA,GGEDFEAACGF,ABCEHHEBDFE,HHGFDBABCCD
169,BGHHGECABBD,GHGDBAABEFG,FGGDBEGAACG,HHGFDBAABEF,CBBABCDFHHH
170,HHEBBBBCDDE,AACDDEEGHGG,HHGECAABCFG,HGFBAADEFFE,BBCCCEFEDEH
171,CFGHHGECBAA,BBABCDFGHHH,HHGDBBBABDG,GGGGGFDBAAA,AABBCEFGHHG
172,DFGFHEAEFCA,ABEDBDFFGGH,EBBDFHHFDBA,FGGGGEECAAA,BBFFABGGEGF
173,HHFDDCBCCBC,AABDDEFGHGF,GGFDBAACGHG,HCBABDFGGEB,AADEGFECCFH
174,FDCBBABEGHH,FEGDBEHHEBA,GGCAABEHGEC,ABBDEHHEDFF,HHGECABCCBD
175,AAGHGGFCCCC,ACECCCBFGGH,CCCBBBCEHHH,HHGGEDBBBBB,AABBCFGGHGE
176,HHGEECBBCBB,AABBCDEGGHH,CDDCBABGHGG,HHGGEDCBBBA,FFFEFGCBBAF
177,ABCCCDDEGHH,HHHGECBABCD,BDFFGHGDBAA,EEDBAABEGHH,HHGEDBBCCBB
178,HHDAABCEFEE,FFGGGGFDBAA,CEGHHFCAABE,AADFGGEEFFE,GGFFGGECAAB
179,BBHHGGECCBA,BBBBBCEGGHH,AACCCEDDGHH,GGGGGEECBBA,FECCBCDDDHG
180,GHHGECBAABD,GHHGFCAABCE,BDFFGHGCBBA,EECBABCEGHH,HHFCBBBCCEG
181,HHGCBBBCDDE,AABBDEGGGGH,DCBBACDFGHH,GGGGFFDCBAA,HGEDDCAABDH
182,CFFHHFFCBAA,HHGGDBBBBCE,BDFGHHGDBAA,BCCBACEFGHH,EDAABBEGGHH
183,BFGHHGECBAA,BBBBBDFGHHH,HGFDBBBABEH,GGGGGFDCBAA,AABBCEFGHHG
184,CFGHHGECBAA,BBABCDFGHHH,HHGDBBBABEG,GGGGGFDBAAA,AABBCEFGHHG
185,DFGGHDCFDAA,AAACFHHGFEF,DFECAACHGEG,CEGHHEDDECA,AABCDGHEGGF
186,HFAABEFEEFG,CBABDGGHGEE,HHGGFDBAABD,CHHEACDCCDD,CDEHHGFAAAE
187,BDGHHGFCBAA,HHGFCABBBDF,ABBDEHHGECC,AABCFGCFHHD,CBDCBBBEGHH
188,GDBHGEBCBDE,DCCDBABEGHH,CBCFGCABEGH,GGGGGFDCBAA,AABEFFHEFBF
189,FDBAABCEGHH,GGGGGFEDBAA,AABCDFHHGFD,AAADFGGGFEE,GGGGFDCBAAF
190,DFGGFGCCEBA,BDCAACGGGGH,GEAACGHGDBD,GHHGFCCBCBA,FFBABEFDGGG
191,AABCEFGGGGG,HGGGFEDCBAA,AABCDFHHGFE,FECAABDGFGH,FFGFFFFECAA
192,DFHGGFFCABA,ACCCCCDFHHH,HGDBCFGDAAE,EFGHHECBAAB,ABCFDAEGHGG
193,GHHFECAABCF,FGFDBAABEGH,FFGGHGDBAAA,BBBABCEGHHH,HHGECCCCBBB
194,ABCDECFHHFE,GBCECAADGGH,DFGFDFEAAFG,HGGFEEEDBAA,ACEDAFHHDDD
195,ABBBEFFFFHH,HHGFDBAABDE,ABCCCFHGEFF,GGFDBAABEGH,GHGEFEEDBAA
196,ABEEEEEEFGH,HHGFDBAABCE,BBBBBBEGHHH,HHGGECAABCD,BGGGDCABCGH
197,CCGFCCHHEBA,BCBABDGHHGF,GGHGGEBBBAB,DEGHHGEBAAB,EGGEAABFHFD
198,DBCHFBDHFCB,FHEBBGHDABE,GGDBABADFEH,ECCGHDBDGEA,BEGEAACGFHE
199,EHGFCAABEFH,HHGFCAAADEG,FGGGGGDBAAA,EDCBABCFGHH,HGDCABBCEFG
200,ABDBGHGCDGF,EADCACGHGFG,CDFGHHFDBAA,DDEGHGBABEG,HFBCGHFADCB
201,ABCGECEHHEB,AEEBADFEEHH,FGGGGFCBAAA,CEFCABEHHGB,ABEGHGCACFF
202,HGDBBABDGGH,FGGFFFEECAA,BAABDEGHHGF,CBAACEFGGGH,HHGFFDBBABE
203,BEGHHGECBBA,BBABCDFGHHH,HGFCBBCACFH,GGGGGFDBAAA,AABBCEFGHHG
204,HHECCCCCCCB,AACCEFFGHGE,GECAABCFHGG,FBAABCFGGGG,CCDDCCCBEGH
205,HFBAEFBCEFE,BBBBBDEFGHH,EFFEBAAEHHD,HHGGECBBBBB,DDFGGGGCBAD
206,EGHGGEDBBAA,HGFEDBAABFH,EFGGGHEBBAA,ECBABBDFGHH,GFEDACCCDFH
207,EDHEBBGHDBB,FGBABFHEDDF,FBCFCDHEAFE,DEGGEDFHEAA,FHDACGHCBEB
208,ABFGHGEDBCD,HGHHFCBBABC,AABBDFHHGFD,HHGFDBAABDD,AAABCEFGHHG
209,GGGGGECCBAA,BBBBBCEGGHH,GHHHECBBBBC,DDFHHHFCBAA,BBBBCCEFGHH
210,HGCADECBEDC,ABABCEFGGHH,HGFCCAAFHEA,HHHFFBBBBBB,FFEGFCDBABH
211,HHGGFDDBBAB,GGHDBBAACFH,DEFGHHEBAAB,AABBEGGDFGG,DCAAACFGGHH
212,ABEGGFGFEDD,CDFFGGGFEBA,ECAABCDGHHG,HEBAABCFGGG,CDDEFGGFFBA
213,GGGGGFDBAAA,BBBBCCDFGHH,GFBABEHGECD,HHGGFDBABBB,AABBCEFGHGG
214,GHHGEECBBBB,ABBBCDFGGHH,FEEAABFHGFG,HHGGFEDBBAA,BBBBCDEGGHH
215,ABCBCDDFGHH,HHHFDBAABCD,ABBBCFHGFFE,HHGFCAABDEG,EDBABBCEGHH
216,AADGHGEEEFE,GFECAABDFGH,GGGGGGDAAAB,GGFDBAABDGH,CFGGEGFEEAA
217,HHFCBBBBDDE,CBCDFHGHEBA,EGHGDBAACFG,CEGGFEFFDAA,GGFFDDBAADH
218,BAACCFHGFGE,FHGFDFCAACF,EFGGHGDCBAA,AAACDEGGHGF,GGFGHGDBBAA
219,GHGGFECBBAA,AAABDFGGGGH,GHGCCFEAACG,GGGGGFEBBAA,CBBBBCDFHHH
220,BCBABDHHGGG,GGGGFEDBAAB,ACEFGHGECBA,BAABFGHFFGG,BCCCDEFECEH
221,CBBACEFHHGG,BBEHHGFCDDA,FEECBABCFHH,HHGGFDBAACD,EEEFHHCBEBA
222,ABBCGGFGFEE,HGFDBAABDFH,ACDCDGHEDDE,HGFDBAABCGH,DEGHGEFECAA
223,HHEBABBBEFG,EFGGGFEDBAA,AACDFGHGFDB,AABEGGGFFFF,GGGFDBBABDH
224,AACFGGGFFEE,GFEDCAABEGH,GGGGGFCBBAA,CBBBBCEFHHH,GFFFFFFFCAA
225,GGFEFECAAEE,BAACCDFFHHH,CCCCBBBFHHG,HHGGEDCBABB,ABDGHGGCBCE
226,AABEEFGHFEF,FFGGGGFDBAA,CBABBCDGHHG,FDBAACDEFHH,FDBBABEGFHF
227,GHGGFEDBBAA,AABBCDFGHHH,FFECAABGGGF,GGGGGFECBAA,BBBBCDEFGHH
228,ACDFGGHFEDA,FECBBACDFHH,BDDEFDABEHH,GGGGFFDCAAA,ABBCFFCGFFG
229,BFEFGHGDCAA,AACFGGFFGEA,FECAABCFHHG,GEBAABCFGHH,CBCEHGGGDAA
230,AABDFGGGGFF,HHFECBAADFG,CEFFGHGCAAA,FFECAABDFGH,DDEFGGGFDBA
231,GEBAABCEGHH,GGGGGFEDBAA,AABDEGHGFEC,AAACEFGGGGF,GGGGGFCBAAE
232,EBBHGCBFHEC,ACFHGBABDGG,DBBDEBADGHH,EFFGFHGCAAB,GFBABEGGHCB
233,EGGHFFBACDB,ABECFDCGHGF,DCEFDAAEHHF,BBACFGHGCBF,GBABDDCGFHG
234,GHHGFDBBBBB,AAABDEFGGGH,GHGCACGEBCC,FGGGGFEDBAA,CCBBBBCEGHH
235,AABBEGGGGGF,HHGFFCAABDE,BDFGGHGDBAA,GFDBAADFEGH,FEGGGHFCAAA
236,GHHGFECBBAA,AABBDDEFGHH,GFDEFHGBAAD,HHGGFECBAAA,BBBBBCDEGHH
237,GFBAACCFGGH,GGGGGFECAAA,BCEGHHGECBA,BAABCEGGGGG,HGGGGEDBAAB
